Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
AMANINDA,"1,048,000",678.13,"1,545",Oct-21,THOMSON ROAD,Resale,Strata,63,"16,635",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
CARIBBEAN AT KEPPEL BAY,"2,140,000","1,216.33","1,759",Oct-21,KEPPEL BAY DRIVE,Resale,Strata,113,"18,938",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
RV RESIDENCES,"1,560,000",688.9,"2,264",Oct-21,RIVER VALLEY ROAD,Resale,Strata,64,"24,375",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,01 to 05
THE AXIS,"1,100,000",753.48,"1,460",Oct-21,MANDALAY ROAD,Resale,Strata,70,"15,714",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
VACANZA @ EAST,"1,280,000","1,022.58","1,252",Oct-21,LENGKONG TUJOH,Resale,Strata,95,"13,474",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
TURQUOISE,"3,228,150","2,088.22","1,546",Oct-21,COVE DRIVE,Resale,Strata,194,"16,640",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
8@WOODLEIGH,"1,700,000","1,097.93","1,548",Oct-21,WOODLEIGH CLOSE,Resale,Strata,102,"16,667",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,01 to 05
WATERBANK AT DAKOTA,"1,085,000",624.31,"1,738",Oct-21,DAKOTA CRESCENT,Resale,Strata,58,"18,707",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,06 to 10
WATERMARK ROBERTSON QUAY,"2,750,000","1,323.97","2,077",Oct-21,RODYK STREET,Resale,Strata,123,"22,358",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
VARSITY PARK CONDOMINIUM,"2,175,000","1,991.34","1,092",Oct-21,WEST COAST ROAD,Resale,Strata,185,"11,757",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
NIN RESIDENCE,"1,200,000",904.18,"1,327",Oct-21,PHENG GECK AVENUE,Resale,Strata,84,"14,286",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,01 to 05
COMMONWEALTH TOWERS,"2,580,000","1,302.44","1,981",Oct-21,COMMONWEALTH AVENUE,Resale,Strata,121,"21,322",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
THE LAURELS,"3,650,000","1,280.92","2,850",Oct-21,CAIRNHILL ROAD,Resale,Strata,119,"30,672",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
UE SQUARE,"1,983,000","1,054.87","1,880",Oct-21,RIVER VALLEY ROAD,Resale,Strata,98,"20,235",-,Apartment,1,929 yrs lease commencing from 1953,09,Core Central Region,11 to 15
EUHABITAT,"688,000",538.2,"1,278",Oct-21,JALAN EUNOS,Resale,Strata,50,"13,760",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
THE QUAYSIDE,"2,050,000","1,367.03","1,500",Oct-21,ROBERTSON QUAY,Resale,Strata,127,"16,142",-,Apartment,1,99 yrs lease commencing from 1994,09,Core Central Region,01 to 05
TOMLINSON HEIGHTS,"9,600,000","2,744.82","3,497",Oct-21,TOMLINSON ROAD,Resale,Strata,255,"37,647",-,Condominium,1,Freehold,10,Core Central Region,31 to 35
ECHELON,"1,400,000",731.95,"1,913",Oct-21,ALEXANDRA VIEW,Resale,Strata,68,"20,588",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,11 to 15
PRISTINE HEIGHTS,"2,010,000","1,356.26","1,482",Oct-21,MERGUI ROAD,Resale,Strata,126,"15,952",-,Apartment,1,Freehold,08,Rest of Central Region,16 to 20
THE POIZ RESIDENCES,"970,000",581.26,"1,669",Oct-21,MEYAPPA CHETTIAR ROAD,Resale,Strata,54,"17,963",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,01 to 05
MARINA ONE RESIDENCES,"2,471,812","1,054.87","2,343",Oct-21,MARINA WAY,Resale,Strata,98,"25,223",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
D'LEEDON,"2,330,000","1,356.26","1,718",Oct-21,LEEDON HEIGHTS,Resale,Strata,126,"18,492",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,26 to 30
THE FORESTA @ MOUNT FABER,"1,400,000",871.88,"1,606",Oct-21,WISHART ROAD,Resale,Strata,81,"17,284",-,Condominium,1,Freehold,04,Rest of Central Region,01 to 05
THE CLEMENT CANOPY,"1,758,000","1,108.69","1,586",Oct-21,CLEMENTI AVENUE 1,Resale,Strata,103,"17,068",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,26 to 30
THE LIGHT @ CAIRNHILL,"3,810,000","1,689.95","2,255",Oct-21,CAIRNHILL CIRCLE,Resale,Strata,157,"24,268",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
WATERFORD RESIDENCE,"1,660,000","1,076.4","1,542",Oct-21,KIM YAM ROAD,Resale,Strata,100,"16,600",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"1,680,000","1,065.64","1,577",Oct-21,KEPPEL BAY VIEW,Resale,Strata,99,"16,970",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
BELLE VUE RESIDENCES,"4,830,000","3,498.3","1,381",Oct-21,OXLEY WALK,Resale,Strata,325,"14,862",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
KERRISDALE,"2,650,000","2,378.84","1,114",Oct-21,STURDEE ROAD,Resale,Strata,221,"11,991",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,26 to 30
RV RESIDENCES,"1,500,000",688.9,"2,177",Oct-21,RIVER VALLEY ROAD,Resale,Strata,64,"23,438",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,01 to 05
TRILIGHT,"2,510,000","1,162.51","2,159",Oct-21,NEWTON ROAD,Resale,Strata,108,"23,241",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
THE PARC CONDOMINIUM,"2,198,000","1,420.85","1,547",Oct-21,WEST COAST WALK,Resale,Strata,132,"16,652",-,Condominium,1,Freehold,05,Outside Central Region,06 to 10
BEAUFORT ON NASSIM,"6,180,000","2,174.33","2,842",Oct-21,NASSIM ROAD,Resale,Strata,202,"30,594",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THOMSON EURO-ASIA,"2,350,000","1,130.22","2,079",Oct-21,THOMSON ROAD,Resale,Strata,105,"22,381",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
LEONIE SUITES,"1,780,000",925.7,"1,923",Oct-21,LEONIE HILL,Resale,Strata,86,"20,698",-,Apartment,1,99 yrs lease commencing from 2002,09,Core Central Region,16 to 20
SUNVILLE,"1,428,000","1,259.39","1,134",Oct-21,ST. MICHAEL'S ROAD,Resale,Strata,117,"12,205",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
ST FRANCIS COURT,"1,052,000","1,270.15",828,Oct-21,ST. FRANCIS ROAD,Resale,Strata,118,"8,915",-,Apartment,1,99 yrs lease commencing from 1992,12,Rest of Central Region,11 to 15
PRINCIPAL GARDEN,"1,580,000",807.3,"1,957",Oct-21,PRINCE CHARLES CRESCENT,Resale,Strata,75,"21,067",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
SOPHIA HILLS,"1,390,000",710.42,"1,957",Oct-21,MOUNT SOPHIA,Resale,Strata,66,"21,061",-,Condominium,1,99 yrs lease commencing from 2013,09,Core Central Region,01 to 05
ICON,"1,600,000",925.7,"1,728",Oct-21,GOPENG STREET,Resale,Strata,86,"18,605",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,36 to 40
OXLEY RESIDENCE,"5,430,000","2,540.3","2,138",Oct-21,OXLEY ROAD,Resale,Strata,236,"23,008",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
EUHABITAT,"1,190,000","1,011.82","1,176",Oct-21,JALAN EUNOS,Resale,Strata,94,"12,660",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
THE INTERLACE,"2,200,000","1,743.77","1,262",Oct-21,DEPOT ROAD,Resale,Strata,162,"13,580",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,11 to 15
THE ALCOVE,"1,200,000","1,302.44",921,Oct-21,LORONG 27 GEYLANG,Resale,Strata,121,"9,917",-,Apartment,1,99 yrs lease commencing from 2000,14,Rest of Central Region,06 to 10
1919,"1,590,000",850.36,"1,870",Oct-21,SOPHIA ROAD,Resale,Strata,79,"20,127",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE LIGHT @ CAIRNHILL,"3,500,000","1,722.24","2,032",Oct-21,CAIRNHILL CIRCLE,Resale,Strata,160,"21,875",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
SEASUITES,"1,186,000",688.9,"1,722",Oct-21,PASIR PANJANG ROAD,Resale,Strata,64,"18,531",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
GOODWOOD RESIDENCE,"6,550,000","2,486.48","2,634",Oct-21,BUKIT TIMAH ROAD,Resale,Strata,231,"28,355",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
PRESTIGE HEIGHTS,"600,000",376.74,"1,593",Oct-21,BALESTIER ROAD,Resale,Strata,35,"17,143",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
FONTANA HEIGHTS,"6,618,000","3,466.01","1,909",Oct-21,MOUNT SINAI RISE,Resale,Strata,322,"20,553",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
DUCHESS CREST,"2,700,000","1,733","1,558",Oct-21,DUCHESS AVENUE,Resale,Strata,161,"16,770",-,Condominium,1,99 yrs lease commencing from 1995,10,Core Central Region,01 to 05
PATERSON SUITES,"5,550,000","2,163.56","2,565",Oct-21,PATERSON ROAD,Resale,Strata,201,"27,612",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
REZI 26,"648,000",484.38,"1,338",Oct-21,LORONG 26 GEYLANG,Resale,Strata,45,"14,400",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
MONTVIEW,"2,220,000","1,227.1","1,809",Oct-21,MOUNT SINAI DRIVE,Resale,Strata,114,"19,474",-,Condominium,1,Freehold,10,Core Central Region,21 to 25
ALBA,"4,728,888","2,109.74","2,241",Oct-21,CAIRNHILL RISE,Resale,Strata,196,"24,127",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE GRANGE,"11,900,000","4,424","2,690",Oct-21,GRANGE GARDEN,Resale,Strata,411,"28,954",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
DUO RESIDENCES,"2,128,888",936.47,"2,273",Oct-21,FRASER STREET,Resale,Strata,87,"24,470",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,16 to 20
PARC RIVIERA,"1,580,000","1,151.75","1,372",Oct-21,WEST COAST VALE,Resale,Strata,107,"14,766",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,16 to 20
THE ROCHESTER RESIDENCES,"1,980,000","1,302.44","1,520",Oct-21,ROCHESTER DRIVE,Resale,Strata,121,"16,364",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,31 to 35
MARTIN PLACE RESIDENCES,"1,250,000",592.02,"2,111",Oct-21,MARTIN PLACE,Resale,Strata,55,"22,727",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
THE PARC CONDOMINIUM,"992,000",667.37,"1,486",Oct-21,WEST COAST WALK,Resale,Strata,62,"16,000",-,Condominium,1,Freehold,05,Outside Central Region,16 to 20
SOMMERVILLE PARK,"3,830,000","1,948.28","1,966",Oct-21,FARRER DRIVE,Resale,Strata,181,"21,160",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE TRIZON,"1,920,000","1,044.11","1,839",Oct-21,RIDGEWOOD CLOSE,Resale,Strata,97,"19,794",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
ARDMORE PARK,"10,750,000","2,884.75","3,726",Oct-21,ARDMORE PARK,Resale,Strata,268,"40,112",-,Condominium,1,Freehold,10,Core Central Region,21 to 25
LE REGAL,"730,800",570.49,"1,281",Oct-21,GEYLANG ROAD,Resale,Strata,53,"13,789",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
DUCHESS RESIDENCES,"3,000,000","1,485.43","2,020",Oct-21,DUCHESS AVENUE,Resale,Strata,138,"21,739",-,Condominium,1,999 yrs lease commencing from 1875,10,Core Central Region,01 to 05
COMMONWEALTH TOWERS,"1,430,000",753.48,"1,898",Oct-21,COMMONWEALTH AVENUE,Resale,Strata,70,"20,429",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
OUE TWIN PEAKS,"2,300,000","1,054.87","2,180",Oct-21,LEONIE HILL ROAD,Resale,Strata,98,"23,469",-,Condominium,1,99 yrs lease commencing from 2010,09,Core Central Region,16 to 20
EIGHT RIVERSUITES,"1,130,000",699.66,"1,615",Oct-21,WHAMPOA EAST,Resale,Strata,65,"17,385",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25
EUHABITAT,"1,438,000","1,162.51","1,237",Oct-21,JALAN EUNOS,Resale,Strata,108,"13,315",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
DOVER PARKVIEW,"2,685,000","2,228.15","1,205",Oct-21,DOVER RISE,Resale,Strata,207,"12,971",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,16 to 20
THE VENUE RESIDENCES,"1,668,000","1,130.22","1,476",Oct-21,TAI THONG CRESCENT,Resale,Strata,105,"15,886",-,Apartment,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
TRELLIS TOWERS,"2,245,000","1,485.43","1,511",Oct-21,LORONG 1 TOA PAYOH,Resale,Strata,138,"16,268",-,Condominium,1,Freehold,12,Rest of Central Region,01 to 05
PRIMEDGE,"790,000",527.44,"1,498",Oct-21,LORONG 34 GEYLANG,Resale,Strata,49,"16,122",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
WATERSCAPE AT CAVENAGH,"2,530,000","1,313.21","1,927",Oct-21,CAVENAGH ROAD,Resale,Strata,122,"20,738",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ROCHELLE AT NEWTON,"2,238,000","1,356.26","1,650",Oct-21,KENG LEE ROAD,Resale,Strata,126,"17,762",-,Condominium,1,99 yrs lease commencing from 2008,11,Core Central Region,11 to 15
RESIDENCES @ EVELYN,"2,400,000","1,140.98","2,103",Oct-21,EVELYN ROAD,Resale,Strata,106,"22,642",-,Condominium,1,Freehold,11,Core Central Region,11 to 15
TANGLIN VIEW,"1,300,000",871.88,"1,491",Oct-21,PRINCE CHARLES CRESCENT,Resale,Strata,81,"16,049",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,01 to 05
THE SIXTH AVENUE RESIDENCES,"4,200,000","3,164.62","1,327",Oct-21,SIXTH AVENUE,Resale,Strata,294,"14,286",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE CORNWALL,"2,160,000","1,044.11","2,069",Oct-21,CORNWALL GARDENS,Resale,Strata,97,"22,268",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
STUDIOS @ MARNE,"770,000",505.91,"1,522",Oct-21,MARNE ROAD,Resale,Strata,47,"16,383",-,Apartment,1,Freehold,08,Rest of Central Region,06 to 10
VIZ AT HOLLAND,"1,450,000",818.06,"1,772",Oct-21,QUEENSWAY,Resale,Strata,76,"19,079",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
THE ARCADIA,"4,100,000","3,778.16","1,085",Oct-21,ARCADIA ROAD,Resale,Strata,351,"11,681",-,Condominium,1,99 yrs lease commencing from 1979,11,Core Central Region,01 to 05
THE MAYLEA,"1,550,000","1,151.75","1,346",Oct-21,PASIR PANJANG ROAD,Resale,Strata,107,"14,486",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
RIVERSIDE MELODIES,"1,463,000","1,076.4","1,359",Oct-21,ST. MICHAEL'S ROAD,Resale,Strata,100,"14,630",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
URBAN RESORT CONDOMINIUM,"6,080,000","2,529.54","2,404",Oct-21,CAIRNHILL ROAD,Resale,Strata,235,"25,872",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
PATERSON SUITES,"4,634,040","1,679.18","2,760",Oct-21,PATERSON ROAD,Resale,Strata,156,"29,705",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
EIGHT RIVERSUITES,"1,120,000",699.66,"1,601",Oct-21,WHAMPOA EAST,Resale,Strata,65,"17,231",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25
MONTVIEW,"2,800,000","1,700.71","1,646",Oct-21,MOUNT SINAI DRIVE,Resale,Strata,158,"17,722",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
WATERSCAPE AT CAVENAGH,"2,550,000","1,313.21","1,942",Oct-21,CAVENAGH ROAD,Resale,Strata,122,"20,902",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
76 SHENTON,"1,290,000",624.31,"2,066",Oct-21,SHENTON WAY,Resale,Strata,58,"22,241",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,21 to 25
SOPHIA RESIDENCE,"2,280,000","1,603.84","1,422",Oct-21,SOPHIA ROAD,Resale,Strata,149,"15,302",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
THE CLEMENT CANOPY,"1,288,000",710.42,"1,813",Oct-21,CLEMENTI AVENUE 1,Resale,Strata,66,"19,515",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,36 to 40
ENG AUN MANSION,"1,200,000",871.88,"1,376",Oct-21,THOMSON ROAD,Resale,Strata,81,"14,815",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
DOVER PARKVIEW,"1,050,000",936.47,"1,121",Oct-21,DOVER RISE,Resale,Strata,87,"12,069",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,01 to 05
ALLSWORTH PARK,"1,780,000","1,033.34","1,723",Oct-21,HOLLAND ROAD,Resale,Strata,96,"18,542",-,Condominium,1,999 yrs lease commencing from 1885,10,Core Central Region,11 to 15
BARTLEY RIDGE,"2,098,000","1,550.02","1,354",Oct-21,MOUNT VERNON ROAD,Resale,Strata,144,"14,569",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
REFLECTIONS AT KEPPEL BAY,"2,175,000","1,550.02","1,403",Oct-21,KEPPEL BAY VIEW,Resale,Strata,144,"15,104",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
THE TRILINQ,"1,438,000",936.47,"1,536",Oct-21,JALAN LEMPENG,Resale,Strata,87,"16,529",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"1,400,000",861.12,"1,626",Oct-21,KEPPEL BAY VIEW,Resale,Strata,80,"17,500",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
KERRISDALE,"1,575,000","1,280.92","1,230",Oct-21,STURDEE ROAD,Resale,Strata,119,"13,235",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,21 to 25
PARC EMILY,"1,130,000",592.02,"1,909",Oct-21,MOUNT EMILY ROAD,Resale,Strata,55,"20,545",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
RAJAH TOWERS,"2,450,000","2,206.62","1,110",Oct-21,JALAN RAJAH,Resale,Strata,205,"11,951",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
PARC EMILY,"1,780,000",947.23,"1,879",Oct-21,MOUNT EMILY ROAD,Resale,Strata,88,"20,227",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
VARSITY PARK CONDOMINIUM,"1,310,000","1,033.34","1,268",Oct-21,WEST COAST ROAD,Resale,Strata,96,"13,646",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
SKYLINE RESIDENCES,"2,780,000","1,345.5","2,066",Oct-21,TELOK BLANGAH ROAD,Resale,Strata,125,"22,240",-,Condominium,1,Freehold,04,Rest of Central Region,11 to 15
SOMMERVILLE PARK,"2,550,000","1,302.44","1,958",Oct-21,FARRER DRIVE,Resale,Strata,121,"21,074",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
OKIO,"733,000",452.09,"1,621",Oct-21,BALESTIER ROAD,Resale,Strata,42,"17,452",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
KENTISH COURT,"1,180,000","1,054.87","1,119",Oct-21,OXFORD ROAD,Resale,Strata,98,"12,041",-,Apartment,1,99 yrs lease commencing from 1995,08,Rest of Central Region,06 to 10
GUILLEMARD EDGE,"790,000",516.67,"1,529",Oct-21,LORONG 30 GEYLANG,Resale,Strata,48,"16,458",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE INFINITI,"1,655,000","1,302.44","1,271",Oct-21,WEST COAST PARK,Resale,Strata,121,"13,678",-,Condominium,1,Freehold,05,Outside Central Region,11 to 15
RIVER PLACE,"2,380,000","1,582.31","1,504",Oct-21,HAVELOCK ROAD,Resale,Strata,147,"16,190",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
RIVERIA GARDENS,"2,228,700",968.76,"2,301",Oct-21,RIVER VALLEY GROVE,Resale,Strata,90,"24,763",-,Apartment,1,Freehold,09,Core Central Region,26 to 30
TREVOSE PARK,"2,950,000","1,700.71","1,735",Oct-21,TREVOSE CRESCENT,Resale,Strata,158,"18,671",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"4,039,999","2,508.01","1,611",Oct-21,KEPPEL BAY VIEW,Resale,Strata,233,"17,339",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,21 to 25
DUO RESIDENCES,"1,880,000",818.06,"2,298",Oct-21,FRASER STREET,Resale,Strata,76,"24,737",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,11 to 15
MARINA ONE RESIDENCES,"3,976,602","1,539.25","2,583",Sep-21,MARINA WAY,Resale,Strata,143,"27,808",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,21 to 25
AMARYLLIS VILLE,"2,900,000","1,689.95","1,716",Sep-21,NEWTON ROAD,Resale,Strata,157,"18,471",-,Condominium,1,99 yrs lease commencing from 1997,11,Core Central Region,21 to 25
LOFT @ NATHAN,"790,000",387.5,"2,039",Sep-21,NATHAN ROAD,Resale,Strata,36,"21,944",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
MARTIN EDGE,"1,300,000",936.47,"1,388",Sep-21,MARTIN ROAD,Resale,Strata,87,"14,943",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE DRAYCOTT,"5,050,000","2,637.18","1,915",Sep-21,DRAYCOTT PARK,Resale,Strata,245,"20,612",-,Apartment,1,Freehold,10,Core Central Region,16 to 20
ZENITH,"910,000",473.62,"1,921",Sep-21,ZION ROAD,Resale,Strata,44,"20,682",-,Apartment,1,999 yrs lease commencing from 1877,10,Core Central Region,01 to 05
STARVILLE,"1,310,000","1,237.86","1,058",Sep-21,LENGKONG TIGA,Resale,Strata,115,"11,391",-,Condominium,1,Freehold,14,Outside Central Region,11 to 15
SHELFORD REGENCY,"1,888,000","1,151.75","1,639",Sep-21,SHELFORD ROAD,Resale,Strata,107,"17,645",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
CARIBBEAN AT KEPPEL BAY,"2,320,000","1,280.92","1,811",Sep-21,KEPPEL BAY DRIVE,Resale,Strata,119,"19,496",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,06 to 10
NOVA 88,"1,918,000","1,313.21","1,461",Sep-21,BHAMO ROAD,Resale,Strata,122,"15,721",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
WING FONG MANSIONS/WING FONG COURT,"980,000","1,270.15",772,Sep-21,LORONG 14 GEYLANG,Resale,Strata,118,"8,305",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
SPOTTISWOODE 18,"862,000",387.5,"2,224",Sep-21,SPOTTISWOODE PARK ROAD,Resale,Strata,36,"23,944",-,Apartment,1,Freehold,02,Rest of Central Region,16 to 20
MARINA BAY RESIDENCES,"1,500,000",710.42,"2,111",Sep-21,MARINA BOULEVARD,Resale,Strata,66,"22,727",-,Condominium,1,99 yrs lease commencing from 2005,01,Core Central Region,21 to 25
THE INTERLACE,"2,285,000","1,733","1,319",Sep-21,DEPOT ROAD,Resale,Strata,161,"14,193",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,06 to 10
THE ORANGE GROVE,"5,050,000","2,691","1,877",Sep-21,ORANGE GROVE ROAD,Resale,Strata,250,"20,200",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
CENTRA SUITES,"590,000",430.56,"1,370",Sep-21,LORONG 25A GEYLANG,Resale,Strata,40,"14,750",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
THE VISION,"2,223,000","1,603.84","1,386",Sep-21,WEST COAST CRESCENT,Resale,Strata,149,"14,919",-,Condominium,1,99 yrs lease commencing from 2008,05,Outside Central Region,16 to 20
LEONIE PARC VIEW,"5,200,000","2,249.68","2,311",Sep-21,LEONIE HILL ROAD,Resale,Strata,209,"24,880",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
DOVER PARKVIEW,"1,210,000",968.76,"1,249",Sep-21,DOVER RISE,Resale,Strata,90,"13,444",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,11 to 15
EMERALD GARDEN,"1,670,000",807.3,"2,069",Sep-21,CLUB STREET,Resale,Strata,75,"22,267",-,Condominium,1,999 yrs lease commencing from 1827,01,Rest of Central Region,06 to 10
SKY GREEN,"1,790,000","1,162.51","1,540",Sep-21,MACPHERSON ROAD,Resale,Strata,108,"16,574",-,Condominium,1,Freehold,13,Rest of Central Region,01 to 05
WATERBANK AT DAKOTA,"768,000",484.38,"1,586",Sep-21,DAKOTA CRESCENT,Resale,Strata,45,"17,067",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,06 to 10
EUHABITAT,"700,000",538.2,"1,301",Sep-21,JALAN EUNOS,Resale,Strata,50,"14,000",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
VACANZA @ EAST,"632,000",484.38,"1,305",Sep-21,LENGKONG TUJOH,Resale,Strata,45,"14,044",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
ONE DUSUN RESIDENCES,"768,000",452.09,"1,699",Sep-21,JALAN DUSUN,Resale,Strata,42,"18,286",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
CRADELS,"682,000",441.32,"1,545",Sep-21,LORONG LIMAU,Resale,Strata,41,"16,634",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
ATRIUM RESIDENCES,"1,495,000","1,291.68","1,157",Sep-21,LORONG 28 GEYLANG,Resale,Strata,120,"12,458",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
SUITES @ EUNOS,"580,000",344.45,"1,684",Sep-21,JALAN YASIN,Resale,Strata,32,"18,125",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
MANDALE HEIGHTS,"1,300,000",818.06,"1,589",Sep-21,MANDALAY ROAD,Resale,Strata,76,"17,105",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
