Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE POIZ RESIDENCES,"750,000",419.8,"1,787",Jan-22,MEYAPPA CHETTIAR ROAD,Resale,Strata,39,"19,231",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,16 to 20
VILLAGE @ PASIR PANJANG,"2,430,000","1,743.77","1,394",Jan-22,PASIR PANJANG ROAD,Resale,Strata,162,"15,000",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
BELLE VUE RESIDENCES,"6,930,000","4,004.21","1,731",Jan-22,OXLEY WALK,Resale,Strata,372,"18,629",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
COMMONWEALTH TOWERS,"956,888",473.62,"2,020",Jan-22,COMMONWEALTH AVENUE,Resale,Strata,44,"21,747",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,41 to 45
THE TRILINQ,"1,500,000",936.47,"1,602",Jan-22,JALAN LEMPENG,Resale,Strata,87,"17,241",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,11 to 15
REFLECTIONS AT KEPPEL BAY,"1,440,000",785.77,"1,833",Jan-22,KEPPEL BAY VIEW,Resale,Strata,73,"19,726",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,11 to 15
DUCHESS CREST,"1,550,000",936.47,"1,655",Jan-22,DUCHESS AVENUE,Resale,Strata,87,"17,816",-,Condominium,1,99 yrs lease commencing from 1995,10,Core Central Region,01 to 05
THE VISION,"1,250,000",904.18,"1,382",Jan-22,WEST COAST CRESCENT,Resale,Strata,84,"14,881",-,Condominium,1,99 yrs lease commencing from 2008,05,Outside Central Region,06 to 10
ASCENTIA SKY,"2,135,000","1,474.67","1,448",Jan-22,ALEXANDRA VIEW,Resale,Strata,137,"15,584",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,01 to 05
YONG AN PARK,"7,000,000","3,229.2","2,168",Jan-22,RIVER VALLEY ROAD,Resale,Strata,300,"23,333",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
ICON,"1,038,000",570.49,"1,819",Jan-22,GOPENG STREET,Resale,Strata,53,"19,585",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,16 to 20
VIZ AT HOLLAND,"1,680,000",947.23,"1,774",Jan-22,QUEENSWAY,Resale,Strata,88,"19,091",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
HERITAGE VIEW,"1,750,000","1,506.96","1,161",Jan-22,DOVER RISE,Resale,Strata,140,"12,500",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,11 to 15
WILKIE REGENCY,"1,360,000",850.36,"1,599",Jan-22,WILKIE TERRACE,Resale,Strata,79,"17,215",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
ALEXIS,"1,100,000",936.47,"1,175",Jan-22,ALEXANDRA ROAD,Resale,Strata,87,"12,644",-,Apartment,1,Freehold,03,Rest of Central Region,06 to 10
ASCENTIA SKY,"1,700,000","1,011.82","1,680",Jan-22,ALEXANDRA VIEW,Resale,Strata,94,"18,085",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,31 to 35
WATTEN HILL,"4,038,000","2,626.42","1,537",Jan-22,WATTEN VIEW,Resale,Strata,244,"16,549",-,Condominium,1,Freehold,11,Core Central Region,-
KELLOCK LODGE,"2,085,000","1,216.33","1,714",Jan-22,KELLOCK ROAD,Resale,Strata,113,"18,451",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
SUITES@BRADDELL,"580,000",419.8,"1,382",Jan-22,BRADDELL ROAD,Resale,Strata,39,"14,872",-,Apartment,1,Freehold,13,Outside Central Region,B1 to B5
THE SAIL @ MARINA BAY,"1,280,000",613.55,"2,086",Jan-22,MARINA BOULEVARD,Resale,Strata,57,"22,456",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,36 to 40
SHELFORD REGENCY,"1,960,000","1,151.75","1,702",Jan-22,SHELFORD ROAD,Resale,Strata,107,"18,318",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
URBANA,"2,080,000","1,044.11","1,992",Jan-22,RIVER VALLEY CLOSE,Resale,Strata,97,"21,443",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
PARVIS,"3,800,000","1,700.71","2,234",Jan-22,HOLLAND HILL,Resale,Strata,158,"24,051",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
ICON,"1,300,000",785.77,"1,654",Jan-22,GOPENG STREET,Resale,Strata,73,"17,808",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,11 to 15
DOMAIN 21,"930,000",559.73,"1,662",Jan-22,DELTA ROAD,Resale,Strata,52,"17,885",-,Condominium,1,99 yrs lease commencing from 2004,03,Rest of Central Region,06 to 10
RESIDENTIAL APARTMENTS,"4,800,000","2,120.51","2,264",Jan-22,DRAYCOTT DRIVE,Resale,Strata,197,"24,365",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
EIGHT RIVERSUITES,"1,490,000",979.52,"1,521",Jan-22,WHAMPOA EAST,Resale,Strata,91,"16,374",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,16 to 20
TURQUOISE,"3,071,880","2,142.04","1,434",Jan-22,COVE DRIVE,Resale,Strata,199,"15,437",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
VISIONCREST,"2,025,000",947.23,"2,138",Jan-22,OXLEY RISE,Resale,Strata,88,"23,011",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
PARC CENTENNIAL,"1,730,000","1,162.51","1,488",Jan-22,KAMPONG JAVA ROAD,Resale,Strata,108,"16,019",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
EIGHT RIVERSUITES,"1,375,000",936.47,"1,468",Jan-22,WHAMPOA EAST,Resale,Strata,87,"15,805",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,26 to 30
THE INTERWEAVE,"652,000",441.32,"1,477",Jan-22,KIM KEAT ROAD,Resale,Strata,41,"15,902",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
CLEMENTIWOODS CONDOMINIUM,"758,800",559.73,"1,356",Jan-22,WEST COAST ROAD,Resale,Strata,52,"14,592",-,Condominium,1,99 yrs lease commencing from 2006,05,Outside Central Region,01 to 05
THE METROPOLITAN CONDOMINIUM,"2,825,000","1,743.77","1,620",Jan-22,ALEXANDRA VIEW,Resale,Strata,162,"17,438",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,31 to 35
# 1 SUITES,"713,000",710.42,"1,004",Jan-22,LORONG 20 GEYLANG,Resale,Strata,66,"10,803",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
CRADELS,"695,000",441.32,"1,575",Jan-22,LORONG LIMAU,Resale,Strata,41,"16,951",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
SOLEIL @ SINARAN,"2,800,000","1,485.43","1,885",Jan-22,SINARAN DRIVE,Resale,Strata,138,"20,290",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,21 to 25
NASSIM MANSION,"9,750,000","3,519.83","2,770",Jan-22,NASSIM HILL,Resale,Strata,327,"29,817",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
SUITES @ SURREY,"1,730,000",925.7,"1,869",Jan-22,SURREY ROAD,Resale,Strata,86,"20,116",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
HELIOS RESIDENCES,"2,800,000","1,280.92","2,186",Jan-22,CAIRNHILL CIRCLE,Resale,Strata,119,"23,529",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
PALM LODGE,"1,800,000","1,528.49","1,178",Jan-22,LORONG 37 GEYLANG,Resale,Strata,142,"12,676",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE TATE RESIDENCES,"5,250,000","1,894.46","2,771",Jan-22,CLAYMORE ROAD,Resale,Strata,176,"29,830",-,Condominium,1,Freehold,09,Core Central Region,31 to 35
EUHABITAT,"1,438,000","1,140.98","1,260",Jan-22,JALAN EUNOS,Resale,Strata,106,"13,566",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
ALESSANDREA,"1,700,000","1,097.93","1,548",Jan-22,ALEXANDRA ROAD,Resale,Strata,102,"16,667",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
THE SUITES AT CENTRAL,"2,125,200","1,011.82","2,100",Jan-22,DEVONSHIRE ROAD,Resale,Strata,94,"22,609",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"2,810,000","1,603.84","1,752",Jan-22,KEPPEL BAY VIEW,Resale,Strata,149,"18,859",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
THE CENTREN,"1,200,000","1,022.58","1,174",Jan-22,LORONG 27 GEYLANG,Resale,Strata,95,"12,632",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
1 MOULMEIN RISE,"2,420,000","1,248.62","1,938",Jan-22,MOULMEIN RISE,Resale,Strata,116,"20,862",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
TREVISTA,"2,870,000","1,819.12","1,578",Jan-22,LORONG 3 TOA PAYOH,Resale,Strata,169,"16,982",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,36 to 40
LE REGAL,"530,000",398.27,"1,331",Jan-22,GEYLANG ROAD,Resale,Strata,37,"14,324",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
TURQUOISE,"3,108,150","2,142.04","1,451",Jan-22,COVE DRIVE,Resale,Strata,199,"15,619",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
BEVERLY HILL,"9,300,000","3,778.16","2,462",Jan-22,GRANGE ROAD,Resale,Strata,351,"26,496",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
8 RODYK,"1,550,000",721.19,"2,149",Jan-22,RODYK STREET,Resale,Strata,67,"23,134",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE MONTANA,"2,020,000",936.47,"2,157",Jan-22,JALAN MUTIARA,Resale,Strata,87,"23,218",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
WATERBANK AT DAKOTA,"1,420,000",882.65,"1,609",Jan-22,DAKOTA CRESCENT,Resale,Strata,82,"17,317",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,16 to 20
EIGHT RIVERSUITES,"1,555,000","1,033.34","1,505",Jan-22,WHAMPOA EAST,Resale,Strata,96,"16,198",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,11 to 15
THE SERENADE @ HOLLAND,"2,120,000","1,506.96","1,407",Jan-22,HOLLAND ROAD,Resale,Strata,140,"15,143",-,Condominium,1,99 yrs lease commencing from 2001,10,Core Central Region,16 to 20
CITY GATE,"1,565,000",807.3,"1,939",Jan-22,BEACH ROAD,Resale,Strata,75,"20,867",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,26 to 30
SIMS URBAN OASIS,"755,000",462.85,"1,631",Jan-22,SIMS DRIVE,Resale,Strata,43,"17,558",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
GLORIA MANSION,"70,300,000","36,317.74","1,936",Jan-22,PASIR PANJANG ROAD,Resale,Strata,"3,374","20,836",-,Apartment,31,Freehold,05,Rest of Central Region,01 to 05
PEOPLE'S PARK COMPLEX,"515,000",409.03,"1,259",Jan-22,PARK ROAD,Resale,Strata,38,"13,553",-,Apartment,1,99 yrs lease commencing from 1968,01,Rest of Central Region,26 to 30
THE TRUMPS,"1,780,000","1,270.15","1,401",Jan-22,JALAN KEMBANGAN,Resale,Strata,118,"15,085",-,Condominium,1,99 yrs lease commencing from 2000,14,Outside Central Region,16 to 20
NOVENA COURT,"1,150,000",775.01,"1,484",Jan-22,JALAN NOVENA BARAT,Resale,Strata,72,"15,972",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
BUCKLEY CLASSIQUE,"2,800,000","1,410.08","1,986",Jan-22,BUCKLEY ROAD,Resale,Strata,131,"21,374",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
THE ACACIAS,"1,950,000","1,571.54","1,241",Jan-22,SOMMERVILLE ROAD,Resale,Strata,146,"13,356",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
NEWEST,"785,000",570.49,"1,376",Jan-22,WEST COAST DRIVE,Resale,Strata,53,"14,811",-,Apartment,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
BARTLEY RIDGE,"1,130,000",721.19,"1,567",Jan-22,MOUNT VERNON ROAD,Resale,Strata,67,"16,866",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
VANADIUM,"1,638,000","1,130.22","1,449",Jan-22,HERTFORD ROAD,Resale,Strata,105,"15,600",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
WILKIE 87,"1,906,000","1,377.79","1,383",Jan-22,WILKIE ROAD,Resale,Strata,128,"14,891",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
HALLMARK RESIDENCES,"3,030,000","1,431.61","2,116",Jan-22,EWE BOON ROAD,Resale,Strata,133,"22,782",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
THOMSON 800,"2,770,000","1,625.36","1,704",Jan-22,THOMSON ROAD,Resale,Strata,151,"18,344",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
THE RIVERSIDE PIAZZA,"1,600,000","1,011.82","1,581",Jan-22,KENG CHEOW STREET,Resale,Strata,94,"17,021",-,Apartment,1,99 yrs lease commencing from 1992,01,Rest of Central Region,01 to 05
NEWTON 18,"1,210,000",613.55,"1,972",Jan-22,NEWTON ROAD,Resale,Strata,57,"21,228",-,Apartment,1,Freehold,11,Core Central Region,21 to 25
THE INTERLACE,"2,650,000","2,055.92","1,289",Jan-22,DEPOT ROAD,Resale,Strata,191,"13,874",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,01 to 05
TREVISTA,"1,300,000",893.41,"1,455",Jan-22,LORONG 3 TOA PAYOH,Resale,Strata,83,"15,663",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,21 to 25
NEWEST,"810,000",527.44,"1,536",Jan-22,WEST COAST DRIVE,Resale,Strata,49,"16,531",-,Apartment,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
THE SERENADE @ HOLLAND,"2,540,000","1,786.82","1,422",Jan-22,HOLLAND ROAD,Resale,Strata,166,"15,301",-,Condominium,1,99 yrs lease commencing from 2001,10,Core Central Region,16 to 20
THE SIERRA,"1,890,000","1,205.57","1,568",Jan-22,MOUNT SINAI DRIVE,Resale,Strata,112,"16,875",-,Apartment,1,947 yrs lease commencing from 1937,10,Core Central Region,06 to 10
CENTRA RESIDENCE,"1,160,000","1,108.69","1,046",Jan-22,LORONG 7 GEYLANG,Resale,Strata,103,"11,262",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
EUHABITAT,"650,000",516.67,"1,258",Jan-22,JALAN EUNOS,Resale,Strata,48,"13,542",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
LOFT @ NATHAN,"838,000",462.85,"1,811",Jan-22,NATHAN ROAD,Resale,Strata,43,"19,488",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
SCOTTS SQUARE,"2,224,900",635.08,"3,503",Jan-22,SCOTTS ROAD,Resale,Strata,59,"37,710",-,Apartment,1,Freehold,09,Core Central Region,21 to 25
CITYLIGHTS,"1,160,000",721.19,"1,608",Jan-22,JELLICOE ROAD,Resale,Strata,67,"17,313",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,21 to 25
MARINA ONE RESIDENCES,"1,700,000",753.48,"2,256",Jan-22,MARINA WAY,Resale,Strata,70,"24,286",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
ALEX RESIDENCES,"975,000",473.62,"2,059",Jan-22,ALEXANDRA VIEW,Resale,Strata,44,"22,159",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,36 to 40
SENNETT ESTATE,"990,000",818.06,"1,210",Jan-22,MACPHERSON ROAD,Resale,Strata,76,"13,026",-,Apartment,1,Freehold,13,Rest of Central Region,01 to 05
MOONSTONE VIEW,"1,225,000",850.36,"1,441",Jan-22,MOONSTONE LANE,Resale,Strata,79,"15,506",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
ALEXIS,"940,000",559.73,"1,679",Jan-22,ALEXANDRA ROAD,Resale,Strata,52,"18,077",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
SPRING GROVE,"2,185,000","1,388.56","1,574",Jan-22,GRANGE ROAD,Resale,Strata,129,"16,938",-,Condominium,1,99 yrs lease commencing from 1991,10,Core Central Region,11 to 15
PATERSON RESIDENCE,"3,660,000","1,496.2","2,446",Jan-22,PATERSON ROAD,Resale,Strata,139,"26,331",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
RIVERGATE,"5,300,000","1,894.46","2,798",Jan-22,ROBERTSON QUAY,Resale,Strata,176,"30,114",-,Apartment,1,Freehold,09,Core Central Region,31 to 35
THE QUAYSIDE,"1,630,000","1,130.22","1,442",Jan-22,ROBERTSON QUAY,Resale,Strata,105,"15,524",-,Apartment,1,99 yrs lease commencing from 1994,09,Core Central Region,01 to 05
MARINA ONE RESIDENCES,"4,410,000","1,582.31","2,787",Jan-22,MARINA WAY,Resale,Strata,147,"30,000",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,31 to 35
STARVILLE,"1,545,000","1,270.15","1,216",Jan-22,LENGKONG TIGA,Resale,Strata,118,"13,093",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
CAIRNHILL PLAZA,"5,100,800","2,852.46","1,788",Jan-22,CAIRNHILL ROAD,Resale,Strata,265,"19,248",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
CENTRAL IMPERIAL,"720,000",602.78,"1,194",Jan-22,LORONG 14 GEYLANG,Resale,Strata,56,"12,857",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE MAYLEA,"2,308,888","1,657.66","1,393",Jan-22,PASIR PANJANG ROAD,Resale,Strata,154,"14,993",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
SEAHILL,"700,000",505.91,"1,384",Jan-22,WEST COAST CRESCENT,Resale,Strata,47,"14,894",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,11 to 15
GUILLEMARD SUITES,"838,888",635.08,"1,321",Jan-22,GUILLEMARD ROAD,Resale,Strata,59,"14,218",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
AMARYLLIS VILLE,"1,750,000",979.52,"1,787",Jan-22,NEWTON ROAD,Resale,Strata,91,"19,231",-,Condominium,1,99 yrs lease commencing from 1997,11,Core Central Region,06 to 10
EUHABITAT,"660,000",527.44,"1,251",Jan-22,JALAN EUNOS,Resale,Strata,49,"13,469",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
THE HELICONIA,"2,068,000","2,195.86",942,Jan-22,JALAN DAUD,Resale,Strata,204,"10,137",-,Condominium,1,Freehold,14,Outside Central Region,11 to 15
SENNETT RESIDENCE,"1,325,000",828.83,"1,599",Jan-22,PHENG GECK AVENUE,Resale,Strata,77,"17,208",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,16 to 20
CONDOMINIUM DEVELOPMENT,"1,800,000","1,011.82","1,779",Jan-22,HOLLAND ROAD,Resale,Strata,94,"19,149",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
HERITAGE VIEW,"3,200,000","2,626.42","1,218",Jan-22,DOVER RISE,Resale,Strata,244,"13,115",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,16 to 20
THE TRIZON,"3,700,000","1,959.05","1,889",Jan-22,RIDGEWOOD CLOSE,Resale,Strata,182,"20,330",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
THE LOFT,"3,650,000","1,829.88","1,995",Jan-22,NASSIM HILL,Resale,Strata,170,"21,471",-,Condominium,1,99 yrs lease commencing from 1999,10,Core Central Region,01 to 05
THE ARMADALE,"1,150,000",678.13,"1,696",Jan-22,GILSTEAD ROAD,Resale,Strata,63,"18,254",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
THE WATER EDGE,"768,000",538.2,"1,427",Jan-22,LORONG 38 GEYLANG,Resale,Strata,50,"15,360",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE HELICONIA,"1,631,000","1,334.74","1,222",Jan-22,JALAN DAUD,Resale,Strata,124,"13,153",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
SIMS URBAN OASIS,"988,000",624.31,"1,583",Jan-22,SIMS DRIVE,Resale,Strata,58,"17,034",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
THE VERMONT ON CAIRNHILL,"1,910,000",882.65,"2,164",Jan-22,CAIRNHILL RISE,Resale,Strata,82,"23,293",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ST THOMAS SUITES,"3,980,000","1,819.12","2,188",Jan-22,ST. THOMAS WALK,Resale,Strata,169,"23,550",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
GUILLEMARD EDGE,"640,000",419.8,"1,525",Jan-22,LORONG 30 GEYLANG,Resale,Strata,39,"16,410",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
