Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LANDED HOUSING DEVELOPMENT,"5,415,000","4,361.57","1,242",Aug-21,UPPER CHANGI ROAD NORTH,Resale,Land,405.2,"13,364",-,Detached House,1,Freehold,17,Outside Central Region,-
SERANGOON GARDEN ESTATE,"3,600,000","2,799.72","1,286",Aug-21,BORTHWICK DRIVE,Resale,Land,260.1,"13,841",-,Semi-Detached House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
THE INGLEWOOD,"4,180,000","2,755.58","1,517",Aug-21,THE INGLEWOOD,Resale,Land,256,"16,328",-,Terrace House,1,Freehold,20,Rest of Central Region,-
FUDU PARK,"2,755,000","1,687.8","1,632",Aug-21,LENTOR GROVE,Resale,Land,156.8,"17,570",-,Terrace House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"13,600,000","5,209.78","2,610",Aug-21,CORONATION ROAD WEST,Resale,Land,484,"28,099",-,Detached House,1,Freehold,10,Core Central Region,-
HILLVIEW GARDEN ESTATE,"5,250,000","3,318.54","1,582",Aug-21,CHU YEN STREET,Resale,Land,308.3,"17,029",-,Semi-Detached House,1,999 yrs lease commencing from 1885,23,Outside Central Region,-
SENTOSA COVE,"10,100,000","7,817.89","1,292",Aug-21,CORAL ISLAND,Resale,Land,726.3,"13,906",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
LOYANG VILLAS,"1,838,000","2,034.4",903,Aug-21,LOYANG RISE,Resale,Land,189,"9,725",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
HAUS@SERANGOON GARDEN,"3,040,000","2,186.17","1,391",Aug-21,SERANGOON GARDEN RISE,Resale,Land,203.1,"14,968",-,Terrace House,1,99 yrs lease commencing from 2011,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,800,000","3,102.18","1,547",Aug-21,DUNEARN ROAD,Resale,Land,288.2,"16,655",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"22,000,000","13,507.74","1,629",Aug-21,FIFTH AVENUE,Resale,Land,"1,254.9","17,531",-,Detached House,1,Freehold,10,Core Central Region,-
THOMSON PARK,"9,100,000","6,602.64","1,378",Aug-21,JALAN BELIBAS,Resale,Land,613.4,"14,835",-,Semi-Detached House,1,Freehold,20,Rest of Central Region,-
SHANGRI-LA PARK,"7,750,000","6,799.62","1,140",Aug-21,SHANGRI-LA WALK,Resale,Land,631.7,"12,268",-,Detached House,1,Freehold,20,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,000,888","3,308.85","1,209",Aug-21,ROSYTH ROAD,Resale,Land,307.4,"13,015",-,Terrace House,1,Freehold,19,Outside Central Region,-
MIMOSA TERRACE,"2,970,000","1,614.6","1,839",Aug-21,MIMOSA VIEW,Resale,Land,150,"19,800",-,Terrace House,1,Freehold,28,Outside Central Region,-
FRANKEL ESTATE,"9,600,000","6,003.08","1,599",Aug-21,SIGLAP PLAIN,Resale,Land,557.7,"17,214",-,Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,000,000","2,557.53","1,173",Aug-21,JALAN CHENGKEK,Resale,Land,237.6,"12,626",-,Terrace House,1,Freehold,13,Rest of Central Region,-
THE INGLEWOOD,"3,330,000","2,063.46","1,614",Aug-21,THE INGLEWOOD,Resale,Land,191.7,"17,371",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"9,500,000","3,208.75","2,961",Aug-21,NAMLY RISE,Resale,Land,298.1,"31,869",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"3,825,000","2,834.16","1,350",Aug-21,LORONG G TELOK KURAU,Resale,Land,263.3,"14,527",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,650,000","3,934.24","1,182",Aug-21,JALAN SENYUM,Resale,Land,365.5,"12,722",-,Semi-Detached House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,725,000","3,247.5","1,147",Aug-21,CHU LIN ROAD,Resale,Land,301.7,"12,347",-,Semi-Detached House,1,999 yrs lease commencing from 1885,23,Outside Central Region,-
BELGRAVIA PARK,"3,250,000","2,176.48","1,493",Aug-21,SELETAR TERRACE,Resale,Land,202.2,"16,073",-,Terrace House,1,Freehold,28,Outside Central Region,-
LOYANG VILLAS,"1,618,000","1,614.6","1,002",Aug-21,LOYANG VIEW,Resale,Land,150,"10,787",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,200,000","1,270.15","2,519",Aug-21,MANGIS ROAD,Resale,Land,118,"27,119",-,Terrace House,1,Freehold,15,Rest of Central Region,-
WESTWOOD PARK,"1,600,000","1,672.73",957,Aug-21,WESTWOOD CRESCENT,Resale,Land,155.4,"10,296",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
CHUAN VILLE,"2,400,000","1,654.43","1,451",Aug-21,CHUAN LINK,Resale,Land,153.7,"15,615",-,Terrace House,1,99 yrs lease commencing from 2001,19,Outside Central Region,-
MALAYSIA PARK,"2,680,000","1,994.57","1,344",Aug-21,LORONG MELAYU,Resale,Land,185.3,"14,463",-,Terrace House,1,Freehold,14,Outside Central Region,-
SERANGOON GARDEN ESTATE,"6,200,000","5,310.96","1,167",Aug-21,TAVISTOCK AVENUE,Resale,Land,493.4,"12,566",-,Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
MIMOSA TERRACE,"2,840,000","1,641.51","1,730",Aug-21,MIMOSA TERRACE,Resale,Land,152.5,"18,623",-,Terrace House,1,Freehold,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,000,000","3,153.85","1,902",Aug-21,SIAN TUAN AVENUE,Resale,Land,293,"20,478",-,Semi-Detached House,1,999 yrs lease commencing from 1875,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"2,700,000","2,660.86","1,015",Aug-21,WAK HASSAN DRIVE,Resale,Land,247.2,"10,922",-,Semi-Detached House,1,99 yrs lease commencing from 2008,27,Outside Central Region,-
CANARY PARK,"3,450,000","2,635.03","1,309",Aug-21,JALAN SIMPANG BEDOK,Resale,Land,244.8,"14,093",-,Terrace House,1,Freehold,16,Outside Central Region,-
SUNRISE VILLA,"3,450,000","3,233.51","1,067",Aug-21,SUNRISE DRIVE,Resale,Land,300.4,"11,485",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
WEST COAST GARDENS,"9,000,000","8,543.39","1,053",Aug-21,WEST COAST PARK,Resale,Land,793.7,"11,339",-,Detached House,1,956 yrs lease commencing from 1928,05,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"45,000,000","32,626.76","1,379",Aug-21,BELMONT ROAD,Resale,Land,"3,031.1","14,846",-,Detached House,1,Freehold,10,Core Central Region,-
FUDU PARK,"3,818,888","3,444.48","1,109",Aug-21,FUDU PARK,Resale,Land,320,"11,934",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,020,000","2,152.8","2,796",Aug-21,WHITLEY ROAD,Resale,Land,200,"30,100",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"7,130,000","2,706.07","2,635",Aug-21,VANDA ROAD,Resale,Land,251.4,"28,361",-,Semi-Detached House,1,999 yrs lease commencing from 1991,11,Core Central Region,-
EASTWOOD VILLE,"2,350,000","2,601.66",903,Aug-21,EASTWOOD DRIVE,Resale,Land,241.7,"9,723",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
EAST COAST HILL,"3,681,888","1,935.37","1,902",Aug-21,SENNETT AVENUE,Resale,Land,179.8,"20,478",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"16,550,000","8,878.15","1,864",Aug-21,MERRYN ROAD,Resale,Land,824.8,"20,065",-,Detached House,1,Freehold,11,Core Central Region,-
VILLA VERDE,"1,790,000","1,614.6","1,109",Aug-21,VERDE GROVE,Resale,Land,150,"11,933",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
SEMBAWANG PARK,"14,950,000","21,120.04",708,Aug-21,JALAN MATA AYER,Resale,Land,"1,962.1","7,619",-,Detached House,2,953 yrs lease commencing from 1931,27,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,680,000","3,217.36","1,455",Aug-21,JALAN BAIDURI,Resale,Land,298.9,"15,657",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
SANNY PARK,"16,300,000","9,064.36","1,798",Aug-21,MERRYN ROAD,Resale,Land,842.1,"19,356",-,Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,680,000","1,364.88","4,162",Aug-21,THOMSON ROAD,Resale,Land,126.8,"44,795",-,Terrace House,1,Freehold,11,Core Central Region,-
THE COUNTRYSIDE,"3,300,000","3,348.68",985,Aug-21,COUNTRYSIDE ROAD,Resale,Land,311.1,"10,608",-,Terrace House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,000,000","1,382.1","4,341",Aug-21,DEVONSHIRE ROAD,Resale,Land,128.4,"46,729",-,Terrace House,1,Freehold,09,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,000,000","6,458.4",619,Aug-21,PINEWOOD GROVE,Resale,Land,600,"6,667",-,Detached House,1,99 yrs lease commencing from 1996,25,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"10,250,000","6,534.82","1,569",Aug-21,JALAN HAJI ALIAS,Resale,Land,607.1,"16,884",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"6,700,000","4,070.94","1,646",Aug-21,JALAN SEAVIEW,Resale,Land,378.2,"17,715",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
PAVILION PARK,"3,000,000","1,614.6","1,858",Aug-21,PAVILION PLACE,Resale,Land,150,"20,000",-,Terrace House,1,Freehold,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,380,000","3,492.92","1,254",Aug-21,LORONG K TELOK KURAU,Resale,Land,324.5,"13,498",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,950,000","3,443.4","1,728",Aug-21,BROADRICK CLOSE,Resale,Land,319.9,"18,600",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,250,000","1,558.63","2,085",Aug-21,GARDENIA ROAD,Resale,Land,144.8,"22,445",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,900,000","5,085.99","1,160",Aug-21,SENNETT AVENUE,Resale,Land,472.5,"12,487",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
SELETAR HILLS ESTATE,"3,750,000","2,572.6","1,458",Aug-21,JALAN KECHUBONG,Resale,Land,239,"15,690",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,188,000","4,200.11","1,235",Aug-21,CHARTWELL DRIVE,Resale,Land,390.2,"13,296",-,Detached House,1,999 yrs lease commencing from 1953,19,Outside Central Region,-
AVILA TERRACE,"2,350,000","1,763.14","1,333",Aug-21,MARIAM WAY,Resale,Land,163.8,"14,347",-,Terrace House,1,Freehold,17,Outside Central Region,-
BLAIR PLAIN CONSERVATION AREA,"5,950,000","1,698.56","3,503",Aug-21,BLAIR ROAD,Resale,Land,157.8,"37,706",-,Terrace House,1,Freehold,02,Rest of Central Region,-
FABER HILLS,"10,000,000","8,110.67","1,233",Aug-21,FABER PARK,Resale,Land,753.5,"13,271",-,Detached House,1,Freehold,05,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,300,000","5,912.67","1,066",Aug-21,CARMICHAEL ROAD,Resale,Land,549.3,"11,469",-,Detached House,1,Freehold,13,Rest of Central Region,-
OPERA ESTATE,"2,600,000","1,740.54","1,494",Aug-21,METROPOLE DRIVE,Resale,Land,161.7,"16,079",-,Terrace House,1,Freehold,15,Outside Central Region,-
LIRIA TERRACE,"2,600,000","1,627.52","1,598",Aug-21,MARIAM WALK,Resale,Land,151.2,"17,196",-,Terrace House,1,Freehold,17,Outside Central Region,-
OPERA ESTATE,"4,500,000","1,677.03","2,683",Aug-21,JALAN BANGSAWAN,Resale,Land,155.8,"28,883",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,900,000","2,712.53","1,069",Aug-21,LORONG 7 REALTY PARK,Resale,Land,252,"11,508",-,Terrace House,1,999 yrs lease commencing from 1876,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,100,000","5,969.71",854,Aug-21,SIXTH AVENUE,Resale,Land,554.6,"9,196",-,Detached House,1,99 yrs lease commencing from 1992,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,688,000","3,460.63","1,644",Aug-21,JALAN RABU,Resale,Land,321.5,"17,692",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,080,000","4,713.56",866,Aug-21,UPPER CHANGI ROAD EAST,Resale,Land,437.9,"9,317",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
LUXUS HILLS,"3,350,000","1,614.6","2,075",Aug-21,SELETAR GREEN VIEW,Resale,Land,150,"22,333",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
ELIAS TERRACE,"2,355,000","1,614.6","1,459",Aug-21,ELIAS TERRACE,Resale,Land,150,"15,700",-,Terrace House,1,999 yrs lease commencing from 1881,18,Outside Central Region,-
SELBY GARDENS,"6,780,000","4,141.99","1,637",Aug-21,JALAN HAJI ALIAS,Resale,Land,384.8,"17,620",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"3,650,000","1,931.06","1,890",Aug-21,EVERITT ROAD NORTH,Resale,Land,179.4,"20,346",-,Terrace House,1,Freehold,15,Rest of Central Region,-
VALVISTA,"3,650,000","4,781.37",763,Aug-21,CHUAN TERRACE,Resale,Land,444.2,"8,217",-,Terrace House,1,99 yrs lease commencing from 2001,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"8,860,000","3,997.75","2,216",Aug-21,HUA GUAN AVENUE,Resale,Land,371.4,"23,856",-,Semi-Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,580,000","1,858.94","1,926",Aug-21,HENDRY CLOSE,Resale,Land,172.7,"20,730",-,Terrace House,1,Freehold,19,Outside Central Region,-
SELETAR HILLS ESTATE,"4,450,000","4,643.59",958,Aug-21,JALAN KECHUBONG,Resale,Land,431.4,"10,315",-,Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
KILBURN ESTATE,"23,180,000","15,421.58","1,503",Aug-21,YARWOOD AVENUE,Resale,Land,"1,432.7","16,179",-,Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
ST NICHOLAS VIEW,"2,300,000","2,195.86","1,047",Aug-21,ST. NICHOLAS VIEW,Resale,Land,204,"11,275",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,383,000","1,947.21","1,737",Aug-21,MENG SUAN ROAD,Resale,Land,180.9,"18,701",-,Terrace House,1,999 yrs lease commencing from 1884,26,Outside Central Region,-
SERANGOON GARDEN ESTATE,"4,150,000","2,158.18","1,923",Aug-21,HEMSLEY AVENUE,Resale,Land,200.5,"20,698",-,Terrace House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
SEMBAWANG SPRINGS ESTATE,"4,880,000","3,073.12","1,588",Aug-21,JALAN SALANG,Resale,Land,285.5,"17,093",-,Semi-Detached House,1,Freehold,27,Outside Central Region,-
HAUS@SERANGOON GARDEN,"2,800,000","2,384.23","1,174",Aug-21,SERANGOON GARDEN RISE,Resale,Land,221.5,"12,641",-,Terrace House,1,99 yrs lease commencing from 2011,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,480,000","3,219.51","2,013",Aug-21,HILLCREST ROAD,Resale,Land,299.1,"21,665",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
EDEN PARK,"5,650,000","3,158.16","1,789",Aug-21,CHERRY AVENUE,Resale,Land,293.4,"19,257",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
SUNRISE VILLA,"2,900,000","1,641.51","1,767",Aug-21,SUNRISE CLOSE,Resale,Land,152.5,"19,016",-,Terrace House,1,Freehold,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"23,399,999","9,860.9","2,373",Aug-21,LINDEN DRIVE,Resale,Land,916.1,"25,543",-,Detached House,1,Freehold,11,Core Central Region,-
CHENG SOON GARDEN,"4,760,000","3,906.26","1,219",Aug-21,CHENG SOON GARDEN,Resale,Land,362.9,"13,117",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
UNIVERSITY PARK,"3,680,000","2,905.2","1,267",Aug-21,UNIVERSITY WALK,Resale,Land,269.9,"13,635",-,Semi-Detached House,1,99 yrs lease commencing from 1994,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,100,000","1,857.87","2,207",Aug-21,ONAN ROAD,Resale,Land,172.6,"23,754",-,Terrace House,1,Freehold,15,Rest of Central Region,-
FLORIDA PARK,"4,900,000","6,206.52",789,Aug-21,SUNRISE DRIVE,Resale,Land,576.6,"8,498",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
OPERA ESTATE,"4,600,000","2,027.94","2,268",Aug-21,FIDELIO STREET,Resale,Land,188.4,"24,416",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,000,000","2,994.54","2,338",Aug-21,HILLCREST ROAD,Resale,Land,278.2,"25,162",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
MACPHERSON GARDEN ESTATE,"2,200,000",885.88,"2,483",Aug-21,JALAN MESRA,Resale,Land,82.3,"26,731",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"1,960,000",914.94,"2,142",Aug-21,JALAN CHEGAR,Resale,Land,85,"23,059",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"6,900,000","3,643.61","1,894",Aug-21,GREENLEAF PLACE,Resale,Land,338.5,"20,384",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
SELETAR GARDEN,"3,580,000","2,585.51","1,385",Aug-21,CACTUS ROAD,Resale,Land,240.2,"14,904",-,Terrace House,1,Freehold,28,Outside Central Region,-
SHAMROCK PARK,"14,500,000","6,126.87","2,367",Aug-21,NAMLY CRESCENT,Resale,Land,569.2,"25,474",-,Detached House,1,Freehold,10,Core Central Region,-
CHELSEA VILLAGE,"3,300,000","1,819.12","1,814",Aug-21,JAMBOL PLACE,Resale,Land,169,"19,527",-,Terrace House,1,Freehold,05,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,830,000","3,563.96","1,075",Aug-21,MULBERRY AVENUE,Resale,Land,331.1,"11,568",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,968,000","4,122.61",962,Aug-21,JALAN SENANG,Resale,Land,383,"10,360",-,Terrace House,1,Freehold,14,Outside Central Region,-
MACPHERSON GARDEN ESTATE,"1,848,888",884.8,"2,090",Aug-21,JALAN SETIA,Resale,Land,82.2,"22,493",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,830,000","1,735.16","2,207",Aug-21,CLOVER WAY,Resale,Land,161.2,"23,759",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"735,000","3,327.15",221,Aug-21,JALAN CHEMPAKA PUTEH,Resale,Land,309.1,"2,378",-,Semi-Detached House,1,70 yrs lease commencing from 1964,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,350,000","3,114.03","1,397",Aug-21,SIOK WAN CLOSE,Resale,Land,289.3,"15,036",-,Semi-Detached House,1,Freehold,05,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,518,000","3,553.2","1,553",Aug-21,JALAN LENGKOK SEMBAWANG,Resale,Land,330.1,"16,716",-,Semi-Detached House,1,Freehold,27,Outside Central Region,-
THE INGLEWOOD,"3,100,000","1,722.24","1,800",Aug-21,THE INGLEWOOD,Resale,Land,160,"19,375",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,800,000","2,603.81","2,228",Aug-21,WATTEN CLOSE,Resale,Land,241.9,"23,977",-,Terrace House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"11,938,000","4,770.6","2,502",Aug-21,BERRIMA ROAD,Resale,Land,443.2,"26,936",-,Detached House,1,Freehold,11,Core Central Region,-
KEMBANGAN ESTATE,"3,680,000","3,260.42","1,129",Aug-21,LORONG SALLEH,Resale,Land,302.9,"12,149",-,Terrace House,1,Freehold,14,Outside Central Region,-
HILLVIEW GARDEN ESTATE,"4,423,596","4,499.35",983,Aug-21,JALAN DERMAWAN,Resale,Land,418,"10,583",-,Detached House,1,999 yrs lease commencing from 1885,23,Outside Central Region,-
HILLVIEW GARDEN ESTATE,"4,456,403","4,532.72",983,Aug-21,JALAN DERMAWAN,Resale,Land,421.1,"10,583",-,Semi-Detached House,1,999 yrs lease commencing from 1885,23,Outside Central Region,-
OPERA ESTATE,"4,950,000","3,102.18","1,596",Aug-21,MARIA AVENUE,Resale,Land,288.2,"17,176",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"19,550,000","15,713.29","1,244",Aug-21,KING ALBERT PARK,Resale,Land,"1,459.8","13,392",-,Detached House,1,Freehold,21,Rest of Central Region,-
SELETAR HILLS ESTATE,"3,600,000","3,418.65","1,053",Aug-21,JALAN PERADUN,Resale,Land,317.6,"11,335",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,980,000","1,931.06","1,543",Aug-21,LORONG 14 GEYLANG,Resale,Land,179.4,"16,611",-,Terrace House,1,Freehold,14,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,350,000","3,278.71","1,632",Aug-21,MOUNT SINAI DRIVE,Resale,Land,304.6,"17,564",-,Terrace House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
MUN WAH GARDEN,"4,100,000","3,826.6","1,071",Aug-21,TUNG PO AVENUE,Resale,Land,355.5,"11,533",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
ADELPHI PARK ESTATE,"3,130,000","1,558.63","2,008",Aug-21,GARDENIA ROAD,Resale,Land,144.8,"21,616",-,Terrace House,1,Freehold,20,Rest of Central Region,-
SPRING PARK ESTATE,"5,300,000","6,844.83",774,Aug-21,UPPER EAST COAST ROAD,Resale,Land,635.9,"8,335",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
ST NICHOLAS VIEW,"2,150,000","1,854.64","1,159",Aug-21,ST. NICHOLAS VIEW,Resale,Land,172.3,"12,478",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
SELETAR HILLS ESTATE,"4,100,000","2,160.33","1,898",Aug-21,JALAN KERUING,Resale,Land,200.7,"20,429",-,Terrace House,1,Freehold,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,000,000","2,245.37","1,336",Aug-21,JALAN DERMAWAN,Resale,Land,208.6,"14,382",-,Terrace House,1,Freehold,23,Outside Central Region,-
KIMNAN PARK,"3,950,000","3,176.46","1,244",Aug-21,JALAN SENYUM,Resale,Land,295.1,"13,385",-,Terrace House,1,Freehold,14,Outside Central Region,-
SERANGOON GARDEN ESTATE,"4,680,000","4,276.54","1,094",Aug-21,BERWICK DRIVE,Resale,Land,397.3,"11,780",-,Semi-Detached House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,750,000","5,999.85",792,Aug-21,TOH CLOSE,Resale,Land,557.4,"8,522",-,Detached House,1,Freehold,17,Outside Central Region,-
DUCHESS GARDEN,"12,950,000","5,376.62","2,409",Aug-21,CORONATION ROAD,Resale,Land,499.5,"25,926",-,Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
YONG SENG ESTATE,"2,750,000","1,883.7","1,460",Aug-21,JALAN PARAS,Resale,Land,175,"15,714",-,Terrace House,1,Freehold,14,Outside Central Region,-
PEAKVILLE PARK,"2,780,000","1,722.24","1,614",Aug-21,PEAKVILLE TERRACE,Resale,Land,160,"17,375",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,900,000","3,779.24","1,561",Aug-21,DYSON ROAD,Resale,Land,351.1,"16,804",-,Terrace House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"11,200,000","7,129","1,571",Aug-21,BRANKSOME ROAD,Resale,Land,662.3,"16,911",-,Detached House,1,Freehold,15,Rest of Central Region,-
NEW SOO CHOW GARDENS,"3,550,000","1,903.08","1,865",Aug-21,JALAN LEMBAH THOMSON,Resale,Land,176.8,"20,079",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,232,000","1,696.41","1,905",Aug-21,SOO CHOW VIEW,Resale,Land,157.6,"20,508",-,Terrace House,1,Freehold,20,Rest of Central Region,-
SENNETT ESTATE,"3,000,000","1,848.18","1,623",Aug-21,BUTTERFLY AVENUE,Resale,Land,171.7,"17,472",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"2,650,000","1,444.53","1,835",Aug-21,SIMON ROAD,Resale,Land,134.2,"19,747",-,Terrace House,1,Freehold,19,Outside Central Region,-
SIN CHUAN GARDEN,"3,020,000","1,821.27","1,658",Aug-21,WARINGIN PARK,Resale,Land,169.2,"17,849",-,Terrace House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,480,000","4,308.83","1,040",Aug-21,TANAH MERAH BESAR LANE,Resale,Land,400.3,"11,192",-,Detached House,1,Freehold,17,Outside Central Region,-
EAST COAST HILL,"3,500,000","1,935.37","1,808",Aug-21,SENNETT AVENUE,Resale,Land,179.8,"19,466",-,Terrace House,1,Freehold,16,Outside Central Region,-
GEYLANG CONSERVATION AREA,"2,800,000","1,405.78","1,992",Aug-21,LORONG 28 GEYLANG,Resale,Land,130.6,"21,440",-,Terrace House,1,Freehold,14,Rest of Central Region,-
PAVILION PARK,"3,568,000","2,358.39","1,513",Aug-21,PAVILION CIRCLE,Resale,Land,219.1,"16,285",-,Semi-Detached House,1,Freehold,23,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"4,300,000","2,203.39","1,952",Aug-21,JALAN TELANG,Resale,Land,204.7,"21,006",-,Terrace House,1,Freehold,20,Outside Central Region,-
SERANGOON GARDEN ESTATE,"3,928,000","2,794.33","1,406",Aug-21,BORTHWICK DRIVE,Resale,Land,259.6,"15,131",-,Semi-Detached House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
LOYANG VILLAS,"1,560,000","1,614.6",966,Aug-21,LOYANG VIEW,Resale,Land,150,"10,400",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
