Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LANDED HOUSING DEVELOPMENT,"2,700,000","2,583.36","1,045",Mar-23,PINEWOOD GROVE,Resale,Land,240,"11,250",-,Terrace House,1,99 yrs lease commencing from 1995,25,Outside Central Region,-
FRANKEL ESTATE,"4,218,000","1,699.64","2,482",Mar-23,BURNFOOT TERRACE,Resale,Land,157.9,"26,713",-,Terrace House,1,Freehold,15,Outside Central Region,-
BINJAI PARK,"28,300,000","15,515.23","1,824",Mar-23,BINJAI PARK,Resale,Land,"1,441.4","19,634",-,Detached House,1,Freehold,21,Rest of Central Region,-
FRANKEL ESTATE,"11,800,000","7,621.99","1,548",Mar-23,CHANGI ROAD,Resale,Land,708.1,"16,664",-,Detached House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"18,063,500","13,951.22","1,295",Mar-23,SUNSET VIEW,Resale,Land,"1,296.1","13,937",-,Detached House,1,Freehold,21,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,828,000","2,336.86","1,638",Mar-23,LORONG L TELOK KURAU,Resale,Land,217.1,"17,632",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,680,000","2,589.82","2,579",Mar-23,LORONG STANGEE,Resale,Land,240.6,"27,764",-,Terrace House,1,Freehold,15,Rest of Central Region,-
FORTUNA GARDENS,"4,700,000","1,735.16","2,709",Mar-23,DA SILVA LANE,Resale,Land,161.2,"29,156",-,Terrace House,1,999 yrs lease commencing from 1883,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"18,000,000","7,611.22","2,365",Mar-23,POOLE ROAD,Resale,Land,707.1,"25,456",-,Detached House,1,Freehold,15,Rest of Central Region,-
SUNBIRD PARK,"3,810,000","2,373.46","1,605",Mar-23,SUNBIRD ROAD,Resale,Land,220.5,"17,279",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,150,000","2,269.05","1,829",Mar-23,JALAN PUNAI,Resale,Land,210.8,"19,687",-,Terrace House,1,Freehold,14,Outside Central Region,-
EAST COAST HILL,"6,000,000","4,388.48","1,367",Mar-23,SENNETT PLACE,Resale,Land,407.7,"14,717",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"14,500,000","5,322.8","2,724",Mar-23,FORT ROAD,Resale,Land,494.5,"29,323",-,Detached House,1,Freehold,15,Rest of Central Region,-
ORCHID VILLAGE,"21,000,000","9,463.71","2,219",Mar-23,VANDA CRESCENT,Resale,Land,879.2,"23,885",-,Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"6,550,000","4,521.96","1,448",Mar-23,TEMBELING ROAD,Resale,Land,420.1,"15,592",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
SENNETT ESTATE,"2,998,000","1,500.5","1,998",Mar-23,MACPHERSON ROAD,Resale,Land,139.4,"21,506",-,Terrace House,1,Freehold,13,Rest of Central Region,-
KINGSVILLE,"4,120,000","3,188.3","1,292",Mar-23,KING'S DRIVE,Resale,Land,296.2,"13,910",-,Semi-Detached House,1,102 yrs lease commencing from 1996,10,Core Central Region,-
LUCKY HILL,"5,150,000","1,948.28","2,643",Mar-23,JALAN LIMAU NIPIS,Resale,Land,181,"28,453",-,Terrace House,1,999 yrs lease commencing from 1878,16,Outside Central Region,-
THOMSON RIDGE,"7,208,888","5,290.51","1,363",Mar-23,THOMSON RIDGE,Resale,Land,491.5,"14,667",-,Detached House,1,Freehold,20,Rest of Central Region,-
CENTURY WOODS,"2,250,000","2,152.8","1,045",Mar-23,WOODGROVE WALK,Resale,Land,200,"11,250",-,Terrace House,1,99 yrs lease commencing from 1996,25,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,900,000","2,365.93","1,648",Mar-23,JALAN RIMAU,Resale,Land,219.8,"17,743",-,Terrace House,1,Freehold,14,Outside Central Region,-
VILLA VERDE,"2,470,000","2,187.24","1,129",Mar-23,VERDE CRESCENT,Resale,Land,203.2,"12,156",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
KEMBANGAN ESTATE,"3,900,000","1,712.55","2,277",Mar-23,LORONG MARZUKI,Resale,Land,159.1,"24,513",-,Terrace House,1,Freehold,14,Outside Central Region,-
PARK VILLAS,"2,360,000","1,614.6","1,462",Mar-23,PARK VILLAS TERRACE,Resale,Land,150,"15,733",-,Terrace House,1,99 yrs lease commencing from 1994,19,Outside Central Region,-
VILLA VERDE,"2,250,000","1,614.6","1,394",Mar-23,VERDE AVENUE,Resale,Land,150,"15,000",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,500,000","1,763.14","1,985",Mar-23,SWANAGE ROAD,Resale,Land,163.8,"21,368",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,430,000","2,946.11","1,164",Mar-23,KERONG WALK,Resale,Land,273.7,"12,532",-,Terrace House,1,99 yrs lease commencing from 2008,27,Outside Central Region,-
WELLINGTON PARK,"4,300,000","3,170","1,356",Mar-23,ELLINGTON SQUARE,Resale,Land,294.5,"14,601",-,Terrace House,1,Freehold,20,Outside Central Region,-
HAPPY ESTATE,"5,000,000","3,983.76","1,255",Mar-23,THOMSON VIEW,Resale,Land,370.1,"13,510",-,Semi-Detached House,1,Freehold,20,Outside Central Region,-
SRI MENANTI ESTATE,"4,180,000","1,756.68","2,379",Mar-23,JERVOIS ROAD,Resale,Land,163.2,"25,613",-,Terrace House,1,Freehold,10,Core Central Region,-
BRADDELL HEIGHTS ESTATE,"7,500,000","5,608.04","1,337",Mar-23,DUNSFOLD DRIVE,Resale,Land,521,"14,395",-,Detached House,1,Freehold,13,Outside Central Region,-
OPERA ESTATE,"5,480,000","2,596.28","2,111",Mar-23,JALAN TERANG BULAN,Resale,Land,241.2,"22,720",-,Terrace House,1,Freehold,15,Outside Central Region,-
WEST SEA GARDENS,"7,020,000","3,769.55","1,862",Mar-23,JALAN PELEPAH,Resale,Land,350.2,"20,046",-,Semi-Detached House,1,Freehold,05,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"6,050,800","5,118.28","1,182",Mar-23,VALLEY ROAD,Resale,Land,475.5,"12,725",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
EDEN PARK,"14,688,000","5,224.85","2,811",Mar-23,REDWOOD AVENUE,Resale,Land,485.4,"30,260",-,Detached House,1,Freehold,10,Core Central Region,-
COMFORT GARDEN,"5,550,000","4,111.85","1,350",Mar-23,CHOA CHU KANG AVENUE 1,Resale,Land,382,"14,529",-,Semi-Detached House,1,Freehold,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"18,500,000","8,761.9","2,111",Mar-23,LAKESHORE VIEW,Resale,Land,814,"22,727",-,Detached House,1,99 yrs lease commencing from 2006,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"6,500,000","2,877.22","2,259",Mar-23,HOOT KIAM ROAD,Resale,Land,267.3,"24,317",-,Terrace House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,550,000","2,996.7","1,852",Mar-23,CEYLON ROAD,Resale,Land,278.4,"19,935",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
TAI HWAN GARDEN,"3,630,000","1,898.77","1,912",Mar-23,TAI HWAN AVENUE,Resale,Land,176.4,"20,578",-,Terrace House,1,Freehold,19,Outside Central Region,-
PAVILION PARK,"4,350,000","2,314.26","1,880",Mar-23,PAVILION PLACE,Resale,Land,215,"20,233",-,Terrace House,1,Freehold,23,Outside Central Region,-
SERANGOON GARDEN ESTATE,"3,400,000","2,161.41","1,573",Mar-23,WORTHING ROAD,Resale,Land,200.8,"16,932",-,Terrace House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
CHUAN VILLAS,"3,600,000","4,544.56",792,Mar-23,CHUAN CLOSE,Resale,Land,422.2,"8,527",-,Terrace House,1,99 yrs lease commencing from 1996,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"11,100,000","7,992.27","1,389",Mar-23,LORONG H TELOK KURAU,Resale,Land,742.5,"14,949",-,Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,050,000","3,406.81","1,482",Mar-23,LANGSAT ROAD,Resale,Land,316.5,"15,956",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
THOMSON GARDEN ESTATE,"4,028,000","2,022.56","1,992",Mar-23,JALAN KHAMIS,Resale,Land,187.9,"21,437",-,Semi-Detached House,1,Freehold,20,Rest of Central Region,-
FRANKEL ESTATE,"5,200,000","3,224.89","1,612",Mar-23,JEDBURGH GARDENS,Resale,Land,299.6,"17,356",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"18,500,000","7,576.78","2,442",Mar-23,OCEAN DRIVE,Resale,Land,703.9,"26,282",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
SPRINGDEW TERRACE,"4,359,000","2,089.29","2,086",Mar-23,JAMBOL WALK,Resale,Land,194.1,"22,457",-,Terrace House,1,Freehold,05,Rest of Central Region,-
BEDOK PARK,"5,358,000","4,840.57","1,107",Mar-23,LIMAU GARDEN,Resale,Land,449.7,"11,915",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
HILLVIEW GARDEN ESTATE,"5,150,000","2,232.45","2,307",Mar-23,JALAN DERMAWAN,Resale,Land,207.4,"24,831",-,Semi-Detached House,1,Freehold,23,Outside Central Region,-
TANAH MERAH GREEN,"2,690,000","1,959.05","1,373",Mar-23,TANAH MERAH KECHIL RISE,Resale,Land,182,"14,780",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
HILLVIEW GARDEN ESTATE,"11,200,000","10,044.96","1,115",Mar-23,JALAN DERMAWAN,Resale,Land,933.2,"12,002",-,Detached House,1,Freehold,23,Outside Central Region,-
OPERA ESTATE,"6,150,000","2,400.37","2,562",Mar-23,JALAN BANGSAWAN,Resale,Land,223,"27,578",-,Terrace House,1,Freehold,15,Outside Central Region,-
CAPITOL PARK,"18,000,000","7,945.98","2,265",Mar-23,JALAN SEJARAH,Resale,Land,738.2,"24,384",-,Detached House,1,Freehold,11,Core Central Region,-
FRANKEL ESTATE,"6,900,000","4,067.72","1,696",Mar-23,ETTRICK TERRACE,Resale,Land,377.9,"18,259",-,Detached House,1,Freehold,15,Outside Central Region,-
KISMIS RESIDENCES,"5,188,888","1,657.66","3,130",Mar-23,LORONG KISMIS,Resale,Land,154,"33,694",-,Terrace House,1,Freehold,21,Rest of Central Region,-
SENTOSA COVE,"14,000,000","7,857.72","1,782",Mar-23,COVE DRIVE,Resale,Land,730,"19,178",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
BRADDELL HEIGHTS ESTATE,"19,000,000","15,701.45","1,210",Mar-23,CLIFTON VALE,Resale,Land,"1,458.7","13,025",-,Detached House,1,Freehold,13,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"7,600,000","2,862.15","2,655",Mar-23,OLD UPPER THOMSON ROAD,Resale,Land,265.9,"28,582",-,Semi-Detached House,1,Freehold,20,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,320,000","2,447.73","1,765",Mar-23,HIGHLAND CLOSE,Resale,Land,227.4,"18,997",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"4,480,000","1,839.57","2,435",Mar-23,CARDIFF GROVE,Resale,Land,170.9,"26,214",-,Terrace House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,000,000","3,216.28","1,555",Mar-23,LUCKY CRESCENT,Resale,Land,298.8,"16,734",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
SERANGOON PARK,"3,008,000","1,646.89","1,826",Mar-23,JALAN SUKACHITA,Resale,Land,153,"19,660",-,Terrace House,1,Freehold,13,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"9,250,000","8,119.29","1,139",Mar-23,ROSYTH AVENUE,Resale,Land,754.3,"12,263",-,Detached House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,998,000","2,627.49","1,522",Feb-23,HIGHLAND TERRACE,Resale,Land,244.1,"16,379",-,Terrace House,1,Freehold,19,Outside Central Region,-
CLEMENTI PARK,"12,800,000","6,025.69","2,124",Feb-23,SUNSET SQUARE,Resale,Land,559.8,"22,865",-,Detached House,1,Freehold,21,Outside Central Region,-
MING TECK PARK,"6,000,000","2,657.63","2,258",Feb-23,MING TECK PARK,Resale,Land,246.9,"24,301",-,Terrace House,1,999 yrs lease commencing from 1876,10,Core Central Region,-
KEMBANGAN ESTATE,"3,760,000","1,863.25","2,018",Feb-23,JALAN EUNOS,Resale,Land,173.1,"21,722",-,Terrace House,1,Freehold,14,Outside Central Region,-
VICTORIA PARK VILLAS,"5,700,000","2,345.48","2,430",Feb-23,VICTORIA PARK GROVE,Resale,Land,217.9,"26,159",-,Semi-Detached House,1,99 yrs lease commencing from 2013,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,320,000","1,889.08","2,287",Feb-23,SEA AVENUE,Resale,Land,175.5,"24,615",-,Terrace House,1,Freehold,15,Rest of Central Region,-
SELETAR HILLS ESTATE,"5,188,888","3,246.42","1,598",Feb-23,JALAN CHERMAI,Resale,Land,301.6,"17,205",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
SIEW LIM PARK,"800,000","4,171.05",192,Feb-23,BEDOK ROAD,Resale,Land,387.5,"2,065",-,Semi-Detached House,1,70 yrs lease commencing from 1964,16,Outside Central Region,-
VAUGHAN GARDEN,"6,300,000","6,646.77",948,Feb-23,VAUGHAN ROAD,Resale,Land,617.5,"10,202",-,Semi-Detached House,1,Freehold,13,Outside Central Region,-
SENTOSA COVE,"17,388,888","7,868.48","2,210",Feb-23,COVE DRIVE,Resale,Land,731,"23,788",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
TAI HWAN PARK,"3,700,000","1,712.55","2,161",Feb-23,TAI HWAN DRIVE,Resale,Land,159.1,"23,256",-,Terrace House,1,Freehold,19,Outside Central Region,-
WESTWOOD PARK,"2,050,000","1,879.39","1,091",Feb-23,WESTWOOD DRIVE,Resale,Land,174.6,"11,741",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
FABER HILLS,"5,880,000","3,629.62","1,620",Feb-23,FABER TERRACE,Resale,Land,337.2,"17,438",-,Terrace House,1,Freehold,05,Outside Central Region,-
SERENE PARK,"8,700,000","4,486.44","1,939",Feb-23,TAMARIND ROAD,Resale,Land,416.8,"20,873",-,Detached House,1,Freehold,28,Outside Central Region,-
LENTOR VILLAS,"5,480,000","4,176.43","1,312",Feb-23,LENTOR CRESCENT,Resale,Land,388,"14,124",-,Terrace House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"20,500,000","10,459.38","1,960",Feb-23,JALAN KAMPONG CHANTEK,Resale,Land,971.7,"21,097",-,Detached House,1,Freehold,21,Rest of Central Region,-
LUCKY HILL,"4,280,000","3,457.4","1,238",Feb-23,JALAN LIMAU NIPIS,Resale,Land,321.2,"13,325",-,Terrace House,1,999 yrs lease commencing from 1878,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,050,000","4,066.64","1,488",Feb-23,PALM DRIVE,Resale,Land,377.8,"16,014",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
SERANGOON GARDEN ESTATE,"3,000,000","1,840.64","1,630",Feb-23,CHISELHURST GROVE,Resale,Land,171,"17,544",-,Terrace House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
TAI KENG GARDENS,"4,520,000","3,664.07","1,234",Feb-23,TAI KENG GARDENS,Resale,Land,340.4,"13,278",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
MING TECK PARK,"11,300,000","7,580.01","1,491",Feb-23,MING TECK PARK,Resale,Land,704.2,"16,047",-,Detached House,1,999 yrs lease commencing from 1876,10,Core Central Region,-
CORAL ISLAND,"36,500,000","13,434.55","2,717",Feb-23,CORAL ISLAND,Resale,Land,"1,248.1","29,244",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"26,500,000","29,201.66",907,Feb-23,ENG NEO AVENUE,Resale,Land,"2,712.9","9,768",-,Detached House,1,99 yrs lease commencing from 2008,11,Rest of Central Region,-
SPRINGLEAF GARDEN,"5,568,000","3,840.6","1,450",Feb-23,SPRINGLEAF GARDEN,Resale,Land,356.8,"15,605",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
SERANGOON PARK,"3,480,000","1,646.89","2,113",Feb-23,JALAN SUKACHITA,Resale,Land,153,"22,745",-,Terrace House,1,Freehold,13,Outside Central Region,-
SERANGOON GARDEN ESTATE,"4,550,000","2,654.4","1,714",Feb-23,TAVISTOCK AVENUE,Resale,Land,246.6,"18,451",-,Semi-Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,650,000","1,771.75","1,496",Feb-23,INGGU ROAD,Resale,Land,164.6,"16,100",-,Terrace House,1,99 yrs lease commencing from 2008,27,Outside Central Region,-
NIM COLLECTION,"3,488,000","1,614.6","2,160",Feb-23,NIM TERRACE,Resale,Land,150,"23,253",-,Terrace House,1,99 yrs lease commencing from 2016,28,Outside Central Region,-
CHANGI HEIGHTS,"3,000,000","1,861.1","1,612",Feb-23,JALAN SINAR BULAN,Resale,Land,172.9,"17,351",-,Terrace House,1,Freehold,17,Outside Central Region,-
CLOVER PARK,"4,180,000","1,764.22","2,369",Feb-23,CLOVER CRESCENT,Resale,Land,163.9,"25,503",-,Terrace House,1,Freehold,20,Rest of Central Region,-
HOCK SWEE HILL,"6,180,000","6,206.52",996,Feb-23,BEGONIA DRIVE,Resale,Land,576.6,"10,718",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
OPERA ESTATE,"3,050,000","1,754.53","1,738",Feb-23,MARIA AVENUE,Resale,Land,163,"18,712",-,Terrace House,1,Freehold,15,Outside Central Region,-
PALM GROVE TERRACE,"3,750,000","1,664.11","2,253",Feb-23,FLOWER ROAD,Resale,Land,154.6,"24,256",-,Terrace House,1,999 yrs lease commencing from 1878,19,Outside Central Region,-
SEMBAWANG SPRINGS ESTATE,"3,500,000","1,722.24","2,032",Feb-23,JALAN KEMUNING,Resale,Land,160,"21,875",-,Terrace House,1,Freehold,27,Outside Central Region,-
LOYANG VILLAS,"1,900,000","1,617.83","1,174",Feb-23,LOYANG RISE,Resale,Land,150.3,"12,641",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,528,000","1,747","2,019",Feb-23,UPPER CHANGI ROAD,Resale,Land,162.3,"21,738",-,Terrace House,1,Freehold,16,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"4,100,000","1,500.5","2,732",Feb-23,CASUARINA ROAD,Resale,Land,139.4,"29,412",-,Terrace House,1,Freehold,20,Outside Central Region,-
HEETON PARK,"4,618,800","3,093.57","1,493",Feb-23,THONG SOON GREEN,Resale,Land,287.4,"16,071",-,Terrace House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,200,000","1,706.09","1,876",Feb-23,PARBURY AVENUE,Resale,Land,158.5,"20,189",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,900,000","3,356.22","2,354",Feb-23,CORONATION ROAD WEST,Resale,Land,311.8,"25,337",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
TEACHER'S HOUSING ESTATE,"3,500,000","1,810.5","1,933",Feb-23,KALIDASA AVENUE,Resale,Land,168.2,"20,809",-,Terrace House,1,999 yrs lease commencing from 1885,26,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"3,750,000","2,061.31","1,819",Feb-23,JALAN LANJUT,Resale,Land,191.5,"19,582",-,Terrace House,1,Freehold,20,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,600,000","2,220.61","1,621",Feb-23,MENG SUAN ROAD,Resale,Land,206.3,"17,450",-,Semi-Detached House,1,999 yrs lease commencing from 1884,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,250,000","1,864.32","1,743",Feb-23,JOON HIANG ROAD,Resale,Land,173.2,"18,764",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,855,000","3,176.46","2,473",Feb-23,PRINCE OF WALES ROAD,Resale,Land,295.1,"26,618",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
PASIR PANJANG GARDENS,"4,200,000","2,018.25","2,081",Feb-23,JALAN MAS KUNING,Resale,Land,187.5,"22,400",-,Terrace House,1,Freehold,05,Outside Central Region,-
YEW LIAN PARK,"8,700,000","5,798.57","1,500",Feb-23,TAMAN PERMATA,Resale,Land,538.7,"16,150",-,Detached House,1,Freehold,20,Rest of Central Region,-
TUAN SING PARK,"5,328,000","4,187.2","1,272",Feb-23,UPPER NERAM ROAD,Resale,Land,389,"13,697",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"12,800,000","7,209.73","1,775",Feb-23,SUNSET PLACE,Resale,Land,669.8,"19,110",-,Detached House,1,Freehold,21,Outside Central Region,-
FRANKEL ESTATE,"8,800,000","3,962.23","2,221",Feb-23,DUNBAR WALK,Resale,Land,368.1,"23,907",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
FABER HILLS,"8,000,000","6,105.34","1,310",Feb-23,FABER GROVE,Resale,Land,567.2,"14,104",-,Semi-Detached House,1,Freehold,05,Outside Central Region,-
LOYANG VILLAS,"2,120,000","1,614.6","1,313",Feb-23,LOYANG VIEW,Resale,Land,150,"14,133",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"8,000,000","4,999.88","1,600",Feb-23,JALAN SENANG,Resale,Land,464.5,"17,223",-,Detached House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"17,080,000","5,054.77","3,379",Feb-23,CORONATION ROAD,Resale,Land,469.6,"36,371",-,Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
CENTURY WOODS,"2,230,000","1,614.6","1,381",Feb-23,WOODGROVE WALK,Resale,Land,150,"14,867",-,Terrace House,1,99 yrs lease commencing from 1996,25,Outside Central Region,-
TAI KENG VILLAS,"2,598,888","1,851.41","1,404",Feb-23,JALAN KELICHAP,Resale,Land,172,"15,110",-,Terrace House,1,99 yrs lease commencing from 1996,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,800,000","4,998.8","1,160",Feb-23,BEDOK AVENUE,Resale,Land,464.4,"12,489",-,Detached House,1,Freehold,16,Outside Central Region,-
PAVILION PARK,"4,240,000","2,179.71","1,945",Feb-23,PAVILION GREEN,Resale,Land,202.5,"20,938",-,Terrace House,1,Freehold,23,Outside Central Region,-
PEAKVIEW ESTATE,"6,200,000","3,823.37","1,622",Feb-23,JALAN PARI DEDAP,Resale,Land,355.2,"17,455",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,500,000","4,391.71","1,025",Feb-23,LENGKONG DUA,Resale,Land,408,"11,029",-,Semi-Detached House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,150,000","2,237.84","2,301",Feb-23,LIM AH PIN ROAD,Resale,Land,207.9,"24,772",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"9,700,000","5,471.34","1,773",Feb-23,BOSCOMBE ROAD,Resale,Land,508.3,"19,083",-,Detached House,1,Freehold,15,Rest of Central Region,-
SERANGOON GARDEN ESTATE,"6,150,000","2,596.28","2,369",Feb-23,MEDWAY DRIVE,Resale,Land,241.2,"25,498",-,Terrace House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
SENNETT ESTATE,"3,900,000","2,382.07","1,637",Feb-23,LICHI AVENUE,Resale,Land,221.3,"17,623",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
SUNBIRD PARK,"4,206,500","4,871.79",863,Feb-23,SUNBIRD ROAD,Resale,Land,452.6,"9,294",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,550,000","2,012.87","1,764",Feb-23,EVERITT ROAD NORTH,Resale,Land,187,"18,984",-,Terrace House,1,Freehold,15,Rest of Central Region,-
CAPITOL PARK,"5,000,000","1,827.73","2,736",Feb-23,JALAN SENI,Resale,Land,169.8,"29,446",-,Terrace House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,550,000","3,444.48","1,321",Feb-23,UPPER EAST COAST ROAD,Resale,Land,320,"14,219",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
ARDISIA GARDENS,"2,480,000","1,614.6","1,536",Feb-23,SERANGOON TERRACE,Resale,Land,150,"16,533",-,Terrace House,1,99 yrs lease commencing from 1993,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,688,000","1,804.05","2,599",Feb-23,LUCKY GARDENS,Resale,Land,167.6,"27,971",-,Terrace House,1,Freehold,16,Outside Central Region,-
PARK VILLAS,"2,220,000","1,657.66","1,339",Feb-23,PARK VILLAS RISE,Resale,Land,154,"14,416",-,Terrace House,1,99 yrs lease commencing from 1994,19,Outside Central Region,-
EDEN PARK,"10,000,000","5,506.86","1,816",Feb-23,CYPRESS AVENUE,Resale,Land,511.6,"19,547",-,Detached House,1,Freehold,10,Core Central Region,-
DUKE'S GARDEN,"9,300,000","3,778.16","2,462",Feb-23,PRINCESS OF WALES ROAD,Resale,Land,351,"26,496",-,Semi-Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,588,000","2,050.54","2,237",Feb-23,LORONG KILAT,Resale,Land,190.5,"24,084",-,Terrace House,1,Freehold,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,400,000","1,656.58","2,052",Feb-23,BUNGA RAMPAI PLACE,Resale,Land,153.9,"22,092",-,Terrace House,1,Freehold,19,Rest of Central Region,-
SERANGOON PARK,"3,300,000","1,646.89","2,004",Feb-23,JALAN SUKACHITA,Resale,Land,153,"21,569",-,Terrace House,1,Freehold,13,Outside Central Region,-
SELETAR HILLS ESTATE,"4,350,000","2,270.13","1,916",Feb-23,JALAN SINDOR,Resale,Land,210.9,"20,626",-,Terrace House,1,Freehold,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"15,000,000","5,472.42","2,741",Feb-23,EAST COAST TERRACE,Resale,Land,508.4,"29,504",-,Detached House,1,Freehold,15,Outside Central Region,-
SEMBAWANG SPRINGS ESTATE,"5,200,000","5,210.85",998,Feb-23,JALAN MALU-MALU,Resale,Land,484.1,"10,742",-,Detached House,1,999 yrs lease commencing from 1885,27,Outside Central Region,-
FUYONG ESTATE,"780,000","3,031.14",257,Feb-23,JALAN ASAS,Resale,Land,281.6,"2,770",-,Semi-Detached House,1,99 yrs lease commencing from 1947,23,Outside Central Region,-
THOMSON GARDEN ESTATE,"3,009,888","1,321.82","2,277",Feb-23,JALAN KUAK,Resale,Land,122.8,"24,510",-,Terrace House,1,Freehold,20,Rest of Central Region,-
