Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
SIMEI GREEN CONDOMINIUM,"995,000",968.76,"1,027",Mar-24,SIMEI STREET 4,Resale,Strata,90,"11,056",-,Executive Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
ESPARINA RESIDENCES,"1,585,000","1,001.05","1,583",Mar-24,COMPASSVALE BOW,Resale,Strata,93,"17,043",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
PARC LIFE,"1,250,000",979.52,"1,276",Mar-24,SEMBAWANG CRESCENT,Resale,Strata,91,"13,736",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
RIVERPARC RESIDENCE,"1,080,000",828.83,"1,303",Mar-24,PUNGGOL DRIVE,Resale,Strata,77,"14,026",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
THE TERRACE,"2,000,000","1,442.38","1,387",Mar-24,EDGEDALE PLAINS,Resale,Strata,134,"14,925",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10
PRIVE,"1,130,000",818.06,"1,381",Mar-24,PUNGGOL FIELD,Resale,Strata,76,"14,868",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
THE TERRACE,"1,500,000","1,076.4","1,394",Mar-24,EDGEDALE PLAINS,Resale,Strata,100,"15,000",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
ESPARINA RESIDENCES,"1,353,000",828.83,"1,632",Mar-24,COMPASSVALE BOW,Resale,Strata,77,"17,571",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
THE TERRACE,"1,380,000","1,001.05","1,379",Mar-24,EDGEDALE PLAINS,Resale,Strata,93,"14,839",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
THE VISIONAIRE,"1,575,000","1,140.98","1,380",Mar-24,CANBERRA DRIVE,Resale,Strata,106,"14,858",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
THE VISIONAIRE,"1,430,000","1,022.58","1,398",Mar-24,CANBERRA DRIVE,Resale,Strata,95,"15,053",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
WINDERMERE,"1,230,000","1,280.92",960,Mar-24,CHOA CHU KANG STREET 64,Resale,Strata,119,"10,336",-,Executive Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,16 to 20
NORTHWAVE,"950,000",742.72,"1,279",Mar-24,WOODLANDS VIEW,Resale,Strata,69,"13,768",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,06 to 10
CITYLIFE@TAMPINES,"1,750,000","1,377.79","1,270",Mar-24,TAMPINES CENTRAL 7,Resale,Strata,128,"13,672",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
THE CRITERION,"1,420,000","1,173.28","1,210",Mar-24,YISHUN STREET 51,Resale,Strata,109,"13,028",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
EASTVALE,"1,158,760","1,097.93","1,055",Mar-24,PASIR RIS DRIVE 3,Resale,Strata,102,"11,360",-,Executive Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
LILYDALE,"1,095,000","1,194.8",916,Mar-24,YISHUN AVENUE 6,Resale,Strata,111,"9,865",-,Executive Condominium,1,99 yrs lease commencing from 2000,27,Outside Central Region,06 to 10
PARK GREEN,"1,410,000","1,367.03","1,031",Feb-24,RIVERVALE LINK,Resale,Strata,127,"11,102",-,Executive Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,11 to 15
PARK GREEN,"1,278,888","1,356.26",943,Feb-24,RIVERVALE LINK,Resale,Strata,126,"10,150",-,Executive Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,01 to 05
SOL ACRES,"1,580,000","1,097.93","1,439",Feb-24,CHOA CHU KANG GROVE,Resale,Strata,102,"15,490",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,21 to 25
SOL ACRES,"1,020,000",731.95,"1,394",Feb-24,CHOA CHU KANG GROVE,Resale,Strata,68,"15,000",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,11 to 15
WHITEWATER,"1,240,000","1,194.8","1,038",Feb-24,PASIR RIS STREET 72,Resale,Strata,111,"11,171",-,Executive Condominium,1,99 yrs lease commencing from 2002,18,Outside Central Region,11 to 15
TREASURE CREST,"1,400,000",958,"1,461",Feb-24,ANCHORVALE CRESCENT,Resale,Strata,89,"15,730",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,11 to 15
BELLEWATERS,"1,270,000",925.7,"1,372",Feb-24,ANCHORVALE CRESCENT,Resale,Strata,86,"14,767",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
PARC LIFE,"1,375,000","1,065.64","1,290",Feb-24,SEMBAWANG CRESCENT,Resale,Strata,99,"13,889",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
NORTHWAVE,"1,700,000","1,463.9","1,161",Feb-24,WOODLANDS VIEW,Resale,Strata,136,"12,500",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,01 to 05
NORTHOAKS,"1,025,000","1,173.28",874,Feb-24,WOODLANDS CRESCENT,Resale,Strata,109,"9,404",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
SIGNATURE AT YISHUN,"1,720,000","1,302.44","1,321",Feb-24,YISHUN STREET 51,Resale,Strata,121,"14,215",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
RIVERPARC RESIDENCE,"1,670,000","1,237.86","1,349",Feb-24,PUNGGOL DRIVE,Resale,Strata,115,"14,522",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
SIGNATURE AT YISHUN,"1,350,000","1,097.93","1,230",Feb-24,YISHUN STREET 51,Resale,Strata,102,"13,235",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
THE CRITERION,"1,200,000",914.94,"1,312",Feb-24,YISHUN STREET 51,Resale,Strata,85,"14,118",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
THE VISIONAIRE,"1,315,000",979.52,"1,342",Feb-24,CANBERRA DRIVE,Resale,Strata,91,"14,451",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
NORTHWAVE,"860,000",667.37,"1,289",Feb-24,WOODLANDS VIEW,Resale,Strata,62,"13,871",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,01 to 05
THE VISIONAIRE,"1,300,000",979.52,"1,327",Feb-24,CANBERRA DRIVE,Resale,Strata,91,"14,286",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
THE VALES,"1,500,000","1,033.34","1,452",Feb-24,ANCHORVALE CRESCENT,Resale,Strata,96,"15,625",-,Executive Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
NORTHWAVE,"960,888",753.48,"1,275",Feb-24,WOODLANDS VIEW,Resale,Strata,70,"13,727",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,06 to 10
1 CANBERRA,"1,162,000",947.23,"1,227",Feb-24,CANBERRA DRIVE,Resale,Strata,88,"13,205",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,06 to 10
THE FLORIDA,"1,280,000","1,302.44",983,Feb-24,HOUGANG AVENUE 7,Resale,Strata,121,"10,579",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
WANDERVALE,"1,562,000","1,130.22","1,382",Feb-24,CHOA CHU KANG AVENUE 3,Resale,Strata,105,"14,876",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,01 to 05
THE VISIONAIRE,"1,410,000","1,022.58","1,379",Feb-24,CANBERRA DRIVE,Resale,Strata,95,"14,842",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
BELLEWOODS,"1,385,000","1,151.75","1,203",Feb-24,WOODLANDS AVENUE 5,Resale,Strata,107,"12,944",-,Executive Condominium,1,99 yrs lease commencing from 2013,25,Outside Central Region,01 to 05
ECOPOLITAN,"1,500,000","1,140.98","1,315",Feb-24,PUNGGOL WALK,Resale,Strata,106,"14,151",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
THE BROWNSTONE,"1,500,000","1,140.98","1,315",Feb-24,CANBERRA DRIVE,Resale,Strata,106,"14,151",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
THE VISIONAIRE,"1,790,000","1,313.21","1,363",Feb-24,CANBERRA DRIVE,Resale,Strata,122,"14,672",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
BELYSA,"1,120,000",828.83,"1,351",Feb-24,PASIR RIS DRIVE 1,Resale,Strata,77,"14,545",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
RIVERPARC RESIDENCE,"1,480,000","1,076.4","1,375",Feb-24,PUNGGOL DRIVE,Resale,Strata,100,"14,800",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,16 to 20
SIGNATURE AT YISHUN,"1,315,000","1,097.93","1,198",Feb-24,YISHUN STREET 51,Resale,Strata,102,"12,892",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
SOL ACRES,"1,328,000",925.7,"1,435",Feb-24,CHOA CHU KANG GROVE,Resale,Strata,86,"15,442",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,21 to 25
THE TOPIARY,"1,418,000","1,044.11","1,358",Feb-24,FERNVALE LANE,Resale,Strata,97,"14,619",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,06 to 10
TREASURE CREST,"1,396,000",958,"1,457",Feb-24,ANCHORVALE CRESCENT,Resale,Strata,89,"15,685",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,11 to 15
SOL ACRES,"1,450,000","1,044.11","1,389",Feb-24,CHOA CHU KANG GROVE,Resale,Strata,97,"14,948",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,11 to 15
LUSH ACRES,"1,870,000","1,345.5","1,390",Feb-24,FERNVALE CLOSE,Resale,Strata,125,"14,960",-,Executive Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,21 to 25
THE FLORIDA,"1,340,000","1,323.97","1,012",Feb-24,HOUGANG AVENUE 7,Resale,Strata,123,"10,894",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,11 to 15
THE TAMPINES TRILLIANT,"1,520,000","1,001.05","1,518",Feb-24,TAMPINES CENTRAL 7,Resale,Strata,93,"16,344",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
PARC LIFE,"1,400,000","1,065.64","1,314",Feb-24,SEMBAWANG CRESCENT,Resale,Strata,99,"14,141",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
LILYDALE,"1,065,000","1,194.8",891,Feb-24,YISHUN AVENUE 6,Resale,Strata,111,"9,595",-,Executive Condominium,1,99 yrs lease commencing from 2000,27,Outside Central Region,01 to 05
SOL ACRES,"930,000",613.55,"1,516",Feb-24,CHOA CHU KANG GROVE,Resale,Strata,57,"16,316",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,21 to 25
THE QUINTET,"1,320,000","1,302.44","1,013",Feb-24,CHOA CHU KANG STREET 64,Resale,Strata,121,"10,909",-,Executive Condominium,1,99 yrs lease commencing from 2003,23,Outside Central Region,06 to 10
THE VISIONAIRE,"1,395,000","1,022.58","1,364",Feb-24,CANBERRA DRIVE,Resale,Strata,95,"14,684",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
SOL ACRES,"1,170,000",871.88,"1,342",Feb-24,CHOA CHU KANG GROVE,Resale,Strata,81,"14,444",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,06 to 10
SOL ACRES,"1,230,000",850.36,"1,446",Feb-24,CHOA CHU KANG GROVE,Resale,Strata,79,"15,570",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,21 to 25
THE VISIONAIRE,"1,755,000","1,345.5","1,304",Feb-24,CANBERRA DRIVE,Resale,Strata,125,"14,040",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
PRIVE,"1,590,000","1,097.93","1,448",Feb-24,PUNGGOL FIELD,Resale,Strata,102,"15,588",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,16 to 20
ARC AT TAMPINES,"1,160,000",807.3,"1,437",Feb-24,TAMPINES AVENUE 8,Resale,Strata,75,"15,467",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,16 to 20
WOODSVALE,"1,100,000","1,356.26",811,Feb-24,WOODLANDS DRIVE 72,Resale,Strata,126,"8,730",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
BELLEWOODS,"1,215,000",936.47,"1,297",Feb-24,WOODLANDS AVENUE 5,Resale,Strata,87,"13,966",-,Executive Condominium,1,99 yrs lease commencing from 2013,25,Outside Central Region,06 to 10
THE BROWNSTONE,"1,450,000","1,108.69","1,308",Feb-24,CANBERRA DRIVE,Resale,Strata,103,"14,078",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
THE CRITERION,"1,100,000",893.41,"1,231",Feb-24,YISHUN STREET 51,Resale,Strata,83,"13,253",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
PRIVE,"1,790,000","1,313.21","1,363",Feb-24,PUNGGOL FIELD,Resale,Strata,122,"14,672",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
SOL ACRES,"1,330,000",979.52,"1,358",Feb-24,CHOA CHU KANG GROVE,Resale,Strata,91,"14,615",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,01 to 05
THE BROWNSTONE,"1,050,000",753.48,"1,394",Feb-24,CANBERRA DRIVE,Resale,Strata,70,"15,000",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
THE VISIONAIRE,"1,568,000","1,140.98","1,374",Feb-24,CANBERRA DRIVE,Resale,Strata,106,"14,792",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
WINDERMERE,"1,230,000","1,280.92",960,Feb-24,CHOA CHU KANG STREET 64,Resale,Strata,119,"10,336",-,Executive Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,11 to 15
SOL ACRES,"842,000",570.49,"1,476",Feb-24,CHOA CHU KANG GROVE,Resale,Strata,53,"15,887",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,06 to 10
THE QUINTET,"1,810,000","2,142.04",845,Feb-24,CHOA CHU KANG STREET 64,Resale,Strata,199,"9,095",-,Executive Condominium,1,99 yrs lease commencing from 2003,23,Outside Central Region,01 to 05
RIVERPARC RESIDENCE,"1,800,000","1,237.86","1,454",Feb-24,PUNGGOL DRIVE,Resale,Strata,115,"15,652",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,16 to 20
BELLEWOODS,"970,000",785.77,"1,234",Feb-24,WOODLANDS AVENUE 5,Resale,Strata,73,"13,288",-,Executive Condominium,1,99 yrs lease commencing from 2013,25,Outside Central Region,01 to 05
SEA HORIZON,"1,660,000","1,334.74","1,244",Feb-24,PASIR RIS RISE,Resale,Strata,124,"13,387",-,Executive Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
BELLEWOODS,"1,600,000","1,345.5","1,189",Feb-24,WOODLANDS AVENUE 5,Resale,Strata,125,"12,800",-,Executive Condominium,1,99 yrs lease commencing from 2013,25,Outside Central Region,06 to 10
1 CANBERRA,"1,505,000","1,259.39","1,195",Feb-24,CANBERRA DRIVE,Resale,Strata,117,"12,863",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
WATERWOODS,"1,688,888","1,280.92","1,319",Feb-24,PUNGGOL FIELD WALK,Resale,Strata,119,"14,192",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
THE TERRACE,"1,430,000","1,076.4","1,329",Feb-24,EDGEDALE PLAINS,Resale,Strata,100,"14,300",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,16 to 20
WATERBAY,"1,420,000","1,097.93","1,293",Feb-24,EDGEFIELD PLAINS,Resale,Strata,102,"13,922",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE TERRACE,"1,370,000","1,076.4","1,273",Feb-24,EDGEDALE PLAINS,Resale,Strata,100,"13,700",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
SOL ACRES,"865,000",570.49,"1,516",Feb-24,CHOA CHU KANG GROVE,Resale,Strata,53,"16,321",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,16 to 20
NORTHOAKS,"1,120,000","1,248.62",897,Feb-24,WOODLANDS CRESCENT,Resale,Strata,116,"9,655",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,11 to 15
SOL ACRES,"1,265,000",925.7,"1,367",Feb-24,CHOA CHU KANG GROVE,Resale,Strata,86,"14,709",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,06 to 10
THE EDEN AT TAMPINES,"1,688,000","1,485.43","1,136",Feb-24,TAMPINES STREET 34,Resale,Strata,138,"12,232",-,Executive Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
THE CRITERION,"1,020,000",785.77,"1,298",Feb-24,YISHUN STREET 51,Resale,Strata,73,"13,973",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
THE VISIONAIRE,"1,560,000","1,140.98","1,367",Feb-24,CANBERRA DRIVE,Resale,Strata,106,"14,717",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
HERON BAY,"1,300,000","1,022.58","1,271",Feb-24,UPPER SERANGOON VIEW,Resale,Strata,95,"13,684",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
THE VISIONAIRE,"1,310,000",958,"1,367",Feb-24,CANBERRA DRIVE,Resale,Strata,89,"14,719",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
SOL ACRES,"1,460,000","1,044.11","1,398",Feb-24,CHOA CHU KANG GROVE,Resale,Strata,97,"15,052",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,06 to 10
BLOSSOM RESIDENCES,"1,420,000","1,184.04","1,199",Feb-24,SEGAR ROAD,Resale,Strata,110,"12,909",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,16 to 20
SOL ACRES,"875,000",570.49,"1,534",Feb-24,CHOA CHU KANG GROVE,Resale,Strata,53,"16,509",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,16 to 20
BELLEWOODS,"1,250,000","1,065.64","1,173",Feb-24,WOODLANDS AVENUE 5,Resale,Strata,99,"12,626",-,Executive Condominium,1,99 yrs lease commencing from 2013,25,Outside Central Region,01 to 05
WESTWOOD RESIDENCES,"1,508,888","1,280.92","1,178",Feb-24,WESTWOOD AVENUE,Resale,Strata,119,"12,680",-,Executive Condominium,1,99 yrs lease commencing from 2014,22,Outside Central Region,01 to 05
TWIN FOUNTAINS,"1,250,000","1,033.34","1,210",Feb-24,WOODLANDS AVENUE 6,Resale,Strata,96,"13,021",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,06 to 10
SOL ACRES,"1,030,000",731.95,"1,407",Feb-24,CHOA CHU KANG GROVE,Resale,Strata,68,"15,147",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,16 to 20
THE QUINTET,"1,688,000","1,560.78","1,082",Feb-24,CHOA CHU KANG STREET 64,Resale,Strata,145,"11,641",-,Executive Condominium,1,99 yrs lease commencing from 2003,23,Outside Central Region,06 to 10
TREASURE CREST,"1,495,000","1,076.4","1,389",Feb-24,ANCHORVALE CRESCENT,Resale,Strata,100,"14,950",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,11 to 15
PARC LIFE,"1,600,000","1,270.15","1,260",Feb-24,SEMBAWANG CRESCENT,Resale,Strata,118,"13,559",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
FORESTVILLE,"1,170,000","1,033.34","1,132",Feb-24,WOODLANDS DRIVE 16,Resale,Strata,96,"12,188",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,06 to 10
SOL ACRES,"1,155,000",850.36,"1,358",Feb-24,CHOA CHU KANG GROVE,Resale,Strata,79,"14,620",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,11 to 15
THE RIVERVALE,"1,280,000","1,248.62","1,025",Feb-24,RIVERVALE LINK,Resale,Strata,116,"11,034",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
ARC AT TAMPINES,"1,445,000","1,130.22","1,279",Feb-24,TAMPINES AVENUE 8,Resale,Strata,105,"13,762",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
TREASURE CREST,"1,690,000","1,248.62","1,353",Feb-24,ANCHORVALE CRESCENT,Resale,Strata,116,"14,569",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,01 to 05
LUSH ACRES,"1,200,000",925.7,"1,296",Feb-24,FERNVALE CLOSE,Resale,Strata,86,"13,953",-,Executive Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,01 to 05
WATERCOLOURS,"1,190,000",936.47,"1,271",Feb-24,PASIR RIS LINK,Resale,Strata,87,"13,678",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
TWIN WATERFALLS,"1,230,900",914.94,"1,345",Feb-24,PUNGGOL WALK,Resale,Strata,85,"14,481",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
BLOSSOM RESIDENCES,"1,660,000","1,248.62","1,329",Feb-24,SEGAR ROAD,Resale,Strata,116,"14,310",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,11 to 15
LILYDALE,"1,100,000","1,237.86",889,Feb-24,YISHUN AVENUE 6,Resale,Strata,115,"9,565",-,Executive Condominium,1,99 yrs lease commencing from 2000,27,Outside Central Region,01 to 05
THE BROWNSTONE,"1,510,000","1,140.98","1,323",Feb-24,CANBERRA DRIVE,Resale,Strata,106,"14,245",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
SEA HORIZON,"1,650,000","1,302.44","1,267",Feb-24,PASIR RIS RISE,Resale,Strata,121,"13,636",-,Executive Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
THE CRITERION,"1,180,000",914.94,"1,290",Feb-24,YISHUN STREET 51,Resale,Strata,85,"13,882",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
TREASURE CREST,"1,380,000",958,"1,441",Feb-24,ANCHORVALE CRESCENT,Resale,Strata,89,"15,506",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,11 to 15
THE CANOPY,"1,275,000","1,184.04","1,077",Feb-24,YISHUN AVENUE 11,Resale,Strata,110,"11,591",-,Executive Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,06 to 10
LUSH ACRES,"1,825,000","1,442.38","1,265",Feb-24,FERNVALE CLOSE,Resale,Strata,134,"13,619",-,Executive Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,01 to 05
SOL ACRES,"1,200,000",925.7,"1,296",Feb-24,CHOA CHU KANG GROVE,Resale,Strata,86,"13,953",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,06 to 10
BELLEWATERS,"1,630,000","1,130.22","1,442",Jan-24,ANCHORVALE CRESCENT,Resale,Strata,105,"15,524",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
THE RIVERVALE,"1,350,000","1,248.62","1,081",Jan-24,RIVERVALE LINK,Resale,Strata,116,"11,638",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,06 to 10
WANDERVALE,"1,370,000",958,"1,430",Jan-24,CHOA CHU KANG AVENUE 3,Resale,Strata,89,"15,393",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,11 to 15
HERON BAY,"1,650,888","1,280.92","1,289",Jan-24,UPPER SERANGOON VIEW,Resale,Strata,119,"13,873",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
PARC LIFE,"1,350,000","1,065.64","1,267",Jan-24,SEMBAWANG CRESCENT,Resale,Strata,99,"13,636",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
THE CRITERION,"1,110,000",914.94,"1,213",Jan-24,YISHUN STREET 51,Resale,Strata,85,"13,059",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
THE QUINTET,"1,338,888","1,291.68","1,037",Jan-24,CHOA CHU KANG STREET 64,Resale,Strata,120,"11,157",-,Executive Condominium,1,99 yrs lease commencing from 2003,23,Outside Central Region,11 to 15
THE VALES,"2,000,000","1,711.48","1,169",Jan-24,ANCHORVALE CRESCENT,Resale,Strata,159,"12,579",-,Executive Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
THE VISIONAIRE,"1,350,000",979.52,"1,378",Jan-24,CANBERRA DRIVE,Resale,Strata,91,"14,835",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
THE VISIONAIRE,"1,270,000",979.52,"1,297",Jan-24,CANBERRA DRIVE,Resale,Strata,91,"13,956",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
PARC LIFE,"1,510,000","1,108.69","1,362",Jan-24,SEMBAWANG CRESCENT,Resale,Strata,103,"14,660",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
NORTHOAKS,"1,050,000","1,291.68",813,Jan-24,WOODLANDS CRESCENT,Resale,Strata,120,"8,750",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,06 to 10
FORESTVILLE,"1,200,000","1,033.34","1,161",Jan-24,WOODLANDS DRIVE 16,Resale,Strata,96,"12,500",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,01 to 05
1 CANBERRA,"1,540,000","1,259.39","1,223",Jan-24,CANBERRA DRIVE,Resale,Strata,117,"13,162",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,06 to 10
TREASURE CREST,"1,825,000","1,248.62","1,462",Jan-24,ANCHORVALE CRESCENT,Resale,Strata,116,"15,733",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,11 to 15
