Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
ONEROBEY,"1,588,000","1,194.8","1,329",Mar-24,ROBEY CRESCENT,Resale,Strata,111,"14,306",-,Apartment,1,999 yrs lease commencing from 1875,19,Outside Central Region,01 to 05
THE AZZURO,"2,300,000","1,829.88","1,257",Mar-24,LORONG H TELOK KURAU,Resale,Strata,170,"13,529",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
DAINTREE RESIDENCE,"2,190,000","1,054.87","2,076",Mar-24,TOH TUCK ROAD,Resale,Strata,98,"22,347",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
PEBBLE BAY,"3,620,000","1,894.46","1,911",Mar-24,TANJONG RHU ROAD,Resale,Strata,176,"20,568",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15
GRANDE VISTA,"2,100,000","1,668.42","1,259",Mar-24,CACTUS DRIVE,Resale,Strata,155,"13,548",-,Condominium,1,999 yrs lease commencing from 1886,28,Outside Central Region,06 to 10
WATER PLACE,"2,200,000","1,216.33","1,809",Mar-24,TANJONG RHU ROAD,Resale,Strata,113,"19,469",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,11 to 15
MODENA,"1,660,000","1,528.49","1,086",Mar-24,SIMEI STREET 4,Resale,Strata,142,"11,690",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,01 to 05
SEASONS PARK,"1,228,888","1,065.64","1,153",Mar-24,YIO CHU KANG ROAD,Resale,Strata,99,"12,413",-,Condominium,1,99 yrs lease commencing from 1995,26,Outside Central Region,01 to 05
JADE RESIDENCES,"1,520,000",871.88,"1,743",Mar-24,LEW LIAN VALE,Resale,Strata,81,"18,765",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THOMSON GROVE,"2,400,000","1,485.43","1,616",Mar-24,YIO CHU KANG ROAD,Resale,Strata,138,"17,391",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
BISHAN POINT,"1,968,000","1,270.15","1,549",Mar-24,BRIGHT HILL DRIVE,Resale,Strata,118,"16,678",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,26 to 30
PARC OLYMPIA,"1,200,000","1,162.51","1,032",Mar-24,FLORA DRIVE,Resale,Strata,108,"11,111",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
LA FIESTA,"750,000",452.09,"1,659",Mar-24,SENGKANG SQUARE,Resale,Strata,42,"17,857",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"985,000",688.9,"1,430",Mar-24,UPPER SERANGOON VIEW,Resale,Strata,64,"15,391",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
THE GREENWICH,"1,150,000",882.65,"1,303",Mar-24,SELETAR ROAD,Resale,Strata,82,"14,024",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
THE MAKENA,"2,388,888","1,291.68","1,849",Mar-24,MEYER ROAD,Resale,Strata,120,"19,907",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
THE SPRINGBLOOM,"2,058,000","1,302.44","1,580",Mar-24,SERANGOON AVENUE 3,Resale,Strata,121,"17,008",-,Condominium,1,99 yrs lease commencing from 1995,19,Outside Central Region,11 to 15
PARKSHORE,"2,000,000","1,001.05","1,998",Mar-24,TANJONG RHU ROAD,Resale,Strata,93,"21,505",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
PARK EAST,"3,380,000","1,969.81","1,716",Mar-24,JALAN TUA KONG,Resale,Strata,183,"18,470",-,Condominium,1,Freehold,15,Outside Central Region,06 to 10
FLORIDIAN,"2,180,000",936.47,"2,328",Mar-24,BUKIT TIMAH ROAD,Resale,Strata,87,"25,057",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
PARC PALAIS,"1,680,000",968.76,"1,734",Mar-24,HUME AVENUE,Resale,Strata,90,"18,667",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
HILLSTA,"833,000",624.31,"1,334",Mar-24,PHOENIX ROAD,Resale,Strata,58,"14,362",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,01 to 05
MONTROSA,"1,480,000","1,216.33","1,217",Mar-24,HILLVIEW AVENUE,Resale,Strata,113,"13,097",-,Condominium,1,999 yrs lease commencing from 1885,23,Outside Central Region,01 to 05
SELETARIS,"1,750,000","1,345.5","1,301",Mar-24,SEMBAWANG ROAD,Resale,Strata,125,"14,000",-,Condominium,1,Freehold,27,Outside Central Region,01 to 05
LA FIESTA,"1,580,000","1,001.05","1,578",Mar-24,SENGKANG SQUARE,Resale,Strata,93,"16,989",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
COMPASS HEIGHTS,"1,818,000","1,743.77","1,043",Mar-24,SENGKANG SQUARE,Resale,Strata,162,"11,222",-,Apartment,1,99 yrs lease commencing from 2000,19,Outside Central Region,01 to 05
AZALEA PARK CONDOMINIUM,"1,690,000","1,506.96","1,121",Mar-24,FLORA ROAD,Resale,Strata,140,"12,071",-,Condominium,1,999 yrs lease commencing from 1885,17,Outside Central Region,01 to 05
THE PANORAMA,"2,300,000","1,162.51","1,978",Mar-24,ANG MO KIO AVENUE 2,Resale,Strata,108,"21,296",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,11 to 15
CASPIAN,"1,185,000",871.88,"1,359",Mar-24,LAKESIDE DRIVE,Resale,Strata,81,"14,630",-,Condominium,1,99 yrs lease commencing from 2008,22,Outside Central Region,11 to 15
A TREASURE TROVE,"1,618,888","1,044.11","1,550",Mar-24,PUNGGOL WALK,Resale,Strata,97,"16,690",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
RIVERBANK @ FERNVALE,"1,250,000",947.23,"1,320",Mar-24,FERNVALE CLOSE,Resale,Strata,88,"14,205",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,11 to 15
CASABLANCA,"1,438,000","1,313.21","1,095",Mar-24,ROSEWOOD DRIVE,Resale,Strata,122,"11,787",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,16 to 20
BEDOK RESIDENCES,"938,000",527.44,"1,778",Mar-24,BEDOK NORTH DRIVE,Resale,Strata,49,"19,143",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,11 to 15
SEASONS PARK,"2,050,000","1,550.02","1,323",Mar-24,YIO CHU KANG ROAD,Resale,Strata,144,"14,236",-,Condominium,1,99 yrs lease commencing from 1995,26,Outside Central Region,11 to 15
RIPPLE BAY,"717,000",484.38,"1,480",Mar-24,PASIR RIS LINK,Resale,Strata,45,"15,933",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
BAYSHORE PARK,"1,225,000",936.47,"1,308",Mar-24,BAYSHORE ROAD,Resale,Strata,87,"14,080",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,11 to 15
THE TAPESTRY,"1,040,000",602.78,"1,725",Mar-24,TAMPINES STREET 86,Resale,Strata,56,"18,571",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
FONTAINE PARRY,"1,800,000","1,237.86","1,454",Mar-24,POH HUAT ROAD,Resale,Strata,115,"15,652",-,Condominium,1,999 yrs lease commencing from 1883,19,Outside Central Region,01 to 05
THE AMBROSIA,"2,450,000","1,474.67","1,661",Mar-24,LORONG N TELOK KURAU,Resale,Strata,137,"17,883",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE QUINN,"1,730,000","1,054.87","1,640",Mar-24,BARTLEY ROAD,Resale,Strata,98,"17,653",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
BOTANIQUE AT BARTLEY,"1,487,500",731.95,"2,032",Mar-24,UPPER PAYA LEBAR ROAD,Resale,Strata,68,"21,875",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
H2O RESIDENCES,"1,970,000","1,388.56","1,419",Mar-24,FERNVALE LINK,Resale,Strata,129,"15,271",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,01 to 05
THE JADE,"1,425,000","1,087.16","1,311",Mar-24,BUKIT BATOK CENTRAL LINK,Resale,Strata,101,"14,109",-,Condominium,1,99 yrs lease commencing from 2001,23,Outside Central Region,11 to 15
THE MINTON,"818,000",559.73,"1,461",Mar-24,HOUGANG STREET 11,Resale,Strata,52,"15,731",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
BRADDELL VIEW,"1,890,000","1,700.71","1,111",Mar-24,BRADDELL HILL,Resale,Strata,158,"11,962",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,21 to 25
D'NEST,"950,000",753.48,"1,261",Mar-24,PASIR RIS GROVE,Resale,Strata,70,"13,571",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
BISHAN PARK CONDOMINIUM,"2,100,000","1,517.72","1,384",Mar-24,SIN MING WALK,Resale,Strata,141,"14,894",-,Condominium,1,99 yrs lease commencing from 1991,20,Rest of Central Region,06 to 10
PALM GARDENS,"1,340,000","1,205.57","1,112",Mar-24,HONG SAN WALK,Resale,Strata,112,"11,964",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,16 to 20
BARTLEY RESIDENCES,"828,000",462.85,"1,789",Mar-24,LORONG HOW SUN,Resale,Strata,43,"19,256",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
RIVERSOUND RESIDENCE,"1,245,000",947.23,"1,314",Mar-24,SENGKANG EAST AVENUE,Resale,Strata,88,"14,148",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
MODENA,"1,265,000",968.76,"1,306",Mar-24,SIMEI STREET 4,Resale,Strata,90,"14,056",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,01 to 05
PARC BOTANNIA,"740,000",430.56,"1,719",Mar-24,FERNVALE STREET,Resale,Strata,40,"18,500",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,16 to 20
TEMBELING CENTRE,"3,000,000","2,152.8","1,394",Mar-24,TEMBELING ROAD,Resale,Strata,200,"15,000",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THOMSON V TWO,"1,300,000",742.72,"1,750",Mar-24,SIN MING ROAD,Resale,Strata,69,"18,841",-,Apartment,1,Freehold,20,Rest of Central Region,01 to 05
THE HILLFORD,"713,000",505.91,"1,409",Mar-24,JALAN JURONG KECHIL,Resale,Strata,47,"15,170",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05
BOTANIQUE AT BARTLEY,"1,425,800",731.95,"1,948",Mar-24,UPPER PAYA LEBAR ROAD,Resale,Strata,68,"20,968",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
CASTLE GREEN,"1,888,888","1,410.08","1,340",Mar-24,YIO CHU KANG ROAD,Resale,Strata,131,"14,419",-,Condominium,1,99 yrs lease commencing from 1993,26,Outside Central Region,06 to 10
THE MILTONIA RESIDENCES,"1,500,000","1,323.97","1,133",Mar-24,MILTONIA CLOSE,Resale,Strata,123,"12,195",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
LA FIESTA,"1,580,000","1,033.34","1,529",Mar-24,SENGKANG SQUARE,Resale,Strata,96,"16,458",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
SEASTRAND,"1,380,000","1,108.69","1,245",Mar-24,PASIR RIS LINK,Resale,Strata,103,"13,398",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
FOREST WOODS,"1,433,000",731.95,"1,958",Mar-24,LORONG LEW LIAN,Resale,Strata,68,"21,074",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
THE PANORAMA,"1,482,000",775.01,"1,912",Mar-24,ANG MO KIO AVENUE 2,Resale,Strata,72,"20,583",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,11 to 15
SUMMERHILL,"1,600,000",947.23,"1,689",Mar-24,HUME AVENUE,Resale,Strata,88,"18,182",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
SKIES MILTONIA,"888,000",742.72,"1,196",Mar-24,MILTONIA CLOSE,Resale,Strata,69,"12,870",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
THE ALPS RESIDENCES,"770,000",505.91,"1,522",Mar-24,TAMPINES STREET 86,Resale,Strata,47,"16,383",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,06 to 10
EDELWEISS PARK CONDOMINIUM,"2,138,000","2,464.96",867,Feb-24,FLORA ROAD,Resale,Strata,229,"9,336",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
AMARANDA GARDENS,"2,680,000","1,259.39","2,128",Feb-24,SERANGOON AVENUE 3,Resale,Strata,117,"22,906",-,Condominium,1,Freehold,19,Outside Central Region,11 to 15
JC COURT,"1,710,000","1,431.61","1,194",Feb-24,JOO CHIAT PLACE,Resale,Strata,133,"12,857",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
REGENT GROVE,"1,030,000","1,162.51",886,Feb-24,CHOA CHU KANG NORTH 7,Resale,Strata,108,"9,537",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,01 to 05
THE GARDENS AT BISHAN,"1,920,000","1,205.57","1,593",Feb-24,SIN MING WALK,Resale,Strata,112,"17,143",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,11 to 15
CASUARINA COVE,"2,050,000","1,388.56","1,476",Feb-24,TANJONG RHU ROAD,Resale,Strata,129,"15,891",-,Condominium,1,99 yrs lease commencing from 1993,15,Rest of Central Region,01 to 05
VERDOR RESIDENCES,"2,418,888","1,356.26","1,783",Feb-24,JOO CHIAT TERRACE,Resale,Strata,126,"19,198",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
PALM GARDENS,"1,300,000","1,216.33","1,069",Feb-24,HONG SAN WALK,Resale,Strata,113,"11,504",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,11 to 15
THE GARDEN RESIDENCES,"1,250,000",688.9,"1,814",Feb-24,SERANGOON NORTH VIEW,Resale,Strata,64,"19,531",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,11 to 15
BEDOK COURT,"2,180,000","2,411.14",904,Feb-24,BEDOK SOUTH AVENUE 3,Resale,Strata,224,"9,732",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
THE MAYFAIR,"1,300,000","1,162.51","1,118",Feb-24,JURONG EAST STREET 32,Resale,Strata,108,"12,037",-,Condominium,1,99 yrs lease commencing from 1996,22,Outside Central Region,11 to 15
SKY VUE,"1,320,000",678.13,"1,947",Feb-24,BISHAN STREET 15,Resale,Strata,63,"20,952",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,06 to 10
NOTTINGHILL SUITES,"880,000",710.42,"1,239",Feb-24,TOH TUCK ROAD,Resale,Strata,66,"13,333",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
LAKEVILLE,"2,450,000","1,474.67","1,661",Feb-24,JURONG LAKE LINK,Resale,Strata,137,"17,883",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,16 to 20
THE PALETTE,"1,650,000","1,334.74","1,236",Feb-24,PASIR RIS GROVE,Resale,Strata,124,"13,306",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
TRILIVE,"1,070,000",624.31,"1,714",Feb-24,TAMPINES ROAD,Resale,Strata,58,"18,448",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
THE SCALA,"1,500,000",850.36,"1,764",Feb-24,SERANGOON AVENUE 3,Resale,Strata,79,"18,987",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
Q BAY RESIDENCES,"1,300,000",882.65,"1,473",Feb-24,TAMPINES STREET 86,Resale,Strata,82,"15,854",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
RIVERBANK @ FERNVALE,"730,000",495.14,"1,474",Feb-24,FERNVALE CLOSE,Resale,Strata,46,"15,870",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,06 to 10
THE LUXURIE,"1,280,000",882.65,"1,450",Feb-24,COMPASSVALE ROAD,Resale,Strata,82,"15,610",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
HILLVIEW REGENCY,"1,088,000",968.76,"1,123",Feb-24,BUKIT BATOK EAST AVENUE 2,Resale,Strata,90,"12,089",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,06 to 10
PARADISE PALMS,"2,000,000","1,151.75","1,736",Feb-24,DUNMAN ROAD,Resale,Strata,107,"18,692",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
PARC ROSEWOOD,"808,000",602.78,"1,340",Feb-24,ROSEWOOD DRIVE,Resale,Strata,56,"14,429",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
THE PALETTE,"1,650,000","1,162.51","1,419",Feb-24,PASIR RIS GROVE,Resale,Strata,108,"15,278",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
PARC BOTANNIA,"1,350,000",871.88,"1,548",Feb-24,FERNVALE STREET,Resale,Strata,81,"16,667",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,11 to 15
PARC VERA,"1,950,000","1,410.08","1,383",Feb-24,HOUGANG STREET 32,Resale,Strata,131,"14,885",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
RIO VISTA,"1,560,000","1,377.79","1,132",Feb-24,UPPER SERANGOON VIEW,Resale,Strata,128,"12,188",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,06 to 10
BOTANIQUE AT BARTLEY,"925,000",495.14,"1,868",Feb-24,UPPER PAYA LEBAR ROAD,Resale,Strata,46,"20,109",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
JEWEL @ BUANGKOK,"1,903,888","1,140.98","1,669",Feb-24,COMPASSVALE BOW,Resale,Strata,106,"17,961",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
PALM GARDENS,"980,888",979.52,"1,001",Feb-24,HONG SAN WALK,Resale,Strata,91,"10,779",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,01 to 05
BUTTERWORTH 8,"2,500,000","1,496.2","1,671",Feb-24,BUTTERWORTH LANE,Resale,Strata,139,"17,986",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
THE PALETTE,"1,590,000","1,151.75","1,381",Feb-24,PASIR RIS GROVE,Resale,Strata,107,"14,860",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
LAGUNA GREEN,"1,475,000","1,173.28","1,257",Feb-24,JALAN HAJIJAH,Resale,Strata,109,"13,532",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
Q BAY RESIDENCES,"1,675,000","1,162.51","1,441",Feb-24,TAMPINES STREET 86,Resale,Strata,108,"15,509",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
FLORAVILLE,"868,000",570.49,"1,521",Feb-24,CACTUS ROAD,Resale,Strata,53,"16,377",-,Apartment,1,Freehold,28,Outside Central Region,01 to 05
COTE D'AZUR,"2,500,000","1,323.97","1,888",Feb-24,MARINE PARADE ROAD,Resale,Strata,123,"20,325",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,06 to 10
THE SEA VIEW,"3,600,000","1,410.08","2,553",Feb-24,AMBER ROAD,Resale,Strata,131,"27,481",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
KOVAN RESIDENCES,"2,230,000","1,442.38","1,546",Feb-24,KOVAN ROAD,Resale,Strata,134,"16,642",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
SANCTUARY GREEN,"1,850,000","1,140.98","1,621",Feb-24,TANJONG RHU ROAD,Resale,Strata,106,"17,453",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,01 to 05
GRANDE VISTA,"3,028,888","2,701.76","1,121",Feb-24,CACTUS DRIVE,Resale,Strata,251,"12,067",-,Condominium,1,999 yrs lease commencing from 1886,28,Outside Central Region,01 to 05
FOREST HILLS CONDOMINIUM,"1,290,000","1,162.51","1,110",Feb-24,TRANSIT ROAD,Resale,Strata,108,"11,944",-,Condominium,1,99 yrs lease commencing from 2000,26,Outside Central Region,01 to 05
THE GERANIUM,"1,528,000",925.7,"1,651",Feb-24,MANGIS ROAD,Resale,Strata,86,"17,767",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
THE SEA VIEW,"3,150,000","1,216.33","2,590",Feb-24,AMBER ROAD,Resale,Strata,113,"27,876",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
PALM ISLES,"2,750,000","3,013.92",912,Feb-24,FLORA DRIVE,Resale,Strata,280,"9,821",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05
WATERVIEW,"2,000,000","1,323.97","1,511",Feb-24,TAMPINES AVENUE 1,Resale,Strata,123,"16,260",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
SKIES MILTONIA,"1,030,000",925.7,"1,113",Feb-24,MILTONIA CLOSE,Resale,Strata,86,"11,977",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
RIPPLE BAY,"800,000",538.2,"1,486",Feb-24,PASIR RIS LINK,Resale,Strata,50,"16,000",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
THE ESTUARY,"810,000",602.78,"1,344",Feb-24,YISHUN AVENUE 1,Resale,Strata,56,"14,464",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,06 to 10
SKY VUE,"980,000",484.38,"2,023",Feb-24,BISHAN STREET 15,Resale,Strata,45,"21,778",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,16 to 20
THE SEA VIEW,"2,948,000","1,216.33","2,424",Feb-24,AMBER ROAD,Resale,Strata,113,"26,088",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
BUKIT 828,"880,000",505.91,"1,739",Feb-24,UPPER BUKIT TIMAH ROAD,Resale,Strata,47,"18,723",-,Apartment,1,Freehold,23,Outside Central Region,01 to 05
ARCHIPELAGO,"810,000",527.44,"1,536",Feb-24,BEDOK RESERVOIR ROAD,Resale,Strata,49,"16,531",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
ORCHID PARK CONDOMINIUM,"1,110,000","1,205.57",921,Feb-24,YISHUN STREET 81,Resale,Strata,112,"9,911",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,01 to 05
STRATUM,"650,000",473.62,"1,372",Feb-24,ELIAS ROAD,Resale,Strata,44,"14,773",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
THE SANTORINI,"748,000",527.44,"1,418",Feb-24,TAMPINES STREET 86,Resale,Strata,49,"15,265",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
LAKEVILLE,"1,810,000","1,140.98","1,586",Feb-24,JURONG LAKE LINK,Resale,Strata,106,"17,075",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,01 to 05
HILLION RESIDENCES,"818,000",462.85,"1,767",Feb-24,JELEBU ROAD,Resale,Strata,43,"19,023",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,11 to 15
HILLTOP GROVE,"1,290,000","1,237.86","1,042",Feb-24,HILLVIEW AVENUE,Resale,Strata,115,"11,217",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,01 to 05
THE PANORAMA,"865,000",473.62,"1,826",Feb-24,ANG MO KIO AVENUE 2,Resale,Strata,44,"19,659",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,06 to 10
SUITES DE LAUREL,"831,888",473.62,"1,756",Feb-24,JALAN ANAK BUKIT,Resale,Strata,44,"18,907",-,Apartment,1,999 yrs lease commencing from 1885,21,Rest of Central Region,01 to 05
THE TENNERY,"839,988",613.55,"1,369",Feb-24,WOODLANDS ROAD,Resale,Strata,57,"14,737",-,Apartment,1,99 yrs lease commencing from 2010,23,Outside Central Region,06 to 10
PARBURY HILL CONDOMINIUM,"2,350,000","1,453.14","1,617",Feb-24,PARBURY AVENUE,Resale,Strata,135,"17,407",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
NEPTUNE COURT,"1,660,000","1,636.13","1,015",Feb-24,MARINE VISTA,Resale,Strata,152,"10,921",-,Apartment,1,99 yrs lease commencing from 1975,15,Outside Central Region,06 to 10
CHANGI GREEN,"1,275,000","1,001.05","1,274",Feb-24,UPPER CHANGI ROAD EAST,Resale,Strata,93,"13,710",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
OPTIMA @ TANAH MERAH,"1,880,000","1,248.62","1,506",Feb-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,116,"16,207",-,Condominium,1,99 yrs lease commencing from 2008,16,Outside Central Region,06 to 10
BRADDELL VIEW,"1,560,000","1,560.78","1,000",Feb-24,BRADDELL HILL,Resale,Strata,145,"10,759",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,01 to 05
FLAMINGO VALLEY,"1,530,000",839.59,"1,822",Feb-24,SIGLAP ROAD,Resale,Strata,78,"19,615",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SEASONS VIEW,"1,470,000",968.76,"1,517",Feb-24,PEMIMPIN DRIVE,Resale,Strata,90,"16,333",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,11 to 15
THE TEMBUSU,"855,000",473.62,"1,805",Feb-24,TAMPINES ROAD,Resale,Strata,44,"19,432",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
THE INFLORA,"1,300,000","1,033.34","1,258",Feb-24,FLORA DRIVE,Resale,Strata,96,"13,542",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
THE GARDEN RESIDENCES,"1,400,000",785.77,"1,782",Feb-24,SERANGOON NORTH VIEW,Resale,Strata,73,"19,178",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,11 to 15
THE MINTON,"808,000",548.96,"1,472",Feb-24,HOUGANG STREET 11,Resale,Strata,51,"15,843",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
THE PANORAMA,"830,888",452.09,"1,838",Feb-24,ANG MO KIO AVENUE 2,Resale,Strata,42,"19,783",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,01 to 05
RIPPLE BAY,"1,080,000",775.01,"1,394",Feb-24,PASIR RIS LINK,Resale,Strata,72,"15,000",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
CHANGI COURT,"1,505,000","1,097.93","1,371",Feb-24,UPPER CHANGI ROAD EAST,Resale,Strata,102,"14,755",-,Condominium,1,Freehold,16,Outside Central Region,06 to 10
THE MAKENA,"2,630,000","1,474.67","1,783",Feb-24,MEYER ROAD,Resale,Strata,137,"19,197",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
KEW GREEN,"3,250,000","3,584.41",907,Feb-24,KEW CRESCENT,Resale,Strata,333,"9,760",-,Condominium,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
