,Feature Id,Importances
0,floor_area_sqm,27.924390739472628
1,remaining_lease,16.884297100255715
2,cbd_distance,14.288007660149395
3,mrtlrt_distance,7.039091197000953
4,school_within_2.0,6.32251016392891
5,park_distance,6.138338555177651
6,mall_within_2.0,5.9606322888727945
7,hawker_distance,5.862064938554233
8,supermarket_within_0.5,5.320554460593252
9,bus_within_0.5,4.260112895994459
