Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
BAYSHORE PARK,"860,000",936.47,918,Jul-19,BAYSHORE ROAD,Resale,Strata,87,"9,885",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
SHERWOOD CONDOMINIUM,"973,000",904.18,"1,076",Jul-19,JALAN JURONG KECHIL,Resale,Strata,84,"11,583",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
AQUARIUS BY THE PARK,"1,100,000","1,410.08",780,Jul-19,BEDOK RESERVOIR VIEW,Resale,Strata,131,"8,397",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
TREE HOUSE,"1,340,000","1,151.75","1,163",Jul-19,CHESTNUT AVENUE,Resale,Strata,107,"12,523",-,Condominium,1,99 yrs lease commencing from 2009,23,Outside Central Region,16 to 20
THE BAYSHORE,"960,000",979.52,980,Jul-19,BAYSHORE ROAD,Resale,Strata,91,"10,549",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,21 to 25
EIGHT COURTYARDS,"1,120,000","1,151.75",972,Jul-19,CANBERRA DRIVE,Resale,Strata,107,"10,467",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
KOVAN MELODY,"1,270,000","1,227.1","1,035",Jul-19,KOVAN ROAD,Resale,Strata,114,"11,140",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,01 to 05
OASIS GARDEN,"1,140,000",947.23,"1,204",Jul-19,JALAN BUNGA RAMPAI,Resale,Strata,88,"12,955",-,Condominium,1,Freehold,19,Rest of Central Region,16 to 20
THE LINEAR,"1,203,888","1,323.97",909,Jul-19,UPPER BUKIT TIMAH ROAD,Resale,Strata,123,"9,788",-,Apartment,1,999 yrs lease commencing from 1876,23,Outside Central Region,01 to 05
THE JADE,"1,370,000","1,345.5","1,018",Jul-19,BUKIT BATOK CENTRAL LINK,Resale,Strata,125,"10,960",-,Condominium,1,99 yrs lease commencing from 2001,23,Outside Central Region,06 to 10
THE ESTUARY,"850,000",925.7,918,Jul-19,YISHUN AVENUE 1,Resale,Strata,86,"9,884",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,06 to 10
SANCTUARY GREEN,"2,170,000","1,711.48","1,268",Jul-19,TANJONG RHU ROAD,Resale,Strata,159,"13,648",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,06 to 10
THE MINTON,"1,010,000",979.52,"1,031",Jul-19,HOUGANG STREET 11,Resale,Strata,91,"11,099",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
CASA ROSA,"950,000","1,108.69",857,Jul-19,LORONG ONG LYE,Resale,Strata,103,"9,223",-,Condominium,1,99 yrs lease commencing from 1998,19,Outside Central Region,01 to 05
EAST BAY GARDENS,"1,280,000","1,711.48",748,Jul-19,LORONG G TELOK KURAU,Resale,Strata,159,"8,050",-,Apartment,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
LIVIA,"1,200,000","1,323.97",906,Jul-19,PASIR RIS GROVE,Resale,Strata,123,"9,756",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
1 KING ALBERT PARK,"2,180,000","1,420.85","1,534",Jul-19,KING ALBERT PARK,Resale,Strata,132,"16,515",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
PARC OASIS,"1,292,000","1,388.56",930,Jul-19,JURONG EAST AVENUE 1,Resale,Strata,129,"10,016",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,06 to 10
THE GARDENS AT BISHAN,"1,370,000","1,227.1","1,116",Jul-19,SIN MING WALK,Resale,Strata,114,"12,018",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,11 to 15
LIVIA,"1,060,000","1,323.97",801,Jul-19,PASIR RIS GROVE,Resale,Strata,123,"8,618",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
THE MINTON,"2,340,000","2,249.68","1,040",Jul-19,HOUGANG STREET 11,Resale,Strata,209,"11,196",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
THE MEYERISE,"1,950,000",882.65,"2,209",Jul-19,MEYER ROAD,Resale,Strata,82,"23,780",-,Condominium,1,Freehold,15,Rest of Central Region,26 to 30
CHAPEL LODGE,"1,810,000","1,593.07","1,136",Jul-19,LORONG STANGEE,Resale,Strata,148,"12,230",-,Condominium,1,Freehold,15,Rest of Central Region,-
THE ESTUARY,"1,170,000","1,302.44",898,Jul-19,YISHUN AVENUE 1,Resale,Strata,121,"9,669",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,01 to 05
WATERFRONT GOLD,"1,110,000",893.41,"1,242",Jul-19,BEDOK RESERVOIR ROAD,Resale,Strata,83,"13,373",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,11 to 15
SELETAR SPRINGS CONDOMINIUM,"680,000",979.52,694,Jun-19,GERALD DRIVE,Resale,Strata,91,"7,473",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
PEBBLE BAY,"4,200,000","2,626.42","1,599",Jun-19,TANJONG RHU ROAD,Resale,Strata,244,"17,213",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,06 to 10
RIPPLE BAY,"1,220,000","1,087.16","1,122",Jun-19,PASIR RIS LINK,Resale,Strata,101,"12,079",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
PINE COURT,"1,380,000","1,463.9",943,Jun-19,LORONG L TELOK KURAU,Resale,Strata,136,"10,147",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE QUARTZ,"1,100,000","1,076.4","1,022",Jun-19,COMPASSVALE BOW,Resale,Strata,100,"11,000",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,11 to 15
FLO RESIDENCE,"1,008,000","1,151.75",875,Jun-19,PUNGGOL FIELD WALK,Resale,Strata,107,"9,421",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
OLA RESIDENCES,"1,420,000","1,410.08","1,007",Jun-19,MOUNTBATTEN ROAD,Resale,Strata,131,"10,840",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
TIVOLI GRANDE,"1,350,000","1,528.49",883,Jun-19,KOON SENG ROAD,Resale,Strata,142,"9,507",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
BULLION PARK,"1,360,000","1,237.86","1,099",Jun-19,LENTOR LOOP,Resale,Strata,115,"11,826",-,Condominium,1,Freehold,26,Outside Central Region,06 to 10
16 @ AMBER,"1,018,000",667.37,"1,525",Jun-19,AMBER ROAD,Resale,Strata,62,"16,419",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
THE MADEIRA,"880,000",936.47,940,Jun-19,BUKIT BATOK STREET 31,Resale,Strata,87,"10,115",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,06 to 10
THE INFLORA,"832,000",818.06,"1,017",Jun-19,FLORA DRIVE,Resale,Strata,76,"10,947",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
16 @ AMBER,"1,070,000",667.37,"1,603",Jun-19,AMBER ROAD,Resale,Strata,62,"17,258",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
EAST MEADOWS,"1,320,000","1,614.6",818,Jun-19,TANAH MERAH KECHIL ROAD,Resale,Strata,150,"8,800",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,01 to 05
KOVAN RESIDENCES,"1,595,000","1,259.39","1,266",Jun-19,KOVAN ROAD,Resale,Strata,117,"13,632",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
THE LUXURIE,"1,220,000","1,011.82","1,206",Jun-19,COMPASSVALE ROAD,Resale,Strata,94,"12,979",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
FLO RESIDENCE,"918,000",925.7,992,Jun-19,PUNGGOL FIELD WALK,Resale,Strata,86,"10,674",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
PARC OLYMPIA,"720,000",796.54,904,Jun-19,FLORA DRIVE,Resale,Strata,74,"9,730",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
HIGHGATE,"1,890,000","1,593.07","1,186",Jun-19,TOH TUCK ROAD,Resale,Strata,148,"12,770",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
PALM GALLERIA,"1,187,000",990.29,"1,199",Jun-19,LORONG K TELOK KURAU,Resale,Strata,92,"12,902",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE QUINN,"970,000",645.84,"1,502",Jun-19,BARTLEY ROAD,Resale,Strata,60,"16,167",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
LOYANG VALLEY,"1,330,000","1,905.23",698,Jun-19,LOYANG AVENUE,Resale,Strata,177,"7,514",-,Condominium,1,99 yrs lease commencing from 1982,17,Outside Central Region,01 to 05
SYMPHONY HEIGHTS,"2,200,000","1,797.59","1,224",Jun-19,HUME AVENUE,Resale,Strata,167,"13,174",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
RIVER ISLES,"1,160,000","1,173.28",989,Jun-19,EDGEDALE PLAINS,Resale,Strata,109,"10,642",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
YISHUN EMERALD,"850,000","1,194.8",711,Jun-19,CANBERRA DRIVE,Resale,Strata,111,"7,658",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,11 to 15
JEWEL @ BUANGKOK,"1,400,000","1,108.69","1,263",Jun-19,COMPASSVALE BOW,Resale,Strata,103,"13,592",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE HILLFORD,"490,000",398.27,"1,230",Jun-19,JALAN JURONG KECHIL,Resale,Strata,37,"13,243",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,06 to 10
THE ESTUARY,"1,300,000","1,313.21",990,Jun-19,YISHUN AVENUE 1,Resale,Strata,122,"10,656",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,06 to 10
WOODHAVEN,"630,000",592.02,"1,064",Jun-19,WOODGROVE AVENUE,Resale,Strata,55,"11,455",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
RIVERSOUND RESIDENCE,"1,078,000","1,065.64","1,012",Jun-19,SENGKANG EAST AVENUE,Resale,Strata,99,"10,889",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
EASTWIND MANSIONS,"1,318,000","1,345.5",980,Jun-19,JOO CHIAT TERRACE,Resale,Strata,125,"10,544",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
BULLION PARK,"890,000",807.3,"1,102",Jun-19,LENTOR LOOP,Resale,Strata,75,"11,867",-,Condominium,1,Freehold,26,Outside Central Region,06 to 10
H2O RESIDENCES,"1,218,000","1,130.22","1,078",Jun-19,FERNVALE LINK,Resale,Strata,105,"11,600",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,21 to 25
MY MANHATTAN,"1,728,888","1,334.74","1,295",Jun-19,SIMEI STREET 3,Resale,Strata,124,"13,943",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
SIGNATURE PARK,"1,810,000","1,410.08","1,284",Jun-19,TOH TUCK ROAD,Resale,Strata,131,"13,817",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
FREESIA WOODS,"2,000,000","1,420.85","1,408",Jun-19,SUNSET WAY,Resale,Strata,132,"15,152",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
SPACE @ KOVAN,"1,708,888","1,625.36","1,051",Jun-19,YIO CHU KANG ROAD,Resale,Strata,151,"11,317",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
RIVER ISLES,"1,120,000","1,065.64","1,051",Jun-19,EDGEDALE PLAINS,Resale,Strata,99,"11,313",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
HAZEL PARK CONDOMINIUM,"1,560,000","1,377.79","1,132",Jun-19,HAZEL PARK TERRACE,Resale,Strata,128,"12,188",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,06 to 10
PARC VISTA,"903,000","1,054.87",856,Jun-19,CORPORATION ROAD,Resale,Strata,98,"9,214",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,01 to 05
PARC PALAIS,"1,950,000","1,603.84","1,216",Jun-19,HUME AVENUE,Resale,Strata,149,"13,087",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
RIVER ISLES,"970,000",947.23,"1,024",Jun-19,EDGEDALE PLAINS,Resale,Strata,88,"11,023",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
GARDENVISTA,"1,620,000","1,162.51","1,394",Jun-19,DUNEARN ROAD,Resale,Strata,108,"15,000",-,Condominium,1,99 yrs lease commencing from 1999,21,Rest of Central Region,06 to 10
SIGNATURE PARK,"1,230,000","1,044.11","1,178",Jun-19,TOH TUCK ROAD,Resale,Strata,97,"12,680",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
TERRENE AT BUKIT TIMAH,"2,300,000","1,894.46","1,214",Jun-19,JALAN JURONG KECHIL,Resale,Strata,176,"13,068",-,Condominium,1,999 yrs lease commencing from 1885,21,Rest of Central Region,01 to 05
CLEMENTI PARK,"2,280,000","1,959.05","1,164",Jun-19,SUNSET WAY,Resale,Strata,182,"12,527",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
SEASTRAND,"600,000",592.02,"1,013",Jun-19,PASIR RIS LINK,Resale,Strata,55,"10,909",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
NV RESIDENCES,"1,155,000","1,227.1",941,Jun-19,PASIR RIS GROVE,Resale,Strata,114,"10,132",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
TOH YI COURT,"2,225,000","2,389.61",931,Jun-19,TOH YI DRIVE,Resale,Strata,222,"10,023",-,Condominium,1,Freehold,21,Rest of Central Region,-
THE PALETTE,"1,200,000","1,162.51","1,032",Jun-19,PASIR RIS GROVE,Resale,Strata,108,"11,111",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
PARC PALAIS,"1,750,000","1,485.43","1,178",Jun-19,HUME AVENUE,Resale,Strata,138,"12,681",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
NICON GARDENS,"1,230,000","2,012.87",611,Jun-19,CHOA CHU KANG ROAD,Resale,Strata,187,"6,578",-,Condominium,1,99 yrs lease commencing from 1981,23,Outside Central Region,-
WOODHAVEN,"630,000",592.02,"1,064",Jun-19,WOODGROVE AVENUE,Resale,Strata,55,"11,455",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
CARDIFF RESIDENCE,"572,000",419.8,"1,363",Jun-19,CARDIFF GROVE,Resale,Strata,39,"14,667",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
MI CASA,"1,100,000","1,248.62",881,Jun-19,CHOA CHU KANG AVENUE 3,Resale,Strata,116,"9,483",-,Condominium,1,99 yrs lease commencing from 2008,23,Outside Central Region,01 to 05
MEADOWLODGE,"1,550,000","1,205.57","1,286",Jun-19,CHUN TIN ROAD,Resale,Strata,112,"13,839",-,Condominium,1,99 yrs lease commencing from 1997,21,Rest of Central Region,01 to 05
THE GARDENS AT BISHAN,"930,000",882.65,"1,054",Jun-19,SIN MING WALK,Resale,Strata,82,"11,341",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,11 to 15
SELETAR PARK RESIDENCE,"700,000",581.26,"1,204",Jun-19,SELETAR ROAD,Resale,Strata,54,"12,963",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
THE SCALA,"1,232,000",828.83,"1,486",Jun-19,SERANGOON AVENUE 3,Resale,Strata,77,"16,000",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
CLEMENTI PARK,"2,800,000","2,325.02","1,204",Jun-19,SUNSET WAY,Resale,Strata,216,"12,963",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
EIGHT COURTYARDS,"875,000",968.76,903,Jun-19,CANBERRA DRIVE,Resale,Strata,90,"9,722",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,06 to 10
SKIES MILTONIA,"828,000",742.72,"1,115",Jun-19,MILTONIA CLOSE,Resale,Strata,69,"12,000",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,06 to 10
ECO,"828,000",602.78,"1,374",Jun-19,BEDOK SOUTH AVENUE 3,Resale,Strata,56,"14,786",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
PARC PALAIS,"1,080,000",968.76,"1,115",Jun-19,HUME AVENUE,Resale,Strata,90,"12,000",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
HIGHGATE,"2,100,000","1,636.13","1,284",Jun-19,TOH TUCK ROAD,Resale,Strata,152,"13,816",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
THE BEVERLY,"2,075,000","1,496.2","1,387",Jun-19,TOH TUCK ROAD,Resale,Strata,139,"14,928",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
CHUAN PARK,"718,000",710.42,"1,011",Jun-19,LORONG CHUAN,Resale,Strata,66,"10,879",-,Condominium,1,99 yrs lease commencing from 1980,19,Outside Central Region,01 to 05
THE MADEIRA,"2,100,000","2,658.71",790,Jun-19,BUKIT BATOK STREET 31,Resale,Strata,247,"8,502",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,26 to 30
PARC ROSEWOOD,"1,180,000","1,765.3",668,Jun-19,ROSEWOOD DRIVE,Resale,Strata,164,"7,195",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
Q BAY RESIDENCES,"1,320,000","1,162.51","1,135",Jun-19,TAMPINES STREET 86,Resale,Strata,108,"12,222",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
SUN PLAZA,"1,550,000","2,712.53",571,Jun-19,SEMBAWANG DRIVE,Resale,Strata,252,"6,151",-,Apartment,1,99 yrs lease commencing from 1996,27,Outside Central Region,11 to 15
THE MADEIRA,"1,000,000","1,270.15",787,Jun-19,BUKIT BATOK STREET 31,Resale,Strata,118,"8,475",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,21 to 25
RIPPLE BAY,"795,000",775.01,"1,026",Jun-19,PASIR RIS LINK,Resale,Strata,72,"11,042",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
COMPASS HEIGHTS,"1,200,000","1,323.97",906,Jun-19,SENGKANG SQUARE,Resale,Strata,123,"9,756",-,Apartment,1,99 yrs lease commencing from 2000,19,Outside Central Region,11 to 15
Q BAY RESIDENCES,"1,238,000","1,162.51","1,065",Jun-19,TAMPINES STREET 86,Resale,Strata,108,"11,463",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
Q BAY RESIDENCES,"900,000",882.65,"1,020",Jun-19,TAMPINES STREET 86,Resale,Strata,82,"10,976",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
MODENA,"1,300,000","1,410.08",922,Jun-19,SIMEI STREET 4,Resale,Strata,131,"9,924",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,06 to 10
THE MADEIRA,"1,100,000","1,270.15",866,Jun-19,BUKIT BATOK STREET 31,Resale,Strata,118,"9,322",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,21 to 25
LAGUNA PARK,"1,630,000","1,614.6","1,010",Jun-19,MARINE PARADE ROAD,Resale,Strata,150,"10,867",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,21 to 25
FABER GARDEN CONDOMINIUM,"2,400,000","1,872.94","1,281",Jun-19,ANGKLONG LANE,Resale,Strata,174,"13,793",-,Condominium,1,Freehold,20,Rest of Central Region,06 to 10
THE EDGEWATER,"1,388,888","2,335.79",595,Jun-19,JALAN LOYANG BESAR,Resale,Strata,217,"6,400",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
EASTWOOD REGENCY,"1,265,000","1,194.8","1,059",Jun-19,EASTWOOD ROAD,Resale,Strata,111,"11,396",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
SPRINGDALE CONDOMINIUM,"1,280,000","1,119.46","1,143",Jun-19,HINDHEDE WALK,Resale,Strata,104,"12,308",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,06 to 10
RIVER ISLES,"860,000",947.23,908,Jun-19,EDGEDALE PLAINS,Resale,Strata,88,"9,773",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
OASIS @ ELIAS,"1,240,000","1,410.08",879,Jun-19,ELIAS ROAD,Resale,Strata,131,"9,466",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
STRATFORD COURT,"1,238,000","1,506.96",822,Jun-19,BEDOK RIA CRESCENT,Resale,Strata,140,"8,843",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
WATERFRONT ISLE,"1,035,000",914.94,"1,131",Jun-19,BEDOK RESERVOIR ROAD,Resale,Strata,85,"12,176",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,06 to 10
ECO,"1,160,000",861.12,"1,347",Jun-19,BEDOK SOUTH AVENUE 3,Resale,Strata,80,"14,500",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
THE ATRIA AT MEYER,"2,550,000","1,614.6","1,579",Jun-19,MEYER ROAD,Resale,Strata,150,"17,000",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
LAKESIDE TOWER,"1,230,000","1,969.81",624,Jun-19,YUAN CHING ROAD,Resale,Strata,183,"6,721",-,Apartment,1,99 yrs lease commencing from 1975,22,Outside Central Region,01 to 05
JANSEN 28,"1,220,000","1,280.92",952,Jun-19,JANSEN ROAD,Resale,Strata,119,"10,252",-,Apartment,1,999 yrs lease commencing from 1876,19,Outside Central Region,01 to 05
NICON GARDENS,"1,320,000","2,077.45",635,Jun-19,CHOA CHU KANG ROAD,Resale,Strata,193,"6,839",-,Condominium,1,99 yrs lease commencing from 1981,23,Outside Central Region,-
EAST PALM,"1,480,000","1,194.8","1,239",Jun-19,PALM ROAD,Resale,Strata,111,"13,333",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PARKVIEW APARTMENTS,"741,000",979.52,756,Jun-19,BUKIT BATOK STREET 25,Resale,Strata,91,"8,143",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,01 to 05
THE TROPICA,"1,470,000","1,722.24",854,Jun-19,TAMPINES AVENUE 1,Resale,Strata,160,"9,188",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
RIVER ISLES,"1,048,888","1,065.64",984,Jun-19,EDGEDALE PLAINS,Resale,Strata,99,"10,595",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
BARTLEY RESIDENCES,"1,350,000","1,097.93","1,230",Jun-19,LORONG HOW SUN,Resale,Strata,102,"13,235",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
MELVILLE PARK,"660,000",936.47,705,Jun-19,SIMEI STREET 1,Resale,Strata,87,"7,586",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
YISHUN EMERALD,"1,380,000","2,045.16",675,Jun-19,CANBERRA DRIVE,Resale,Strata,190,"7,263",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,16 to 20
PALM ISLES,"535,000",505.91,"1,058",Jun-19,FLORA DRIVE,Resale,Strata,47,"11,383",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05
FLAMINGO VALLEY,"2,350,000","1,593.07","1,475",Jun-19,SIGLAP ROAD,Resale,Strata,148,"15,878",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SIGNATURE PARK,"1,350,000","1,033.34","1,306",Jun-19,TOH TUCK ROAD,Resale,Strata,96,"14,063",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
WOODHAVEN,"630,000",602.78,"1,045",Jun-19,WOODGROVE AVENUE,Resale,Strata,56,"11,250",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
GOLDENHILL PARK CONDOMINIUM,"2,000,000","1,334.74","1,498",Jun-19,MEI HWAN DRIVE,Resale,Strata,124,"16,129",-,Condominium,1,Freehold,20,Outside Central Region,01 to 05
CAVENDISH PARK,"1,430,000","1,313.21","1,089",Jun-19,PINE GROVE,Resale,Strata,122,"11,721",-,Condominium,1,99 yrs lease commencing from 1991,21,Rest of Central Region,01 to 05
WORTHINGTON,"1,250,000",968.76,"1,290",Jun-19,BUTTERWORTH LANE,Resale,Strata,90,"13,889",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
RIVERSOUND RESIDENCE,"1,375,000","1,345.5","1,022",Jun-19,SENGKANG EAST AVENUE,Resale,Strata,125,"11,000",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
BARTLEY RESIDENCES,"1,120,000",796.54,"1,406",Jun-19,LORONG HOW SUN,Resale,Strata,74,"15,135",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
CARISSA PARK CONDOMINIUM,"1,195,000","1,323.97",903,Jun-19,FLORA DRIVE,Resale,Strata,123,"9,715",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE MADEIRA,"920,000","1,054.87",872,Jun-19,BUKIT BATOK STREET 31,Resale,Strata,98,"9,388",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,11 to 15
COCO PALMS,"1,100,000",904.18,"1,217",Jun-19,PASIR RIS GROVE,Resale,Strata,84,"13,095",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
SPRINGDALE CONDOMINIUM,"1,318,000","1,108.69","1,189",Jun-19,HINDHEDE WALK,Resale,Strata,103,"12,796",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,01 to 05
KENSINGTON PARK CONDOMINIUM,"1,570,000","1,496.2","1,049",Jun-19,KENSINGTON PARK DRIVE,Resale,Strata,139,"11,295",-,Condominium,1,999 yrs lease commencing from 1878,19,Outside Central Region,01 to 05
ARCHIPELAGO,"1,540,000","1,184.04","1,301",Jun-19,BEDOK RESERVOIR ROAD,Resale,Strata,110,"14,000",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
VIBES @ EAST COAST,"585,000",355.21,"1,647",Jun-19,TELOK KURAU ROAD,Resale,Strata,33,"17,727",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PARC VISTA,"1,260,000","1,614.6",780,Jun-19,CORPORATION ROAD,Resale,Strata,150,"8,400",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,06 to 10
RIVERSAILS,"635,000",505.91,"1,255",Jun-19,UPPER SERANGOON CRESCENT,Resale,Strata,47,"13,511",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
THE LAKEFRONT RESIDENCES,"1,460,000","1,205.57","1,211",Jun-19,LAKESIDE DRIVE,Resale,Strata,112,"13,036",-,Condominium,1,99 yrs lease commencing from 2010,22,Outside Central Region,01 to 05
