Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
MARINA ONE RESIDENCES,"1,779,436",764.24,"2,328",Jun-20,MARINA WAY,Resale,Strata,71,"25,062",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
MARINA ONE RESIDENCES,"2,658,000","1,140.98","2,330",Jun-20,MARINA WAY,Resale,Strata,106,"25,075",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,16 to 20
MARINA ONE RESIDENCES,"2,896,000","1,140.98","2,538",Jun-20,MARINA WAY,Resale,Strata,106,"27,321",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
DOVER PARKVIEW,"1,058,000",936.47,"1,130",Jun-20,DOVER RISE,Resale,Strata,87,"12,161",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,06 to 10
THE PIER AT ROBERTSON,"1,370,000",742.72,"1,845",Jun-20,MOHAMED SULTAN ROAD,Resale,Strata,69,"19,855",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
MARINA ONE RESIDENCES,"2,459,329","1,011.82","2,431",Jun-20,MARINA WAY,Resale,Strata,94,"26,163",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,31 to 35
ALEXIS,"710,000",398.27,"1,783",Jun-20,ALEXANDRA ROAD,Resale,Strata,37,"19,189",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
PLATINUM EDGE,"1,005,000",796.54,"1,262",May-20,LEICESTER ROAD,Resale,Strata,74,"13,581",-,Apartment,1,Freehold,13,Rest of Central Region,11 to 15
WATERBANK AT DAKOTA,"1,800,000","1,173.28","1,534",May-20,DAKOTA CRESCENT,Resale,Strata,109,"16,514",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,16 to 20
THE SAIL @ MARINA BAY,"3,500,000","1,872.94","1,869",May-20,MARINA BOULEVARD,Resale,Strata,174,"20,115",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,51 to 55
THE PARC CONDOMINIUM,"886,000",667.37,"1,328",May-20,WEST COAST WALK,Resale,Strata,62,"14,290",-,Condominium,1,Freehold,05,Outside Central Region,06 to 10
THE SUNFLOWER,"1,500,000","1,679.18",893,May-20,LORONG 28 GEYLANG,Resale,Strata,156,"9,615",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
8 @ MOUNT SOPHIA,"2,620,000","2,497.25","1,049",May-20,MOUNT SOPHIA,Resale,Strata,232,"11,293",-,Condominium,1,103 yrs lease commencing from 2002,09,Core Central Region,06 to 10
SCOTTS HIGHPARK,"3,650,000","1,743.77","2,093",May-20,SCOTTS ROAD,Resale,Strata,162,"22,531",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
HILLTOPS,"4,375,000","1,593.07","2,746",May-20,CAIRNHILL CIRCLE,Resale,Strata,148,"29,561",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
TANGLIN VIEW,"2,530,000","2,088.22","1,212",May-20,PRINCE CHARLES CRESCENT,Resale,Strata,194,"13,041",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,16 to 20
EUHABITAT,"710,000",527.44,"1,346",May-20,JALAN EUNOS,Resale,Strata,49,"14,490",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
COMMONWEALTH TOWERS,"835,000",484.38,"1,724",May-20,COMMONWEALTH AVENUE,Resale,Strata,45,"18,556",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
PRESTIGE HEIGHTS,"570,000",333.68,"1,708",May-20,BALESTIER ROAD,Resale,Strata,31,"18,387",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
VIDA,"1,130,000",527.44,"2,142",May-20,PECK HAY ROAD,Resale,Strata,49,"23,061",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
BARTLEY RIDGE,"1,400,000","1,033.34","1,355",May-20,MOUNT VERNON ROAD,Resale,Strata,96,"14,583",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
RAJAH TOWERS,"2,120,000","2,120.51","1,000",May-20,JALAN RAJAH,Resale,Strata,197,"10,761",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE INTERLACE,"2,100,000","1,765.3","1,190",May-20,DEPOT ROAD,Resale,Strata,164,"12,805",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,06 to 10
BAYVILLE CONDOMINIUM,"1,170,000","1,022.58","1,144",May-20,SOUTH BUONA VISTA ROAD,Resale,Strata,95,"12,316",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
GARDENVILLE,"4,510,000","2,658.71","1,696",May-20,WALSHE ROAD,Resale,Strata,247,"18,259",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
NOVENA REGENCY,"1,185,000",559.73,"2,117",May-20,THOMSON ROAD,Resale,Strata,52,"22,788",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
MARINA ONE RESIDENCES,"3,900,000","1,582.31","2,465",May-20,MARINA WAY,Resale,Strata,147,"26,531",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,16 to 20
VACANZA @ EAST,"950,000",839.59,"1,132",May-20,LENGKONG TUJOH,Resale,Strata,78,"12,179",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
GILSTEAD TWO,"1,800,000",904.18,"1,991",May-20,GILSTEAD ROAD,Resale,Strata,84,"21,429",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
SIMS URBAN OASIS,"1,070,000",667.37,"1,603",May-20,SIMS DRIVE,Resale,Strata,62,"17,258",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
THE SUNNY SPRING,"1,225,000","1,259.39",973,May-20,LORONG 40 GEYLANG,Resale,Strata,117,"10,470",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
LE REGAL,"498,800",365.98,"1,363",May-20,GEYLANG ROAD,Resale,Strata,34,"14,671",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
LINCOLN SUITES,"4,485,000","2,723.29","1,647",May-20,KHIANG GUAN AVENUE,Resale,Strata,253,"17,727",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
DUKES RESIDENCE,"2,300,000","1,151.75","1,997",May-20,DUKE'S ROAD,Resale,Strata,107,"21,495",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THE ARTE,"1,910,000","1,399.32","1,365",May-20,JALAN RAJA UDANG,Resale,Strata,130,"14,692",-,Condominium,1,Freehold,12,Rest of Central Region,21 to 25
SIMS RESIDENCES,"1,068,000","1,184.04",902,May-20,LORONG 39 GEYLANG,Resale,Strata,110,"9,709",-,Apartment,1,99 yrs lease commencing from 1997,14,Rest of Central Region,01 to 05
QUEENS,"1,540,000","1,184.04","1,301",May-20,STIRLING ROAD,Resale,Strata,110,"14,000",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,26 to 30
TREVISTA,"1,850,000","1,280.92","1,444",May-20,LORONG 3 TOA PAYOH,Resale,Strata,119,"15,546",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,26 to 30
CONCOURSE SKYLINE,"2,350,000","1,345.5","1,747",May-20,BEACH ROAD,Resale,Strata,125,"18,800",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,06 to 10
BARTLEY RIDGE,"743,000",495.14,"1,501",May-20,MOUNT VERNON ROAD,Resale,Strata,46,"16,152",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
CONCOURSE SKYLINE,"1,850,000","1,151.75","1,606",May-20,BEACH ROAD,Resale,Strata,107,"17,290",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,16 to 20
ST MICHAEL REGENCY,"1,250,000",925.7,"1,350",May-20,ST. MICHAEL'S ROAD,Resale,Strata,86,"14,535",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
SOUTH BEACH RESIDENCES,"3,190,000",936.47,"3,406",May-20,BEACH ROAD,Resale,Strata,87,"36,667",-,Apartment,1,99 yrs lease commencing from 2007,07,Core Central Region,41 to 45
EUHABITAT,"610,000",548.96,"1,111",May-20,JALAN EUNOS,Resale,Strata,51,"11,961",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
MARINA ONE RESIDENCES,"3,953,666","1,506.96","2,624",May-20,MARINA WAY,Resale,Strata,140,"28,240",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,21 to 25
MARINA ONE RESIDENCES,"3,991,000","1,506.96","2,648",May-20,MARINA WAY,Resale,Strata,140,"28,507",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,21 to 25
MARINA ONE RESIDENCES,"3,852,000","1,517.72","2,538",May-20,MARINA WAY,Resale,Strata,141,"27,319",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,21 to 25
PARC CENTENNIAL,"1,700,000","1,248.62","1,361",May-20,KAMPONG JAVA ROAD,Resale,Strata,116,"14,655",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
CLUNY PARK RESIDENCE,"4,000,000","1,646.89","2,429",May-20,CLUNY PARK ROAD,Resale,Strata,153,"26,144",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE ORCHARD RESIDENCES,"6,580,000","2,174.33","3,026",May-20,ORCHARD BOULEVARD,Resale,Strata,202,"32,574",-,Apartment,1,99 yrs lease commencing from 2006,09,Core Central Region,46 to 50
COMMONWEALTH TOWERS,"838,000",462.85,"1,811",May-20,COMMONWEALTH AVENUE,Resale,Strata,43,"19,488",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
CENTRAL GROVE,"1,240,000","1,227.1","1,011",May-20,GEYLANG EAST AVENUE 1,Resale,Strata,114,"10,877",-,Condominium,1,99 yrs lease commencing from 1997,14,Rest of Central Region,11 to 15
LEIGHWOODS,"2,880,000","2,217.38","1,299",May-20,MOUNT SINAI RISE,Resale,Strata,206,"13,981",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
MARINA ONE RESIDENCES,"1,767,913",764.24,"2,313",May-20,MARINA WAY,Resale,Strata,71,"24,900",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
KENTISH LODGE,"1,400,000","1,356.26","1,032",May-20,OXFORD ROAD,Resale,Strata,126,"11,111",-,Apartment,1,99 yrs lease commencing from 1995,08,Rest of Central Region,01 to 05
MARINA ONE RESIDENCES,"2,760,650","1,173.28","2,353",May-20,MARINA WAY,Resale,Strata,109,"25,327",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,21 to 25
EIGHT RIVERSUITES,"1,050,000",699.66,"1,501",May-20,WHAMPOA EAST,Resale,Strata,65,"16,154",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,16 to 20
VISIONCREST,"1,700,000",914.94,"1,858",May-20,OXLEY RISE,Resale,Strata,85,"20,000",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
GOLDEN MILE COMPLEX,"1,458,890","2,195.86",664,May-20,BEACH ROAD,Resale,Strata,204,"7,151",-,Apartment,1,99 yrs lease commencing from 1969,07,Core Central Region,11 to 15
ILLUMINAIRE ON DEVONSHIRE,"1,380,000",635.08,"2,173",May-20,DEVONSHIRE ROAD,Resale,Strata,59,"23,390",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
EURO-ASIA PARK,"1,820,000","1,420.85","1,281",May-20,WOODLEIGH CLOSE,Resale,Strata,132,"13,788",-,Condominium,1,Freehold,13,Rest of Central Region,01 to 05
ICON,"1,797,500","1,044.11","1,722",May-20,GOPENG STREET,Resale,Strata,97,"18,531",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,31 to 35
MARINA ONE RESIDENCES,"1,420,000",678.13,"2,094",May-20,MARINA WAY,Resale,Strata,63,"22,540",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,21 to 25
WATERMARK ROBERTSON QUAY,"3,010,000","1,915.99","1,571",May-20,RODYK STREET,Resale,Strata,178,"16,910",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE ARRIS,"1,230,000",667.37,"1,843",May-20,YAN KIT ROAD,Resale,Strata,62,"19,839",-,Apartment,1,Freehold,02,Rest of Central Region,01 to 05
BLOSSOMS @ WOODLEIGH,"1,380,000","1,001.05","1,379",May-20,WOODLEIGH CLOSE,Resale,Strata,93,"14,839",-,Condominium,1,Freehold,13,Rest of Central Region,01 to 05
BALMORAL GATE,"2,700,000","1,636.13","1,650",May-20,BALMORAL ROAD,Resale,Strata,152,"17,763",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
SIMSVILLE,"950,000",968.76,981,May-20,GEYLANG EAST AVENUE 2,Resale,Strata,90,"10,556",-,Condominium,1,99 yrs lease commencing from 1994,14,Rest of Central Region,01 to 05
EIGHT RIVERSUITES,"1,440,888",979.52,"1,471",May-20,WHAMPOA EAST,Resale,Strata,91,"15,834",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25
MARINA ONE RESIDENCES,"1,560,000",699.66,"2,230",May-20,MARINA WAY,Resale,Strata,65,"24,000",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,16 to 20
THE TESSARINA,"2,439,800","1,367.03","1,785",May-20,WILBY ROAD,Resale,Strata,127,"19,211",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
LE REGAL,"750,000",947.23,792,May-20,GEYLANG ROAD,Resale,Strata,88,"8,523",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
ST FRANCIS COURT,"920,000","1,270.15",724,May-20,ST. FRANCIS ROAD,Resale,Strata,118,"7,797",-,Apartment,1,99 yrs lease commencing from 1992,12,Rest of Central Region,06 to 10
AMARYLLIS VILLE,"1,460,000",958,"1,524",May-20,NEWTON ROAD,Resale,Strata,89,"16,404",-,Condominium,1,99 yrs lease commencing from 1997,11,Core Central Region,11 to 15
THE SAIL @ MARINA BAY,"1,565,000",882.65,"1,773",May-20,MARINA BOULEVARD,Resale,Strata,82,"19,085",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,66 to 70
NASSIM PARK RESIDENCES,"10,600,000","3,466.01","3,058",May-20,NASSIM ROAD,Resale,Strata,322,"32,919",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
LEONIE PARC VIEW,"4,428,000","2,012.87","2,200",May-20,LEONIE HILL ROAD,Resale,Strata,187,"23,679",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
THE ORCHARD RESIDENCES,"9,650,000","2,852.46","3,383",May-20,ORCHARD BOULEVARD,Resale,Strata,265,"36,415",-,Apartment,1,99 yrs lease commencing from 2006,09,Core Central Region,41 to 45
DORSETT RESIDENCES,"915,000",484.38,"1,889",May-20,NEW BRIDGE ROAD,Resale,Strata,45,"20,333",-,Apartment,1,99 yrs lease commencing from 2009,02,Rest of Central Region,06 to 10
THE INFINITI,"1,480,000","1,345.5","1,100",May-20,WEST COAST PARK,Resale,Strata,125,"11,840",-,Condominium,1,Freehold,05,Outside Central Region,11 to 15
VACANZA @ EAST,"868,000",807.3,"1,075",May-20,LENGKONG TUJOH,Resale,Strata,75,"11,573",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
WATERBANK AT DAKOTA,"1,370,000",882.65,"1,552",May-20,DAKOTA CRESCENT,Resale,Strata,82,"16,707",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,11 to 15
ECHELON,"1,675,000",861.12,"1,945",May-20,ALEXANDRA VIEW,Resale,Strata,80,"20,938",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,36 to 40
HILLTOPS,"8,414,000","2,873.99","2,928",Apr-20,CAIRNHILL CIRCLE,Resale,Strata,267,"31,513",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
VICTORY HEIGHTS,"998,888","1,119.46",892,Apr-20,KIM KEAT ROAD,Resale,Strata,104,"9,605",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
3 ORCHARD BY-THE-PARK,"3,517,800","1,065.64","3,301",Apr-20,ORCHARD BOULEVARD,Resale,Strata,99,"35,533",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
CARIBBEAN AT KEPPEL BAY,"1,580,000","1,270.15","1,244",Apr-20,KEPPEL BAY DRIVE,Resale,Strata,118,"13,390",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
EVELYN MANSIONS,"1,538,000",904.18,"1,701",Apr-20,EVELYN ROAD,Resale,Strata,84,"18,310",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
PUBLIC MANSION,"1,900,000","2,529.54",751,Apr-20,BALESTIER ROAD,Resale,Strata,235,"8,085",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
ATRIUM RESIDENCES,"1,150,000","1,851.41",621,Apr-20,LORONG 28 GEYLANG,Resale,Strata,172,"6,686",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
BUONA VISTA GARDENS,"1,500,000","1,280.92","1,171",Apr-20,ZEHNDER ROAD,Resale,Strata,119,"12,605",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
# 1 LOFT,"985,000",936.47,"1,052",Apr-20,LORONG 24 GEYLANG,Resale,Strata,87,"11,322",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
THE SIENA,"1,280,000",785.77,"1,629",Apr-20,TAN KIM CHENG ROAD,Resale,Strata,73,"17,534",-,Apartment,1,99 yrs lease commencing from 2013,10,Core Central Region,01 to 05
ARDMORE PARK,"27,650,000","8,740.37","3,163",Apr-20,ARDMORE PARK,Resale,Strata,812,"34,052",-,Condominium,1,Freehold,10,Core Central Region,26 to 30
THE SPECTRUM,"915,000",796.54,"1,149",Apr-20,PASIR PANJANG ROAD,Resale,Strata,74,"12,365",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
PARC SOMME,"518,000",344.45,"1,504",Apr-20,SOMME ROAD,Resale,Strata,32,"16,188",-,Apartment,1,99 yrs lease commencing from 2008,08,Rest of Central Region,01 to 05
THE PRINCETON,"1,220,088",861.12,"1,417",Apr-20,EWE BOON ROAD,Resale,Strata,80,"15,251",-,Apartment,1,Freehold,10,Core Central Region,16 to 20
HILLCREST ARCADIA,"1,040,000",914.94,"1,137",Apr-20,ARCADIA ROAD,Resale,Strata,85,"12,235",-,Condominium,1,99 yrs lease commencing from 1975,11,Core Central Region,01 to 05
FOUR SEASONS PARK,"7,850,000","2,873.99","2,731",Apr-20,CUSCADEN WALK,Resale,Strata,267,"29,401",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
FABER CREST,"1,120,000","1,248.62",897,Apr-20,FABER HEIGHTS,Resale,Strata,116,"9,655",-,Condominium,1,99 yrs lease commencing from 1996,05,Outside Central Region,01 to 05
PARC SOMME,"570,000",355.21,"1,605",Apr-20,SOMME ROAD,Resale,Strata,33,"17,273",-,Apartment,1,99 yrs lease commencing from 2008,08,Rest of Central Region,06 to 10
MARINA ONE RESIDENCES,"1,642,113",742.72,"2,211",Apr-20,MARINA WAY,Resale,Strata,69,"23,799",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,11 to 15
SHAN GATE APARTMENTS,"1,368,000","1,248.62","1,096",Apr-20,SHAN ROAD,Resale,Strata,116,"11,793",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE ORCHARD RESIDENCES,"5,750,000","2,174.33","2,644",Apr-20,ORCHARD BOULEVARD,Resale,Strata,202,"28,465",-,Apartment,1,99 yrs lease commencing from 2006,09,Core Central Region,36 to 40
THE ORCHARD RESIDENCES,"5,750,000","2,174.33","2,644",Apr-20,ORCHARD BOULEVARD,Resale,Strata,202,"28,465",-,Apartment,1,99 yrs lease commencing from 2006,09,Core Central Region,41 to 45
KERRISDALE,"1,700,000","1,485.43","1,144",Apr-20,STURDEE ROAD,Resale,Strata,138,"12,319",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,16 to 20
MARINA ONE RESIDENCES,"1,608,503",731.95,"2,198",Apr-20,MARINA WAY,Resale,Strata,68,"23,654",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,01 to 05
LINCOLN SUITES,"4,500,000","2,723.29","1,652",Apr-20,KHIANG GUAN AVENUE,Resale,Strata,253,"17,787",-,Condominium,1,Freehold,11,Core Central Region,26 to 30
THE ARCADIA,"3,680,000","3,821.22",963,Apr-20,ARCADIA ROAD,Resale,Strata,355,"10,366",-,Condominium,1,99 yrs lease commencing from 1979,11,Core Central Region,01 to 05
MERAPRIME,"1,550,000","1,097.93","1,412",Apr-20,JALAN BUKIT HO SWEE,Resale,Strata,102,"15,196",-,Condominium,1,99 yrs lease commencing from 2003,03,Rest of Central Region,21 to 25
PATERSON LINC,"1,750,000",818.06,"2,139",Apr-20,PATERSON ROAD,Resale,Strata,76,"23,026",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE SIERRA,"1,050,000",667.37,"1,573",Apr-20,MOUNT SINAI DRIVE,Resale,Strata,62,"16,935",-,Apartment,1,947 yrs lease commencing from 1937,10,Core Central Region,11 to 15
VALLEY PARK,"2,750,000","1,700.71","1,617",Apr-20,RIVER VALLEY ROAD,Resale,Strata,158,"17,405",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,16 to 20
THE BENCOOLEN,"1,150,000",958,"1,200",Apr-20,BENCOOLEN STREET,Resale,Strata,89,"12,921",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
TRILIGHT,"2,300,000","1,162.51","1,978",Apr-20,NEWTON ROAD,Resale,Strata,108,"21,296",-,Condominium,1,Freehold,11,Core Central Region,26 to 30
VERDURE,"1,830,000","1,065.64","1,717",Apr-20,HOLLAND ROAD,Resale,Strata,99,"18,485",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE SAIL @ MARINA BAY,"1,080,000",667.37,"1,618",Apr-20,MARINA BOULEVARD,Resale,Strata,62,"17,419",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,31 to 35
MARINA ONE RESIDENCES,"1,736,222",753.48,"2,304",Apr-20,MARINA WAY,Resale,Strata,70,"24,803",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
MARINA ONE RESIDENCES,"1,673,000",710.42,"2,355",Apr-20,MARINA WAY,Resale,Strata,66,"25,348",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,21 to 25
SCOTTS SQUARE,"3,400,000",947.23,"3,589",Apr-20,SCOTTS ROAD,Resale,Strata,88,"38,636",-,Apartment,1,Freehold,09,Core Central Region,26 to 30
EIGHT RIVERSUITES,"1,138,000",839.59,"1,355",Apr-20,WHAMPOA EAST,Resale,Strata,78,"14,590",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,06 to 10
THOMSON 800,"1,918,000","1,420.85","1,350",Apr-20,THOMSON ROAD,Resale,Strata,132,"14,530",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
NEWTON ONE,"2,425,000","1,216.33","1,994",Apr-20,NEWTON ROAD,Resale,Strata,113,"21,460",-,Condominium,1,Freehold,11,Core Central Region,11 to 15
BLUE HORIZON,"1,230,000","1,151.75","1,068",Apr-20,WEST COAST CRESCENT,Resale,Strata,107,"11,495",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,16 to 20
MONTVIEW,"1,900,000","1,227.1","1,548",Apr-20,MOUNT SINAI DRIVE,Resale,Strata,114,"16,667",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
MUTIARA VIEW,"1,950,000","1,130.22","1,725",Apr-20,JALAN MUTIARA,Resale,Strata,105,"18,571",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
COMMONWEALTH TOWERS,"820,000",452.09,"1,814",Apr-20,COMMONWEALTH AVENUE,Resale,Strata,42,"19,524",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
CAIRNHILL NINE,"4,050,000","1,528.49","2,650",Apr-20,CAIRNHILL ROAD,Resale,Strata,142,"28,521",-,Apartment,1,99 yrs lease commencing from 2014,09,Core Central Region,26 to 30
SOMMERVILLE PARK,"3,500,000","1,948.28","1,796",Apr-20,FARRER DRIVE,Resale,Strata,181,"19,337",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
TREVISTA,"2,300,000","1,776.06","1,295",Apr-20,LORONG 3 TOA PAYOH,Resale,Strata,165,"13,939",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,36 to 40
