year,town_classification,flat_type,resale_price,adjusted_price,price_per_sqm,adjusted_price_per_sqm
2023,Non-Mature,3 ROOM,395000,395000,5735.294118,5735.294118
2023,Non-Mature,4 ROOM,530000,530000,5645.16129,5645.16129
2023,Non-Mature,5 ROOM,620000,620000,5333.333333,5333.333333
2023,Non-Mature,EXECUTIVE,770000,770000,5410.958904,5410.958904
2023,Non-Mature,MULTI GENERATION,975000,975000,5880.503145,5880.503145
2024,Mature,2 ROOM,288000,288000,6444.444444,6444.444444
2024,Mature,3 ROOM,400000,400000,5847.457627,5847.457627
2024,Mature,4 ROOM,640000,640000,6629.879121,6629.879121
2024,Mature,5 ROOM,779500,779500,6287.411983,6287.411983
2024,Mature,EXECUTIVE,910000,910000,6232.876712,6232.876712
2024,Mature,MULTI GENERATION,1020000,1020000,6849.487502,6849.487502
2024,Non-Mature,2 ROOM,337000,337000,7425.531915,7425.531915
2024,Non-Mature,3 ROOM,408000,408000,5895.522388,5895.522388
2024,Non-Mature,4 ROOM,545000,545000,5777.777778,5777.777778
2024,Non-Mature,5 ROOM,630000,630000,5442.477876,5442.477876
2024,Non-Mature,EXECUTIVE,793888,793888,5598.591549,5598.591549
2024,Non-Mature,MULTI GENERATION,998000,998000,6085.365854,6085.365854
1990,Mature,All,52000,92944.8,704.4776119,1259.183284
1990,Non-Mature,All,56000,100094.4,699.0291262,1249.44466
1991,Mature,All,54000,94354.2,728.8135593,1273.455932
1991,Non-Mature,All,60000,104838,726.4957265,1269.405983
1992,Mature,All,62000,105617,820.8955224,1398.395522
1992,Non-Mature,All,67000,114134.5,780.8219178,1330.130137
1993,Mature,All,95000,156113.5,1288.560666,2117.491743
1993,Non-Mature,All,125000,205412.5,1306.907378,2147.640895
1994,Mature,All,143000,231803,1708.737864,2769.864078
1994,Non-Mature,All,160000,259360,1641.791045,2661.343284
1995,Mature,All,183000,293769.9,2171.052632,3485.190789
1995,Non-Mature,All,193000,309822.9,2023.809524,3248.821429
1996,Mature,All,245000,389672.5,3000,4771.5
1996,Non-Mature,All,250000,397625,2718.446602,4323.68932
1997,Mature,All,305000,471316.5,3297.619048,5095.810714
1997,Non-Mature,All,278000,429593.4,2868.852459,4433.237705
1998,Mature,All,255000,384157.5,2728.971963,4111.196262
1998,Non-Mature,All,230000,346495,2353.535354,3545.60101
1999,Mature,All,240000,366216,2582.089552,3940.010448
1999,Non-Mature,All,231500,353245.85,2275.990736,3472.934264
2000,Mature,All,248000,368056.8,2702.702703,4011.081081
2000,Non-Mature,All,233000,345795.3,2343.283582,3477.667164
2001,Mature,All,235000,342183.5,2519.379845,3668.468992
2001,Non-Mature,All,220000,320342,2171.959005,3162.589508
2002,Mature,All,219000,326047.2,2437.5,3628.95
2002,Non-Mature,All,214000,318603.2,2114.864865,3148.610811
2003,Mature,All,211375,315751.975,2546.296296,3803.657407
2003,Non-Mature,All,220000,328636,2219.178082,3315.008219
2004,Mature,All,215000,321489.5,2641.791045,3950.270149
2004,Non-Mature,All,230000,343919,2338.461538,3496.701538
2005,Mature,All,218000,321920.6,2559.450009,3779.539829
2005,Non-Mature,All,228000,336687.6,2305.555556,3404.613889
2006,Mature,All,222000,317393.4,2553.571429,3650.841071
2006,Non-Mature,All,230000,328831,2281.690141,3262.132394
2007,Mature,All,250000,356600,2803.348746,3998.696651
2007,Non-Mature,All,250000,356600,2422.920575,3456.053909
2008,Mature,All,306000,379593,3486.111111,4324.520833
2008,Non-Mature,All,303000,375871.5,2954.545455,3665.113636
2009,Mature,All,326000,396546.4,3731.328358,4538.787815
2009,Non-Mature,All,330000,401412,3208.955224,3903.373134
2010,Mature,All,366000,435466.8,4246.031746,5051.928571
2010,Non-Mature,All,365300,434633.94,3600,4283.28
2011,Mature,All,406000,443149,4794.520548,5233.219178
2011,Non-Mature,All,412000,449698,4077.669903,4450.776699
2012,Mature,All,445000,448026,5140.903464,5175.861607
2012,Non-Mature,All,445000,448026,4418.181818,4448.225455
2013,Mature,All,460000,450340,5328.358209,5216.462687
2013,Non-Mature,All,453000,443487,4575.757576,4479.666667
2014,Mature,All,430000,420454,5033.112583,4921.377483
2014,Non-Mature,All,415000,405787,4250,4155.65
2015,Mature,All,420000,425754,4816.326531,4882.310204
2015,Non-Mature,All,398000,403452.6,4008.072727,4062.983324
2016,Mature,All,430000,454424,4812.667112,5086.026604
2016,Non-Mature,All,400000,422720,3983.050847,4209.288136
2017,Mature,All,450888,488897.8584,4850.746269,5259.664179
2017,Non-Mature,All,396000,429382.8,3944.444444,4276.961111
2018,Mature,All,455000,500045,4748.666667,5218.784667
2018,Non-Mature,All,390000,428610,3858.695652,4240.706522
2019,Mature,All,435000,482850,4591.836735,5096.938776
2019,Non-Mature,All,390000,432900,3893.129771,4321.374046
2020,Mature,All,450000,500940,4623.287671,5146.643836
2020,Non-Mature,All,420000,467544,4177.419355,4650.303226
2021,Mature,All,520000,570908,5187.969925,5695.87218
2021,Non-Mature,All,470944,517049.4176,4755.555556,5221.124444
2022,Mature,All,550000,573760,5671.641791,5916.656716
2022,Non-Mature,All,518000,540377.6,5200,5424.64
2023,Mature,All,570000,570000,5923.076923,5923.076923
2023,Non-Mature,All,545000,545000,5578.512397,5578.512397
2024,Mature,All,598944,598944,6153.846154,6153.846154
2024,Non-Mature,All,560000,560000,5714.285714,5714.285714
