year,town_classification,flat_type,resale_price,adjusted_price,price_per_sqm,adjusted_price_per_sqm
2023,Non-Mature,EXECUTIVE,770000.0,770000.0,5410.958904109589,5410.958904109589
2023,Non-Mature,MULTI GENERATION,975000.0,975000.0,5880.503144654088,5880.503144654088
2024,Mature,2 ROOM,288000.0,288000.0,6444.444444444444,6444.444444444444
2024,Mature,3 ROOM,400000.0,400000.0,5847.457627118644,5847.457627118644
2024,Mature,4 ROOM,640000.0,640000.0,6629.879120879121,6629.879120879121
2024,Mature,5 ROOM,779500.0,779500.0,6287.411982570806,6287.411982570806
2024,Mature,EXECUTIVE,910000.0,910000.0,6232.876712328767,6232.876712328767
2024,Mature,MULTI GENERATION,1020000.0,1020000.0,6849.487502247797,6849.487502247797
2024,Non-Mature,2 ROOM,337000.0,337000.0,7425.531914893617,7425.531914893617
2024,Non-Mature,3 ROOM,408000.0,408000.0,5895.522388059701,5895.522388059701
2024,Non-Mature,4 ROOM,545000.0,545000.0,5777.777777777777,5777.777777777777
2024,Non-Mature,5 ROOM,630000.0,630000.0,5442.477876106194,5442.477876106194
2024,Non-Mature,EXECUTIVE,793888.0,793888.0,5598.591549295775,5598.591549295775
2024,Non-Mature,MULTI GENERATION,998000.0,998000.0,6085.365853658536,6085.365853658536
