LATITUDE,LONGITUDE,address,town,flat_type,floor_area_sqm,remaining_lease,bus_within_0.5,cbd_distance,hawker_distance,mall_within_2.0,mrtlrt_distance,park_distance,school_within_2.0,supermarket_within_0.5,resale_price,region
1.33369,103.72193,181 YUNG SHENG RD,JURONG WEST,5 ROOM,116.0,83,22.0,15.462305,0.1094,3.0,1.173866,0.558137,10.0,2.0,503482.484,West
1.33369,103.7225,182 YUNG SHENG RD,JURONG WEST,4 ROOM,96.0,82,23.0,15.403167,0.147736,4.0,1.181444,0.494892,10.0,2.0,444693.013,West
1.33369,103.7225,182 YUNG SHENG RD,JURONG WEST,5 ROOM,116.0,83,23.0,15.403167,0.147736,4.0,1.181444,0.494892,10.0,2.0,509134.36600000004,West
1.33379,103.72411,114 HO CHING RD,JURONG WEST,3 ROOM,67.0,53,16.0,15.240005,0.301632,3.0,1.209894,0.316227,10.0,2.0,238942.87,West
1.33389,103.72331,111 HO CHING RD,JURONG WEST,3 ROOM,68.0,52,23.0,15.327578,0.213297,4.0,1.176285,0.4063,11.0,2.0,273786.76,West
1.33389,103.72331,111 HO CHING RD,JURONG WEST,4 ROOM,114.0,48,23.0,15.327578,0.213297,4.0,1.176285,0.4063,11.0,2.0,373300.62,West
1.33389,103.72331,111 HO CHING RD,JURONG WEST,5 ROOM,125.0,49,23.0,15.327578,0.213297,4.0,1.176285,0.4063,11.0,2.0,367357.32,West
1.33389,103.72369,112 HO CHING RD,JURONG WEST,2 ROOM,56.5,51,21.0,15.287735,0.253545,4.0,1.186841,0.363815,11.0,2.0,216936.405,West
1.33389,103.72369,112 HO CHING RD,JURONG WEST,3 ROOM,68.0,52,21.0,15.287735,0.253545,4.0,1.186841,0.363815,11.0,2.0,249389.92,West
1.33389,103.72369,112 HO CHING RD,JURONG WEST,4 ROOM,108.0,49,21.0,15.287735,0.253545,4.0,1.186841,0.363815,11.0,2.0,336187.608,West
1.33526,103.69508,990A JURONG WEST ST 93,JURONG WEST,2 ROOM,48.0,90,16.0,18.339311,0.712439,3.0,0.358229,0.347547,11.0,1.0,260917.95,West
1.33526,103.69508,990A JURONG WEST ST 93,JURONG WEST,4 ROOM,92.0,88,16.0,18.339311,0.712439,3.0,0.358229,0.347547,11.0,1.0,399606.84,West
1.33528,103.69478,990B JURONG WEST ST 93,JURONG WEST,2 ROOM,52.0,90,16.0,18.372592,0.723273,3.0,0.381101,0.322866,11.0,1.0,255304.37,West
1.33528,103.69478,990B JURONG WEST ST 93,JURONG WEST,4 ROOM,93.0,89,16.0,18.372592,0.723273,3.0,0.381101,0.322866,11.0,1.0,478780.460028,West
1.3353,103.72471,119 HO CHING RD,JURONG WEST,3 ROOM,67.0,54,15.0,15.238873,0.363918,3.0,1.075378,0.307743,14.0,2.0,252770.46,West
1.33537,103.69936,656A JURONG WEST ST 61,JURONG WEST,5 ROOM,111.0,84,17.0,17.891419,0.68678,4.0,0.334159,0.755225,13.0,1.0,539110.482,West
1.33537,103.69936,656A JURONG WEST ST 61,JURONG WEST,EXECUTIVE,132.0,84,17.0,17.891419,0.68678,4.0,0.334159,0.755225,13.0,1.0,613003.3275,West
1.33541,103.70029,657A JURONG WEST ST 65,JURONG WEST,4 ROOM,91.0,84,20.0,17.794733,0.721862,4.0,0.408727,0.852861,14.0,1.0,427345.65715200006,West
1.33541,103.72426,120 HO CHING RD,JURONG WEST,3 ROOM,67.0,54,18.0,15.290035,0.318192,3.0,1.045633,0.356049,13.0,2.0,276355.22250000003,West
1.33543,103.69693,653C JURONG WEST ST 61,JURONG WEST,5 ROOM,110.0,84,21.0,18.149352,0.647247,3.0,0.242728,0.503492,12.0,2.0,513597.3825,West
1.3355,103.69751,655B JURONG WEST ST 61,JURONG WEST,4 ROOM,85.0,84,20.0,18.090756,0.636914,3.0,0.231623,0.558141,12.0,2.0,436875.18000000005,West
1.33552,103.69983,656D JURONG WEST ST 61,JURONG WEST,5 ROOM,112.0,83,20.0,17.847306,0.689504,4.0,0.360683,0.800106,13.0,1.0,483560.88,West
1.33552,103.69983,656D JURONG WEST ST 61,JURONG WEST,EXECUTIVE,132.0,84,20.0,17.847306,0.689504,4.0,0.360683,0.800106,13.0,1.0,607210.24,West
1.33554,103.69848,655A JURONG WEST ST 61,JURONG WEST,4 ROOM,86.0,84,18.0,17.989794,0.644066,4.0,0.260982,0.65695,12.0,2.0,417454.27,West
1.3356,103.69449,990C JURONG WEST ST 93,JURONG WEST,2 ROOM,52.0,90,16.0,18.414202,0.705341,3.0,0.384357,0.275055,11.0,1.0,260232.96,West
1.3356,103.69449,990C JURONG WEST ST 93,JURONG WEST,4 ROOM,93.0,90,16.0,18.414202,0.705341,3.0,0.384357,0.275055,11.0,1.0,441311.728,West
1.33568,103.70514,661A JURONG WEST ST 64,JURONG WEST,4 ROOM,91.0,83,17.0,17.293579,1.059345,5.0,0.339135,0.409956,14.0,3.0,434805.904,West
1.33568,103.70514,661A JURONG WEST ST 64,JURONG WEST,5 ROOM,110.0,83,17.0,17.293579,1.059345,5.0,0.339135,0.409956,14.0,3.0,547933.255,West
1.33569,103.7043,660A JURONG WEST ST 64,JURONG WEST,4 ROOM,91.0,82,17.0,17.382237,0.984065,5.0,0.376773,0.483628,14.0,1.0,447893.16243599996,West
1.33569,103.7043,660A JURONG WEST ST 64,JURONG WEST,5 ROOM,110.0,83,17.0,17.382237,0.984065,5.0,0.376773,0.483628,14.0,1.0,595092.075,West
1.3357,103.72408,121 YUAN CHING RD,JURONG WEST,3 ROOM,61.0,56,17.0,15.321114,0.310251,4.0,1.007836,0.391253,13.0,2.0,241780.44,West
1.33574,103.69578,988C JURONG WEST ST 93,JURONG WEST,4 ROOM,94.0,90,17.0,18.282749,0.636245,3.0,0.266352,0.373929,11.0,1.0,454986.828,West
1.33574,103.69578,988C JURONG WEST ST 93,JURONG WEST,5 ROOM,110.0,90,17.0,18.282749,0.636245,3.0,0.266352,0.373929,11.0,1.0,518297.312,West
1.33576,103.72267,326 TAH CHING RD,JURONG WEST,4 ROOM,104.0,78,21.0,15.469176,0.182205,4.0,0.958827,0.530028,13.0,2.0,416257.12500000006,West
1.33576,103.72267,326 TAH CHING RD,JURONG WEST,5 ROOM,122.0,79,21.0,15.469176,0.182205,4.0,0.958827,0.530028,13.0,2.0,548971.5,West
1.33578,103.69543,989D JURONG WEST ST 93,JURONG WEST,4 ROOM,93.0,88,16.0,18.320284,0.644874,3.0,0.290076,0.33986,11.0,1.0,400180.14,West
1.33578,103.69543,989D JURONG WEST ST 93,JURONG WEST,5 ROOM,110.0,90,16.0,18.320284,0.644874,3.0,0.290076,0.33986,11.0,1.0,535988.84625,West
1.3358,103.69515,989C JURONG WEST ST 93,JURONG WEST,4 ROOM,93.0,90,15.0,18.351537,0.653813,3.0,0.312177,0.312321,11.0,1.0,449986.16,West
1.3358,103.69515,989C JURONG WEST ST 93,JURONG WEST,5 ROOM,112.0,90,15.0,18.351537,0.653813,3.0,0.312177,0.312321,11.0,1.0,517436.173,West
1.3358,103.72031,361 YUNG AN RD,JURONG WEST,4 ROOM,109.0,77,18.0,15.714631,0.189891,3.0,0.938227,0.509587,11.0,2.0,403883.235,West
1.3358,103.72031,361 YUNG AN RD,JURONG WEST,5 ROOM,126.5,73,18.0,15.714631,0.189891,3.0,0.938227,0.509587,11.0,2.0,553363.272,West
1.3358,103.72098,360 YUNG AN RD,JURONG WEST,4 ROOM,109.0,77,24.0,15.645513,0.147052,3.0,0.935478,0.54162,13.0,2.0,400753.44,West
1.3358,103.72098,360 YUNG AN RD,JURONG WEST,5 ROOM,126.0,77,24.0,15.645513,0.147052,3.0,0.935478,0.54162,13.0,2.0,521708.93000000005,West
1.33584,103.69729,654C JURONG WEST ST 61,JURONG WEST,5 ROOM,110.0,84,22.0,18.126055,0.598928,3.0,0.192625,0.521028,12.0,2.0,518297.312,West
1.33587,103.69484,989B JURONG WEST ST 93,JURONG WEST,4 ROOM,93.0,88,16.0,18.386432,0.660619,3.0,0.334833,0.280819,11.0,1.0,455107.79,West
1.33587,103.69484,989B JURONG WEST ST 93,JURONG WEST,5 ROOM,112.0,89,16.0,18.386432,0.660619,3.0,0.334833,0.280819,11.0,1.0,535360.953,West
1.33591,103.69943,656B JURONG WEST ST 61,JURONG WEST,5 ROOM,111.0,82,20.0,17.903464,0.632595,4.0,0.298722,0.745807,14.0,1.0,560491.02,West
1.33591,103.69943,656B JURONG WEST ST 61,JURONG WEST,EXECUTIVE,132.0,83,20.0,17.903464,0.632595,4.0,0.298722,0.745807,14.0,1.0,625189.1925,West
1.33596,103.70084,657B JURONG WEST ST 65,JURONG WEST,4 ROOM,91.0,83,20.0,17.756124,0.699693,4.0,0.431185,0.823194,15.0,1.0,445527.501952,West
1.33597,103.69457,989A JURONG WEST ST 93,JURONG WEST,4 ROOM,93.0,88,17.0,18.4185,0.664342,3.0,0.354303,0.250922,11.0,1.0,471017.547,West
1.33597,103.69457,989A JURONG WEST ST 93,JURONG WEST,5 ROOM,112.0,90,17.0,18.4185,0.664342,3.0,0.354303,0.250922,11.0,1.0,566006.688,West
1.33598,103.72313,325 TAH CHING RD,JURONG WEST,4 ROOM,102.0,78,20.0,15.430726,0.236133,4.0,0.946747,0.496694,13.0,2.0,450590.82,West
1.33598,103.72313,325 TAH CHING RD,JURONG WEST,5 ROOM,124.0,79,20.0,15.430726,0.236133,4.0,0.946747,0.496694,13.0,2.0,531308.96,West
1.33599,103.69997,656C JURONG WEST ST 61,JURONG WEST,5 ROOM,112.0,83,20.0,17.848378,0.64919,4.0,0.344282,0.803393,14.0,1.0,537992.07,West
1.33599,103.69997,656C JURONG WEST ST 61,JURONG WEST,EXECUTIVE,132.0,83,20.0,17.848378,0.64919,4.0,0.344282,0.803393,14.0,1.0,648009.965,West
1.33599,103.70562,661B JURONG WEST ST 64,JURONG WEST,4 ROOM,90.0,83,16.0,17.25508,1.083822,5.0,0.292823,0.34728,14.0,3.0,450224.077,West
1.33599,103.70562,661B JURONG WEST ST 64,JURONG WEST,5 ROOM,110.0,81,16.0,17.25508,1.083822,5.0,0.292823,0.34728,14.0,3.0,556602.0,West
1.33599,103.72387,122 YUAN CHING RD,JURONG WEST,3 ROOM,61.0,56,18.0,15.354644,0.30333,4.0,0.970562,0.428658,13.0,2.0,265678.343,West
1.33607,103.69672,653B JURONG WEST ST 61,JURONG WEST,5 ROOM,111.0,84,21.0,18.195045,0.578639,3.0,0.180304,0.451946,12.0,1.0,535534.2,West
1.33608,103.70505,661C JURONG WEST ST 64,JURONG WEST,4 ROOM,91.0,82,17.0,17.317696,1.025938,5.0,0.301135,0.390803,16.0,3.0,469150.765776,West
1.33608,103.70505,661C JURONG WEST ST 64,JURONG WEST,5 ROOM,110.0,83,17.0,17.317696,1.025938,5.0,0.301135,0.390803,16.0,3.0,545177.4877500001,West
1.33611,103.7214,359 YUNG AN RD,JURONG WEST,4 ROOM,106.0,77,24.0,15.614521,0.16886,3.0,0.902682,0.537683,13.0,2.0,414082.03500000003,West
1.33611,103.7214,359 YUNG AN RD,JURONG WEST,5 ROOM,126.0,77,24.0,15.614521,0.16886,3.0,0.902682,0.537683,13.0,2.0,515044.4,West
1.33612,103.69829,654A JURONG WEST ST 61,JURONG WEST,5 ROOM,110.0,84,20.0,18.030722,0.576412,4.0,0.194511,0.617493,14.0,2.0,535396.4580000001,West
1.33615,103.72263,327 TAH CHING RD,JURONG WEST,4 ROOM,102.5,79,21.0,15.488764,0.21261,4.0,0.915958,0.553616,13.0,2.0,422997.16500000004,West
1.33615,103.72263,327 TAH CHING RD,JURONG WEST,5 ROOM,122.0,78,21.0,15.488764,0.21261,4.0,0.915958,0.553616,13.0,2.0,552892.29,West
1.33616,103.69794,654B JURONG WEST ST 61,JURONG WEST,5 ROOM,110.0,84,20.0,18.068919,0.56695,4.0,0.172111,0.578808,14.0,2.0,533907.744,West
1.33616,103.71978,362 YUNG AN RD,JURONG WEST,EXECUTIVE,147.0,77,16.0,15.78402,0.259976,3.0,0.905438,0.452681,12.0,1.0,612262.2000000001,West
1.33619,103.69579,988B JURONG WEST ST 93,JURONG WEST,4 ROOM,93.0,90,18.0,18.296621,0.588522,3.0,0.229486,0.352095,11.0,1.0,445976.8635,West
1.33619,103.69579,988B JURONG WEST ST 93,JURONG WEST,5 ROOM,110.0,89,18.0,18.296621,0.588522,3.0,0.229486,0.352095,11.0,1.0,520795.98050000006,West
1.33621,103.70418,660B JURONG WEST ST 64,JURONG WEST,4 ROOM,91.0,83,17.0,17.414044,0.938394,5.0,0.337915,0.466966,15.0,3.0,481193.2365,West
1.33621,103.70418,660B JURONG WEST ST 64,JURONG WEST,5 ROOM,110.0,82,17.0,17.414044,0.938394,5.0,0.337915,0.466966,15.0,3.0,578866.0800000001,West
1.33637,103.70322,660D JURONG WEST ST 64,JURONG WEST,4 ROOM,91.0,83,16.0,17.52072,0.84319,5.0,0.400886,0.557477,15.0,1.0,478065.87,West
1.33637,103.70322,660D JURONG WEST ST 64,JURONG WEST,5 ROOM,110.0,83,16.0,17.52072,0.84319,5.0,0.400886,0.557477,15.0,1.0,550826.4319999999,West
1.33638,103.72345,324 TAH CHING RD,JURONG WEST,4 ROOM,105.0,78,19.0,15.413685,0.29187,4.0,0.91496,0.491578,13.0,2.0,417500.625,West
1.33638,103.72345,324 TAH CHING RD,JURONG WEST,5 ROOM,122.0,77,19.0,15.413685,0.29187,4.0,0.91496,0.491578,13.0,2.0,502857.894,West
1.3364,103.70186,659C JURONG WEST ST 65,JURONG WEST,4 ROOM,90.0,83,18.0,17.664218,0.731631,4.0,0.522572,0.700361,15.0,0.0,443694.316,West
1.3364,103.70186,659C JURONG WEST ST 65,JURONG WEST,5 ROOM,110.0,82,18.0,17.664218,0.731631,4.0,0.522572,0.700361,15.0,0.0,543751.83,West
1.33641,103.70248,659D JURONG WEST ST 65,JURONG WEST,4 ROOM,91.0,83,14.0,17.599923,0.778857,4.0,0.4665,0.634297,15.0,1.0,459202.744,West
1.33641,103.70248,659D JURONG WEST ST 65,JURONG WEST,5 ROOM,110.0,83,14.0,17.599923,0.778857,4.0,0.4665,0.634297,15.0,1.0,542152.0,West
1.33641,103.72077,358 YUNG AN RD,JURONG WEST,5 ROOM,128.0,77,20.0,15.69178,0.218291,3.0,0.868106,0.471506,13.0,1.0,584188.0800000001,West
1.33649,103.69561,988A JURONG WEST ST 93,JURONG WEST,4 ROOM,94.0,90,21.0,18.325766,0.564053,3.0,0.225239,0.321143,11.0,1.0,439443.20187200006,West
1.33649,103.69561,988A JURONG WEST ST 93,JURONG WEST,5 ROOM,110.0,90,21.0,18.325766,0.564053,3.0,0.225239,0.321143,11.0,1.0,511585.43100000004,West
1.33649,103.70076,658B JURONG WEST ST 65,JURONG WEST,5 ROOM,111.0,83,21.0,17.783834,0.64615,4.0,0.401467,0.81725,15.0,0.0,508388.7020000001,West
1.33652,103.69449,987A JURONG WEST ST 93,JURONG WEST,4 ROOM,93.0,90,21.0,18.445377,0.615746,3.0,0.335592,0.207135,11.0,1.0,455407.68,West
1.33652,103.69449,987A JURONG WEST ST 93,JURONG WEST,5 ROOM,110.0,90,21.0,18.445377,0.615746,3.0,0.335592,0.207135,11.0,1.0,532111.512,West
1.33655,103.70458,661D JURONG WEST ST 64,JURONG WEST,4 ROOM,91.0,82,15.0,17.384131,0.953733,5.0,0.280364,0.409765,16.0,3.0,492352.896,West
1.33655,103.70458,661D JURONG WEST ST 64,JURONG WEST,5 ROOM,110.0,83,15.0,17.384131,0.953733,5.0,0.280364,0.409765,16.0,3.0,578866.0800000001,West
1.33659,103.69477,987B JURONG WEST ST 93,JURONG WEST,4 ROOM,93.0,89,22.0,18.418223,0.59325,3.0,0.303738,0.230612,11.0,1.0,479868.78,West
1.33659,103.69477,987B JURONG WEST ST 93,JURONG WEST,5 ROOM,112.0,90,22.0,18.418223,0.59325,3.0,0.303738,0.230612,11.0,1.0,526495.186192,West
1.33659,103.72019,363 YUNG AN RD,JURONG WEST,EXECUTIVE,146.0,75,17.0,15.759668,0.266377,3.0,0.852943,0.424078,14.0,1.0,649341.8500000001,West
1.3366,103.69538,987D JURONG WEST ST 93,JURONG WEST,4 ROOM,93.0,88,22.0,18.354532,0.562785,3.0,0.242095,0.292279,11.0,1.0,457955.04600000003,West
1.3366,103.69538,987D JURONG WEST ST 93,JURONG WEST,5 ROOM,110.0,88,22.0,18.354532,0.562785,3.0,0.242095,0.292279,11.0,1.0,532111.512,West
1.33662,103.69509,987C JURONG WEST ST 93,JURONG WEST,4 ROOM,93.0,88,22.0,18.385645,0.574024,3.0,0.269941,0.261595,11.0,1.0,466250.72,West
1.33662,103.69509,987C JURONG WEST ST 93,JURONG WEST,5 ROOM,110.0,88,22.0,18.385645,0.574024,3.0,0.269941,0.261595,11.0,1.0,536730.48,West
1.33663,103.7226,328 TAH CHING RD,JURONG WEST,4 ROOM,103.0,77,20.0,15.512119,0.256155,4.0,0.862939,0.585047,13.0,1.0,423509.649,West
1.33663,103.7226,328 TAH CHING RD,JURONG WEST,5 ROOM,121.0,78,20.0,15.512119,0.256155,4.0,0.862939,0.585047,13.0,1.0,565746.831,West
1.33664,103.6972,652C JURONG WEST ST 61,JURONG WEST,5 ROOM,110.0,84,25.0,18.16366,0.511065,3.0,0.105169,0.48671,14.0,1.0,510608.7400000001,West
1.33664,103.69799,652B JURONG WEST ST 61,JURONG WEST,5 ROOM,110.0,84,22.0,18.080708,0.514756,4.0,0.128381,0.572802,14.0,1.0,527888.349436,West
1.33666,103.70373,660C JURONG WEST ST 64,JURONG WEST,4 ROOM,91.0,83,17.0,17.477684,0.868529,5.0,0.336674,0.493292,16.0,3.0,502392.487,West
1.33666,103.70373,660C JURONG WEST ST 64,JURONG WEST,5 ROOM,110.0,83,17.0,17.477684,0.868529,5.0,0.336674,0.493292,16.0,3.0,567740.4310000001,West
1.33668,103.69833,652A JURONG WEST ST 61,JURONG WEST,5 ROOM,110.0,83,22.0,18.045833,0.516977,4.0,0.151056,0.609878,14.0,0.0,555497.673192,West
1.33682,103.72391,323 TAH CHING RD,JURONG WEST,4 ROOM,104.5,78,15.0,15.384318,0.363003,4.0,0.886257,0.485619,13.0,1.0,446513.9805,West
1.33682,103.72391,323 TAH CHING RD,JURONG WEST,5 ROOM,121.0,77,15.0,15.384318,0.363003,4.0,0.886257,0.485619,13.0,1.0,499508.5500000001,West
1.33683,103.72112,357 YUNG AN RD,JURONG WEST,4 ROOM,106.0,77,20.0,15.67322,0.2517,3.0,0.822208,0.455129,13.0,1.0,412125.75,West
1.33683,103.72112,357 YUNG AN RD,JURONG WEST,5 ROOM,128.5,75,20.0,15.67322,0.2517,3.0,0.822208,0.455129,13.0,1.0,526833.9325,West
1.33685,103.70048,658C JURONG WEST ST 65,JURONG WEST,5 ROOM,111.0,83,21.0,17.826435,0.595328,4.0,0.360766,0.840107,15.0,0.0,505058.645,West
1.33685,103.70104,658A JURONG WEST ST 65,JURONG WEST,5 ROOM,111.5,82,22.0,17.767459,0.633279,4.0,0.421831,0.77862,15.0,0.0,549006.0975,West
1.33685,103.70231,659A JURONG WEST ST 65,JURONG WEST,4 ROOM,91.0,83,15.0,17.633364,0.732332,4.0,0.459738,0.639537,15.0,1.0,429696.744,West
1.33685,103.70231,659A JURONG WEST ST 65,JURONG WEST,5 ROOM,110.0,83,15.0,17.633364,0.732332,4.0,0.459738,0.639537,15.0,1.0,552907.702,West
1.33688,103.72456,322 TAH CHING RD,JURONG WEST,4 ROOM,103.0,79,15.0,15.320741,0.422112,3.0,0.909273,0.444131,14.0,0.0,404387.58650000003,West
1.33688,103.72456,322 TAH CHING RD,JURONG WEST,5 ROOM,122.5,74,15.0,15.320741,0.422112,3.0,0.909273,0.444131,14.0,0.0,560716.2375,West
1.33689,103.69664,653A JURONG WEST ST 61,JURONG WEST,5 ROOM,110.0,84,27.0,18.231934,0.490509,3.0,0.107844,0.419971,14.0,1.0,523205.88000000006,West
1.33689,103.70274,662A JURONG WEST ST 64,JURONG WEST,4 ROOM,91.0,80,17.0,17.589935,0.765866,5.0,0.415406,0.592434,15.0,1.0,429617.892,West
1.33689,103.70274,662A JURONG WEST ST 64,JURONG WEST,5 ROOM,110.0,83,17.0,17.589935,0.765866,5.0,0.415406,0.592434,15.0,1.0,562168.02,West
1.33691,103.70198,659B JURONG WEST ST 65,JURONG WEST,4 ROOM,91.0,82,17.0,17.670269,0.70088,4.0,0.490983,0.674314,15.0,1.0,445145.3765,West
1.33691,103.70198,659B JURONG WEST ST 65,JURONG WEST,5 ROOM,110.0,83,17.0,17.670269,0.70088,4.0,0.490983,0.674314,15.0,1.0,540320.664,West
1.33696,103.69567,986C JURONG WEST ST 93,JURONG WEST,4 ROOM,93.0,89,25.0,18.336601,0.513517,3.0,0.196409,0.312421,12.0,1.0,464105.03099999996,West
1.33696,103.69567,986C JURONG WEST ST 93,JURONG WEST,5 ROOM,112.0,90,25.0,18.336601,0.513517,3.0,0.196409,0.312421,12.0,1.0,532809.12,West
1.33698,103.70428,662D JURONG WEST ST 64,JURONG WEST,5 ROOM,110.0,83,17.0,17.431843,0.899784,5.0,0.267468,0.424287,17.0,3.0,540024.2435000001,West
1.33698,103.71977,369 YUNG AN RD,JURONG WEST,EXECUTIVE,148.0,76,16.0,15.818514,0.328372,3.0,0.816031,0.366334,14.0,1.0,615424.1225,West
1.33702,103.70339,662B JURONG WEST ST 64,JURONG WEST,4 ROOM,91.0,83,17.0,17.526816,0.814485,5.0,0.345035,0.518798,15.0,3.0,472167.30700000003,West
1.33702,103.70339,662B JURONG WEST ST 64,JURONG WEST,5 ROOM,110.0,83,17.0,17.526816,0.814485,5.0,0.345035,0.518798,15.0,3.0,550805.904,West
1.33707,103.69794,651A JURONG WEST ST 61,JURONG WEST,4 ROOM,91.0,84,24.0,18.101457,0.466909,4.0,0.089422,0.561001,14.0,0.0,452782.155,West
1.33707,103.69826,651B JURONG WEST ST 61,JURONG WEST,4 ROOM,91.0,84,23.0,18.067513,0.472831,4.0,0.119308,0.59675,14.0,0.0,447984.212,West
1.33713,103.69511,986A JURONG WEST ST 93,JURONG WEST,4 ROOM,93.0,88,24.0,18.401736,0.522963,3.0,0.250921,0.247702,12.0,1.0,400753.44,West
1.33713,103.69511,986A JURONG WEST ST 93,JURONG WEST,5 ROOM,110.0,90,24.0,18.401736,0.522963,3.0,0.250921,0.247702,12.0,1.0,505354.59,West
1.33717,103.69553,986B JURONG WEST ST 93,JURONG WEST,4 ROOM,92.0,89,25.0,18.358947,0.497666,3.0,0.204311,0.29318,12.0,1.0,406238.91,West
1.33717,103.69553,986B JURONG WEST ST 93,JURONG WEST,5 ROOM,112.0,87,25.0,18.358947,0.497666,3.0,0.204311,0.29318,12.0,1.0,570930.36,West
1.33719,103.722,337C TAH CHING RD,JURONG WEST,4 ROOM,94.0,91,21.0,15.596727,0.292643,3.0,0.790571,0.49471,13.0,1.0,461673.735,West
1.33719,103.722,337C TAH CHING RD,JURONG WEST,5 ROOM,112.0,91,21.0,15.596727,0.292643,3.0,0.790571,0.49471,13.0,1.0,540989.805,West
1.33722,103.70076,658D JURONG WEST ST 65,JURONG WEST,5 ROOM,111.0,83,21.0,17.810151,0.582418,4.0,0.384954,0.803386,15.0,0.0,501425.73300000007,West
1.33727,103.72436,321 TAH CHING RD,JURONG WEST,4 ROOM,102.5,79,14.0,15.358082,0.433095,4.0,0.860236,0.492538,14.0,0.0,461241.765,West
1.33727,103.72436,321 TAH CHING RD,JURONG WEST,5 ROOM,121.0,79,14.0,15.358082,0.433095,4.0,0.860236,0.492538,14.0,0.0,592533.6240000001,West
1.33733,103.7216,337D TAH CHING RD,JURONG WEST,4 ROOM,94.0,92,22.0,15.644183,0.303468,3.0,0.769642,0.450667,13.0,1.0,461913.504,West
1.33733,103.7216,337D TAH CHING RD,JURONG WEST,5 ROOM,112.0,91,22.0,15.644183,0.303468,3.0,0.769642,0.450667,13.0,1.0,655588.932,West
1.33736,103.7196,368 CORPORATION DR,JURONG WEST,4 ROOM,103.0,79,17.0,15.851667,0.373626,3.0,0.777937,0.32026,14.0,1.0,424505.016,West
1.33736,103.7196,368 CORPORATION DR,JURONG WEST,5 ROOM,122.0,76,17.0,15.851667,0.373626,3.0,0.777937,0.32026,14.0,1.0,508563.81000000006,West
1.33745,103.7224,337B TAH CHING RD,JURONG WEST,3 ROOM,64.0,90,19.0,15.567252,0.331059,3.0,0.769958,0.511841,13.0,1.0,356316.09900000005,West
1.33745,103.7224,337B TAH CHING RD,JURONG WEST,4 ROOM,94.0,92,19.0,15.567252,0.331059,3.0,0.769958,0.511841,13.0,1.0,469772.0880000001,West
1.33748,103.70402,662C JURONG WEST ST 64,JURONG WEST,4 ROOM,91.0,82,17.0,17.478131,0.846251,5.0,0.259052,0.440213,17.0,3.0,475088.132,West
1.33748,103.70402,662C JURONG WEST ST 64,JURONG WEST,5 ROOM,110.0,83,17.0,17.478131,0.846251,5.0,0.259052,0.440213,17.0,3.0,574796.9085,West
1.33767,103.72415,330 TAH CHING RD,JURONG WEST,4 ROOM,103.0,79,15.0,15.395519,0.449281,4.0,0.811108,0.541141,14.0,0.0,449925.438976,West
1.33767,103.72415,330 TAH CHING RD,JURONG WEST,5 ROOM,122.5,79,15.0,15.395519,0.449281,4.0,0.811108,0.541141,14.0,0.0,530637.1275,West
1.3377,103.71915,367 CORPORATION DR,JURONG WEST,4 ROOM,102.0,79,14.0,15.912667,0.433577,3.0,0.753675,0.270238,15.0,1.0,438141.06,West
1.3377,103.71915,367 CORPORATION DR,JURONG WEST,5 ROOM,122.5,77,14.0,15.912667,0.433577,3.0,0.753675,0.270238,15.0,1.0,537355.947,West
1.3377,103.72279,337A TAH CHING RD,JURONG WEST,3 ROOM,64.0,92,17.0,15.537126,0.371881,4.0,0.75364,0.534433,13.0,1.0,342766.53750000003,West
1.3377,103.72279,337A TAH CHING RD,JURONG WEST,4 ROOM,94.0,92,17.0,15.537126,0.371881,4.0,0.75364,0.534433,13.0,1.0,504696.7734,West
1.33773,103.72018,365 CORPORATION DR,JURONG WEST,4 ROOM,102.0,79,19.0,15.806601,0.377358,3.0,0.728054,0.313856,13.0,1.0,412035.52,West
1.33773,103.72018,365 CORPORATION DR,JURONG WEST,5 ROOM,122.0,79,19.0,15.806601,0.377358,3.0,0.728054,0.313856,13.0,1.0,525322.956,West
1.33781,103.72218,338A TAH CHING RD,JURONG WEST,4 ROOM,94.0,92,19.0,15.60428,0.364303,3.0,0.725808,0.470038,13.0,1.0,481975.823,West
1.33785,103.72146,339A KANG CHING RD,JURONG WEST,3 ROOM,67.0,94,20.0,15.680273,0.361157,3.0,0.710776,0.40163,13.0,1.0,353745.3675,West
1.33785,103.72146,339A KANG CHING RD,JURONG WEST,4 ROOM,89.0,94,20.0,15.680273,0.361157,3.0,0.710776,0.40163,13.0,1.0,488408.36,West
1.33789,103.71968,366 CORPORATION DR,JURONG WEST,4 ROOM,102.0,78,19.0,15.865372,0.418552,3.0,0.718933,0.269915,14.0,1.0,445464.036,West
1.33789,103.71968,366 CORPORATION DR,JURONG WEST,5 ROOM,122.0,77,19.0,15.865372,0.418552,3.0,0.718933,0.269915,14.0,1.0,526024.6838720001,West
1.33794,103.69928,606 JURONG WEST ST 65,JURONG WEST,4 ROOM,95.0,83,24.0,17.991406,0.42282,4.0,0.222001,0.709948,14.0,1.0,485549.9575,West
1.33794,103.69928,606 JURONG WEST ST 65,JURONG WEST,5 ROOM,115.0,83,24.0,17.991406,0.42282,4.0,0.222001,0.709948,14.0,1.0,547676.3250000001,West
1.33794,103.69928,606 JURONG WEST ST 65,JURONG WEST,EXECUTIVE,133.0,83,24.0,17.991406,0.42282,4.0,0.222001,0.709948,14.0,1.0,650582.3999999999,West
