LATITUDE,LONGITUDE,address,town,flat_type,floor_area_sqm,remaining_lease,bus_within_0.5,cbd_distance,hawker_distance,mall_within_2.0,mrtlrt_distance,park_distance,school_within_2.0,supermarket_within_0.5,resale_price,region
1.27038,103.82324,43 TELOK BLANGAH RISE,BUKIT MERAH,3 ROOM,59.0,58,12.0,3.520932,0.286806,1.0,0.579399,0.337349,7.0,1.0,333821.76,Central
1.27092,103.82269,42 TELOK BLANGAH RISE,BUKIT MERAH,3 ROOM,59.0,58,13.0,3.551624,0.20856,1.0,0.619325,0.281634,8.0,1.0,333961.2,Central
1.27092,103.82269,42 TELOK BLANGAH RISE,BUKIT MERAH,5 ROOM,141.0,53,13.0,3.551624,0.20856,1.0,0.619325,0.281634,8.0,1.0,897145.98,Central
1.27141,103.81089,44 TELOK BLANGAH DR,BUKIT MERAH,3 ROOM,65.0,58,12.0,4.764171,0.37296,2.0,0.157097,0.764593,6.0,1.0,362321.19,Central
1.27146,103.82568,101 BT PURMEI RD,BUKIT MERAH,3 ROOM,69.0,65,16.0,3.223517,0.420426,2.0,0.814151,0.620641,8.0,1.0,390059.60250000004,Central
1.27146,103.82568,101 BT PURMEI RD,BUKIT MERAH,4 ROOM,93.0,65,16.0,3.223517,0.420426,2.0,0.814151,0.620641,8.0,1.0,569259.6,Central
1.27169,103.80985,46 TELOK BLANGAH DR,BUKIT MERAH,3 ROOM,65.0,55,13.0,4.865606,0.261997,3.0,0.123246,0.7256,5.0,1.0,345093.24000000005,Central
1.27175,103.82251,39 TELOK BLANGAH RISE,BUKIT MERAH,5 ROOM,117.0,58,11.0,3.533393,0.115634,1.0,0.705393,0.295709,9.0,1.0,632710.8300000001,Central
1.27176,103.80956,45 TELOK BLANGAH DR,BUKIT MERAH,2 ROOM,45.0,58,13.0,4.894753,0.233231,3.0,0.131481,0.699434,5.0,1.0,255820.719,Central
1.27191,103.82667,102 BT PURMEI RD,BUKIT MERAH,3 ROOM,75.0,66,16.0,3.103031,0.514708,3.0,0.920031,0.738421,8.0,1.0,433716.91500000004,Central
1.27191,103.82667,102 BT PURMEI RD,BUKIT MERAH,4 ROOM,106.0,64,16.0,3.103031,0.514708,3.0,0.920031,0.738421,8.0,1.0,594134.2270000001,Central
1.27204,103.8101,47 TELOK BLANGAH DR,BUKIT MERAH,3 ROOM,65.0,58,13.0,4.828588,0.261123,3.0,0.16653,0.75364,5.0,1.0,390724.74199999997,Central
1.27209,103.8255,103 BT PURMEI RD,BUKIT MERAH,3 ROOM,67.0,64,14.0,3.213462,0.382419,2.0,0.860123,0.617133,8.0,1.0,394056.74500000005,Central
1.27209,103.8255,103 BT PURMEI RD,BUKIT MERAH,4 ROOM,93.0,64,14.0,3.213462,0.382419,2.0,0.860123,0.617133,8.0,1.0,493861.3,Central
1.2721,103.82325,40 TELOK BLANGAH RISE,BUKIT MERAH,4 ROOM,82.0,58,15.0,3.442732,0.142874,1.0,0.761095,0.386263,9.0,1.0,434056.101,Central
1.2722,103.81106,49 TELOK BLANGAH DR,BUKIT MERAH,5 ROOM,123.0,58,13.0,4.720682,0.351473,3.0,0.231742,0.736809,6.0,1.0,715962.255,Central
1.27233,103.82221,38 TELOK BLANGAH RISE,BUKIT MERAH,3 ROOM,60.0,57,13.0,3.53986,0.043647,1.0,0.764916,0.307919,8.0,1.0,285740.52,Central
1.27235,103.81055,48 TELOK BLANGAH DR,BUKIT MERAH,5 ROOM,123.0,58,15.0,4.770481,0.293013,3.0,0.215191,0.718549,6.0,1.0,771294.2015760001,Central
1.2724,103.82083,31 TELOK BLANGAH RISE,BUKIT MERAH,3 ROOM,59.0,58,11.0,3.680483,0.147212,1.0,0.770463,0.230164,8.0,0.0,336134.24,Central
1.2724,103.82563,104 BT PURMEI RD,BUKIT MERAH,3 ROOM,75.0,66,13.0,3.186158,0.392043,2.0,0.897195,0.641932,9.0,1.0,392518.048,Central
1.2724,103.82563,104 BT PURMEI RD,BUKIT MERAH,4 ROOM,105.0,62,13.0,3.186158,0.392043,2.0,0.897195,0.641932,9.0,1.0,606189.701502,Central
1.27248,103.8247,105 BT PURMEI RD,BUKIT MERAH,3 ROOM,69.0,62,17.0,3.276689,0.288952,2.0,0.857043,0.550394,9.0,1.0,405992.5005,Central
1.27248,103.8247,105 BT PURMEI RD,BUKIT MERAH,4 ROOM,93.0,65,17.0,3.276689,0.288952,2.0,0.857043,0.550394,9.0,1.0,567684.645,Central
1.27267,103.82288,37 TELOK BLANGAH RISE,BUKIT MERAH,5 ROOM,117.0,58,14.0,3.457199,0.084574,1.0,0.81343,0.38822,9.0,1.0,682661.685,Central
1.27299,103.82025,30 TELOK BLANGAH RISE,BUKIT MERAH,3 ROOM,70.0,58,10.0,3.719237,0.209685,1.0,0.843023,0.284367,8.0,0.0,342866.83200000005,Central
1.27299,103.82563,106 BT PURMEI RD,BUKIT MERAH,3 ROOM,76.0,65,13.0,3.160205,0.391781,3.0,0.953755,0.667227,10.0,1.0,397913.04000000004,Central
1.27299,103.82563,106 BT PURMEI RD,BUKIT MERAH,4 ROOM,104.0,65,13.0,3.160205,0.391781,3.0,0.953755,0.667227,10.0,1.0,570930.36,Central
1.27302,103.82212,35 TELOK BLANGAH RISE,BUKIT MERAH,3 ROOM,60.0,55,14.0,3.521804,0.033845,1.0,0.839803,0.3588,8.0,1.0,285465.18,Central
1.27309,103.81014,50 TELOK BLANGAH DR,BUKIT MERAH,4 ROOM,98.0,59,18.0,4.793095,0.230442,3.0,0.281008,0.637879,5.0,1.0,549501.0,Central
1.2731,103.82451,107 BT PURMEI RD,BUKIT MERAH,3 ROOM,67.0,65,16.0,3.270725,0.269561,1.0,0.911204,0.563667,10.0,1.0,406268.33999999997,Central
1.2731,103.82451,107 BT PURMEI RD,BUKIT MERAH,4 ROOM,93.0,64,16.0,3.270725,0.269561,1.0,0.911204,0.563667,10.0,1.0,546183.1965000001,Central
1.27313,103.82166,32 TELOK BLANGAH RISE,BUKIT MERAH,3 ROOM,59.0,58,14.0,3.565821,0.068267,1.0,0.848847,0.341451,9.0,1.0,328983.9645,Central
1.27336,103.82535,108 BT PURMEI RD,BUKIT MERAH,3 ROOM,75.0,65,15.0,3.173712,0.366271,2.0,0.975183,0.658222,11.0,1.0,433687.485,Central
1.27336,103.82535,108 BT PURMEI RD,BUKIT MERAH,4 ROOM,104.0,66,15.0,3.173712,0.366271,2.0,0.975183,0.658222,11.0,1.0,587093.1000000001,Central
1.27348,103.80681,80B TELOK BLANGAH ST 31,BUKIT MERAH,3 ROOM,67.0,95,12.0,5.143028,0.091686,3.0,0.450529,0.5943,5.0,1.0,656790.3600000001,Central
1.27349,103.80723,80C TELOK BLANGAH ST 31,BUKIT MERAH,3 ROOM,68.0,95,13.0,5.097171,0.046403,3.0,0.426351,0.622289,5.0,1.0,634317.84,Central
1.27349,103.80723,80C TELOK BLANGAH ST 31,BUKIT MERAH,4 ROOM,93.0,95,13.0,5.097171,0.046403,3.0,0.426351,0.622289,5.0,1.0,855023.556,Central
1.27351,103.81015,51 TELOK BLANGAH DR,BUKIT MERAH,4 ROOM,92.0,60,17.0,4.781316,0.231814,3.0,0.327287,0.591219,5.0,1.0,520979.47200000007,Central
1.27352,103.82248,34 TELOK BLANGAH WAY,BUKIT MERAH,4 ROOM,82.0,58,14.0,3.465688,0.097476,1.0,0.898628,0.426555,10.0,1.0,452713.27200000006,Central
1.27357,103.83406,106 SPOTTISWOODE PK RD,BUKIT MERAH,5 ROOM,122.0,61,9.0,2.290333,1.068304,7.0,0.91294,1.129209,6.0,1.0,791541.9199999999,Central
1.2736,103.81194,54 TELOK BLANGAH DR,BUKIT MERAH,3 ROOM,73.0,60,17.0,4.585274,0.431653,3.0,0.413823,0.600746,7.0,1.0,406542.08999999997,Central
1.2736,103.81194,54 TELOK BLANGAH DR,BUKIT MERAH,4 ROOM,98.0,58,17.0,4.585274,0.431653,3.0,0.413823,0.600746,7.0,1.0,524427.7625,Central
1.27364,103.83642,110 SPOTTISWOODE PK RD,BUKIT MERAH,5 ROOM,121.0,61,10.0,2.063354,0.819833,7.0,0.759491,0.877376,6.0,0.0,799676.964,Central
1.27368,103.80658,80A TELOK BLANGAH ST 31,BUKIT MERAH,4 ROOM,95.0,95,13.0,5.162987,0.121642,3.0,0.433268,0.600451,5.0,1.0,879201.6,Central
1.2738,103.82706,110 BT PURMEI RD,BUKIT MERAH,3 ROOM,75.0,66,11.0,2.978589,0.562872,3.0,1.114102,0.849802,9.0,1.0,412609.86899999995,Central
1.2738,103.82706,110 BT PURMEI RD,BUKIT MERAH,4 ROOM,104.0,66,11.0,2.978589,0.562872,3.0,1.114102,0.849802,9.0,1.0,580102.64,Central
1.27384,103.83984,17 CANTONMENT CL,BUKIT MERAH,4 ROOM,90.0,82,13.0,1.745596,0.480832,8.0,0.660803,0.526107,6.0,3.0,857167.0800000001,Central
1.27384,103.83984,17 CANTONMENT CL,BUKIT MERAH,5 ROOM,110.0,84,13.0,1.745596,0.480832,8.0,0.660803,0.526107,6.0,3.0,996797.062,Central
1.27385,103.81125,52 TELOK BLANGAH DR,BUKIT MERAH,5 ROOM,118.0,58,17.0,4.653329,0.358792,3.0,0.398415,0.557828,6.0,1.0,706884.54,Central
1.27388,103.839,19 CANTONMENT CL,BUKIT MERAH,4 ROOM,90.0,84,16.0,1.814755,0.553127,8.0,0.655769,0.603907,6.0,0.0,778093.416,Central
1.27388,103.839,19 CANTONMENT CL,BUKIT MERAH,5 ROOM,110.0,84,16.0,1.814755,0.553127,8.0,0.655769,0.603907,6.0,0.0,962142.45,Central
1.2739,103.83942,18 CANTONMENT CL,BUKIT MERAH,3 ROOM,60.0,83,14.0,1.777531,0.513984,8.0,0.65199,0.562685,6.0,3.0,591085.1175,Central
1.2739,103.83942,18 CANTONMENT CL,BUKIT MERAH,4 ROOM,75.0,84,14.0,1.777531,0.513984,8.0,0.65199,0.562685,6.0,3.0,790059.349776,Central
1.2739,103.83942,18 CANTONMENT CL,BUKIT MERAH,5 ROOM,110.0,83,14.0,1.777531,0.513984,8.0,0.65199,0.562685,6.0,3.0,904478.646,Central
1.27392,103.84026,16 CANTONMENT CL,BUKIT MERAH,3 ROOM,60.0,85,13.0,1.704334,0.439787,7.0,0.656331,0.482597,5.0,4.0,554069.015,Central
1.27392,103.84026,16 CANTONMENT CL,BUKIT MERAH,4 ROOM,90.0,85,13.0,1.704334,0.439787,7.0,0.656331,0.482597,5.0,4.0,807537.0765,Central
1.27392,103.84026,16 CANTONMENT CL,BUKIT MERAH,5 ROOM,110.0,83,13.0,1.704334,0.439787,7.0,0.656331,0.482597,5.0,4.0,966189.84,Central
1.27393,103.82531,109 BT PURMEI RD,BUKIT MERAH,3 ROOM,74.0,66,15.0,3.154367,0.379925,2.0,1.030601,0.68847,11.0,1.0,411189.82200000004,Central
1.27393,103.82531,109 BT PURMEI RD,BUKIT MERAH,4 ROOM,104.0,64,15.0,3.154367,0.379925,2.0,1.030601,0.68847,11.0,1.0,587399.5049999999,Central
1.27395,103.80882,77 TELOK BLANGAH DR,BUKIT MERAH,3 ROOM,67.0,60,17.0,4.913503,0.097313,3.0,0.386726,0.574002,5.0,1.0,371857.57499999995,Central
1.27395,103.80882,77 TELOK BLANGAH DR,BUKIT MERAH,4 ROOM,92.0,55,17.0,4.913503,0.097313,3.0,0.386726,0.574002,5.0,1.0,552892.29,Central
1.27395,103.82087,28 TELOK BLANGAH RISE,BUKIT MERAH,3 ROOM,59.0,57,15.0,3.620485,0.194686,1.0,0.941056,0.397613,9.0,2.0,322829.16000000003,Central
1.27396,103.81215,55 TELOK BLANGAH DR,BUKIT MERAH,3 ROOM,73.0,60,17.0,4.552947,0.459793,3.0,0.45988,0.568871,7.0,1.0,401192.48,Central
1.27396,103.81215,55 TELOK BLANGAH DR,BUKIT MERAH,4 ROOM,98.0,58,17.0,4.552947,0.459793,3.0,0.45988,0.568871,7.0,1.0,524939.9465000001,Central
1.27403,103.83665,109 SPOTTISWOODE PK RD,BUKIT MERAH,5 ROOM,121.0,61,11.0,2.017741,0.779227,7.0,0.709024,0.838333,6.0,0.0,810412.5120000001,Central
1.27406,103.81042,65 TELOK BLANGAH DR,BUKIT MERAH,3 ROOM,67.0,60,16.0,4.736729,0.276051,3.0,0.392321,0.529017,6.0,1.0,383417.3885,Central
1.27406,103.81042,65 TELOK BLANGAH DR,BUKIT MERAH,4 ROOM,92.0,60,16.0,4.736729,0.276051,3.0,0.392321,0.529017,6.0,1.0,562030.895,Central
1.27413,103.80963,66 TELOK BLANGAH DR,BUKIT MERAH,5 ROOM,118.0,60,19.0,4.820648,0.189492,3.0,0.392853,0.530832,5.0,1.0,719803.17,Central
1.27414,103.82249,33 TELOK BLANGAH WAY,BUKIT MERAH,3 ROOM,59.0,58,15.0,3.442091,0.163211,1.0,0.967399,0.484509,10.0,1.0,311017.566,Central
1.27414,103.82249,33 TELOK BLANGAH WAY,BUKIT MERAH,5 ROOM,118.0,55,15.0,3.442091,0.163211,1.0,0.967399,0.484509,10.0,1.0,628960.26,Central
1.27424,103.82171,27 TELOK BLANGAH WAY,BUKIT MERAH,4 ROOM,82.0,57,15.0,3.520886,0.17397,1.0,0.971179,0.454825,9.0,2.0,438079.257,Central
1.27425,103.81243,56 TELOK BLANGAH HTS,BUKIT MERAH,4 ROOM,91.0,58,14.0,4.514927,0.496691,3.0,0.504331,0.549379,7.0,1.0,508347.609,Central
1.2743,103.81143,53 TELOK BLANGAH DR,BUKIT MERAH,5 ROOM,118.0,59,16.0,4.621636,0.390437,3.0,0.452,0.512365,7.0,1.0,684620.4600000001,Central
1.27438,103.80874,76 TELOK BLANGAH DR,BUKIT MERAH,2 ROOM,44.0,60,17.0,4.91116,0.10286,3.0,0.434813,0.532571,5.0,1.0,238654.085,Central
1.2744,103.82724,111 BT PURMEI RD,BUKIT MERAH,4 ROOM,104.0,66,12.0,2.935435,0.599648,3.0,1.179932,0.898284,9.0,1.0,569259.6,Central
1.2744,103.82724,111 BT PURMEI RD,BUKIT MERAH,5 ROOM,138.0,66,12.0,2.935435,0.599648,3.0,1.179932,0.898284,9.0,1.0,885795.6120000001,Central
1.27443,103.83488,104 SPOTTISWOODE PK RD,BUKIT MERAH,5 ROOM,121.5,58,11.0,2.163722,0.953597,7.0,0.781215,1.016793,6.0,1.0,808155.312,Central
1.27443,103.83967,11 CANTONMENT CL,BUKIT MERAH,3 ROOM,60.0,83,17.0,1.719218,0.458173,8.0,0.594536,0.510366,6.0,3.0,577793.358,Central
1.27443,103.83967,11 CANTONMENT CL,BUKIT MERAH,4 ROOM,90.0,83,17.0,1.719218,0.458173,8.0,0.594536,0.510366,6.0,3.0,790374.8400000001,Central
1.27443,103.83967,11 CANTONMENT CL,BUKIT MERAH,5 ROOM,110.0,83,17.0,1.719218,0.458173,8.0,0.594536,0.510366,6.0,3.0,1017798.163,Central
1.27447,103.82588,112 BT PURMEI RD,BUKIT MERAH,3 ROOM,74.0,67,13.0,3.074341,0.461321,3.0,1.111707,0.774438,11.0,1.0,414103.9536,Central
1.27447,103.82588,112 BT PURMEI RD,BUKIT MERAH,4 ROOM,103.0,67,13.0,3.074341,0.461321,3.0,1.111707,0.774438,11.0,1.0,592210.06,Central
1.27448,103.84007,12 CANTONMENT CL,BUKIT MERAH,3 ROOM,60.0,85,15.0,1.681059,0.417982,8.0,0.592603,0.468295,6.0,4.0,544661.6917999999,Central
1.27448,103.84007,12 CANTONMENT CL,BUKIT MERAH,4 ROOM,82.5,85,15.0,1.681059,0.417982,8.0,0.592603,0.468295,6.0,4.0,766252.6436999999,Central
1.27448,103.84007,12 CANTONMENT CL,BUKIT MERAH,5 ROOM,110.0,85,15.0,1.681059,0.417982,8.0,0.592603,0.468295,6.0,4.0,916236.88,Central
1.27451,103.81054,64 TELOK BLANGAH DR,BUKIT MERAH,3 ROOM,67.0,60,16.0,4.713453,0.295759,3.0,0.442907,0.479742,6.0,1.0,395706.521076,Central
1.27451,103.81054,64 TELOK BLANGAH DR,BUKIT MERAH,4 ROOM,92.0,58,16.0,4.713453,0.295759,3.0,0.442907,0.479742,6.0,1.0,555009.5,Central
1.27451,103.81054,64 TELOK BLANGAH DR,BUKIT MERAH,EXECUTIVE,163.0,56,16.0,4.713453,0.295759,3.0,0.442907,0.479742,6.0,1.0,973875.441,Central
1.27463,103.81259,57 TELOK BLANGAH HTS,BUKIT MERAH,4 ROOM,91.0,58,11.0,4.487976,0.522771,3.0,0.548711,0.518178,7.0,1.0,500941.8000000001,Central
1.27464,103.80963,67 TELOK BLANGAH DR,BUKIT MERAH,5 ROOM,118.0,60,18.0,4.808294,0.204229,3.0,0.448517,0.47629,5.0,1.0,696032.8495,Central
1.27466,103.83528,103 SPOTTISWOODE PK RD,BUKIT MERAH,5 ROOM,121.0,60,13.0,2.112171,0.903984,7.0,0.732798,0.967693,6.0,0.0,820163.421,Central
1.2747,103.84049,13 CANTONMENT CL,BUKIT MERAH,3 ROOM,60.0,85,18.0,1.629642,0.365967,8.0,0.575627,0.415914,5.0,4.0,566006.688,Central
1.2747,103.84049,13 CANTONMENT CL,BUKIT MERAH,4 ROOM,90.0,85,18.0,1.629642,0.365967,8.0,0.575627,0.415914,5.0,4.0,785786.43,Central
1.2747,103.84049,13 CANTONMENT CL,BUKIT MERAH,5 ROOM,110.0,85,18.0,1.629642,0.365967,8.0,0.575627,0.415914,5.0,4.0,973715.772,Central
1.27477,103.82693,113 BT PURMEI RD,BUKIT MERAH,4 ROOM,103.0,66,12.0,2.952767,0.582052,3.0,1.196902,0.890259,10.0,1.0,581909.7899999999,Central
1.27483,103.81094,63 TELOK BLANGAH HTS,BUKIT MERAH,3 ROOM,73.0,58,18.0,4.661458,0.348666,3.0,0.488548,0.446003,7.0,1.0,383803.62750000006,Central
1.27483,103.81094,63 TELOK BLANGAH HTS,BUKIT MERAH,4 ROOM,98.0,58,18.0,4.661458,0.348666,3.0,0.488548,0.446003,7.0,1.0,540499.9650000001,Central
1.2749,103.80894,75 TELOK BLANGAH DR,BUKIT MERAH,3 ROOM,67.0,60,17.0,4.877711,0.155099,3.0,0.485348,0.471794,5.0,1.0,379506.4,Central
1.2749,103.80894,75 TELOK BLANGAH DR,BUKIT MERAH,4 ROOM,92.0,58,17.0,4.877711,0.155099,3.0,0.485348,0.471794,5.0,1.0,495006.31293600006,Central
1.2749,103.80894,75 TELOK BLANGAH DR,BUKIT MERAH,5 ROOM,134.0,59,17.0,4.877711,0.155099,3.0,0.485348,0.471794,5.0,1.0,738529.344,Central
1.27492,103.81341,58 TELOK BLANGAH HTS,BUKIT MERAH,4 ROOM,91.0,57,11.0,4.39163,0.61826,4.0,0.630154,0.538156,8.0,0.0,520163.8520000001,Central
1.27507,103.82589,114 BT PURMEI RD,BUKIT MERAH,4 ROOM,103.0,66,12.0,3.05112,0.493879,3.0,1.172179,0.815582,11.0,1.0,557239.5660000001,Central
1.27507,103.82589,114 BT PURMEI RD,BUKIT MERAH,5 ROOM,133.5,67,12.0,3.05112,0.493879,3.0,1.172179,0.815582,11.0,1.0,813005.71,Central
1.27516,103.81014,68 TELOK BLANGAH HTS,BUKIT MERAH,4 ROOM,91.0,60,17.0,4.741061,0.280366,3.0,0.508084,0.410065,5.0,1.0,537992.07,Central
1.27525,103.81111,62 TELOK BLANGAH HTS,BUKIT MERAH,3 ROOM,73.0,58,17.0,4.633686,0.381532,3.0,0.537653,0.402901,7.0,1.0,413375.53949999996,Central
1.27525,103.81111,62 TELOK BLANGAH HTS,BUKIT MERAH,4 ROOM,98.0,55,17.0,4.633686,0.381532,3.0,0.537653,0.402901,7.0,1.0,546026.562,Central
1.2753,103.83921,9 CANTONMENT CL,BUKIT MERAH,3 ROOM,60.0,82,19.0,1.703415,0.46399,8.0,0.497816,0.525744,6.0,3.0,595039.721,Central
1.2753,103.83921,9 CANTONMENT CL,BUKIT MERAH,4 ROOM,90.0,84,19.0,1.703415,0.46399,8.0,0.497816,0.525744,6.0,3.0,844986.3300000001,Central
1.2753,103.83921,9 CANTONMENT CL,BUKIT MERAH,5 ROOM,110.0,84,19.0,1.703415,0.46399,8.0,0.497816,0.525744,6.0,3.0,999609.975,Central
1.27533,103.80732,93A TELOK BLANGAH ST 31,BUKIT MERAH,3 ROOM,68.0,95,14.0,5.044423,0.170952,3.0,0.589725,0.528963,5.0,1.0,753185.346,Central
1.27533,103.80732,93A TELOK BLANGAH ST 31,BUKIT MERAH,4 ROOM,93.0,95,14.0,5.044423,0.170952,3.0,0.589725,0.528963,5.0,1.0,907577.91,Central
1.27535,103.81359,59 TELOK BLANGAH HTS,BUKIT MERAH,4 ROOM,91.0,58,11.0,4.361388,0.604903,4.0,0.679587,0.513587,8.0,0.0,498678.22800000006,Central
1.27535,103.82695,115 BT PURMEI RD,BUKIT MERAH,4 ROOM,103.0,67,14.0,2.929182,0.524969,4.0,1.201733,0.928262,10.0,1.0,589998.12,Central
1.27535,103.82695,115 BT PURMEI RD,BUKIT MERAH,5 ROOM,138.0,67,14.0,2.929182,0.524969,4.0,1.201733,0.928262,10.0,1.0,866655.275,Central
1.27536,103.80878,74 TELOK BLANGAH HTS,BUKIT MERAH,5 ROOM,117.0,59,14.0,4.884116,0.185546,3.0,0.539292,0.431989,5.0,1.0,683291.415,Central
1.27541,103.82066,24 TELOK BLANGAH CRES,BUKIT MERAH,4 ROOM,82.0,57,12.0,3.596136,0.311955,1.0,1.103965,0.554697,9.0,1.0,449609.737152,Central
1.2755,103.8414,1 EVERTON PK,BUKIT MERAH,3 ROOM,72.0,62,19.0,1.495014,0.232309,8.0,0.508386,0.286422,5.0,5.0,477579.815,Central
1.2755,103.8414,1 EVERTON PK,BUKIT MERAH,5 ROOM,137.5,61,19.0,1.495014,0.232309,8.0,0.508386,0.286422,5.0,5.0,858090.7575000001,Central
1.27558,103.81031,69 TELOK BLANGAH HTS,BUKIT MERAH,4 ROOM,91.0,59,16.0,4.712426,0.321942,3.0,0.556736,0.361563,7.0,1.0,545841.1575,Central
1.27571,103.81201,61 TELOK BLANGAH HTS,BUKIT MERAH,3 ROOM,67.0,58,13.0,4.525139,0.493656,3.0,0.620158,0.383443,9.0,1.0,377337.792,Central
1.27571,103.81201,61 TELOK BLANGAH HTS,BUKIT MERAH,4 ROOM,81.0,54,13.0,4.525139,0.493656,3.0,0.620158,0.383443,9.0,1.0,475286.349384,Central
1.27574,103.80919,73 TELOK BLANGAH HTS,BUKIT MERAH,5 ROOM,117.0,60,14.0,4.831879,0.244763,3.0,0.573476,0.375178,5.0,1.0,714587.2050000001,Central
1.2758,103.83903,8 CANTONMENT CL,BUKIT MERAH,3 ROOM,60.0,82,19.0,1.689083,0.468846,8.0,0.444261,0.534391,6.0,1.0,563889.652,Central
1.2758,103.83903,8 CANTONMENT CL,BUKIT MERAH,4 ROOM,90.0,84,19.0,1.689083,0.468846,8.0,0.444261,0.534391,6.0,1.0,872864.6849999999,Central
1.2758,103.83903,8 CANTONMENT CL,BUKIT MERAH,5 ROOM,110.0,84,19.0,1.689083,0.468846,8.0,0.444261,0.534391,6.0,1.0,965385.1684999999,Central
1.276,103.81086,70C TELOK BLANGAH HTS,BUKIT MERAH,4 ROOM,93.0,95,17.0,4.643604,0.398176,3.0,0.611608,0.316989,8.0,1.0,869220.5625,Central
1.27608,103.81216,60 TELOK BLANGAH HTS,BUKIT MERAH,3 ROOM,67.0,58,13.0,4.500519,0.52647,3.0,0.664729,0.354599,9.0,1.0,376389.871,Central
1.27608,103.81216,60 TELOK BLANGAH HTS,BUKIT MERAH,4 ROOM,81.0,58,13.0,4.500519,0.52647,3.0,0.664729,0.354599,9.0,1.0,488214.324,Central
1.27608,103.81216,60 TELOK BLANGAH HTS,BUKIT MERAH,5 ROOM,134.0,56,13.0,4.500519,0.52647,3.0,0.664729,0.354599,9.0,1.0,688211.78,Central
1.27608,103.82084,23 TELOK BLANGAH CRES,BUKIT MERAH,4 ROOM,82.0,57,11.0,3.55786,0.282915,1.0,1.176646,0.630563,10.0,1.0,434105.79,Central
1.27612,103.80959,72 TELOK BLANGAH HTS,BUKIT MERAH,5 ROOM,117.0,60,15.0,4.78025,0.304876,3.0,0.61239,0.319723,6.0,1.0,684342.3659999999,Central
1.27634,103.81919,25 TELOK BLANGAH CRES,BUKIT MERAH,5 ROOM,117.0,56,14.0,3.728969,0.129435,2.0,1.228933,0.664511,10.0,1.0,705721.616,Central
1.27638,103.81137,70A TELOK BLANGAH HTS,BUKIT MERAH,3 ROOM,68.0,95,13.0,4.58009,0.468627,3.0,0.665872,0.288175,9.0,1.0,678528.774,Central
1.27638,103.81137,70A TELOK BLANGAH HTS,BUKIT MERAH,4 ROOM,93.0,95,13.0,4.58009,0.468627,3.0,0.665872,0.288175,9.0,1.0,901960.1745,Central
1.27653,103.80751,92A TELOK BLANGAH ST 31,BUKIT MERAH,3 ROOM,68.0,95,9.0,4.999747,0.293377,3.0,0.690705,0.423325,5.0,1.0,761530.89,Central
1.27656,103.81982,22 TELOK BLANGAH CRES,BUKIT MERAH,3 ROOM,64.5,57,12.0,3.655375,0.158812,1.0,1.240899,0.680842,10.0,1.0,330805.7475,Central
1.27663,103.8209,21 TELOK BLANGAH CRES,BUKIT MERAH,3 ROOM,65.0,57,12.0,3.537058,0.263822,1.0,1.237118,0.691803,10.0,1.0,351455.824,Central
1.27663,103.8209,21 TELOK BLANGAH CRES,BUKIT MERAH,5 ROOM,153.0,57,12.0,3.537058,0.263822,1.0,1.237118,0.691803,10.0,1.0,872864.72,Central
1.27666,103.80713,91A TELOK BLANGAH ST 31,BUKIT MERAH,4 ROOM,93.0,95,10.0,5.039787,0.317132,3.0,0.669814,0.45043,5.0,1.0,951392.016,Central
1.27667,103.83879,6 EVERTON PK,BUKIT MERAH,3 ROOM,72.0,62,16.0,1.662654,0.487269,9.0,0.352946,0.557081,7.0,1.0,516033.21,Central
1.27667,103.83879,6 EVERTON PK,BUKIT MERAH,5 ROOM,134.5,61,16.0,1.662654,0.487269,9.0,0.352946,0.557081,7.0,1.0,772881.925,Central
1.27668,103.83946,5 EVERTON PK,BUKIT MERAH,3 ROOM,72.0,62,21.0,1.59746,0.412731,8.0,0.344274,0.482656,7.0,1.0,485984.62,Central
1.27668,103.83946,5 EVERTON PK,BUKIT MERAH,5 ROOM,127.0,61,21.0,1.59746,0.412731,8.0,0.344274,0.482656,7.0,1.0,765154.2779999999,Central
1.27669,103.81887,26 TELOK BLANGAH CRES,BUKIT MERAH,5 ROOM,117.0,57,14.0,3.755783,0.078582,2.0,1.220004,0.710124,11.0,1.0,701923.398,Central
1.27675,103.81054,70B TELOK BLANGAH HTS,BUKIT MERAH,3 ROOM,68.0,95,13.0,4.663619,0.426461,3.0,0.687801,0.231715,8.0,2.0,675234.945,Central
1.27675,103.81054,70B TELOK BLANGAH HTS,BUKIT MERAH,4 ROOM,93.0,95,13.0,4.663619,0.426461,3.0,0.687801,0.231715,8.0,2.0,891675.1155000001,Central
1.27676,103.80853,86 TELOK BLANGAH HTS,BUKIT MERAH,4 ROOM,90.0,85,11.0,4.88467,0.320892,3.0,0.696016,0.322277,6.0,1.0,667922.4,Central
1.27676,103.80853,86 TELOK BLANGAH HTS,BUKIT MERAH,5 ROOM,110.5,85,11.0,4.88467,0.320892,3.0,0.696016,0.322277,6.0,1.0,833296.677,Central
1.27685,103.80995,84 TELOK BLANGAH HTS,BUKIT MERAH,5 ROOM,118.0,79,13.0,4.726686,0.3942,3.0,0.693843,0.230034,7.0,2.0,810313.8700000001,Central
1.27687,103.80815,87 TELOK BLANGAH HTS,BUKIT MERAH,4 ROOM,90.0,83,9.0,4.924017,0.327413,3.0,0.717282,0.344856,6.0,1.0,642296.6549999999,Central
