,private_lat,private_lon,school_lat,school_lon,distance
2826,1.36658957050066,103.867730205775,1.3699,103.8692,0.400934
2827,1.36678234485457,103.880125251863,1.3702,103.8771,0.506126
2828,1.36684918030179,103.868520332745,1.3699,103.8692,0.34572
2829,1.36691571671785,103.881894746832,1.3716,103.8829,0.529908
2830,1.36696966443935,103.866289171152,1.3699,103.8692,0.458178
2831,1.36697961260172,103.881171916817,1.3716,103.8829,0.545896
2832,1.36721799313032,103.877356276184,1.3702,103.8771,0.330966
2833,1.36727709259952,103.876501360155,1.3702,103.8771,0.329995
2834,1.36751127765712,103.878563702249,1.3702,103.8771,0.339005
2835,1.36761446171104,103.770432741837,1.3664,103.7671,0.394457
2836,1.36780011813342,103.866299664542,1.3699,103.8692,0.397613
2837,1.36785603651596,103.769076354996,1.3664,103.7671,0.272575
2838,1.36787751427939,103.88363449466,1.3716,103.8829,0.419651
2839,1.36790887029299,103.865148235046,1.3699,103.8692,0.501793
2840,1.36793371753278,103.879462740047,1.3702,103.8771,0.363231
2841,1.36793820007039,103.880027001443,1.3702,103.8771,0.410677
2842,1.36796109537611,103.876602975034,1.3702,103.8771,0.253671
2843,1.36797019834595,103.892635802385,1.367,103.8936,0.151733
2844,1.36800102584372,103.877970200848,1.3702,103.8771,0.261727
2845,1.36801293055975,103.769465768644,1.369,103.7668,0.316108
2846,1.36807973319298,103.887702386532,1.3716,103.8829,0.661175
2847,1.36811405585351,103.893029555595,1.367,103.8936,0.138583
2848,1.3682399094409,103.888940713812,1.367,103.8936,0.536342
2849,1.36828418727297,103.862803511916,1.3699,103.8692,0.733932
2850,1.36831113318985,103.892846308214,1.367,103.8936,0.167493
2851,1.36832364019818,103.882166255455,1.3716,103.8829,0.371372
2852,1.36849381331647,103.89911767534,1.3711,103.8959,0.459646
2853,1.36849628172236,103.970019150268,1.3724,103.963,0.892476
2854,1.36856100156132,103.893479966864,1.367,103.8936,0.173124
2855,1.36862660899055,103.893240842793,1.367,103.8936,0.18425
2856,1.36866078387096,103.887515018951,1.3716,103.8829,0.607789
2857,1.36877358881314,103.776059657834,1.3733,103.7695,0.885112
2858,1.36889804410344,103.95979978405,1.3664,103.9578,0.354722
2859,1.36893157314574,103.751420224364,1.3647,103.7507,0.474721
2860,1.36905208736507,103.768828339285,1.369,103.7668,0.225803
2861,1.36949474271547,103.751392712542,1.3647,103.7507,0.535754
2862,1.36951516897318,103.765201945383,1.3703,103.7665,0.168521
2863,1.36955714917919,103.827657960529,1.3673,103.8296,0.330155
2864,1.36972238096212,103.772285027359,1.3733,103.7695,0.502551
2865,1.36984201740928,103.776039105676,1.3733,103.7695,0.822061
2866,1.36987075010142,103.867524605858,1.3699,103.8692,0.186479
2867,1.37002543874443,103.84051981139,1.3695,103.8391,0.168351
2868,1.37003601708731,103.751091000503,1.3647,103.7507,0.591632
2869,1.37005249230226,103.832419794353,1.3686,103.8356,0.388656
2870,1.37026590756704,103.945204473783,1.375,103.9453,0.52358
2871,1.37029548329325,103.770537826947,1.3733,103.7695,0.351728
2872,1.3703043031814,103.848386313887,1.372,103.8518,0.423653
2873,1.37033365760834,103.946520522372,1.3672,103.949,0.442951
2874,1.37043807551875,103.765306437038,1.3703,103.7665,0.133704
2875,1.37044414424129,103.771374258434,1.3733,103.7695,0.378454
2876,1.37046017848118,103.829783874855,1.3673,103.8296,0.350035
2877,1.37057873873675,103.840247028767,1.3695,103.8391,0.174707
2878,1.37061123924069,103.751163029193,1.3647,103.7507,0.655663
2879,1.37073588285709,103.895120805047,1.3711,103.8959,0.095606
2880,1.37077523948031,103.831831266911,1.374,103.8343,0.450144
2881,1.37090145392594,103.83153556011,1.3673,103.8296,0.452754
2882,1.37090705499323,103.753066713389,1.3647,103.7507,0.735147
2883,1.37099041682599,103.771844994529,1.3733,103.7695,0.365137
2884,1.37102737896223,103.75112347987,1.3647,103.7507,0.701235
2885,1.37106155750371,103.828980042503,1.3673,103.8296,0.421617
2886,1.37111287542811,103.833066675717,1.374,103.8343,0.347498
2887,1.37114853939036,103.829802856635,1.3673,103.8296,0.42615
2888,1.37115324666442,103.839984961789,1.3695,103.8391,0.207649
2889,1.37118040177814,103.773149721976,1.3733,103.7695,0.46894
2890,1.37120910726776,103.776854712827,1.3733,103.7695,0.850517
2891,1.37128183000949,103.773328845452,1.3733,103.7695,0.481003
2892,1.37133275077356,103.82890315972,1.3673,103.8296,0.452614
2893,1.37140419385881,103.767646235825,1.3703,103.7665,0.176577
2894,1.37141634507612,103.943621458548,1.375,103.9453,0.438085
2895,1.37150158736384,103.945323459304,1.375,103.9453,0.386845
2896,1.37169767607082,103.833467249002,1.374,103.8343,0.270923
2897,1.37172659916808,103.839710506841,1.3695,103.8391,0.255409
2898,1.37174458857726,103.832631303347,1.374,103.8343,0.310939
2899,1.37175697361337,103.828179854072,1.3673,103.8296,0.517551
2900,1.37178480194116,103.752250256258,1.3647,103.7507,0.802174
2901,1.37184971189883,103.829880405898,1.3673,103.8296,0.504051
2902,1.37193811643768,103.769045721753,1.3733,103.7695,0.15885
2903,1.37193978723098,103.83960435957,1.3695,103.8391,0.275556
2904,1.37194467499453,103.764951864708,1.3703,103.7665,0.250512
2905,1.37200363141488,103.942219450967,1.375,103.9453,0.476766
2906,1.37213542855189,103.839025126117,1.3695,103.8391,0.291531
2907,1.37218341584864,103.830350940382,1.374,103.8343,0.483211
2908,1.37224069138989,103.829727801774,1.374,103.8343,0.544749
2909,1.37226141589565,103.768676452358,1.3733,103.7695,0.14693
2910,1.37233349665866,103.76417768473,1.3753,103.764,0.328616
2911,1.37243550668123,103.769531132423,1.3733,103.7695,0.095654
2912,1.37244915207035,103.940635779587,1.3767,103.9376,0.578856
2913,1.37250010531178,103.839963251759,1.3695,103.8391,0.345367
2914,1.37251416892516,103.827907135138,1.3673,103.8296,0.606556
2915,1.37258659094879,103.829602890074,1.374,103.8343,0.545594
2916,1.37281529879976,103.831104853901,1.374,103.8343,0.378943
2917,1.37294055562448,103.838913321064,1.3695,103.8391,0.381006
2918,1.37301159823673,103.829861906906,1.374,103.8343,0.505853
2919,1.37301868829433,103.772760072432,1.3733,103.7695,0.364137
2920,1.3730356977878,103.828002010473,1.3673,103.8296,0.658685
2921,1.37305038178647,103.902039407109,1.3753,103.9017,0.251603
2922,1.37305703366527,103.942459094386,1.375,103.9453,0.382248
2923,1.37313692581166,103.772558684793,1.3733,103.7695,0.340871
2924,1.37323596880833,103.771003676487,1.3733,103.7695,0.16749
2925,1.37338472472362,103.838512248838,1.3761,103.8357,0.433698
2926,1.37344018770058,103.940779151023,1.3777,103.9395,0.492069
2927,1.37345331724801,103.877373281034,1.3729,103.8747,0.30373
2928,1.37345340218445,103.827483490076,1.3673,103.8296,0.720028
2929,1.37355127564875,103.827272683384,1.3673,103.8296,0.738165
2930,1.37379483298163,103.940157628255,1.3767,103.9376,0.429197
2931,1.37379534150109,103.839318650403,1.3695,103.8391,0.47558
2932,1.37383591735897,103.763124764765,1.3753,103.764,0.188934
2933,1.37393257481075,103.901140296964,1.3753,103.9017,0.16353
2934,1.37395420297069,103.739420693564,1.3777,103.7417,0.485692
2935,1.37447287448697,103.90307048623,1.3753,103.9017,0.177839
2936,1.37460383882424,103.953736505213,1.3749,103.955,0.144374
2937,1.3752667219996,103.826652214663,1.374,103.8343,0.862553
2938,1.37539461680906,103.762846423505,1.3753,103.764,0.128804
2939,1.37544442670241,103.846817673413,1.378,103.846,0.296872
2940,1.37549641233976,103.833903324716,1.374,103.8343,0.171253
2941,1.37577531879135,103.902561278398,1.3753,103.9017,0.109314
2942,1.37591819779032,103.958797848133,1.3726,103.9595,0.375138
2943,1.37596230396663,103.75775275301,1.3753,103.764,0.699088
2944,1.37598403034978,103.831213807442,1.374,103.8343,0.407542
2945,1.37598905087877,103.831948115709,1.374,103.8343,0.341875
2946,1.37599314442815,103.903643859593,1.3753,103.9017,0.229504
2947,1.37623204899844,103.832608157639,1.374,103.8343,0.310426
2948,1.37623971198515,103.833395307863,1.3761,103.8357,0.256948
2949,1.37636681424593,103.757223707803,1.3753,103.764,0.763288
2950,1.37645034269114,103.757566801486,1.3753,103.764,0.727147
2951,1.37647034302247,103.959846533938,1.3726,103.9595,0.429697
2952,1.37653402370619,103.960777976088,1.3726,103.9595,0.457664
2953,1.37668248610963,103.82711945452,1.374,103.8343,0.85238
2954,1.37681338518036,103.834238335208,1.3761,103.8357,0.180783
2955,1.37681626395504,103.831763648658,1.374,103.8343,0.420295
2956,1.37687733971205,103.829712487518,1.374,103.8343,0.601557
2957,1.37695714547341,103.941637372458,1.3777,103.9395,0.251646
2958,1.37697290394125,103.751272385118,1.3816,103.7471,0.690929
2959,1.37713527068888,103.829018831624,1.374,103.8343,0.682359
2960,1.37725119687533,103.832128293007,1.3761,103.8357,0.417372
2961,1.37727987843588,103.960995134049,1.3726,103.9595,0.54357
2962,1.37728755480684,103.76343057748,1.3753,103.764,0.228727
2963,1.37740472725171,103.747280386228,1.3816,103.7471,0.464326
2964,1.37742779265615,103.959877225877,1.3726,103.9595,0.535481
2965,1.37753513487016,103.83421115951,1.3761,103.8357,0.229424
2966,1.37771148616043,103.747462093029,1.3816,103.7471,0.431856
2967,1.37773097821539,103.832815924087,1.3761,103.8357,0.368159
2968,1.37776271751871,103.957380821299,1.3749,103.955,0.412798
2969,1.3778540231339,103.956693393734,1.3749,103.955,0.377106
2970,1.37794304958658,103.758276899347,1.3838,103.7601,0.678668
2971,1.37811995342948,103.90229625161,1.3753,103.9017,0.318798
2972,1.37816740380988,103.957248234037,1.3749,103.955,0.439469
2973,1.37819479696272,103.747083682509,1.3816,103.7471,0.376534
2974,1.37821589199696,103.944105552322,1.375,103.9453,0.37963
2975,1.37822955941898,103.774915254169,1.3825,103.7738,0.488242
2976,1.37829380600619,103.959135610337,1.3749,103.955,0.593844
2977,1.37832548104782,103.943946455586,1.375,103.9453,0.397372
2978,1.37834985706372,103.95659135188,1.3749,103.955,0.420572
2979,1.3783509761617,103.956295113266,1.3749,103.955,0.407904
2980,1.3783716505621,103.959581718084,1.3749,103.955,0.638238
2981,1.37844431965523,103.835000639758,1.3761,103.8357,0.270655
2982,1.3785794514657,103.828375856327,1.374,103.8343,0.831305
2983,1.37861654539376,103.762615523169,1.3753,103.764,0.397778
2984,1.37889853918179,103.959628801553,1.3749,103.955,0.678854
