private_lat,private_lon,within_0.1,within_0.3,within_0.5,within_1,within_1.5,within_2.0
1.30025165988908,103.900823387238,0,0,0,3,7,11
1.30026689906653,103.861865589801,0,0,0,1,2,3
1.30029013610626,103.816057618756,0,0,0,2,4,9
1.3002919144993,103.900076038366,0,0,0,3,7,10
1.30032021915192,103.885097565645,0,1,1,3,4,9
1.30042006162394,103.845957552922,0,0,1,1,5,7
1.30045282136282,103.894115194029,0,0,0,8,14,20
1.30046079287146,103.901197702292,0,0,0,3,7,12
1.30046735366415,103.850556061949,0,1,1,2,4,6
1.30048444727684,103.828543729671,0,0,0,0,4,8
1.30058702249257,103.825348219964,0,0,0,0,4,6
1.30061340931524,103.898408751785,0,0,0,4,5,10
1.30069058142746,103.848129303731,0,1,1,1,4,6
1.30071467129046,103.825878139775,0,0,0,0,4,7
1.30075481851819,103.824657220538,0,0,0,0,5,8
1.30076378356785,103.852719817474,0,0,1,2,3,4
1.30090514949244,103.881931213593,0,1,1,2,4,8
1.30096741677905,103.817531028185,0,0,0,2,5,9
1.30097971132217,103.825085992454,0,0,0,0,4,7
1.30099403083671,103.888852616225,0,0,0,3,7,10
1.30106744301014,103.847993603538,0,1,1,1,4,6
1.30110712003236,103.901863418746,0,0,1,3,7,12
1.30116875572355,103.90393142906,0,0,0,3,7,11
1.30130775979664,103.900101371452,0,0,1,3,7,10
1.30137487211831,103.823810330672,0,0,0,0,4,8
1.30137638010264,103.898166752118,0,0,0,4,6,10
1.30147833178138,103.830778554467,0,0,0,0,3,8
1.30156333624985,103.847382274312,0,1,1,1,4,6
1.30158083491052,103.848507995671,0,1,1,1,4,6
1.30166188823652,103.853356123694,0,0,1,2,3,5
1.30167305661383,103.830028721396,0,0,0,0,2,8
1.30176812744062,103.817545955261,0,0,0,1,4,9
1.30192422299632,103.829083131892,0,0,0,0,2,9
1.30197836876806,103.839759023144,0,0,0,1,3,9
1.30198874054112,103.84833109795,0,1,1,1,4,6
1.30203939289866,103.846841997611,0,0,1,2,4,6
1.30204584534425,103.848101036366,0,0,1,1,4,6
1.30208598515708,103.849366883599,0,0,1,2,4,6
1.30210291004468,103.82843087768,0,0,0,0,2,8
1.30214949012418,103.900468223587,0,0,1,3,7,11
1.30220440131525,103.789907530412,0,0,2,3,6,7
1.30224327074302,103.85270021499,0,0,0,2,4,6
1.30224492422241,103.825475271495,0,0,0,0,3,7
1.30231590504573,103.862331661034,0,0,0,1,1,3
1.30231817080686,103.824973438871,0,0,0,0,3,7
1.30234468524969,103.847116002567,0,0,1,2,4,6
1.30234997893113,103.901267900768,0,0,1,3,7,12
1.30244010067902,103.846956513706,0,0,1,2,4,6
1.30244482459515,103.848554295862,0,0,1,1,4,6
1.30244590773606,103.847532468776,0,0,1,2,4,6
1.30251716129553,103.829469250792,0,0,0,0,2,8
1.30252103215856,103.848368211637,0,0,1,1,4,6
1.30258539390747,103.847229316271,0,0,1,2,4,6
1.30259284877615,103.829675836055,0,0,0,0,6,16
1.30263281181216,103.898397980442,0,0,1,4,9,10
1.30267872582258,103.849308090319,0,0,1,2,4,6
1.30269302592246,103.897868727484,0,0,1,4,7,10
1.3027712050447,103.865172134495,0,0,0,1,1,3
1.30277559201447,103.89862644703,0,0,1,4,9,10
1.30277612366385,103.846570976791,0,0,1,2,4,6
1.30280719548036,103.848840359826,0,0,1,2,4,6
1.30280768824406,103.900988897666,0,1,1,4,7,12
1.30282682267837,103.898355780325,0,0,1,4,9,10
1.30282839710937,103.826046096526,0,0,0,0,2,7
1.30284530720385,103.847903060812,0,0,1,2,4,6
1.30293407693154,103.826949603307,0,0,0,0,3,9
1.30308258890109,103.829026886185,0,0,0,0,2,9
1.30309676804772,103.846902022519,0,0,1,2,4,6
1.3031358658722,103.847735636923,0,0,1,2,4,6
1.30315428073007,103.829577548446,0,0,0,0,3,9
1.30315765162828,103.837978329965,0,0,0,2,6,16
1.30319452443647,103.829984906389,0,0,0,0,2,9
1.30319700466564,103.899267198543,0,1,1,4,8,10
1.30324012981857,103.846773407007,0,0,1,2,4,6
1.30325426296435,103.895931645799,0,0,1,4,7,10
1.30325877748306,103.828469246045,0,0,0,0,2,10
1.30326089932611,103.89995137284,0,1,1,4,7,10
1.30333338886977,103.824706692914,0,0,0,0,2,8
1.30335962300903,103.903885730249,0,0,1,6,7,13
1.30337367216933,103.838893008575,0,0,0,2,6,16
1.30343844307623,103.847611505264,0,0,1,2,4,6
1.30348685424971,103.837444387582,0,0,0,1,3,8
1.30360072008439,103.841116863266,0,0,0,2,4,9
1.30361026763408,103.838456864166,0,0,0,1,3,8
1.30361391565827,103.829242156982,0,0,0,0,2,9
1.30369521339223,103.823081041412,0,0,0,0,2,8
1.3037155308885,103.783858583197,0,2,4,4,6,10
1.30376655553905,103.830033474096,0,0,0,0,2,9
1.30378097367831,103.905465982943,0,0,0,4,9,11
1.30381233621834,103.903604161886,0,0,1,6,7,13
1.30383691559687,103.831707804361,0,0,0,0,2,10
1.30386371523131,103.904881841036,0,0,0,5,9,11
1.30392778337539,103.828770248549,0,0,0,0,1,9
1.30393835645617,103.861630792094,0,0,1,1,1,4
1.30395577762362,103.840804014831,0,0,0,1,4,8
1.30403985353689,103.905803196839,0,0,0,4,9,11
1.30407535521206,103.849184825415,0,0,0,3,4,7
1.30412794226718,103.806553669626,0,0,0,3,4,7
1.30414392147877,103.903040922862,0,0,1,6,7,13
1.30422334935226,103.837713806599,0,0,0,1,3,8
1.30432599904899,103.904051120306,0,0,1,6,7,13
1.30435494846521,103.848757878309,0,0,0,4,4,7
1.30441566746192,103.826079916568,0,0,0,0,1,10
1.30443903624951,103.893254430574,0,1,1,6,8,12
1.3044637897474,103.834005158524,0,0,0,1,2,9
1.30450883144843,103.905450923104,0,0,0,4,9,11
1.3045365321175,103.849640464785,0,0,0,3,4,7
1.30458763653548,103.906827291046,0,0,2,4,10,12
1.30460442730697,103.906603298066,0,0,0,4,10,12
1.30466347810957,103.826434239291,0,0,0,0,0,10
1.30467651590144,103.886139075525,0,0,1,4,8,9
1.30468470970714,103.901888571632,0,1,1,4,7,12
1.3047460376708,103.840877644324,0,0,1,1,4,8
1.30477434995815,103.83743185829,0,0,0,1,4,7
