private_lat,private_lon,within_0.1,within_0.3,within_0.5,within_1,within_1.5,within_2.0
1.28004529331829,103.840358673254,1,9,18,60,107,165
1.28004981255227,103.791212119976,0,0,8,25,62,117
1.28018119780699,103.784824737346,0,9,15,31,59,96
1.28034497999593,103.852143277672,0,5,11,38,89,149
1.28044977841284,103.789706962151,0,0,10,30,65,115
1.28045085325468,103.791454479903,0,0,4,25,63,120
1.28055328985473,103.789301855854,0,2,10,30,63,114
1.28070938808957,103.785323249072,1,8,15,36,60,100
1.28071178129837,103.788536382694,0,4,12,31,61,109
1.28076943504219,103.852658562152,0,5,11,36,89,150
1.28082397634044,103.790728746282,0,0,6,30,66,119
1.28089264727621,103.783859936983,3,7,15,33,61,92
1.28093474456197,103.849822465734,1,6,11,54,100,161
1.28094771760363,103.783546603867,1,7,14,33,61,93
1.28115860781557,103.787759973633,1,4,11,36,64,112
1.28119672755422,103.783478346718,1,8,13,35,61,96
1.28121740269934,103.787276447216,2,7,12,35,65,109
1.28122139862594,103.785348226184,1,8,15,36,62,104
1.28126269290763,103.784829581457,2,8,16,35,61,98
1.28154862924483,103.846472570061,0,3,18,62,109,167
1.28156004152174,103.785709595421,0,9,16,36,65,108
1.28162632104242,103.784869452404,2,8,17,36,65,99
1.28168659607272,103.786723137986,1,8,13,37,65,107
1.28186096037926,103.830562111061,0,2,8,49,118,186
1.28191631054644,103.785193046527,0,14,36,74,130,204
1.28191694352023,103.785707663012,0,8,17,40,66,107
1.28217914161626,103.78408271893,1,6,17,41,67,101
1.28220135422008,103.803023756097,0,4,8,28,94,172
1.2822425556884,103.830533720291,0,2,8,48,119,185
1.28224701621897,103.783453562772,0,7,16,39,69,103
1.28242083270185,103.783142732009,0,7,15,40,69,104
1.28251708251467,103.786910425377,0,5,12,44,66,117
1.28263588582996,103.83018632791,0,2,11,46,120,187
1.28273291506553,103.830114614569,0,2,11,45,120,187
1.28275382565309,103.785347646917,0,6,19,46,68,108
1.28276774449777,103.783347843305,0,6,18,43,69,105
1.28350589483745,103.834492752536,0,3,6,51,120,199
1.28401388660814,103.829756642021,0,3,9,47,117,193
1.28404487854559,103.842590753293,1,6,20,60,120,186
1.28434128785856,103.82912604887,0,4,9,47,114,199
1.28499003747026,103.82889598252,1,5,8,49,116,202
1.28519576156367,103.827677219577,1,3,10,47,115,199
1.28577009981805,103.843980122838,2,9,13,59,125,197
1.28705859767551,103.82778753198,0,4,10,56,108,204
1.28711875378192,103.78012942949,1,10,17,45,98,133
1.28759518939869,103.803397287789,0,5,11,42,99,182
1.28783491011902,103.778343299539,2,10,14,36,98,129
1.28813624894878,103.778115825202,2,9,14,35,98,132
1.28814297750701,103.848933996224,0,9,19,60,132,197
1.28827756141374,103.776938265689,0,8,16,34,97,130
1.28845742826023,103.777344346542,2,9,15,37,98,131
1.2884862000316,103.844049441363,0,4,18,58,126,212
1.2885136991527,103.776626436441,1,7,16,34,97,133
1.28912345558753,103.775586391917,1,7,14,39,91,133
1.28948198551176,103.830085402755,0,4,15,48,101,206
1.28954829330892,103.777089281289,2,8,15,43,104,136
1.28956836796791,103.777381479121,2,8,16,44,106,140
1.2896097164683,103.841276389346,0,2,13,52,121,213
1.28969004585591,103.805470415063,0,5,19,55,104,173
1.28973648594562,103.774357517912,2,7,11,37,85,135
1.28983034198102,103.831843416909,1,6,14,47,109,199
1.28984245033113,103.778075197163,0,7,13,46,106,142
1.28998869553165,103.84921712944,2,10,20,65,137,203
1.29008339576408,103.839199219609,0,4,9,51,123,205
1.29021050421929,103.83756182148,0,3,10,46,111,208
1.29025396483741,103.805847898387,0,6,19,57,103,171
1.29026307473852,103.837158903917,0,2,10,43,109,202
1.29050566271653,103.822587341402,0,6,15,49,117,194
1.29054692058657,103.774606037683,1,7,10,43,88,141
1.29055340203602,103.81563289788,0,8,23,63,114,189
1.29056999681587,103.819000781728,0,8,16,64,117,191
1.29063353352349,103.776535477463,0,4,12,47,100,140
1.29072529149112,103.772114454747,0,6,13,43,79,132
1.29078080113526,103.837445495482,0,2,9,44,114,204
1.29087074155662,103.770066563415,0,6,16,34,64,114
1.2908847377725,103.774319608719,0,6,10,42,88,141
1.29092617225007,103.839799908617,0,3,10,52,117,207
1.29093691491922,103.838346278046,0,4,8,46,118,203
1.29094473172583,103.817000115258,2,6,20,60,113,190
1.29096399148778,103.817989855708,2,8,19,64,114,190
1.29106611229714,103.834498891605,1,5,11,45,106,190
1.29111208915593,103.837821344301,0,2,9,43,113,203
1.29123419998705,103.76933030729,2,6,15,34,63,110
1.29128650817015,103.840480166834,0,3,11,50,115,207
1.29130379243474,103.807350978054,2,6,17,60,104,166
1.29139945043899,103.768850992913,4,6,14,34,64,108
1.291713191569,103.77267554879,0,4,13,43,83,137
1.29173359502464,103.836971346231,0,1,10,46,110,200
1.29178256323639,103.806959431601,0,5,15,60,106,167
1.29181865625912,103.82516074139,0,5,10,51,114,184
1.29182877953015,103.818366893396,1,4,17,60,114,189
1.29188373587958,103.838945567915,0,1,11,49,115,202
1.29190158107128,103.807074456517,0,5,16,60,107,165
1.29198111835787,103.834261909893,0,5,14,45,101,190
1.29204406249352,103.815997544385,0,7,16,61,111,193
1.29206977583825,103.770697277565,1,7,18,41,71,128
1.29213320015397,103.838064913731,0,0,11,45,118,197
1.29231808426578,103.772313180824,0,4,18,49,83,134
1.29245276616102,103.825246918432,0,5,11,50,113,181
1.29263680036305,103.830568078703,0,5,16,43,96,183
1.29269478978815,103.820411467009,0,2,10,52,116,183
1.29273043457202,103.842248021629,0,7,13,51,122,209
1.2927319871783,103.842250095411,1,7,13,51,122,209
1.29282033122383,103.823531934289,0,2,8,50,125,182
1.29284587464583,103.767042084341,0,8,17,38,63,108
1.29285140857469,103.83976315039,0,1,9,49,114,203
1.29291188755951,103.825071632136,0,4,11,46,115,180
1.29292466927167,103.830887199295,0,6,16,42,99,185
1.29293391960903,103.833590038162,0,4,13,45,100,191
1.29293899351003,103.821693138843,0,2,7,49,118,179
1.29294488391215,103.840702054687,1,4,11,53,113,204
1.29298775382221,103.851046829843,1,10,23,78,133,190
1.29299604681606,103.805665563173,1,9,16,57,105,163
1.29299712825208,103.823117678437,0,2,7,50,121,183
1.29309229152325,103.840538564538,1,4,11,52,111,202
1.29332852822898,103.840372139235,0,4,11,51,113,203
1.2933749977748,103.825400484885,0,3,10,42,112,177
1.29344961581056,103.838888915765,0,3,9,45,113,205
1.2934966639073,103.8381049101,0,0,6,45,112,200
1.29363933147639,103.823498620439,0,0,7,48,121,177
1.29369535258683,103.833117155291,1,6,15,45,95,186
1.29371299301174,103.822816592224,0,0,7,51,121,178
1.29371532764206,103.837276710508,0,2,7,48,106,192
1.29379977411151,103.839422092697,0,3,10,45,113,199
1.29380093107283,103.842145033288,2,6,11,55,119,207
1.29382795290584,103.768246406229,0,9,21,43,67,122
1.29384907556166,103.821581749873,0,0,4,51,117,177
1.2938786701989,103.830207410891,1,6,17,44,99,176
1.29389339488957,103.824089158096,0,2,7,48,112,174
1.29404275502161,103.826067811629,1,4,10,42,109,173
1.2940922282272,103.818107585883,0,3,11,52,113,177
1.29409446498063,103.822715554852,0,0,7,49,119,175
1.29414630960587,103.826988034433,0,5,10,43,107,174
1.29416191303506,103.838428107883,0,2,7,47,109,203
1.29425888278719,103.840800556526,0,5,11,49,117,204
1.29434105033385,103.828440282424,2,6,14,43,106,168
1.29435864739002,103.766475212511,2,8,16,38,61,112
1.29438518375248,103.8560297971,1,11,22,72,125,172
1.29444086463021,103.822941344979,0,0,7,48,116,175
1.29446098581955,103.8276209036,0,5,11,45,107,169
1.29449097781879,103.822065328522,0,0,5,49,112,176
1.29451193637718,103.826758235545,0,4,11,43,107,169
1.29456208085487,103.827368709132,0,5,11,44,106,168
1.29464541913191,103.767167582575,2,10,21,44,67,118
1.29467540422297,103.766421148823,1,8,19,40,63,112
1.29473553604742,103.818989337771,0,0,7,51,113,178
1.29474611826682,103.806830290183,0,7,18,56,104,160
1.29477172447814,103.83769330846,0,4,5,48,106,195
1.29480058255914,103.821972023459,0,0,4,49,111,174
1.2948480383694,103.827548220413,0,5,13,43,106,168
1.29488382877099,103.828087328414,2,5,14,42,105,169
1.29488940916719,103.816655765912,1,5,11,44,109,179
1.29489158756341,103.829699558094,1,5,15,40,103,168
1.2949260365119,103.838947184938,0,2,7,44,109,197
1.29506595555146,103.827422791277,0,5,12,41,107,169
1.29510458679803,103.828511352677,2,5,14,39,105,165
1.29510639772836,103.837908586809,0,4,5,43,104,193
1.29520286174263,103.836921549212,0,3,6,45,102,190
1.29522123322474,103.827149602901,0,5,12,40,107,170
1.29523854569476,103.831012386123,0,9,11,43,100,167
1.29530425710738,103.842749479779,0,5,12,50,121,207
1.29531113116987,103.828936725741,3,5,14,40,106,162
1.2953224949112,103.827818619662,1,5,13,41,102,167
1.2953415799343,103.839844385683,2,2,11,41,108,201
1.29537368057774,103.826206382484,0,4,10,38,107,165
1.29537581262615,103.828484302476,2,5,14,40,105,164
1.29538639198638,103.835849138309,2,2,8,47,95,189
1.29549744673762,103.834969393898,0,4,8,51,90,183
1.29551395924241,103.838907866844,2,3,7,41,111,193
1.29560520303559,103.829406938324,1,6,14,41,102,157
1.29563102657533,103.841615089993,0,7,12,46,114,206
1.29565503085263,103.827070437349,0,5,12,40,106,168
1.2956665859268,103.82885975081,2,5,15,41,104,163
1.29570410515931,103.839811752808,2,2,11,41,111,199
1.29570993713335,103.827568387283,0,5,12,41,103,169
1.29571705287656,103.839861034802,2,2,11,41,109,199
1.29573433474414,103.806030198974,1,5,14,48,101,158
1.29576313642746,103.766122279701,1,7,19,43,67,113
1.29578197832221,103.832416192541,2,5,13,43,93,172
1.29586840547876,103.829376171741,1,6,15,41,100,158
1.29593645811863,103.829849815157,1,8,14,42,101,158
1.29596220092847,103.82905159539,1,6,15,41,99,159
1.2959707477639,103.871750424041,0,4,6,13,42,113
1.29598965078724,103.841261930523,0,4,11,43,113,203
1.29602981016717,103.82855385728,0,4,13,41,103,164
1.29610970657652,103.838506457383,1,4,8,43,108,191
1.29612371629415,103.837596960133,0,4,6,45,98,189
1.29613986111385,103.827231791683,0,3,11,39,104,168
1.29614347977247,103.836292454037,2,2,9,46,96,187
1.29617714762777,103.836877654727,1,3,7,47,96,190
1.29618311474759,103.820152358579,0,0,1,45,108,174
1.29619653746501,103.840873204577,0,3,12,41,115,204
1.29635617157406,103.837991072981,0,4,6,43,101,193
1.29639111945043,103.834694192111,0,4,9,48,90,179
1.29640300522907,103.829758292446,0,7,14,42,97,153
1.29644995684098,103.834439535286,0,4,9,46,89,179
1.29653126696943,103.893419027469,0,1,7,23,45,82
1.29653976819631,103.828864101631,0,6,14,42,97,160
1.29658018008284,103.840472332291,0,2,13,38,114,204
1.29659578899507,103.842393872828,0,4,14,43,118,205
1.29660443035383,103.838842474051,1,3,7,41,108,195
1.29660974425015,103.867069174269,0,3,3,26,76,141
1.29662403708868,103.874304548932,0,4,5,15,38,100
1.29667456790547,103.884526110892,0,4,6,21,42,78
1.29668185515836,103.889100113074,0,2,6,20,45,83
1.29670488898903,103.872450354218,2,2,6,13,46,114
1.29671864134885,103.838173259745,0,4,7,43,104,192
1.29673208730621,103.87063419752,0,4,5,15,55,119
1.29673744760827,103.833005715415,2,3,10,44,90,172
1.29673926775369,103.842701828398,0,4,13,45,119,206
1.29676382657394,103.82541109754,0,1,10,43,101,165
1.29677202648703,103.800712927589,0,5,12,48,90,176
1.29679910840731,103.83459713454,0,4,8,46,90,174
1.29680380852127,103.889925944761,1,2,5,22,47,88
1.2968140340697,103.767536280823,2,8,18,48,71,127
1.29688446089582,103.888584074842,1,2,8,22,49,84
1.29689177042354,103.839840675332,0,2,12,35,115,200
1.29693793396578,103.892708682576,0,2,8,23,47,87
1.29695100013987,103.765436140212,0,8,14,41,72,116
1.29698675340218,103.836737477578,0,2,8,49,90,189
1.29704864771761,103.88764477781,0,1,8,19,49,85
1.29707979825852,103.856398852446,4,10,29,79,123,179
1.29717525117902,103.836032712174,0,2,8,46,88,184
1.29719285545648,103.837470929944,0,4,9,45,95,189
1.29727294661043,103.838940257017,0,2,10,41,107,194
1.29728166021583,103.834690606647,0,4,8,44,88,176
1.29732760228353,103.83322191012,0,3,11,42,89,169
1.29734197095829,103.8367416335,0,2,8,49,88,186
1.29737860639544,103.843222328094,1,4,13,46,118,208
1.29740753807852,103.875438146635,2,2,9,17,45,97
1.29741708512545,103.843201150392,1,3,13,46,118,208
1.29750880469903,103.836268849611,0,2,8,46,88,184
1.29751430565974,103.874514479809,0,4,8,15,44,101
1.29752089480499,103.766331687461,0,8,19,48,74,123
1.29757037590242,103.872271395271,2,2,6,13,54,119
1.29758995084157,103.839605280604,0,3,12,35,108,195
1.29763848883386,103.837696742648,0,4,8,45,95,187
1.29768110596317,103.889729287279,0,2,7,22,49,92
1.2976926630287,103.89444607007,0,2,10,23,52,90
1.29775245086994,103.856949531399,2,11,29,80,121,180
1.29783147778951,103.886178949925,0,3,10,19,47,90
1.29785385412228,103.84223562088,0,4,14,35,116,202
1.29786642836796,103.839893726083,0,4,11,34,111,196
1.29787108350456,103.835056333202,0,3,7,42,87,177
1.29793589010719,103.836437562021,0,3,10,43,90,179
1.29796800700412,103.838408057882,0,3,10,39,102,189
1.29806237939926,103.838019065206,0,2,10,40,98,189
1.29810982307445,103.827712685178,0,4,9,46,92,157
1.29811494090056,103.887990324917,0,3,8,23,53,90
1.29822173117014,103.896272689582,2,4,10,24,53,95
1.29825202663281,103.887049335154,0,5,8,21,53,92
1.29825892605471,103.76504947778,0,6,13,44,80,120
1.29828159353819,103.842786822646,0,5,13,41,116,205
1.29829067681172,103.833377647901,0,6,30,135,264,492
1.29831083277688,103.856652273902,1,12,29,80,120,179
1.29831388043611,103.834269820035,0,1,9,42,86,169
1.2983271637053,103.893447598793,0,3,10,25,53,95
1.29835870412523,103.840267883954,0,6,9,34,112,196
1.29837994307162,103.832190331692,0,4,12,45,87,156
1.29840164434192,103.835357288285,0,2,9,42,83,180
1.29843407033814,103.824518766243,0,4,5,41,94,157
1.29843730060613,103.884408021083,0,4,9,25,53,96
1.29850482255037,103.825566227543,0,4,6,43,92,153
1.29853287675519,103.836926078416,0,3,11,39,88,184
1.29858791034804,103.88619459663,1,4,9,21,53,95
1.29858926583677,103.856405058091,0,13,28,80,121,179
1.29859128385275,103.88788362263,0,6,8,23,55,91
1.29864589931753,103.765644018841,0,6,15,47,80,125
1.2986681768518,103.841687375699,0,4,12,32,117,203
1.29868831359876,103.884853403453,2,5,8,25,54,96
1.29872414233917,103.897227038286,1,5,10,26,55,99
1.29874865744547,103.840315207211,0,4,9,31,111,193
1.29876714993881,103.831774344575,0,3,11,44,86,146
1.29877526009797,103.888517626802,0,4,9,24,60,98
1.29878089230657,103.826677483859,2,3,10,41,87,156
1.29881700010487,103.887872844083,0,7,8,24,57,93
1.29884376283001,103.883834793855,0,4,9,28,50,96
1.29884647201804,103.837351959315,0,2,10,38,90,181
1.29884698729343,103.764917692526,1,5,15,43,79,121
1.29886131925695,103.898522862752,0,4,12,26,54,104
1.29897474563265,103.899038172699,0,4,12,26,54,109
1.29898398400724,103.834268439755,0,1,9,40,84,165
1.29905394548315,103.899416943562,0,2,11,26,55,113
1.29906600768056,103.832068608699,0,2,13,45,87,151
1.29906764002132,103.836832037459,0,2,10,38,90,178
1.29913857279489,103.884875985914,2,6,10,25,55,98
1.29916295967817,103.857859536947,2,11,24,76,115,176
1.29916779999053,103.83342756799,0,0,10,40,87,162
1.29918111738579,103.883828609398,0,4,10,28,51,96
1.29924811981195,103.841708895435,0,3,11,32,113,201
1.29928948887162,103.888693485053,0,3,9,27,61,103
1.29938809850778,103.836959088792,0,3,11,38,93,176
1.29941839079516,103.836188710546,0,1,8,41,84,175
1.29942281142325,103.834776774582,0,1,12,38,82,170
1.2994464420761,103.826792238545,2,3,9,40,85,154
1.2995172080842,103.802806930224,2,8,11,44,89,167
1.29953088366934,103.899817468941,0,4,11,27,56,116
1.29955807704199,103.901523915554,0,3,9,29,57,113
1.29959462338254,103.88872582337,0,5,9,30,63,105
1.29962292549867,103.883776609641,0,4,10,29,54,98
1.29962978981916,103.898114344383,0,3,14,28,56,110
1.29965226936589,103.898829231978,0,5,12,28,57,113
1.29975694405753,103.860668666503,1,7,19,65,110,174
1.29978083020794,103.828489156121,1,4,9,43,78,150
1.29980838493639,103.898492758597,0,5,14,29,58,116
1.2998091733077,103.846962853661,0,5,13,58,120,207
1.29983720291661,103.888741199114,1,5,10,32,63,108
1.29997909930352,103.825522814492,0,4,7,38,82,146
1.29999561489039,103.89896560804,0,6,15,29,60,120
1.30007748050778,103.8939354985,0,5,9,29,63,107
1.30007817721437,103.898011959706,1,5,14,29,61,115
1.30013291374093,103.88876823652,2,5,10,31,63,108
1.30014492491193,103.849871241878,0,7,20,64,129,201
1.30025165988908,103.900823387238,0,3,9,31,61,122
1.30026689906653,103.861865589801,1,7,14,58,106,167
1.30029013610626,103.816057618756,0,2,5,32,84,157
1.3002919144993,103.900076038366,0,5,11,29,60,125
1.30032021915192,103.885097565645,0,4,10,29,61,103
1.30042006162394,103.845957552922,0,3,11,49,115,209
1.30045282136282,103.894115194029,0,10,20,62,128,224
1.30046079287146,103.901197702292,0,3,11,32,63,127
1.30046735366415,103.850556061949,1,10,22,68,128,196
1.30048444727684,103.828543729671,0,5,11,43,77,152
1.30058702249257,103.825348219964,0,4,9,40,81,142
1.30061340931524,103.898408751785,0,6,15,33,62,121
1.30069058142746,103.848129303731,0,4,14,56,121,208
1.30071467129046,103.825878139775,0,4,10,40,80,140
1.30075481851819,103.824657220538,2,3,10,36,81,142
1.30076378356785,103.852719817474,2,9,26,69,132,191
1.30090514949244,103.881931213593,0,0,11,29,55,110
1.30096741677905,103.817531028185,0,3,4,28,80,159
1.30097971132217,103.825085992454,0,4,10,37,77,140
1.30099403083671,103.888852616225,2,4,10,31,68,116
1.30106744301014,103.847993603538,0,3,14,54,124,210
1.30110712003236,103.901863418746,1,4,13,33,65,130
1.30116875572355,103.90393142906,0,3,11,36,73,121
1.30130775979664,103.900101371452,0,5,15,37,67,130
1.30137487211831,103.823810330672,1,3,12,34,80,138
1.30137638010264,103.898166752118,1,5,15,36,65,127
1.30147833178138,103.830778554467,0,4,12,39,75,142
1.30156333624985,103.847382274312,0,1,11,52,119,212
1.30158083491052,103.848507995671,0,3,15,56,124,213
1.30166188823652,103.853356123694,0,9,22,71,134,191
1.30167305661383,103.830028721396,1,4,14,40,75,145
1.30176812744062,103.817545955261,0,3,4,28,72,154
1.30192422299632,103.829083131892,0,3,12,41,74,147
1.30197836876806,103.839759023144,0,5,7,29,101,190
1.30198874054112,103.84833109795,0,2,13,53,123,212
1.30203939289866,103.846841997611,0,0,8,46,115,207
1.30204584534425,103.848101036366,0,2,13,53,122,212
1.30208598515708,103.849366883599,0,3,18,59,123,212
1.30210291004468,103.82843087768,0,4,11,41,73,146
1.30214949012418,103.900468223587,1,6,14,39,71,135
1.30220440131525,103.789907530412,0,3,7,56,106,171
1.30224327074302,103.85270021499,0,6,20,69,131,198
1.30224492422241,103.825475271495,0,5,14,37,73,142
1.30231590504573,103.862331661034,2,8,17,55,108,178
1.30231817080686,103.824973438871,0,6,11,33,71,137
1.30234468524969,103.847116002567,0,0,9,47,117,215
1.30234997893113,103.901267900768,2,7,12,39,74,133
1.30244010067902,103.846956513706,0,0,9,47,117,210
1.30244482459515,103.848554295862,0,2,17,54,124,210
1.30244590773606,103.847532468776,0,2,10,50,119,217
1.30251716129553,103.829469250792,2,4,11,38,74,140
1.30252103215856,103.848368211637,0,2,16,53,124,211
1.30258539390747,103.847229316271,0,0,8,47,117,215
1.30259284877615,103.829675836055,4,10,20,74,148,286
1.30263281181216,103.898397980442,1,8,13,35,73,135
1.30267872582258,103.849308090319,1,3,12,56,125,207
1.30269302592246,103.897868727484,0,7,13,38,75,134
1.3027712050447,103.865172134495,2,5,11,38,102,167
1.30277559201447,103.89862644703,2,7,14,37,74,135
1.30277612366385,103.846570976791,0,0,6,43,117,210
1.30280719548036,103.848840359826,0,2,12,53,123,207
1.30280768824406,103.900988897666,0,7,12,39,74,137
1.30282682267837,103.898355780325,1,7,13,38,75,136
1.30282839710937,103.826046096526,0,3,15,36,70,136
1.30284530720385,103.847903060812,0,2,10,51,118,213
1.30293407693154,103.826949603307,0,3,14,37,68,141
1.30308258890109,103.829026886185,0,5,13,38,72,142
1.30309676804772,103.846902022519,0,0,7,48,118,212
1.3031358658722,103.847735636923,0,1,9,48,119,211
1.30315428073007,103.829577548446,1,4,11,37,72,142
1.30315765162828,103.837978329965,0,4,16,58,170,342
1.30319452443647,103.829984906389,1,5,12,38,72,140
1.30319700466564,103.899267198543,1,8,14,40,80,139
1.30324012981857,103.846773407007,0,0,6,47,119,209
1.30325426296435,103.895931645799,1,5,12,38,79,139
1.30325877748306,103.828469246045,0,4,13,39,70,137
1.30326089932611,103.89995137284,1,6,13,39,77,137
1.30333338886977,103.824706692914,0,4,14,31,66,137
1.30335962300903,103.903885730249,0,8,14,41,82,134
1.30337367216933,103.838893008575,0,4,14,62,176,360
1.30343844307623,103.847611505264,0,1,7,46,125,210
1.30348685424971,103.837444387582,0,2,6,32,85,168
1.30360072008439,103.841116863266,0,0,6,31,92,195
1.30361026763408,103.838456864166,0,2,8,34,89,176
1.30361391565827,103.829242156982,0,6,11,37,72,139
1.30369521339223,103.823081041412,2,6,13,26,66,130
1.3037155308885,103.783858583197,0,2,11,44,101,193
1.30376655553905,103.830033474096,0,6,11,38,71,136
1.30378097367831,103.905465982943,1,6,13,42,87,141
1.30381233621834,103.903604161886,0,8,15,41,85,134
1.30383691559687,103.831707804361,1,7,13,36,75,135
1.30386371523131,103.904881841036,0,6,16,42,88,142
1.30392778337539,103.828770248549,1,5,11,36,67,131
1.30393835645617,103.861630792094,1,8,21,54,111,178
1.30395577762362,103.840804014831,0,0,6,34,91,191
1.30403985353689,103.905803196839,1,6,14,43,87,141
1.30407535521206,103.849184825415,0,4,10,50,118,206
1.30412794226718,103.806553669626,0,0,0,36,76,137
1.30414392147877,103.903040922862,2,6,15,42,87,137
1.30422334935226,103.837713806599,0,1,6,31,83,167
1.30432599904899,103.904051120306,0,7,16,41,88,140
1.30435494846521,103.848757878309,0,3,8,48,119,206
1.30441566746192,103.826079916568,1,4,12,33,62,133
1.30443903624951,103.893254430574,0,0,8,43,85,139
1.3044637897474,103.834005158524,1,5,11,36,76,143
1.30450883144843,103.905450923104,2,8,16,45,91,144
1.3045365321175,103.849640464785,0,4,10,48,118,205
1.30458763653548,103.906827291046,0,8,15,47,89,142
1.30460442730697,103.906603298066,1,8,13,47,88,143
1.30466347810957,103.826434239291,0,4,12,35,62,132
1.30467651590144,103.886139075525,0,2,9,35,85,136
1.30468470970714,103.901888571632,1,4,14,43,90,144
1.3047460376708,103.840877644324,0,0,3,33,91,183
1.30477434995815,103.83743185829,0,1,4,29,82,162
1.30484422731081,103.839705299625,0,0,3,30,90,180
1.30496278948447,103.836407903907,0,2,8,30,83,155
1.30504331735643,103.906094265269,2,8,16,46,90,148
1.30505900921312,103.83923580687,0,0,2,29,86,178
1.30512847628769,103.82578151636,1,4,10,36,60,129
