hdb_lat,hdb_lon,within_0.1,within_0.3,within_0.5,within_1,within_1.5,within_2.0
1.340344128,103.6878422,0,0,0,0,1,2
1.3403455,103.7437109,0,0,0,1,3,3
1.340369897,103.6958398,0,0,1,1,2,2
1.340374621,103.7409366,0,0,0,2,3,3
1.340406911,103.7421286,0,0,0,1,3,3
1.340454914,103.7384267,0,0,0,2,2,4
1.340464868,103.7472942,0,0,0,2,2,3
1.340470467,103.6852343,0,0,0,0,1,2
1.340472364,103.7083547,0,0,1,1,3,3
1.340472872,103.8461425,1,1,1,4,7,9
1.34050041,103.7202,0,0,1,1,2,3
1.340508942,103.8510407,0,0,1,2,6,8
1.340513135,103.6988816,0,0,1,2,2,2
1.340521584,103.6863745,0,0,0,0,1,2
1.340523118,103.6891902,0,0,0,1,1,3
1.340536279,103.6940774,0,0,1,1,2,2
1.340579375,103.6871707,0,0,0,0,1,2
1.340607509,103.737454,0,0,0,2,2,4
1.340609942,103.7197823,0,0,1,1,2,3
1.340631407,103.8443052,0,1,1,4,7,10
1.340651295,103.7075062,0,1,1,1,2,3
1.340668114,103.6963568,0,0,1,1,2,2
1.340679309,103.7084455,0,0,1,1,3,3
1.340693227,103.6878156,0,0,0,0,1,2
1.340695717,103.6968843,0,0,1,1,2,2
1.340703187,103.7363293,0,0,1,1,2,4
1.340708117,103.7447023,0,0,0,1,3,3
1.340710896,103.7412132,0,0,0,2,3,3
1.340719307,103.7405629,0,0,0,2,3,3
1.340728859,103.7467812,0,0,0,2,2,3
1.340736057,103.6947869,0,0,1,1,2,2
1.340776789,103.7380191,0,0,0,2,2,4
1.340784384,103.6978761,0,0,1,2,2,2
1.34079663,103.6951834,0,0,1,1,2,2
1.340817221,103.7357556,0,0,1,1,2,4
1.340835043,103.7060067,0,1,1,1,2,3
1.34084175,103.7369183,0,0,1,1,2,4
1.340849911,103.9514337,0,0,1,1,4,9
1.340876446,103.85083,0,0,1,2,6,8
1.340901578,103.7464371,0,0,0,2,2,3
1.340919078,103.6892449,0,0,0,1,1,3
1.340924594,103.9507425,0,0,1,1,5,9
1.34092565,103.7005614,0,0,0,2,2,2
1.340940348,103.8443059,0,1,1,4,7,10
1.340946409,103.6995254,0,0,1,2,2,2
1.340960547,103.7474537,0,0,0,1,2,3
1.340964835,103.7409141,0,0,0,2,3,3
1.340974795,103.7016029,0,0,0,2,2,2
1.341004936,103.8544125,0,0,0,1,4,10
1.341005801,103.6898988,0,0,0,1,1,3
1.341034437,103.708341,0,0,1,1,3,3
1.341061857,103.7479644,0,0,0,1,2,4
1.341067511,103.7415732,0,0,0,2,3,3
1.341071094,103.73747,0,0,0,1,2,4
1.341072012,103.7360897,0,0,1,1,2,4
1.34108919,103.6878703,0,0,0,0,1,2
1.341091608,103.7080237,0,0,1,1,3,3
1.341104574,103.7053529,0,1,1,2,2,3
1.341117369,103.7447947,0,0,0,1,3,3
1.341127495,103.7381012,0,0,0,2,2,4
1.341138036,103.8501266,0,0,1,2,7,8
1.341140173,103.6859308,0,0,0,0,1,2
1.341148421,103.7022957,0,0,0,2,2,2
1.341175181,103.6864521,0,0,0,0,1,2
1.341176079,103.8560662,0,0,0,0,5,9
1.341219489,103.8472888,0,1,1,4,7,8
1.341219557,103.8454928,0,1,1,4,7,9
1.341220505,103.6852284,0,0,0,0,1,2
1.341229193,103.6943936,0,0,0,1,2,2
1.341229743,103.7461194,0,0,0,2,3,3
1.341238207,103.8463895,1,1,1,4,7,9
1.341257872,103.7030009,0,0,1,2,2,2
1.341264797,103.8555528,0,0,0,1,5,10
1.34128334,103.8446055,0,1,1,3,7,10
1.341286949,103.6920694,0,0,0,1,1,2
1.34129441,103.6892708,0,0,0,1,1,3
1.341318927,103.7467257,0,0,0,1,2,3
1.341332844,103.703404,0,0,1,2,2,3
1.341341309,103.7443434,0,0,0,1,3,3
1.341341818,103.6924912,0,0,0,1,1,2
1.34134725,103.9513551,0,0,1,1,5,9
1.341357488,103.7067075,0,0,1,1,2,3
1.341358007,103.6872696,0,0,0,0,1,2
1.34137215,103.7367542,0,0,1,1,2,4
1.341404713,103.7358435,0,0,1,1,2,4
1.341454729,103.6994817,0,0,1,2,2,2
1.341455371,103.6879703,0,0,0,0,1,2
1.34146035,103.7456777,0,0,0,2,3,3
1.341481293,103.7429734,0,0,0,1,3,3
1.34148414,103.8490677,0,1,1,2,7,7
1.341517346,103.6998994,0,0,0,2,2,2
1.341520117,103.698797,0,0,1,2,2,2
1.341529116,103.8495891,0,0,1,1,7,8
1.341531004,103.956986,0,0,2,4,4,7
1.341532478,103.7056699,0,0,1,1,2,3
1.341535833,103.737488,0,0,0,1,2,4
1.341552529,103.8472951,0,1,1,4,7,8
1.341552751,103.8463859,0,1,1,4,7,9
1.341553399,103.8454896,0,1,1,3,7,10
1.34155375,103.7005028,0,0,0,2,2,2
1.341566764,103.6979704,0,0,1,2,2,2
1.341621407,103.6897342,0,0,0,1,1,3
1.341630323,103.6958322,0,0,1,1,2,2
1.341672665,103.9565424,0,0,1,4,4,7
1.341672927,103.8510078,0,0,1,1,6,8
1.341680798,103.7417833,0,0,0,2,3,3
1.341681996,103.7462455,0,0,0,1,3,4
1.34170246,103.692917,0,0,0,1,1,2
1.341714031,103.7367332,0,0,1,1,2,4
1.341748418,103.7047943,0,0,1,2,2,3
1.341752015,103.6886642,0,0,0,0,1,3
1.341758561,103.7014904,0,0,0,2,2,2
1.341765902,103.8560412,0,0,0,0,5,9
1.341770677,103.7063128,0,0,1,1,2,3
1.341776588,103.7400573,0,0,0,2,3,3
1.34178121,103.7372515,0,0,1,1,2,4
1.341783047,103.693952,0,0,0,1,2,2
1.341818371,103.6868369,0,0,0,0,1,2
1.341820669,103.7360878,0,0,1,1,2,4
1.341821167,103.952586,0,1,1,2,4,9
1.341828137,103.8551079,0,0,0,1,5,10
1.341830557,103.7380203,0,0,0,1,2,4
1.341831445,103.7028808,0,0,0,2,2,2
1.341833707,103.8543707,0,0,0,1,4,9
1.341847393,103.6985167,0,0,1,2,2,2
1.341853483,103.8448147,0,1,1,4,7,10
1.341866375,103.9520194,0,1,1,1,5,9
1.341866529,103.7450352,0,0,0,1,3,3
1.341877297,103.7022037,0,0,0,2,2,2
1.341885217,103.9508335,0,0,1,1,6,9
1.34189152,103.6875769,0,0,0,0,1,2
1.341893618,103.8452078,0,1,1,4,7,10
1.341903505,103.7427969,0,0,0,1,3,3
1.341927501,103.7033861,0,0,1,2,2,3
1.341961793,103.7045422,0,0,1,2,2,3
1.341967748,103.6988897,0,0,0,2,2,2
1.341985271,103.6953056,0,0,0,1,2,2
1.342020912,103.9562401,0,0,1,2,4,7
1.342024246,103.7390097,0,0,0,1,3,3
1.34203077,103.7067806,0,0,1,1,2,3
1.34203351,103.8506489,0,0,1,1,7,8
1.342055197,103.6862886,0,0,0,0,1,2
1.342064065,103.7433067,0,0,0,1,3,3
1.342065202,103.8491654,0,0,1,2,7,8
1.342075242,103.6943064,0,0,0,1,2,2
1.3420865,103.7368257,0,0,1,1,2,4
1.342088992,103.9576471,0,0,2,4,4,6
1.342098328,103.7467103,0,0,0,1,2,4
1.342103693,103.6898088,0,0,0,1,1,2
1.342104131,103.7454087,0,0,0,1,3,4
1.34211081,103.7074774,0,0,1,1,2,3
1.342134563,103.6963969,0,0,0,1,2,2
1.34216114,103.9504899,0,0,1,1,5,9
1.342204167,103.6994476,0,0,0,2,2,2
1.342237947,103.6887377,0,0,0,0,1,3
1.342251668,103.6978706,0,0,0,2,2,2
1.342257928,103.9501284,0,0,1,1,4,9
1.342266095,103.7043093,0,0,1,2,2,3
1.342273144,103.7401014,0,0,0,1,3,3
1.34227486,103.8480503,0,1,1,2,7,7
1.342314814,103.8465089,0,1,1,4,7,9
1.342314883,103.9572477,0,0,2,4,4,6
1.342315475,103.6952811,0,0,0,1,2,2
1.34234943,103.6908741,0,0,0,1,1,2
1.342382311,103.8455981,0,1,1,5,7,10
1.342412335,103.9495035,0,0,1,1,4,9
1.342429017,103.9517586,0,1,1,1,5,9
1.342453658,103.6900883,0,0,0,1,1,2
1.34247206,103.8541787,0,0,0,1,4,9
1.342477099,103.9585391,0,0,1,4,4,6
1.342517568,103.6996678,0,0,0,2,2,2
1.342531994,103.9570125,0,0,1,2,4,6
1.342532308,103.6944383,0,0,0,1,2,2
1.342552189,103.9560409,0,0,1,2,4,8
1.342554595,103.7041676,0,0,1,2,2,3
1.342562424,103.7392597,0,0,0,1,3,3
1.34256318,103.7074222,0,0,1,1,2,3
1.342567822,103.6891498,0,0,0,0,1,2
1.342574721,103.7362904,0,0,1,1,2,4
1.342585466,103.7423192,0,0,0,0,3,3
1.342589722,103.691519,0,0,0,1,1,2
1.342609031,103.7048478,0,0,1,1,2,3
1.342611984,103.9587681,0,0,1,4,4,6
1.342616734,103.8564549,0,0,0,0,5,10
1.342621808,103.8569718,0,0,0,0,4,9
1.342630964,103.6934649,0,0,0,1,2,2
1.342653278,103.739977,0,0,0,1,3,3
1.342658708,103.8546656,0,0,0,1,5,9
1.342661828,103.7002088,0,0,0,2,2,2
1.342661948,103.7453109,0,0,0,1,3,4
1.342672026,103.688333,0,0,0,0,1,2
1.342725835,103.8551516,0,0,0,1,5,10
1.342738696,103.9589763,0,1,1,4,4,6
1.342752768,103.9501952,0,0,1,1,4,9
1.342764331,103.8558726,0,0,0,0,5,10
1.34278861,103.7143014,0,0,0,1,2,3
1.342793288,103.698397,0,0,0,2,2,2
1.342849657,103.7028043,0,0,0,2,2,2
1.342854256,103.9498804,0,0,1,1,4,9
1.34285869,103.9582587,0,0,1,4,4,6
1.34287179,103.9575618,0,0,2,3,4,6
1.342873687,103.9592051,0,1,1,4,4,6
1.34287699,103.6897726,0,0,0,0,1,2
1.342882765,103.6948548,0,0,0,1,2,2
1.342892717,103.7031361,0,0,0,2,2,3
1.342900336,103.7061852,0,0,1,1,2,3
1.342902399,103.7139395,0,0,0,2,2,3
1.342920389,103.7041688,0,0,0,2,2,3
1.342952328,103.6890288,0,0,0,0,1,2
1.342959704,103.9554742,0,1,1,2,5,8
1.342971567,103.7047605,0,0,0,1,2,3
1.342997774,103.7551581,0,0,0,1,1,3
1.343000399,103.9594134,0,1,1,4,4,6
1.343003962,103.7147006,0,0,0,1,2,2
1.343019541,103.9510074,0,1,1,1,4,9
1.343020267,103.7381155,0,0,0,1,3,4
1.343025566,103.9517598,0,1,1,1,6,9
1.343040859,103.6956408,0,0,0,1,2,2
1.343060087,103.697533,0,0,0,1,2,2
1.343064355,103.7556776,0,0,0,1,1,4
1.34307733,103.692906,0,0,0,1,1,2
1.343089299,103.6940543,0,0,0,1,2,2
1.34309421,103.6988661,0,0,0,2,2,2
1.343109584,103.9495596,0,0,1,1,4,9
1.34312003,103.696675,0,0,0,1,2,2
1.343121023,103.707052,0,0,0,1,2,3
1.343135737,103.9596428,0,1,1,4,4,6
1.343152907,103.7053946,0,0,0,1,2,3
1.343155311,103.9561051,0,0,1,2,5,8
1.343158904,103.9541881,1,1,1,2,5,9
1.343165856,103.7396765,0,0,0,1,3,3
1.343188358,103.7367858,0,0,1,1,2,4
1.343258376,103.7041601,0,0,0,2,2,3
1.343260813,103.6993343,0,0,0,2,2,2
1.343262731,103.7565315,0,0,0,0,1,4
1.343266151,103.7154119,0,0,0,1,2,3
1.343297102,103.700241,0,0,0,2,2,2
1.343307908,103.6888734,0,0,0,0,1,2
1.343329662,103.6916785,0,0,0,1,1,2
1.343334426,103.7047012,0,0,0,1,2,3
1.34336246,103.9558568,0,1,1,2,5,8
1.343377778,103.7571747,0,0,0,0,1,3
1.343401612,103.7591885,0,0,0,0,1,4
1.343403195,103.7136861,0,0,0,1,2,3
1.343426295,103.6909242,0,0,0,1,1,2
1.343430833,103.7032581,0,0,0,2,2,3
1.343453413,103.7547883,0,0,0,1,1,3
1.343465123,103.9554482,0,1,1,2,5,8
1.343504591,103.6937055,0,0,0,1,2,2
1.343507819,103.7028158,0,0,0,2,2,2
1.343516441,103.7576965,0,0,0,0,1,3
1.343517906,103.7553918,0,0,0,1,1,4
1.3435536,103.7566288,0,0,0,1,1,4
1.343565659,103.959402,0,0,1,3,5,6
1.34357907,103.6927717,0,0,0,1,1,2
1.343584529,103.9511278,0,1,1,1,5,9
1.343586592,103.704503,0,0,0,1,2,3
1.343607249,103.7599425,0,0,0,0,1,4
1.343607885,103.7138694,0,0,0,1,2,3
1.343609601,103.9569035,0,0,1,2,5,6
1.343615099,103.690685,0,0,0,1,1,2
1.343622212,103.7056661,0,0,0,1,2,3
1.343657113,103.6960642,0,0,0,1,2,2
1.343667667,103.7560517,0,0,0,1,1,4
1.343669447,103.6982983,0,0,0,1,2,2
1.343693814,103.7473568,0,0,0,1,2,4
1.343694927,103.6897893,0,0,0,0,1,2
1.343697967,103.7481581,0,0,0,1,2,4
1.343706324,103.7144849,0,0,0,1,2,2
1.343720248,103.6893771,0,0,0,0,1,2
1.343721756,103.7402229,0,0,0,1,3,3
1.343722498,103.6974671,0,0,0,1,2,2
1.343724747,103.7009391,0,0,0,2,2,2
1.343744024,103.6943573,0,0,0,1,2,2
1.34374461,103.6964188,0,0,0,1,2,2
1.343757615,103.9518978,0,1,1,1,6,9
1.343765689,103.712164,0,0,0,2,2,3
1.343781549,103.7135314,0,0,0,1,2,3
1.343784707,103.7150939,0,0,0,1,2,3
1.343786349,103.7386358,0,0,0,1,3,4
1.343810091,103.7109905,0,0,0,1,2,3
1.343811391,103.9545032,0,1,1,2,6,8
1.343819603,103.9549942,0,1,1,2,5,8
1.343828697,103.7416542,0,0,0,0,3,4
1.343839994,103.7042166,0,0,0,1,2,3
1.34384823,103.6935096,0,0,0,1,1,2
1.343849097,103.9504375,0,0,1,1,6,9
1.343866875,103.760535,0,0,0,0,1,4
1.343872989,103.7014299,0,0,0,2,2,2
1.343877033,103.8551064,0,0,0,1,4,9
1.343880688,103.6887953,0,0,0,0,1,1
1.343891048,103.7576892,0,0,0,0,1,3
1.343897691,103.8710267,0,0,0,4,6,6
1.343908209,103.7060553,0,0,0,1,2,3
1.343923157,103.7063956,0,0,0,1,2,3
1.343957088,103.6998156,0,0,0,2,2,2
1.343959799,103.7018955,0,0,0,2,2,2
1.343994515,103.7053963,0,0,0,1,2,3
1.343998374,103.7039272,0,0,0,1,2,3
1.344019655,103.6922409,0,0,0,1,1,2
1.344024114,103.6952204,0,0,0,1,2,2
1.344025661,103.6974782,0,0,0,1,2,2
1.34404145,103.7355001,0,0,1,1,2,4
1.344046608,103.7023611,0,0,0,2,2,2
1.344086049,103.8541476,0,0,0,2,5,9
1.344093582,103.7464092,0,0,0,1,2,4
1.344095802,103.7572753,0,0,0,0,1,3
1.344097248,103.7028606,0,0,0,2,2,2
1.344097604,103.6967239,0,0,0,1,2,2
1.344106102,103.7137192,0,0,0,1,2,3
1.344127143,103.7411124,0,0,0,1,3,3
1.344134139,103.8517405,0,0,0,3,6,8
1.34413571,103.7156575,0,0,0,1,2,3
1.344165273,103.7382634,0,0,0,1,3,4
1.344166517,103.9563383,0,0,1,2,5,8
1.344174546,103.7398756,0,0,0,1,3,3
1.344190398,103.6940369,0,0,0,1,2,2
1.344200099,103.6904518,0,0,0,0,1,2
1.344210302,103.7592055,0,0,0,0,1,4
1.344212748,103.9571568,0,0,1,2,5,7
1.344233608,103.8547636,0,0,0,2,4,9
1.344239293,103.6901301,0,0,0,0,1,2
1.344247089,103.747101,0,0,0,1,2,4
1.344253486,103.9596028,0,0,1,2,5,6
1.344265182,103.7012495,0,0,0,2,2,2
1.344267256,103.7058337,0,0,0,1,2,3
1.344275961,103.9531702,0,1,1,2,6,8
1.344279409,103.8555557,0,0,0,0,4,9
1.34434378,103.7417961,0,0,0,0,3,4
1.344351373,103.6974973,0,0,0,1,2,2
1.344364975,103.9542618,0,1,1,2,6,8
1.344390406,103.7150977,0,0,0,1,2,3
1.34439825,103.7016635,0,0,0,2,2,2
1.344408267,103.6909587,0,0,0,0,1,2
1.344408627,103.7051952,0,0,0,1,2,3
1.344411503,103.7574615,0,0,0,0,1,3
1.34442113,103.7143437,0,0,0,1,2,2
1.344446169,103.8517975,0,0,0,3,5,8
1.344461337,103.7023153,0,0,0,2,2,2
1.34446375,103.7314458,0,1,1,1,2,3
1.344465011,103.6981644,0,0,0,1,2,2
1.344478546,103.6934788,0,0,0,1,1,2
1.344489809,103.7605172,0,0,0,0,2,4
1.34449473,103.7047605,0,0,0,1,2,3
1.344495689,103.7404011,0,0,0,1,3,3
1.344518043,103.7386303,0,0,0,1,3,4
1.34452707,103.8552136,0,0,0,1,4,9
1.34453677,103.6969862,0,0,0,1,2,2
1.344551834,103.6928373,0,0,0,1,1,2
1.344559833,103.8557374,0,0,0,0,4,10
1.344562168,103.8512876,0,0,0,3,6,8
1.344566434,103.7310696,0,0,1,1,2,3
1.344567771,103.7190189,0,1,1,1,1,3
1.344576437,103.6918397,0,0,0,1,1,2
1.344585551,103.9513156,0,1,1,1,6,9
1.344601587,103.689713,0,0,0,0,1,2
1.344621596,103.9594175,0,0,1,2,5,6
1.344623934,103.7055601,0,0,0,1,2,3
1.34463617,103.7590468,0,0,0,0,1,4
1.344641435,103.9559168,0,0,1,2,5,8
1.344653025,103.7344852,0,0,1,1,1,4
1.344680501,103.7455139,0,0,0,1,3,4
1.344699451,103.9582101,0,0,1,2,5,6
1.344705986,103.695721,0,0,0,1,2,2
1.344712135,103.7013131,0,0,0,2,2,2
1.344728446,103.7546076,0,0,0,1,1,4
1.344763264,103.8522068,0,0,0,3,5,8
1.344779532,103.7539617,0,0,0,1,1,4
1.344797412,103.7471408,0,0,0,1,2,4
1.344799671,103.8531065,0,0,0,3,5,8
1.344801397,103.7072991,0,0,0,1,2,3
1.344801829,103.9598616,0,0,1,2,5,6
1.344806186,103.7038386,0,0,0,1,2,3
1.344806925,103.9569966,0,0,1,2,5,7
1.344817733,103.7049526,0,0,0,1,2,3
1.344832356,103.7307783,0,0,1,1,2,3
1.344848328,103.9555538,0,0,1,2,6,8
1.344849056,103.6948142,0,0,0,1,2,2
1.344854156,103.7157162,0,0,0,1,2,3
1.344856112,103.7356222,0,0,1,1,2,4
1.344859158,103.8484008,0,0,0,3,7,8
1.344864896,103.7033954,0,0,0,1,2,3
1.344886009,103.8542845,0,0,0,3,4,9
1.344888676,103.9532413,0,1,1,2,6,8
1.344922895,103.7304008,0,0,1,1,2,3
1.344924568,103.7194594,0,1,1,1,1,3
1.344936308,103.7200246,0,1,1,1,2,3
1.344938255,103.6923822,0,0,0,1,1,2
1.344952407,103.7150399,0,0,0,1,2,2
1.344975788,103.7536147,0,0,0,1,1,3
1.344977424,103.6938822,0,0,0,1,1,2
1.34500408,103.7053315,0,0,0,1,2,3
1.345013481,103.7595968,0,0,0,0,2,4
1.34502077,103.7552859,0,0,0,1,1,4
1.345021981,103.6935261,0,0,0,1,1,2
1.345040665,103.7473895,0,0,1,1,2,4
1.345042603,103.7587841,0,0,0,0,1,4
1.345047449,103.6981478,0,0,0,1,2,2
1.345057736,103.7106998,0,0,0,1,2,3
1.345059223,103.9541657,0,1,1,2,6,8
1.345073219,103.8555423,0,0,0,1,4,10
1.34507654,103.760512,0,0,0,0,2,4
1.345080096,103.7044007,0,0,0,1,2,3
1.345086808,103.7179785,0,0,1,1,1,3
1.345095443,103.7080333,0,0,0,1,3,3
1.345100452,103.7069117,0,0,0,1,2,3
1.345125754,103.6952141,0,0,0,1,2,2
1.345128195,103.7038974,0,0,0,1,2,3
1.345132839,103.744862,0,0,0,1,3,4
1.345133732,103.7020602,0,0,0,2,2,2
1.345143123,103.8479908,0,0,0,3,7,9
1.345144688,103.7347505,0,0,1,1,1,4
1.345150482,103.9587198,0,0,1,2,5,6
1.345153984,103.8533671,0,0,0,3,4,8
1.345156894,103.6931141,0,0,0,1,1,2
1.345170371,103.9596759,0,0,1,2,5,6
1.345184289,103.9497933,0,0,1,1,6,8
1.345198085,103.9376886,1,1,1,1,4,5
1.345216268,103.7055248,0,0,0,1,2,3
1.345222759,103.9572077,0,0,1,2,5,7
1.345241723,103.9390987,1,1,1,1,4,5
1.345247006,103.8526922,0,0,0,3,4,8
1.34525093,103.7583612,0,0,0,0,1,4
1.345257887,103.694214,0,0,0,1,1,2
1.345281448,103.9453443,0,0,0,3,4,8
1.345306618,103.953188,0,1,1,1,4,8
1.345313966,103.6964185,0,0,0,1,2,2
1.345317617,103.7212543,0,1,1,1,2,3
1.345323326,103.8565811,0,0,0,0,4,9
1.34533161,103.6934366,0,0,0,1,1,2
1.345332324,103.695851,0,0,0,1,2,2
1.345334108,103.9401221,0,1,1,1,5,5
1.345349831,103.9551273,0,0,1,2,6,8
1.345351157,103.9601209,0,0,1,2,5,6
1.345351297,103.9555703,0,0,1,2,6,8
1.345352692,103.70496,0,0,0,1,2,3
1.345363253,103.7004597,0,0,0,2,2,2
1.345367781,103.7000276,0,0,0,1,2,2
1.345370935,103.7549894,0,0,0,1,1,4
1.345371505,103.6918696,0,0,0,0,1,2
1.345376173,103.7305798,0,0,1,1,2,3
1.34538562,103.7460455,0,0,0,1,2,4
1.345397945,103.6917023,0,0,0,0,1,2
1.345411048,103.8520798,0,0,0,3,4,8
1.34542577,103.7034646,0,0,0,1,2,3
1.34542751,103.7045027,0,0,0,1,2,3
1.345431635,103.9506476,0,0,1,1,6,8
1.345436568,103.7352406,0,0,1,1,1,4
1.34545355,103.6977196,0,0,0,1,2,2
1.345467542,103.8517224,0,0,0,3,5,8
1.345480082,103.7499561,0,0,1,1,2,4
1.34548843,103.748738,0,0,1,1,2,4
1.345494835,103.9539603,0,1,1,2,6,8
1.345496178,103.6987081,0,0,0,1,2,2
1.345501861,103.8534436,0,0,0,3,4,8
1.345504453,103.7205691,0,1,1,1,2,3
1.345512106,103.7312191,0,0,1,1,2,3
1.345512414,103.7588975,0,0,0,0,1,4
1.345512491,103.8483142,0,0,0,3,7,9
1.345514362,103.7086356,0,0,0,1,2,3
1.345517164,103.7453484,0,0,0,1,3,4
1.345529247,103.9558303,0,0,1,2,6,8
1.345530161,103.9592488,0,0,1,2,5,6
1.345538106,103.7175832,0,0,1,1,2,3
1.345540335,103.9368755,0,1,1,1,4,5
1.34554898,103.7415986,0,0,0,1,3,4
1.345557925,103.742841,0,0,0,1,3,4
1.345564022,103.7438215,0,0,0,1,3,4
1.345571773,103.9524981,0,1,1,1,5,8
1.345575748,103.8509451,0,0,0,3,5,8
1.345579369,103.852912,0,0,0,3,4,8
1.345592352,103.7447894,0,0,0,1,3,4
1.3455927,103.7078953,0,0,0,1,3,3
1.34560021,103.9394413,0,1,1,1,4,5
1.345630476,103.705038,0,0,0,1,2,3
1.345637888,103.6931541,0,0,0,0,1,2
1.345654806,103.7410477,0,0,0,1,3,4
1.345657203,103.8546414,0,0,0,2,4,9
1.345659325,103.7434116,0,0,0,1,3,4
1.345663348,103.8515786,0,0,0,3,4,8
1.345667386,103.6957965,0,0,0,1,2,2
1.345669039,103.7404803,0,0,0,1,3,4
1.345675021,103.8480329,0,0,0,3,7,9
1.34567943,103.7065993,0,0,0,1,2,3
1.345692267,103.8503993,0,0,0,3,7,8
1.345708272,103.6920181,0,0,0,0,1,2
1.345719199,103.7195145,0,1,1,1,1,3
1.34571937,103.9599349,0,0,1,2,5,6
1.345727283,103.7110274,0,0,0,1,2,3
1.345745777,103.9413482,0,0,1,2,5,6
1.34574957,103.9373716,0,1,1,1,4,5
1.345753081,103.7036418,0,0,0,1,2,3
1.345754827,103.9572689,0,0,0,2,5,7
1.345782895,103.6976587,0,0,0,1,2,2
1.345783937,103.6949862,0,0,0,1,2,2
1.345786133,103.9503216,0,0,1,1,6,8
1.345795732,103.7463401,0,0,0,1,2,4
1.345803048,103.7592601,0,0,0,0,2,4
1.345812286,103.7422103,0,0,0,1,3,4
1.34582026,103.7082524,0,0,0,1,2,3
1.345838738,103.6916523,0,0,0,0,1,2
1.3458412,103.6996054,0,0,0,1,2,2
1.345851355,103.9550698,0,0,1,2,6,8
1.345862539,103.7479058,0,0,1,1,2,4
1.345866245,103.9360934,0,1,1,1,4,5
1.345872598,103.9391072,1,1,1,1,4,5
1.345883391,103.7310836,0,0,1,1,2,3
1.345888762,103.9560258,0,0,1,2,6,8
1.345894936,103.8473653,0,0,0,4,7,9
1.345903105,103.7488118,0,0,1,1,2,4
1.345908888,103.851016,0,0,0,3,4,8
1.345935656,103.7546509,0,0,0,1,2,4
1.345941268,103.8533221,0,0,0,3,4,8
1.345943057,103.6971346,0,0,0,1,2,2
1.345949255,103.7542484,0,0,0,1,2,4
1.345957186,103.7045391,0,0,0,1,2,3
1.34596292,103.9396148,0,1,1,1,4,5
1.345971625,103.94676,0,0,0,3,5,7
1.345973363,103.9402106,0,1,1,2,5,6
1.346000025,103.6957782,0,0,0,1,2,2
1.346002188,103.7041892,0,0,0,1,2,3
1.34600509,103.9592006,0,0,0,2,5,6
1.346006231,103.7605059,0,0,0,0,2,5
1.346006523,103.7320798,0,0,1,1,2,4
1.346008943,103.7444236,0,0,0,1,3,4
1.346014252,103.9409852,0,1,1,2,5,6
1.346018816,103.7503524,0,0,1,1,2,4
1.346023415,103.741411,0,0,0,1,3,4
1.346034329,103.7328505,0,0,1,1,2,4
1.346049487,103.6944223,0,0,0,1,1,2
1.346054606,103.7426059,0,0,0,1,3,4
1.346057554,103.85668,0,0,0,0,4,9
1.346070466,103.7352527,0,0,0,1,1,4
1.346073025,103.9584323,0,0,0,2,5,7
1.346075894,103.8516948,0,0,0,3,4,8
1.346077721,103.7068898,0,0,0,1,2,3
1.346084424,103.938034,1,1,1,1,4,5
1.346085959,103.8550783,0,0,0,2,4,10
1.34608832,103.8504668,0,0,0,3,4,8
1.346098441,103.6976983,0,0,0,1,2,2
1.346098838,103.7178764,0,0,1,1,1,3
1.346100212,103.7402296,0,0,0,1,3,4
1.346100328,103.7597547,0,0,0,0,2,5
1.346100701,103.8478472,0,0,0,4,7,9
1.346103106,103.7063127,0,0,0,1,2,3
1.346104993,103.7408255,0,0,0,1,3,4
1.346108864,103.698427,0,0,0,1,2,2
1.346111445,103.7016537,0,0,0,1,2,2
1.346115458,103.9374085,0,1,1,1,4,5
1.346120921,103.9364733,0,1,1,1,4,5
1.346152939,103.9404977,0,1,1,2,5,6
1.346154774,103.701172,0,0,0,1,2,2
1.346155872,103.9445074,0,0,0,2,4,7
1.346161866,103.7005555,0,0,0,0,2,2
1.346173658,103.6999787,0,0,0,1,2,2
1.346174965,103.7578324,0,0,0,1,1,3
1.346187129,103.7084253,0,0,0,1,2,3
1.346190091,103.6932285,0,0,0,0,1,2
1.346196706,103.9571053,0,0,0,2,5,7
1.346212933,103.9548149,0,0,1,2,6,8
1.346227092,103.8559056,0,0,0,1,4,8
1.346237747,103.7438242,0,0,0,1,3,4
1.346245794,103.9542766,0,0,1,2,4,8
1.346248662,103.7493822,0,0,1,1,2,4
1.346249681,103.709387,0,0,0,1,2,3
1.346257972,103.7151547,0,0,0,1,2,2
1.346265987,103.8731998,0,0,2,4,5,6
1.346266941,103.9559648,0,0,1,2,6,8
1.346274513,103.8520837,0,0,0,3,5,8
1.346284882,103.7460032,0,0,1,1,1,4
1.346292294,103.9516861,0,0,1,1,6,8
1.346298136,103.9475098,0,0,0,2,5,6
1.346307129,103.9533758,0,0,1,1,4,8
1.346309491,103.695869,0,0,0,1,2,2
1.346314203,103.9501253,0,0,1,2,6,8
1.346324736,103.9350085,0,0,1,1,4,4
1.346326381,103.7433778,0,0,0,1,3,4
1.346332296,103.6951884,0,0,0,1,2,2
1.346344075,103.7417421,0,0,0,1,3,4
1.346391724,103.939614,0,1,1,2,4,5
1.346396047,103.7123877,0,0,0,1,2,3
1.346399609,103.6941378,0,0,0,0,1,2
1.346400673,103.6978703,0,0,0,1,2,2
