,private_lat,private_lon,cbd_lat,cbd_lon,distance
0,1.32002610262337,103.91348728953,1.2840350875163564,103.85181594399593,7.933797
1,1.32081769238494,103.752667309254,1.2840350875163564,103.85181594399593,11.760063
2,1.31609021863642,103.802300019532,1.2840350875163564,103.85181594399593,6.552174
3,1.3270913316471,103.841978573745,1.2840350875163564,103.85181594399593,4.885195
4,1.32943069562467,103.867357251861,1.2840350875163564,103.85181594399593,5.309241
5,1.30231817080686,103.824973438871,1.2840350875163564,103.85181594399593,3.607111
6,1.26747019767944,103.815542991374,1.2840350875163564,103.85181594399593,4.432999
7,1.26489010829928,103.816454088109,1.2840350875163564,103.85181594399593,4.468738
8,1.31810471986283,103.78032572661,1.2840350875163564,103.85181594399593,8.80304
9,1.32672666436714,103.84968009627,1.2840350875163564,103.85181594399593,4.726596
10,1.2995172080842,103.802806930224,1.2840350875163564,103.85181594399593,5.716633
11,1.32411334495333,103.849040669227,1.2840350875163564,103.85181594399593,4.442397
12,1.30665815996221,103.888087858364,1.2840350875163564,103.85181594399593,4.749004
13,1.31803357100435,103.753527872969,1.2840350875163564,103.85181594399593,11.566562
14,1.31828107898793,103.829382520419,1.2840350875163564,103.85181594399593,4.535707
15,1.28217914161626,103.78408271893,1.2840350875163564,103.85181594399593,7.540943
16,1.32899718944322,103.906865168799,1.2840350875163564,103.85181594399593,7.889943
17,1.31246173086025,103.827302948052,1.2840350875163564,103.85181594399593,4.162039
18,1.28076943504219,103.852658562152,1.2840350875163564,103.85181594399593,0.373077
19,1.32825889448877,103.906611528497,1.2840350875163564,103.85181594399593,7.816717
20,1.27603511606189,103.837502046362,1.2840350875163564,103.85181594399593,1.822148
21,1.32362413503101,103.806909004363,1.2840350875163564,103.85181594399593,6.643816
22,1.3037155308885,103.783858583197,1.2840350875163564,103.85181594399593,7.869917
23,1.29796800700412,103.838408057882,1.2840350875163564,103.85181594399593,2.144796
24,1.28434128785856,103.82912604887,1.2840350875163564,103.85181594399593,2.525424
25,1.30259284877615,103.829675836055,1.2840350875163564,103.85181594399593,3.206571
26,1.29096399148778,103.817989855708,1.2840350875163564,103.85181594399593,3.841732
27,1.33279345626326,103.869796804823,1.2840350875163564,103.85181594399593,5.750838
28,1.29282033122383,103.823531934289,1.2840350875163564,103.85181594399593,3.294257
29,1.32696539864482,103.84367423097,1.2840350875163564,103.85181594399593,4.832716
30,1.27426245685335,103.846025087372,1.2840350875163564,103.85181594399593,1.258197
31,1.33003597946809,103.868352136654,1.2840350875163564,103.85181594399593,5.409224
32,1.3131227003568,103.857656215109,1.2840350875163564,103.85181594399593,3.281375
33,1.31465166781856,103.883288149427,1.2840350875163564,103.85181594399593,4.871255
34,1.2734661134853,103.845580792511,1.2840350875163564,103.85181594399593,1.359154
35,1.29299604681606,103.805665563173,1.2840350875163564,103.85181594399593,5.230851
36,1.24128528590103,103.8401002733,1.2840350875163564,103.85181594399593,4.903579
37,1.29477172447814,103.83769330846,1.2840350875163564,103.85181594399593,1.969716
38,1.30899937042874,103.807302268297,1.2840350875163564,103.85181594399593,5.671141
39,1.31441038654771,103.884629689864,1.2840350875163564,103.85181594399593,4.961589
40,1.27035025509729,103.813967319772,1.2840350875163564,103.85181594399593,4.475803
41,1.30623982883747,103.824513688059,1.2840350875163564,103.85181594399593,3.906523
42,,,1.2840350875163564,103.85181594399593,
43,1.30026689906653,103.861865589801,1.2840350875163564,103.85181594399593,2.114786
44,1.29094473172583,103.817000115258,1.2840350875163564,103.85181594399593,3.949318
45,1.32383024362223,103.850890339366,1.2840350875163564,103.85181594399593,4.401549
46,1.2934966639073,103.8381049101,1.2840350875163564,103.85181594399593,1.850134
47,,,1.2840350875163564,103.85181594399593,
48,1.30208598515708,103.849366883599,1.2840350875163564,103.85181594399593,2.014499
49,1.32502203689022,103.849099034618,1.2840350875163564,103.85181594399593,4.542201
50,1.29837994307162,103.832190331692,1.2840350875163564,103.85181594399593,2.699358
51,1.30383691559687,103.831707804361,1.2840350875163564,103.85181594399593,3.130862
52,1.32809614767202,103.81198826246,1.2840350875163564,103.85181594399593,6.586613
53,1.29273043457202,103.842248021629,1.2840350875163564,103.85181594399593,1.434684
54,1.31657946252272,103.778431585714,1.2840350875163564,103.85181594399593,8.924688
55,1.30167305661383,103.830028721396,1.2840350875163564,103.85181594399593,3.111759
56,1.32349608758894,103.755359395053,1.2840350875163564,103.85181594399593,11.587653
57,1.32114327931913,103.911808337852,1.2840350875163564,103.85181594399593,7.836684
58,1.29576313642746,103.766122279701,1.2840350875163564,103.85181594399593,9.624741
59,1.29182877953015,103.818366893396,1.2840350875163564,103.85181594399593,3.821047
60,1.31008460714385,103.830715676333,1.2840350875163564,103.85181594399593,3.716344
61,1.30220440131525,103.789907530412,1.2840350875163564,103.85181594399593,7.176814
62,1.28401388660814,103.829756642021,1.2840350875163564,103.85181594399593,2.455019
63,1.31721501497667,103.884668916461,1.2840350875163564,103.85181594399593,5.17964
64,1.31057552074486,103.879078933752,1.2840350875163564,103.85181594399593,4.221188
65,1.3176992370965,103.832340224879,1.2840350875163564,103.85181594399593,4.307465
66,1.29056999681587,103.819000781728,1.2840350875163564,103.85181594399593,3.722852
67,1.30395577762362,103.840804014831,1.2840350875163564,103.85181594399593,2.520701
68,1.31291695250751,103.859047068258,1.2840350875163564,103.85181594399593,3.293443
69,1.3245241122412,103.801520418513,1.2840350875163564,103.85181594399593,7.167662
70,1.26816216653267,103.814379904552,1.2840350875163564,103.85181594399593,4.520938
71,1.30868551490343,103.839081390501,1.2840350875163564,103.85181594399593,3.072151
72,1.31583675363618,103.892746648427,1.2840350875163564,103.85181594399593,5.754612
73,1.31899420570811,103.836853428868,1.2840350875163564,103.85181594399593,4.209005
74,1.33742074109903,103.846538493576,1.2840350875163564,103.85181594399593,5.932257
75,1.29549744673762,103.834969393898,1.2840350875163564,103.85181594399593,2.263093
76,1.31960020004528,103.845271738384,1.2840350875163564,103.85181594399593,3.999479
77,1.28220135422008,103.803023756097,1.2840350875163564,103.85181594399593,5.433953
78,1.29644995684098,103.834439535286,1.2840350875163564,103.85181594399593,2.371553
79,1.31725956103263,103.761545059068,1.2840350875163564,103.85181594399593,10.696992
80,1.30147833178138,103.830778554467,1.2840350875163564,103.85181594399593,3.033446
81,1.28948198551176,103.830085402755,1.2840350875163564,103.85181594399593,2.492296
82,1.29679910840731,103.83459713454,1.2840350875163564,103.85181594399593,2.379963
83,1.3139398304258,103.883560951253,1.2840350875163564,103.85181594399593,4.839006
84,1.31268459175571,103.885941111431,1.2840350875163564,103.85181594399593,4.945622
85,1.31623879085761,103.784908114868,1.2840350875163564,103.85181594399593,8.253887
86,1.279625798918,103.854987203774,1.2840350875163564,103.85181594399593,0.601892
87,1.29593645811863,103.829849815157,1.2840350875163564,103.85181594399593,2.776349
88,1.31918958720539,103.881380824314,1.2840350875163564,103.85181594399593,5.092784
