QUERY,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE
CRYSTAL DEW GEYLANG EAST AVENUE 1,CRYSTAL DEW,10,GEYLANG EAST AVENUE 1,CRYSTAL DEW,10 GEYLANG EAST AVENUE 1 CRYSTAL DEW SINGAPORE 389781,389781,33785.6827473091,33143.7845618632,1.316014588469,103.885305865351
THE NASSIM NASSIM HILL,THE LOFT,22,NASSIM HILL,THE LOFT,22 NASSIM HILL THE LOFT SINGAPORE 258468,258468,26753.5659788484,32161.8468274791,1.30713480971069,103.822118776986
PARC ASTON LEICESTER ROAD,PARC ASTON,2,LEICESTER ROAD,PARC ASTON,2 LEICESTER ROAD PARC ASTON SINGAPORE 358831,358831,31814.9459806504,34704.1960405745,1.33012670355272,103.867597994875
MINBU VILLA MINBU ROAD,MINBU VILLA,56,MINBU ROAD,MINBU VILLA,56 MINBU ROAD MINBU VILLA SINGAPORE 308185,308185,29640.4880676083,34224.3100831658,1.32578698013765,103.848059253669
SUNFLOWER MANSIONS LORONG 26 GEYLANG,SUNFLOWER MANSIONS,17,LORONG 26 GEYLANG,SUNFLOWER MANSIONS,17 LORONG 26 GEYLANG SUNFLOWER MANSIONS SINGAPORE 398489,398489,33757.4807350887,32708.8829423916,1.31208149865107,103.885052375181
CALIN MANSIONS LORONG 33 GEYLANG,CALIN MANSIONS,30,LORONG 33 GEYLANG,CALIN MANSIONS,30 LORONG 33 GEYLANG CALIN MANSIONS SINGAPORE 387987,387987,34082.7851333907,33089.6506967377,1.31552496371882,103.887975469134
GOLD COAST CONDOMINIUM PASIR PANJANG ROAD,GOLD COAST CONDOMINIUM,360,PASIR PANJANG ROAD,GOLD COAST CONDOMINIUM,360 PASIR PANJANG ROAD GOLD COAST CONDOMINIUM SINGAPORE 118699,118699,21465.7954123821,30327.716190828,1.29054692058657,103.774606037683
PALMERA EAST LORONG MELAYU,PALMERA EAST,29,LORONG MELAYU,PALMERA EAST,29 LORONG MELAYU PALMERA EAST SINGAPORE 416914,416914,36544.1256899564,33682.0718976911,1.32088202092246,103.910092007142
LE WILKIE WILKIE ROAD,LE WILKIE,68,WILKIE ROAD,LE WILKIE,68 WILKIE ROAD LE WILKIE SINGAPORE 228070,228070,29623.1201774795,31687.537624998,1.30284530720385,103.847903060812
GUILIN MANSIONS LORONG 37 GEYLANG,GUILIN MANSIONS,8,LORONG 37 GEYLANG,GUILIN MANSIONS,8 LORONG 37 GEYLANG GUILIN MANSIONS SINGAPORE 387906,387906,34303.5888033528,33118.7158005144,1.31578777361004,103.889959506676
URBAN RESORT CONDOMINIUM CAIRNHILL ROAD,URBAN RESORT CONDOMINIUM,32,CAIRNHILL ROAD,URBAN RESORT CONDOMINIUM,32 CAIRNHILL ROAD URBAN RESORT CONDOMINIUM SINGAPORE 229657,229657,28489.1485704454,31839.9101661164,1.30422334935226,103.837713806599
KELLOCK LODGE KELLOCK ROAD,KELLOCK LODGE,3,KELLOCK ROAD,KELLOCK LODGE,3 KELLOCK ROAD KELLOCK LODGE SINGAPORE 248899,248899,27597.2345996639,30808.051900208,1.29489158756341,103.829699558094
PADDY GREEN LORONG 12 GEYLANG,PADDY GREEN,1,LORONG 12 GEYLANG,PADDY GREEN,1 LORONG 12 GEYLANG PADDY GREEN SINGAPORE 398982,398982,33017.0579017401,32708.5489049237,1.3120786072378,103.878399313302
SALLIM LODGE SALLIM ROAD,SALLIM LODGE,20,SALLIM ROAD,SALLIM LODGE,20 SALLIM ROAD SALLIM LODGE SINGAPORE 387635,387635,33486.9576038169,34220.1945756879,1.3257493113403,103.882621861308
BANYAN CONDOMINIUM CHWEE CHIAN ROAD,BANYAN CONDOMINIUM,1,CHWEE CHIAN ROAD,BANYAN CONDOMINIUM,1 CHWEE CHIAN ROAD BANYAN CONDOMINIUM SINGAPORE 119744,119744,22987.9054212803,28935.0911028739,1.27795279258227,103.788283045426
ALEGRIA THOMSON ROAD,ALEGRIA,323C,THOMSON ROAD,ALEGRIA,323C THOMSON ROAD ALEGRIA SINGAPORE 307669,307669,28856.8758785613,34060.2162956204,1.32430300605838,103.841018068843
R66 APARTMENTS RANGOON ROAD,R66 APARTMENTS,60,RANGOON ROAD,R66 APARTMENTS,60 RANGOON ROAD R66 APARTMENTS SINGAPORE 218350,218350,30344.7313378751,32925.9703698494,1.31404520941052,103.854387162231
RESIDENTIAL APARTMENTS KIM KEAT CLOSE,,,,,,,,,,
HOLLAND COURT HOLLAND ROAD,HOLLAND COURT,144,HOLLAND ROAD,HOLLAND COURT,144 HOLLAND ROAD HOLLAND COURT SINGAPORE 278576,278576,24073.7499050926,32844.4291178789,1.31330761763,103.798039271294
KIM KEAT GARDENS KIM KEAT ROAD,KIM KEAT GARDENS,6,KIM KEAT ROAD,KIM KEAT GARDENS,6 KIM KEAT ROAD KIM KEAT GARDENS SINGAPORE 328847,328847,30151.0748409014,33981.1038980018,1.32358747782594,103.852647135431
HONG BUILDING RANGOON ROAD,HONG BUILDING,204,RANGOON ROAD,HONG BUILDING,204 RANGOON ROAD HONG BUILDING SINGAPORE 218451,218451,30186.7535899235,33312.8567365669,1.31754408452231,103.852967680614
NADIA MANSIONS AH HOOD ROAD,NADIA MANSIONS,30,AH HOOD ROAD,NADIA MANSIONS,30 AH HOOD ROAD NADIA MANSIONS SINGAPORE 329976,329976,29616.2026416762,34470.1527307816,1.32801029525715,103.847841048909
GOLDHILL TOWERS GOLDHILL AVENUE,GOLDHILL TOWERS,38,GOLDHILL AVENUE,GOLDHILL TOWERS,38 GOLDHILL AVENUE GOLDHILL TOWERS SINGAPORE 309021,309021,28021.5351302503,33654.5459511541,1.32063427888985,103.833512083526
RESIDENTIAL APARTMENTS SIMS AVENUE,,,,,,,,,,
BALMY COURT LORONG 27A GEYLANG,BALMY COURT,6,LORONG 27A GEYLANG,BALMY COURT,6 LORONG 27A GEYLANG BALMY COURT SINGAPORE 388105,388105,33746.0356234778,32938.5304934438,1.31415835134435,103.884949577853
RESIDENTIAL APARTMENTS BUKIT TIMAH ROAD,,,,,,,,,,
THE SPRINGS MOULMEIN RISE,THE SPRINGS,3,MOULMEIN RISE,THE SPRINGS,3 MOULMEIN RISE THE SPRINGS SINGAPORE 308144,308144,29484.3218584815,33486.8411023486,1.31911757962448,103.846655980088
THE DRAYCOTT DRAYCOTT PARK,THE DRAYCOTT,34,DRAYCOTT PARK,THE DRAYCOTT,34 DRAYCOTT PARK THE DRAYCOTT SINGAPORE 259388,259388,27794.9668017169,32586.754261408,1.31097754721533,103.831476255591
SETIA RESIDENCES EVELYN ROAD,SETIA RESIDENCES,11,EVELYN ROAD,SETIA RESIDENCES,11 EVELYN ROAD SETIA RESIDENCES SINGAPORE 309304,309304,28737.7681542281,33131.7914786749,1.31590666330907,103.839947799817
TWENTYONE ANGULLIA PARK ANGULLIA PARK,TWENTYONE ANGULLIA PARK,21,ANGULLIA PARK,TWENTYONE ANGULLIA PARK,21 ANGULLIA PARK TWENTYONE ANGULLIA PARK SINGAPORE 239974,239974,27634.3978116792,31789.4000748061,1.30376655553905,103.830033474096
HILLS APARTMENT GOLDHILL AVENUE,HILLS APARTMENT,46,GOLDHILL AVENUE,HILLS APARTMENT,46 GOLDHILL AVENUE HILLS APARTMENT SINGAPORE 309029,309029,28060.1709099421,33720.3877750635,1.32122972902134,103.833859246363
THE PROMONT CAIRNHILL CIRCLE,THE PROMONT,63,CAIRNHILL CIRCLE,THE PROMONT,63 CAIRNHILL CIRCLE THE PROMONT SINGAPORE 229790,229790,28517.2293593911,32225.0510690175,1.30770642748752,103.837966131924
YONG SIAK VIEW YONG SIAK STREET,YONG SIAK VIEW,19,YONG SIAK STREET,YONG SIAK VIEW,19 YONG SIAK STREET YONG SIAK VIEW SINGAPORE 168650,168650,27643.4250562154,29463.6085994523,1.28273291506553,103.830114614569
LE MARICAN LORONG MARICAN,LE MARICAN,95,LORONG MARICAN,LE MARICAN,95 LORONG MARICAN LE MARICAN SINGAPORE 417301,417301,36246.6233730065,34253.2361963596,1.32604750612789,103.907418948375
PRIME RESIDENCE LORONG 22 GEYLANG,PRIME RESIDENCE,41,LORONG 22 GEYLANG,PRIME RESIDENCE,41 LORONG 22 GEYLANG PRIME RESIDENCE SINGAPORE 398697,398697,33469.7032186268,32610.2792345155,1.31118981428433,103.882466535926
THE BLISS RACE COURSE ROAD,THE BLISS,128,RACE COURSE ROAD,THE BLISS,128 RACE COURSE ROAD THE BLISS SINGAPORE 218586,218586,30100.6823104378,32442.8680154197,1.30967622003781,103.8521942271
RESIDENTIAL APARTMENTS JOO AVENUE,,,,,,,,,,
WHARTON VALE SOPHIA ROAD,WHARTON VALE,68,SOPHIA ROAD,WHARTON VALE,68 SOPHIA ROAD WHARTON VALE SINGAPORE 228187,228187,29670.7573831165,31592.8231714219,1.30198874054112,103.84833109795
ARIVA ON SHAN SERVICED RESIDENCE SHAN ROAD,,,,,,,,,,
ROSEVALE LINCOLN ROAD,ROSEVALE,32,LINCOLN ROAD,ROSEVALE,32 LINCOLN ROAD ROSEVALE SINGAPORE 308362,308362,29121.0206678919,33138.5994141083,1.31596822029115,103.84339151806
THE SPINNAKER SUFFOLK ROAD,THE SPINNAKER,13,SUFFOLK ROAD,THE SPINNAKER,13 SUFFOLK ROAD THE SPINNAKER SINGAPORE 307788,307788,29187.0640765717,32930.1891214196,1.31408342873893,103.843984943567
RANGOON VIEW RANGOON ROAD,RANGOON VIEW,223,RANGOON ROAD,RANGOON VIEW,223 RANGOON ROAD RANGOON VIEW SINGAPORE 218460,218460,30104.1105530774,33343.7976986337,1.31782390941569,103.852225092717
JIA WILKIE ROAD,JIA,65,WILKIE ROAD,JIA,65 WILKIE ROAD JIA SINGAPORE 228068,228068,29581.8769017942,31643.3738521002,1.30244590773606,103.847532468776
ONE AKYAB AKYAB ROAD,ONE AKYAB,1,AKYAB ROAD,ONE AKYAB,1 AKYAB ROAD ONE AKYAB SINGAPORE 309972,309972,29595.9222753504,33886.0560728535,1.32272793298026,103.847658788312
MANDALAY TOWERS MANDALAY ROAD,MANDALAY TOWERS,35,MANDALAY ROAD,MANDALAY TOWERS,35 MANDALAY ROAD MANDALAY TOWERS SINGAPORE 308215,308215,29757.3239073521,33978.0821846519,1.32356017570747,103.849109072916
BUONA VISTA GARDENS ZEHNDER ROAD,BUONA VISTA GARDENS,2,ZEHNDER ROAD,BUONA VISTA GARDENS,2 ZEHNDER ROAD BUONA VISTA GARDENS SINGAPORE 117687,117687,22835.1528958939,29439.7895728815,1.28251708251467,103.786910425377
FONTANA HEIGHTS MOUNT SINAI RISE,FONTANA HEIGHTS,39,MOUNT SINAI RISE,FONTANA HEIGHTS,39 MOUNT SINAI RISE FONTANA HEIGHTS SINGAPORE 276957,276957,21725.8955213167,33072.4706799835,1.31536955463919,103.776942592447
RESIDENTIAL APARTMENTS NASSIM HILL,,,,,,,,,,
BAODE BUILDING LORONG 35 GEYLANG,BAODE BUILDING,8,LORONG 35 GEYLANG,BAODE BUILDING,8 LORONG 35 GEYLANG BAODE BUILDING SINGAPORE 387940,387940,34165.3741721539,33052.9817306269,1.31519332622797,103.888717565728
TIONG BAHRU ESTATE YONG SIAK STREET,TIONG BAHRU ESTATE,1,YONG SIAK STREET,TIONG BAHRU ESTATE,1 YONG SIAK STREET TIONG BAHRU ESTATE SINGAPORE 168641,168641,27690.0680191237,29409.3871387821,1.2822425556884,103.830533720291
ELIZABETH HEIGHTS CAIRNHILL ROAD,ELIZABETH HEIGHTS,57,CAIRNHILL ROAD,ELIZABETH HEIGHTS,57 CAIRNHILL ROAD ELIZABETH HEIGHTS SINGAPORE 229668,229668,28352.7148468718,32205.0541018229,1.30752558427329,103.836487890258
D' ALMIRA SOMMERVILLE ROAD,D' ALMIRA,33,SOMMERVILLE ROAD,D' ALMIRA,33 SOMMERVILLE ROAD D' ALMIRA SINGAPORE 358262,358262,31853.2416390097,36338.3599412721,1.34490549467176,103.867942309702
JAYA TOWER BUKIT TIMAH ROAD,JAYA TOWER,431,BUKIT TIMAH ROAD,JAYA TOWER,431 BUKIT TIMAH ROAD JAYA TOWER SINGAPORE 259738,259738,26960.4994966127,33596.246031018,1.32010701731526,103.82397812475
HIGH STREET CENTRE NORTH BRIDGE ROAD,HIGH STREET CENTRE,1,NORTH BRIDGE ROAD,HIGH STREET CENTRE,1 NORTH BRIDGE ROAD HIGH STREET CENTRE SINGAPORE 179094,179094,29769.3729863102,30265.9206212517,1.28998869553165,103.84921712944
MANDALAY MANSION MINBU ROAD,MANDALAY MANSION,15,MINBU ROAD,MANDALAY MANSION,15 MINBU ROAD MANDALAY MANSION SINGAPORE 308166,308166,29774.9547959911,34010.0675737653,1.3238494392232,103.849267497709
THE BOTANIC ON LLOYD LLOYD ROAD,THE BOTANIC ON LLOYD,21,LLOYD ROAD,THE BOTANIC ON LLOYD,21 LLOYD ROAD THE BOTANIC ON LLOYD SINGAPORE 239124,239124,28725.8516793065,31029.2224483993,1.29689177042354,103.839840675332
SUITES @ SURREY SURREY ROAD,SUITES @ NEWTON,1,SURREY ROAD,SUITES @ NEWTON,1 SURREY ROAD SUITES @ NEWTON SINGAPORE 307740,307740,28929.6362976516,33186.3820271399,1.31640035574617,103.841671833933
GLORIA MANSION PASIR PANJANG ROAD,,,,,,,,,,
THE RIVERSIDE PIAZZA KENG CHEOW STREET,THE RIVERSIDE PIAZZA,11,KENG CHEOW STREET,THE RIVERSIDE PIAZZA,11 KENG CHEOW STREET THE RIVERSIDE PIAZZA SINGAPORE 059608,059608,29194.254084764,30099.7794164829,1.2884862000316,103.844049441363
KING'S COURT NORFOLK ROAD,KING'S COURT,10,NORFOLK ROAD,KING'S COURT,10 NORFOLK ROAD KING'S COURT SINGAPORE 219014,219014,29449.4467244269,32991.9370189216,1.3146418436756,103.846342585739
PEOPLE'S PARK CENTRE UPPER CROSS STREET,PEOPLE'S PARK CENTRE,101,UPPER CROSS STREET,PEOPLE'S PARK CENTRE,101 UPPER CROSS STREET PEOPLE'S PARK CENTRE SINGAPORE 058357,058357,29186.540773402,29799.4470430557,1.28577009981805,103.843980122838
JERVOIS MEADOWS JERVOIS ROAD,JERVOIS MEADOWS,107,JERVOIS ROAD,JERVOIS MEADOWS,107 JERVOIS ROAD JERVOIS MEADOWS SINGAPORE 249063,249063,26145.5745941224,30807.8168390449,1.29488940916719,103.816655765912
LLOYD SIXTYFIVE LLOYD ROAD,LLOYD SIXTYFIVE,65,LLOYD ROAD,LLOYD SIXTYFIVE,65 LLOYD ROAD LLOYD SIXTYFIVE SINGAPORE 239114,239114,28625.6429813253,31071.3707065303,1.29727294661043,103.838940257017
JUNIPER AT ARDMORE ARDMORE PARK,JUNIPER AT ARDMORE,6,ARDMORE PARK,JUNIPER AT ARDMORE,6 ARDMORE PARK JUNIPER AT ARDMORE SINGAPORE 259953,259953,27590.9820211949,32341.5322890654,1.308759844145,103.829643355814
WOODSVILLE MANSIONS WOODSVILLE CLOSE,WOODSVILLE MANSIONS,12,WOODSVILLE CLOSE,WOODSVILLE MANSIONS,12 WOODSVILLE CLOSE WOODSVILLE MANSIONS SINGAPORE 357768,357768,31873.1789480085,34602.4092304576,1.32920617249191,103.868121237592
THE MORNINGTON ST. MICHAEL'S ROAD,THE MORNINGTON,16,SAINT MICHAEL'S ROAD,THE MORNINGTON,16 SAINT MICHAEL'S ROAD THE MORNINGTON SINGAPORE 328005,328005,31413.818951346,34268.4543937501,1.32618605863823,103.863993596759
SAM KIANG MANSIONS ST. THOMAS WALK,SAM KIANG MANSIONS,23,SAINT THOMAS WALK,SAM KIANG MANSIONS,23 SAINT THOMAS WALK SAM KIANG MANSIONS SINGAPORE 238108,238108,28226.8901726631,31196.175682636,1.29840164434192,103.835357288285
RESIDENTIAL APARTMENTS CHANGI ROAD,,,,,,,,,,
RESIDENTIAL APARTMENTS GREENWOOD AVENUE,,,,,,,,,,
DUCHESS MANOR DUCHESS ROAD,DUCHESS MANOR,20,DUCHESS ROAD,DUCHESS MANOR,20 DUCHESS ROAD DUCHESS MANOR SINGAPORE 268988,268988,25077.3533108821,34088.670076929,1.32456020379876,103.807057027769
CLYDESVIEW JERVOIS LANE,CLYDESVIEW,16A,JERVOIS LANE,CLYDESVIEW,16A JERVOIS LANE CLYDESVIEW SINGAPORE 159192,159192,26307.1489352398,30719.6676624771,1.2940922282272,103.818107585883
KINGSLEY MANSIONS BOON TECK ROAD,KINGSLEY MANSIONS,27,BOON TECK ROAD,KINGSLEY MANSIONS,27 BOON TECK ROAD KINGSLEY MANSIONS SINGAPORE 329599,329599,29843.1180834472,34379.9792011958,1.32719478492029,103.84988000351
LLOYD COURT LLOYD ROAD,LLOYD COURT,40,LLOYD ROAD,LLOYD COURT,40 LLOYD ROAD LLOYD COURT SINGAPORE 239107,239107,28699.6541340388,31106.423574185,1.29758995084157,103.839605280604
RESIDENTIAL APARTMENTS ST. GEORGE'S ROAD,,,,,,,,,,
WILKIE 48 WILKIE ROAD,WILKIE 48,48,WILKIE ROAD,WILKIE 48,48 WILKIE ROAD WILKIE 48 SINGAPORE 228059,228059,29674.8874494946,31651.6812634468,1.30252103215856,103.848368211637
WU DE BUILDING BEATTY ROAD,WU DE BUILDING,6A,BEATTY ROAD,WU DE BUILDING,6A BEATTY ROAD WU DE BUILDING SINGAPORE 209946,209946,30742.8248190479,32923.3409598358,1.31402139704148,103.857964230708
SERENE VIEW MANSIONS LORONG SELANGAT,,,,,,,,,,
SEVEN PALMS SENTOSA COVE COVE DRIVE,SEVEN PALMS SENTOSA COVE,153,COVE DRIVE,SEVEN PALMS SENTOSA COVE,153 COVE DRIVE SEVEN PALMS SENTOSA COVE SINGAPORE 098182,098182,27734.8700227262,24744.8913819343,1.24005848546927,103.830936322258
MORIMASA GARDENS GILSTEAD ROAD,MORIMASA GARDENS,11,GILSTEAD ROAD,MORIMASA GARDENS,11 GILSTEAD ROAD MORIMASA GARDENS SINGAPORE 309065,309065,28585.5226478362,33151.9987780899,1.31608941426119,103.838579797187
ST THOMAS COURT ST. THOMAS WALK,SAINT THOMAS COURT,40,SAINT THOMAS WALK,SAINT THOMAS COURT,40 SAINT THOMAS WALK SAINT THOMAS COURT SINGAPORE 238120,238120,28328.3389499364,31097.4501763936,1.29750880469903,103.836268849611
BALMORAL POINT BALMORAL ROAD,BALMORAL POINT,23,BALMORAL ROAD,BALMORAL POINT,23 BALMORAL ROAD BALMORAL POINT SINGAPORE 259806,259806,27985.0043374859,33190.7139204349,1.31643954588459,103.833183835473
KELLETT COURT SHELFORD ROAD,,,,,,,,,,
SECOND AVENUE JUNCTION BUKIT TIMAH ROAD,SECOND AVENUE JUNCTION,733,BUKIT TIMAH ROAD,SECOND AVENUE JUNCTION,733 BUKIT TIMAH ROAD SECOND AVENUE JUNCTION SINGAPORE 269748,269748,24232.9916137755,34670.8840057347,1.32982544693334,103.799469913283
J C DRAYCOTT DRAYCOTT DRIVE,J C DRAYCOTT,34,DRAYCOTT DRIVE,J C DRAYCOTT,34 DRAYCOTT DRIVE J C DRAYCOTT SINGAPORE 259426,259426,27739.6189482994,32464.8832820356,1.30987538864486,103.830978929086
THE BOULEVARD RESIDENCE CUSCADEN WALK,THE BOULEVARD RESIDENCE,6,CUSCADEN WALK,THE BOULEVARD RESIDENCE,6 CUSCADEN WALK THE BOULEVARD RESIDENCE SINGAPORE 249691,249691,27493.8123801202,31807.2280382868,1.30392778337539,103.828770248549
RESIDENTIAL APARTMENTS KIM YAM ROAD,,,,,,,,,,
WATTEN ESTATE CONDOMINIUM SHELFORD ROAD,,,,,,,,,,
REGENCY LODGE SHANGHAI ROAD,REGENCY LODGE,17,SHANGHAI ROAD,REGENCY LODGE,17 SHANGHAI ROAD REGENCY LODGE SINGAPORE 248191,248191,27304.6366646513,30892.4700937625,1.29565503085263,103.827070437349
CITYVALE SOPHIA ROAD,CITYVALE,70,SOPHIA ROAD,CITYVALE,70 SOPHIA ROAD CITYVALE SINGAPORE 228153,228153,29645.1535746185,31599.1373755056,1.30204584534425,103.848101036366
THREE BUCKLEY BUCKLEY ROAD,THREE BUCKLEY,3,BUCKLEY ROAD,THREE BUCKLEY,3 BUCKLEY ROAD THREE BUCKLEY SINGAPORE 309752,309752,28729.5967974672,33254.36930627,1.31701521407942,103.839874378926
CRYSTAL COURT RIVER VALLEY ROAD,CRYSTAL COURT,456,RIVER VALLEY ROAD,CRYSTAL COURT,456 RIVER VALLEY ROAD CRYSTAL COURT SINGAPORE 248342,248342,27295.4655261207,30725.6435007714,1.29414630960587,103.826988034433
SIMS MEADOWS LORONG 33 GEYLANG,SIMS MEADOWS,8,LORONG 33 GEYLANG,SIMS MEADOWS,8 LORONG 33 GEYLANG SIMS MEADOWS SINGAPORE 387977,387977,34090.7350495821,33010.9730079025,1.31481342923106,103.888046887621
MARTIN EDGE MARTIN ROAD,,,,,,,,,,
RESIDENTIAL APARTMENTS RANGOON ROAD,,,,,,,,,,
DUNEARN LODGE DUNEARN ROAD,DUNEARN LODGE,408,DUNEARN ROAD,DUNEARN LODGE,408 DUNEARN ROAD DUNEARN LODGE SINGAPORE 289674,289674,25440.1687608687,34133.2474315558,1.32496337821747,103.810317115677
WILKIE COURT WILKIE ROAD,WILKIE COURT,97,WILKIE ROAD,WILKIE COURT,97 WILKIE ROAD WILKIE COURT SINGAPORE 228089,228089,29497.3997462066,31731.1943789013,1.30324012981857,103.846773407007
GREENDALE COURT GREENDALE AVENUE,GREENDALE COURT,1,GREENDALE AVENUE,GREENDALE COURT,1 GREENDALE AVENUE GREENDALE COURT SINGAPORE 289495,289495,25095.2701108959,34868.3510905188,1.33161136384317,103.807217945824
THE VERV @ RV RIVER VALLEY ROAD,THE VERV @ RV,348,RIVER VALLEY ROAD,THE VERV @ RV,348 RIVER VALLEY ROAD THE VERV @ RV SINGAPORE 238374,238374,28153.0935896868,30973.8621548414,1.29639111945043,103.834694192111
CORONATION SHOPPING PLAZA BUKIT TIMAH ROAD,CORONATION SHOPPING PLAZA,587,BUKIT TIMAH ROAD,CORONATION SHOPPING PLAZA,587 BUKIT TIMAH ROAD CORONATION SHOPPING PLAZA SINGAPORE 269707,269707,25404.8279538844,34008.4909447618,1.32383512178759,103.809999570047
THE BELMONT BELMONT ROAD,THE BELMONT,1,BELMONT ROAD,THE BELMONT,1 BELMONT ROAD THE BELMONT SINGAPORE 269852,269852,24130.0086734798,32841.1161962561,1.3132776638734,103.798544784631
FLYNN PARK YEW SIANG ROAD,,,,,,,,,,
KHEAM HOCK GARDENS KHEAM HOCK ROAD,KHEAM HOCK GARDENS,38,KHEAM HOCK ROAD,KHEAM HOCK GARDENS,38 KHEAM HOCK ROAD KHEAM HOCK GARDENS SINGAPORE 298808,298808,26564.7481520195,34541.908071205,1.32865923404591,103.820422048241
STURDEE VIEW STURDEE ROAD NORTH,STURDEE VIEW,60,STURDEE ROAD NORTH,STURDEE VIEW,60 STURDEE ROAD NORTH STURDEE VIEW SINGAPORE 207851,207851,30720.5274548233,32899.1761518195,1.31380286104726,103.857763875638
BALESTIER POINT BALESTIER ROAD,VICTORY POINT,271,BALESTIER ROAD,VICTORY POINT,271 BALESTIER ROAD VICTORY POINT SINGAPORE 329722,329722,30144.7606670856,33852.263412701,1.32242229055037,103.852590390225
RACE COURSE BUILDING RACE COURSE ROAD,,,,,,,,,,
RESIDENTIAL APARTMENTS LORONG 13 GEYLANG,,,,,,,,,,
BASSEIN COURT BASSEIN ROAD,BASSEIN COURT,5,BASSEIN ROAD,BASSEIN COURT,5 BASSEIN ROAD BASSEIN COURT SINGAPORE 309836,309836,29661.5512850648,33890.222460812,1.32276560882225,103.848248500031
HILLCREST PARK GREENWOOD AVENUE,HILLCREST PARK,1,GREENWOOD AVENUE,HILLCREST PARK,1 GREENWOOD AVENUE HILLCREST PARK SINGAPORE 289188,289188,25077.1314162938,34759.6586701851,1.33062838645759,103.807054969859
TAN TONG MENG TOWER THOMSON ROAD,TAN TONG MENG TOWER,370,THOMSON ROAD,TAN TONG MENG TOWER,370 THOMSON ROAD TAN TONG MENG TOWER SINGAPORE 298128,298128,28923.2461511977,34443.2691919319,1.32776719893522,103.84161445288
PASADENA DERBYSHIRE ROAD,PASADENA,2A,DERBYSHIRE ROAD,PASADENA,2A DERBYSHIRE ROAD PASADENA SINGAPORE 309470,309470,29350.1743362546,33058.5992565285,1.31524471792011,103.845450576406
RESIDENTIAL APARTMENTS RACE COURSE ROAD,,,,,,,,,,
D' PALMA LORONG MYDIN,D' PALMA,18,LORONG MYDIN,D' PALMA,18 LORONG MYDIN D' PALMA SINGAPORE 416817,416817,36727.8661230532,33579.7205291428,1.31995634032593,103.911742980787
PALM GREEN PASIR PANJANG ROAD,PALM GREEN,481,PASIR PANJANG ROAD,PALM GREEN,481 PASIR PANJANG ROAD PALM GREEN SINGAPORE 117621,117621,20878.6533412719,30403.7262109183,1.29123419998705,103.76933030729
RESIDENTIAL APARTMENTS GRANGE ROAD,,,,,,,,,,
RESIDENCES AT EMERALD HILL EMERALD HILL ROAD,RESIDENCES AT EMERALD HILL,119,EMERALD HILL ROAD,RESIDENCES AT EMERALD HILL,119 EMERALD HILL ROAD RESIDENCES AT EMERALD HILL SINGAPORE 229401,229401,28639.1401411612,31967.9988855086,1.305381735873,103.839061553236
SUNFLOWER RESIDENCE LORONG 32 GEYLANG,SUNFLOWER RESIDENCE,47,LORONG 32 GEYLANG,SUNFLOWER RESIDENCE,47 LORONG 32 GEYLANG SUNFLOWER RESIDENCE SINGAPORE 398307,398307,34012.2727779867,32748.3364419322,1.31243825333825,103.887341813982
CARLYX RESIDENCE CARLISLE ROAD,CARLYX RESIDENCE,39,CARLISLE ROAD,CARLYX RESIDENCE,39 CARLISLE ROAD CARLYX RESIDENCE SINGAPORE 219604,219604,29628.9676189851,32840.0939859115,1.31326861994608,103.847955663098
SUNFLOWER LODGE LORONG 34 GEYLANG,SUNFLOWER LODGE,9,LORONG 34 GEYLANG,SUNFLOWER LODGE,9 LORONG 34 GEYLANG SUNFLOWER LODGE SINGAPORE 398207,398207,34075.7762790816,32876.5917563047,1.31359813614381,103.887912449228
DELFI ORCHARD ORCHARD ROAD,DELFI ORCHARD,402,ORCHARD ROAD,DELFI ORCHARD,402 ORCHARD ROAD DELFI ORCHARD SINGAPORE 238876,238876,27460.3975249389,32166.7168552559,1.30717887298465,103.828469994324
JERVOIS VIEW JERVOIS ROAD,JERVOIS VIEW,21,JERVOIS ROAD,JERVOIS VIEW,21 JERVOIS ROAD JERVOIS VIEW SINGAPORE 249004,249004,26972.8457466345,30697.6784868632,1.29389339488957,103.824089158096
8 RAJA JALAN RAJA UDANG,8 RAJA,8,JALAN RAJA UDANG,8 RAJA,8 JALAN RAJA UDANG 8 RAJA SINGAPORE 329217,329217,29026.2184674311,34385.1307514869,1.32724141217289,103.842539713753
RIVERSIDE 48 ROBERTSON QUAY,RIVERSIDE 48,48,ROBERTSON QUAY,RIVERSIDE 48,48 ROBERTSON QUAY RIVERSIDE 48 SINGAPORE 238237,238237,28721.3163851621,30369.5773571339,1.29092617225007,103.839799908617
ASTON LODGE LORONG 8 GEYLANG,ASTON LODGE,56,LORONG 8 GEYLANG,ASTON LODGE,56 LORONG 8 GEYLANG ASTON LODGE SINGAPORE 399116,399116,32869.7239810666,32493.1468290668,1.31013061106888,103.877075411974
TREASURE LOFT SHREWSBURY ROAD,TREASURE LOFT,115,SHREWSBURY ROAD,TREASURE LOFT,115 SHREWSBURY ROAD TREASURE LOFT SINGAPORE 307856,307856,29819.7005011439,33441.9758083913,1.31871181570346,103.849669528243
