QUERY,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE
CHESTNUT VILLE JALAN PAKIS,CHESTNUT-VILLE,2,JALAN PAKIS,CHESTNUT-VILLE,2 JALAN PAKIS CHESTNUT-VILLE SINGAPORE 678595,678595,20850.6110834694,38876.1821839195,1.36785603651596,103.769076354996
GLAMOUR VILLE LORONG N TELOK KURAU,GLAMOUR VILLE,1,LORONG N TELOK KURAU,GLAMOUR VILLE,1 LORONG N TELOK KURAU GLAMOUR VILLE SINGAPORE 425120,425120,36364.8417937104,32410.7216006331,1.30938443720972,103.908480704834
11 AMBER ROAD AMBER ROAD,ORCHID MANSION,11,AMBER ROAD,ORCHID MANSION,11 AMBER ROAD ORCHID MANSION SINGAPORE 439857,439857,35356.1594202528,31268.3998438586,1.29905394548315,103.899416943562
RESIDENTIAL APARTMENTS UPPER THOMSON ROAD,,,,,,,,,,
KINGS APARTMENTS LORONG K TELOK KURAU,KINGS APARTMENTS,2,LORONG K TELOK KURAU,KINGS APARTMENTS,2 LORONG K TELOK KURAU KINGS APARTMENTS SINGAPORE 425604,425604,36280.3918187721,32690.1537194271,1.31191154335489,103.907721956198
CHUAN PARK LORONG CHUAN,NEW TECH PARK,151,LORONG CHUAN,NEW TECH PARK,151 LORONG CHUAN NEW TECH PARK SINGAPORE 556741,556741,31055.2532473449,37125.1801431086,1.35202130773919,103.860771976676
RESIDENTIAL APARTMENTS JALAN TARI SERIMPI,,,,,,,,,,
EASTWOOD LODGE EASTWOOD ROAD,EASTWOOD LODGE,36,EASTWOOD ROAD,EASTWOOD LODGE,36 EASTWOOD ROAD EASTWOOD LODGE SINGAPORE 486137,486137,41755.8081752034,33662.2269363105,1.32070065096209,103.956921625801
FRUITION MANGIS ROAD,FRUITION,3,MANGIS ROAD,FRUITION,3 MANGIS ROAD FRUITION SINGAPORE 424981,424981,35828.7131402139,32955.9922445919,1.31431580944403,103.9036634713
SUNSHINE GROVE JALAN LABU MERAH,SUNSHINE GROVE,2,JALAN LABU MERAH,SUNSHINE GROVE,2 JALAN LABU MERAH SUNSHINE GROVE SINGAPORE 537972,537972,32519.8429485625,36488.4987959974,1.34626320392097,103.873932151324
JANSEN MANSIONS JANSEN ROAD,,,,,,,,,,
THE BROOKS I SPRINGSIDE WALK,THE BROOKS I,60,SPRINGSIDE WALK,THE BROOKS I,60 SPRINGSIDE WALK THE BROOKS I SINGAPORE 786020,786020,26458.3427502681,42962.1749575678,1.40480911505593,103.819465500143
THE SERENNIA PULASAN ROAD,THE SERENNIA,16,PULASAN ROAD,THE SERENNIA,16 PULASAN ROAD THE SERENNIA SINGAPORE 424382,424382,36090.4950291282,32616.6191966534,1.31124657407693,103.90601562226
EAST COURT KOON SENG ROAD,,,,,,,,,,
GRAND REGENCY JALAN RAJAWALI,GRAND REGENCY,9,JALAN RAJAWALI,GRAND REGENCY,9 JALAN RAJAWALI GRAND REGENCY SINGAPORE 598431,598431,20824.9959547445,36161.6106859837,1.34330642786718,103.768846834849
DE CASALLE LORONG N TELOK KURAU,DE CASALLE,86A,LORONG N TELOK KURAU,DE CASALLE,86A LORONG N TELOK KURAU DE CASALLE SINGAPORE 425236,425236,37144.1410069531,32485.2072342578,1.31005783724773,103.91548310029
SANCTUARY @ 813 UPPER SERANGOON ROAD,SANCTUARY @ 813,813,UPPER SERANGOON ROAD,SANCTUARY @ 813,813 UPPER SERANGOON ROAD SANCTUARY @ 813 SINGAPORE 534085,534085,33295.2361693103,37698.4980088193,1.35720587577032,103.880899748364
SELANTING GREEN JALAN SELANTING,SELANTING GREEN,1,JALAN SELANTING,SELANTING GREEN,1 JALAN SELANTING SELANTING GREEN SINGAPORE 598368,598368,20789.6192801995,36123.9205991738,1.34296556386397,103.76852896318
THE AMBRA LORONG H TELOK KURAU,THE AMBRA,97,LORONG H TELOK KURAU,THE AMBRA,97 LORONG H TELOK KURAU THE AMBRA SINGAPORE 426117,426117,36829.286266814,33242.7935277745,1.31690926542148,103.912654196336
KILAT CENTRE LORONG KILAT,KILAT CENTRE,33,LORONG KILAT,KILAT CENTRE,33 LORONG KILAT KILAT CENTRE SINGAPORE 598132,598132,21214.182748761,35943.4268310834,1.34133334202695,103.77234396073
THE ARIEL LORONG 105 CHANGI,THE ARIEL,31,LORONG 105 CHANGI,THE ARIEL,31 LORONG 105 CHANGI THE ARIEL SINGAPORE 426536,426536,35753.4745904924,33133.961753644,1.31592532071717,103.902987460361
MELINIA COURT LORONG M TELOK KURAU,MELINIA COURT,56,LORONG M TELOK KURAU,MELINIA COURT,56 LORONG M TELOK KURAU MELINIA COURT SINGAPORE 425354,425354,36857.1493986892,32567.143725561,1.31079892499905,103.91290436723
LAKESIDE APARTMENTS YUAN CHING ROAD,,,,,,,,,,
SUITES TWENTY-TWO LORONG G TELOK KURAU,,,,,,,,,,
RESIDENTIAL APARTMENTS UPPER SERANGOON ROAD,,,,,,,,,,
TIARA VISTA LORONG M TELOK KURAU,TIARA VISTA,31,LORONG M TELOK KURAU,TIARA VISTA,31 LORONG M TELOK KURAU TIARA VISTA SINGAPORE 425313,425313,36573.0754727153,32574.5690370575,1.31086615714413,103.910351828695
RESIDENTIAL APARTMENTS UPPER EAST COAST ROAD,,,,,,,,,,
RESIDENTIAL APARTMENTS LORONG K TELOK KURAU,,,,,,,,,,
RESIDENTIAL APARTMENTS CHAPEL CLOSE,,,,,,,,,,
GEMINI APARTMENTS JALAN TUA KONG,GEMINI APARTMENTS,67,JALAN TUA KONG,GEMINI APARTMENTS,67 JALAN TUA KONG GEMINI APARTMENTS SINGAPORE 457263,457263,38191.1620193068,33280.7356258146,1.31725197781733,103.924891343738
BLU CORAL LORONG L TELOK KURAU,BLU CORAL,127,LORONG L TELOK KURAU,BLU CORAL,127 LORONG L TELOK KURAU BLU CORAL SINGAPORE 425562,425562,37025.7409480792,32776.5713251829,1.31269286351102,103.91441930412
THE SUNNIFLORA LORONG G TELOK KURAU,THE SUNNIFLORA,48,LORONG G TELOK KURAU,THE SUNNIFLORA,48 LORONG G TELOK KURAU THE SUNNIFLORA SINGAPORE 426231,426231,36507.9121964658,33226.5905312654,1.31676282216463,103.909766484539
ESPIRA SUITES LORONG H TELOK KURAU,ESPIRA SUITES,99A,LORONG H TELOK KURAU,ESPIRA SUITES,99A LORONG H TELOK KURAU ESPIRA SUITES SINGAPORE 426121,426121,36851.8558915528,33259.3252951205,1.31705876623883,103.912857000474
CARPMAEL THIRTY-EIGHT CARPMAEL ROAD,CARPMAEL THIRTY-EIGHT,38,CARPMAEL ROAD,CARPMAEL THIRTY-EIGHT,38 CARPMAEL ROAD CARPMAEL THIRTY-EIGHT SINGAPORE 429781,429781,35176.576567132,32827.8616040424,1.31315720102795,103.897803671838
POH HENG COURT WOO MON CHEW ROAD,POH HENG COURT,1B,WOO MON CHEW ROAD,POH HENG COURT,1B WOO MON CHEW ROAD POH HENG COURT SINGAPORE 455055,455055,38661.9521449283,32893.7393560484,1.3137519651045,103.929121494681
MARSHALL LODGE MARSHALL ROAD,MARSHALL LODGE,89,MARSHALL ROAD,MARSHALL LODGE,89 MARSHALL ROAD MARSHALL LODGE SINGAPORE 424886,424886,35548.2778799022,32074.6092317756,1.30634496810252,103.901143407487
THE SILVERTON HAIG LANE,THE SILVERTON,16,HAIG LANE,THE SILVERTON,16 HAIG LANE THE SILVERTON SINGAPORE 438818,438818,35342.8685669946,32349.5411067531,1.30883140284246,103.899297773899
VINA LODGE SIRAT ROAD,VINA LODGE,22,SIRAT ROAD,VINA LODGE,22 SIRAT ROAD VINA LODGE SINGAPORE 545779,545779,32813.3252837909,37668.9051222112,1.35693833011762,103.876569459148
SEA AVENUE RESIDENCES SEA AVENUE,SEA AVENUE RESIDENCES,11,SEA AVENUE,SEA AVENUE RESIDENCES,11 SEA AVENUE SEA AVENUE RESIDENCES SINGAPORE 424228,424228,36196.6140654851,32054.6219806038,1.30616404559918,103.906969004799
SANDALWOOD TEMBELING ROAD,SANDALWOOD,152,TEMBELING ROAD,SANDALWOOD,152 TEMBELING ROAD SANDALWOOD SINGAPORE 423655,423655,35750.1036148779,32488.7961090878,1.31009067550238,103.90295700904
THE TREELINE LORONG G TELOK KURAU,THE TREELINE,110,LORONG G TELOK KURAU,THE TREELINE,110 LORONG G TELOK KURAU THE TREELINE SINGAPORE 426313,426313,36954.2185803261,33320.1283169761,1.31760861704211,103.913776798256
JOO CHIAT VERBENA JOO CHIAT PLACE,JOO CHIAT VERBENA,275,JOO CHIAT PLACE,JOO CHIAT VERBENA,275 JOO CHIAT PLACE JOO CHIAT VERBENA SINGAPORE 427955,427955,36189.992701903,33001.9600195866,1.31473143131445,103.906909758761
AQUARINE GARDENS UPPER EAST COAST ROAD,AQUARINE GARDENS,91,UPPER EAST COAST ROAD,AQUARINE GARDENS,91 UPPER EAST COAST ROAD AQUARINE GARDENS SINGAPORE 455225,455225,38553.715136678,32866.7477302291,1.31350790003335,103.928148923304
SERAYA BREEZE SERAYA ROAD,SERAYA BREEZE,3,SERAYA ROAD,SERAYA BREEZE,3 SERAYA ROAD SERAYA BREEZE SINGAPORE 437235,437235,35398.9705472263,32028.333601119,1.30592650396308,103.899801800469
JOO CHIAT MANSIONS JOO CHIAT TERRACE,EASTWIND MANSIONS,102,JOO CHIAT TERRACE,EASTWIND MANSIONS,102 JOO CHIAT TERRACE EASTWIND MANSIONS SINGAPORE 427256,427256,35684.9863762315,32951.254185224,1.31427299639943,103.9023720141
SPRING @ LANGSAT LANGSAT ROAD,SPRING @ LANGSAT,5,LANGSAT ROAD,SPRING @ LANGSAT,5 LANGSAT ROAD SPRING @ LANGSAT SINGAPORE 426691,426691,35451.7561855549,33044.4196141977,1.31511560847861,103.900276347946
THE STRADIA YIO CHU KANG ROAD,THE STRADIA,78,YIO CHU KANG ROAD,THE STRADIA,78 YIO CHU KANG ROAD THE STRADIA SINGAPORE 545571,545571,32651.5954560414,37792.9604511634,1.3580602677218,103.87511623024
MIDTOWN RESIDENCES SERANGOON ROAD,MIDTOWN RESIDENCES,1189,UPPER SERANGOON ROAD,MIDTOWN RESIDENCES,1189 UPPER SERANGOON ROAD MIDTOWN RESIDENCES SINGAPORE 534785,534785,34877.838135995,39194.6139035691,1.37073588285709,103.895120805047
HAIG LODGE HAIG ROAD,HAIG LODGE,139,HAIG ROAD,HAIG LODGE,139 HAIG ROAD HAIG LODGE SINGAPORE 438768,438768,35273.32493841,32280.7951908782,1.30820970588592,103.89867287524
BENG TONG MANSION TANJONG KATONG ROAD,,,,,,,,,,
SILAHIS APARTMENTS LORONG K TELOK KURAU,SILAHIS APARTMENTS,121,LORONG K TELOK KURAU,SILAHIS APARTMENTS,121 LORONG K TELOK KURAU SILAHIS APARTMENTS SINGAPORE 425762,425762,37008.1014633318,32909.2213994507,1.31389250792833,103.914260843359
SUNSET LODGE SUNSET CLOSE,SUNSET LODGE,7,SUNSET CLOSE,SUNSET LODGE,7 SUNSET CLOSE SUNSET LODGE SINGAPORE 597522,597522,20480.1041756039,34072.0173284523,1.32440881513624,103.765748290924
RESIDENTIAL APARTMENTS EVERITT ROAD,,,,,,,,,,
OPERA ESTATE SWAN LAKE AVENUE,OPERA ESTATE,1,SWAN LAKE AVENUE,OPERA ESTATE,1 SWAN LAKE AVENUE OPERA ESTATE SINGAPORE 455700,455700,38121.1336489627,33687.4877782855,1.3209305190777,103.924262237339
JANSEN 28 JANSEN ROAD,JANSEN 28,28,JANSEN ROAD,JANSEN 28,28 JANSEN ROAD JANSEN 28 SINGAPORE 548431,548431,32850.8539514421,38041.7577988151,1.36031026981375,103.876906739154
EDEN VIEW EDEN GROVE,EDEN VIEW,6,EDEN GROVE,EDEN VIEW,6 EDEN GROVE EDEN VIEW SINGAPORE 539102,539102,32367.4574224781,36265.0870549493,1.34424277054184,103.872562841478
TOH TUCK LODGE TOH TUCK ROAD,TOH TUCK LODGE,26F,TOH TUCK ROAD,TOH TUCK LODGE,26F TOH TUCK ROAD TOH TUCK LODGE SINGAPORE 596221,596221,20945.5937113808,35880.3850075454,1.34076315278132,103.76993054356
GRACE COURT WOO MON CHEW ROAD,GRACE COURT,7,WOO MON CHEW ROAD,GRACE COURT,7 WOO MON CHEW ROAD GRACE COURT SINGAPORE 455059,455059,38645.3881421788,32955.5829306468,1.31431126151618,103.928972680331
MARTIA 8 MARTIA ROAD,MARTIA 8,8,MARTIA ROAD,MARTIA 8,8 MARTIA ROAD MARTIA 8 SINGAPORE 424795,424795,36585.9612798151,32173.8390934318,1.30724209656144,103.910467503121
SUNSHINE LODGE UPPER SERANGOON ROAD,SUNSHINE LODGE,510,UPPER SERANGOON ROAD,SUNSHINE LODGE,510 UPPER SERANGOON ROAD SUNSHINE LODGE SINGAPORE 534530,534530,32237.8862983175,36383.7445430253,1.34531588501516,103.871398582883
ONE K GREENLANE GREEN LANE,ONE K GREENLANE,1K,GREEN LANE,ONE K GREENLANE,1K GREEN LANE ONE K GREENLANE SINGAPORE 438920,438920,34691.2046587467,32588.7412637342,1.31099479160291,103.893442315049
LAKESIDE TOWER YUAN CHING ROAD,LAKESIDE TOWER,9G,YUAN CHING ROAD,LAKESIDE TOWER,9G YUAN CHING ROAD LAKESIDE TOWER SINGAPORE 618649,618649,15997.9631532915,35495.4643042255,1.33728050799228,103.725473335024
KILAT 19 LORONG KILAT,KILAT 19,19,LORONG KILAT,KILAT 19,19 LORONG KILAT KILAT 19 SINGAPORE 598120,598120,21358.1940317899,35889.1404455863,1.34084242760303,103.773637999482
THE GLACIER JOO CHIAT PLACE,THE GLACIER,260,JOO CHIAT PLACE,THE GLACIER,260 JOO CHIAT PLACE THE GLACIER SINGAPORE 427941,427941,36235.8303851048,32948.7414582875,1.31425012958905,103.907321618868
HIGHLAND CENTRE YIO CHU KANG ROAD,HIGHLAND CENTRE,22,YIO CHU KANG ROAD,HIGHLAND CENTRE,22 YIO CHU KANG ROAD HIGHLAND CENTRE SINGAPORE 545535,545535,32890.1164902728,37497.4514322821,1.35538775194974,103.877259450345
RESIDENTIAL APARTMENTS GRAY LANE,,,,,,,,,,
CASA AROMA CHIKU ROAD,CASA AROMA,21,CHIKU ROAD,CASA AROMA,21 CHIKU ROAD CASA AROMA SINGAPORE 429433,429433,36106.0067351554,32885.9559743032,1.31368235479563,103.906155072881
MARINE MEADOWS MARINE PARADE,MARINE MEADOWS,163,MARINE PARADE,MARINE MEADOWS,163 MARINE PARADE MARINE MEADOWS SINGAPORE 449528,449528,36180.8477149103,31880.3101757765,1.30458763653548,103.906827291046
PIN MANSIONS LIM AH PIN ROAD,PIN MANSIONS,18,LIM AH PIN ROAD,PIN MANSIONS,18 LIM AH PIN ROAD PIN MANSIONS SINGAPORE 547837,547837,33856.5208164863,38509.9683355242,1.364544415936,103.885943416647
CASA FELIZ KOON SENG ROAD,CASA FELIZ,81,KOON SENG ROAD,CASA FELIZ,81 KOON SENG ROAD CASA FELIZ SINGAPORE 427024,427024,35908.0488550151,32709.9340889305,1.3120905277435,103.904376279072
THE PALLADIUM BROOKE ROAD,THE PALLADIUM,20,BROOKE ROAD,THE PALLADIUM,20 BROOKE ROAD THE PALLADIUM SINGAPORE 429984,429984,35853.482520937,31744.5132905804,1.30335962300903,103.903885730249
CASERO @ DUNMAN DUNMAN ROAD,CASERO @ DUNMAN,489,DUNMAN ROAD,CASERO @ DUNMAN,489 DUNMAN ROAD CASERO @ DUNMAN SINGAPORE 439192,439192,34732.5390107948,32447.0962106008,1.30971379542166,103.893813693492
IVORY APARTMENTS EAST COAST ROAD,IVORY APARTMENTS,563,EAST COAST ROAD,IVORY APARTMENTS,563 EAST COAST ROAD IVORY APARTMENTS SINGAPORE 429079,429079,37167.3011600543,32494.2723743096,1.31013981221718,103.915691207978
CEYLON CREST CEYLON ROAD,CEYLON CREST,30,CEYLON ROAD,CEYLON CREST,30 CEYLON ROAD CEYLON CREST SINGAPORE 429623,429623,35744.3712825133,32072.1991738416,1.30632312393315,103.902905397513
MOUNTBATTEN REGENCY MOUNTBATTEN ROAD,MOUNTBATTEN REGENCY,825,MOUNTBATTEN ROAD,MOUNTBATTEN REGENCY,825 MOUNTBATTEN ROAD MOUNTBATTEN REGENCY SINGAPORE 437818,437818,35183.8463919973,31670.7864147704,1.30269302592246,103.897868727484
LA VILLE TANJONG RHU ROAD,,,,,,,,,,
3@SANDILANDS SANDILANDS ROAD,3@ SANDILANDS,3,SANDILANDS ROAD,3@ SANDILANDS,3 SANDILANDS ROAD 3@ SANDILANDS SINGAPORE 546066,546066,32968.8786267824,38184.2755989917,1.36159913009846,103.877967293114
HUA XIN COURT NALLUR ROAD,HUA XIN COURT,23A,NALLUR ROAD,HUA XIN COURT,23A NALLUR ROAD HUA XIN COURT SINGAPORE 456644,456644,39103.2176079769,32646.8309424575,1.3115188598209,103.933086390764
WHITESCAPE LORONG N TELOK KURAU,WHITESCAPE,88,LORONG N TELOK KURAU,WHITESCAPE,88 LORONG N TELOK KURAU WHITESCAPE SINGAPORE 425239,425239,37152.4211771153,32527.0708220024,1.31043643392121,103.915557513908
CASA FLORA SALAM WALK,CASA FLORA,21,SALAM WALK,CASA FLORA,21 SALAM WALK CASA FLORA SINGAPORE 467169,467169,41019.7266787589,33744.5176235586,1.32144517938431,103.950307597404
TESSA LODGE MOUNTBATTEN ROAD,TESSA LODGE,831,MOUNTBATTEN ROAD,TESSA LODGE,831 MOUNTBATTEN ROAD TESSA LODGE SINGAPORE 437824,437824,35238.0505999178,31685.5823737867,1.30282682267837,103.898355780325
TEMBELING MANSIONS TEMBELING ROAD,TEMBELING MANSIONS,230,TEMBELING ROAD,TEMBELING MANSIONS,230 TEMBELING ROAD TEMBELING MANSIONS SINGAPORE 423742,423742,35896.235139898,32256.0558965318,1.3079858196511,103.90427001166
HEJI GARDENS LORONG K TELOK KURAU,HEJI GARDENS,73,LORONG K TELOK KURAU,HEJI GARDENS,73 LORONG K TELOK KURAU HEJI GARDENS SINGAPORE 425692,425692,36698.7912427178,32850.3838896547,1.31336049179573,103.911481522688
D-MANSIONS DUNMAN LANE,D- MANSIONS,2,DUNMAN LANE,D- MANSIONS,2 DUNMAN LANE D- MANSIONS SINGAPORE 439275,439275,34868.8613179196,32332.8458620254,1.30868052611462,103.895038589522
UPPER SERANGOON SHOPPING CENTRE UPPER SERANGOON ROAD,UPPER SERANGOON SHOPPING CENTRE,756,UPPER SERANGOON ROAD,UPPER SERANGOON SHOPPING CENTRE,756 UPPER SERANGOON ROAD UPPER SERANGOON SHOPPING CENTRE SINGAPORE 534626,534626,33064.697135333,37286.5960918665,1.35348082277147,103.878828134896
CRANE COURT CRANE ROAD,CRANE COURT,38,CRANE ROAD,CRANE COURT,38 CRANE ROAD CRANE COURT SINGAPORE 429381,429381,35216.6996247396,32717.8742890991,1.31216250582269,103.898164171599
THE ELEGANCE @ CHANGI LORONG 107 CHANGI,THE ELEGANCE @CHANGI,30,LORONG 107 CHANGI,THE ELEGANCE @CHANGI,30 LORONG 107 CHANGI THE ELEGANCE @CHANGI SINGAPORE 426446,426446,35821.3091676449,33165.011892328,1.31620610979173,103.903596995814
TEMBELING COURT TEMBELING ROAD,PENG'S COURT,226,TEMBELING ROAD,PENG'S COURT,226 TEMBELING ROAD PENG'S COURT SINGAPORE 423714,423714,35892.6807100344,32281.5844285544,1.30821669142473,103.904238079912
NICON GARDENS CHOA CHU KANG ROAD,NICON GARDENS,61,CHOA CHU KANG ROAD,NICON GARDENS,61 CHOA CHU KANG ROAD NICON GARDENS SINGAPORE 689388,689388,19648.7955767438,39991.5886204597,1.37794304958658,103.758276899347
EAST VIEW BROOKE ROAD,EAST VIEW,10,BROOKE ROAD,EAST VIEW,10 BROOKE ROAD EAST VIEW SINGAPORE 429986,429986,35822.145108819,31794.5711479466,1.30381233621834,103.903604161886
HARMONY @ 1A LIM AH PIN ROAD,HARMONY @ 1A,1A,LIM AH PIN ROAD,HARMONY @ 1A,1A LIM AH PIN ROAD HARMONY @ 1A SINGAPORE 547810,547810,34087.6422972735,38396.5616767276,1.36351876042906,103.888020177163
KOVAN 81 KOVAN ROAD,HOTEL 81 - KOVAN,768,UPPER SERANGOON ROAD,HOTEL 81 - KOVAN,768 UPPER SERANGOON ROAD HOTEL 81 - KOVAN SINGAPORE 534636,534636,33078.1783136725,37369.5517364498,1.35423104156605,103.878949285936
ROOTS @ TRANSIT TRANSIT ROAD,ROOTS @ TRANSIT,9,TRANSIT ROAD,ROOTS @ TRANSIT,9 TRANSIT ROAD ROOTS @ TRANSIT SINGAPORE 778885,778885,26305.0658623315,42969.798948111,1.40487805504685,103.818088178825
BEDOK SHOPPING COMPLEX BEDOK ROAD,BEDOK SHOPPING COMPLEX,282,BEDOK ROAD,BEDOK SHOPPING COMPLEX,282 BEDOK ROAD BEDOK SHOPPING COMPLEX SINGAPORE 469438,469438,40799.8285057982,34899.3992617838,1.33188959185827,103.948332182832
EDEN CREST EDEN GROVE,EDEN CREST,14,EDEN GROVE,EDEN CREST,14 EDEN GROVE EDEN CREST SINGAPORE 539068,539068,32312.3616710966,36360.5819382183,1.34510640009665,103.872067786316
TREASURE MANSIONS ROSYTH AVENUE,TREASURE MANSIONS,15,ROSYTH AVENUE,TREASURE MANSIONS,15 ROSYTH AVENUE TREASURE MANSIONS SINGAPORE 546242,546242,32931.2570666894,38179.7913972028,1.36155858286254,103.877629237437
KOON SENG COURT KOON SENG ROAD,KOON SENG COURT,117,KOON SENG ROAD,KOON SENG COURT,117 KOON SENG ROAD KOON SENG COURT SINGAPORE 427049,427049,36051.7395395609,32804.992659213,1.3129501659887,103.905667434406
THE SUNNIDORA LORONG G TELOK KURAU,THE SUNNIDORA,46,LORONG G TELOK KURAU,THE SUNNIDORA,46 LORONG G TELOK KURAU THE SUNNIDORA SINGAPORE 426223,426223,36492.4462253619,33223.6749980021,1.31673645941887,103.909627514227
CASA ESPANIA GAMBIR WALK,CASA ESPANIA,17,GAMBIR WALK,CASA ESPANIA,17 GAMBIR WALK CASA ESPANIA SINGAPORE 538977,538977,32649.9009635095,36333.1814827416,1.34485854983769,103.875100778586
RESIDENTIAL APARTMENTS RICHARDS AVENUE,,,,,,,,,,
PALM RESIDENCE JALAN RAJAWALI,PALM RESIDENCE,7,JALAN RAJAWALI,PALM RESIDENCE,7 JALAN RAJAWALI PALM RESIDENCE SINGAPORE 598429,598429,20863.1177538056,36157.5667017512,1.34326986460541,103.769189383043
RESIDENCE 66 TELOK KURAU ROAD,RESIDENCE 66,66,TELOK KURAU ROAD,RESIDENCE 66,66 TELOK KURAU ROAD RESIDENCE 66 SINGAPORE 423788,423788,36385.2542797858,33189.3019189928,1.316425631178,103.908664331481
RESIDENTIAL APARTMENTS CRANE ROAD,,,,,,,,,,
MERIDIAN 38 LORONG M TELOK KURAU,MERIDIAN 38,38,LORONG M TELOK KURAU,MERIDIAN 38,38 LORONG M TELOK KURAU MERIDIAN 38 SINGAPORE 425317,425317,36629.3285507215,32512.8020101897,1.31030754275962,103.910857272453
RESIDENTIAL APARTMENTS JALAN JAMAL,,,,,,,,,,
RESIDENTIAL APARTMENTS MARSHALL ROAD,,,,,,,,,,
LE GAMBIR LORONG GAMBIR,LE GAMBIR,59,LORONG GAMBIR,LE GAMBIR,59 LORONG GAMBIR LE GAMBIR SINGAPORE 536613,536613,32676.6722384077,36373.5337900594,1.34522347751628,103.875341341036
RESIDENTIAL APARTMENTS GREEN LANE,,,,,,,,,,
ALPHA APARTMENTS KOON SENG ROAD,ALPHA APARTMENTS,98,KOON SENG ROAD,ALPHA APARTMENTS,98 KOON SENG ROAD ALPHA APARTMENTS SINGAPORE 427037,427037,36022.341094479,32682.0229217652,1.31183807963778,103.905403243169
CHARLTON CORNER CHARLTON LANE,CHARLTON CORNER,1,CHARLTON LANE,CHARLTON CORNER,1 CHARLTON LANE CHARLTON CORNER SINGAPORE 539631,539631,33367.8819938144,37518.3329510316,1.35557651472076,103.881552486332
AFFLUENCE COURT AH SOO GARDEN,AFFLUENCE COURT,8,AH SOO GARDEN,AFFLUENCE COURT,8 AH SOO GARDEN AFFLUENCE COURT SINGAPORE 539960,539960,33535.92372528,36918.2920575887,1.35014992973273,103.88306233961
TEMBELING GROVE TEMBELING ROAD,TEMBELING GROVE,238,TEMBELING ROAD,TEMBELING GROVE,238 TEMBELING ROAD TEMBELING GROVE SINGAPORE 423722,423722,35931.9165222356,32206.3004163206,1.30753583983857,103.904590613014
SERANGOON GARDEN ESTATE LICHFIELD ROAD,SERANGOON GARDEN ESTATE,2,LICHFIELD ROAD,SERANGOON GARDEN ESTATE,2 LICHFIELD ROAD SERANGOON GARDEN ESTATE SINGAPORE 556822,556822,32094.3862112649,38410.171130782,1.36364218182276,103.870109423163
JI XIANG COURT TELOK KURAU ROAD,JI XIANG COURT,163,TELOK KURAU ROAD,JI XIANG COURT,163 TELOK KURAU ROAD JI XIANG COURT SINGAPORE 423816,423816,36605.6424611351,32873.3837435152,1.31356852036011,103.910644541702
RESIDENTIAL APARTMENTS KOVAN ROAD,,,,,,,,,,
EAST MEWS MOUNTBATTEN ROAD,EAST MEWS,853,MOUNTBATTEN ROAD,EAST MEWS,853 MOUNTBATTEN ROAD EAST MEWS SINGAPORE 437838,437838,35339.4821547084,31726.5178543441,1.30319700466564,103.899267198543
KLASSIC COURT KOON SENG ROAD,,,,,,,,,,
MAYFAIR PARK JALAN BINGKA,MAYFAIR PARK,1,JALAN BINGKA,MAYFAIR PARK,1 JALAN BINGKA MAYFAIR PARK SINGAPORE 588893,588893,22017.1855464848,35861.5172480196,1.34059275141039,103.779559434044
JERSEY LODGE LORONG J TELOK KURAU,JERSEY LODGE,150,LORONG J TELOK KURAU,JERSEY LODGE,150 LORONG J TELOK KURAU JERSEY LODGE SINGAPORE 423491,423491,37085.6115949629,32967.5024929028,1.31441955822584,103.914957327013
PALM HAVEN PALM GROVE AVENUE,PALM HAVEN,18,PALM GROVE AVENUE,PALM HAVEN,18 PALM GROVE AVENUE PALM HAVEN SINGAPORE 547312,547312,32940.4534487184,38069.7378559113,1.36056329663671,103.8777118549
GOODLINK PARK SEMBAWANG ROAD,GOODLINK PARK,357,SEMBAWANG ROAD,GOODLINK PARK,357 SEMBAWANG ROAD GOODLINK PARK SINGAPORE 758376,758376,27167.5457323473,45341.0029322971,1.4263224064601,103.825838212348
SERENITY BREEZE LORONG J TELOK KURAU,SERENITY BREEZE,98,LORONG J TELOK KURAU,SERENITY BREEZE,98 LORONG J TELOK KURAU SERENITY BREEZE SINGAPORE 425927,425927,36779.1625463143,32877.0774061028,1.31360187547893,103.91220370573
RESIDENTIAL APARTMENTS LORONG 1 REALTY PARK,,,,,,,,,,
PICARDY GARDENS JALAN PARI BURONG,PICARDY GARDENS,2,JALAN PARI BURONG,PICARDY GARDENS,2 JALAN PARI BURONG PICARDY GARDENS SINGAPORE 488668,488668,40754.5986945136,35069.858951129,1.3334311848316,103.947925839523
TOH YI COURT TOH YI DRIVE,TOH YI COURT,101,TOH YI DRIVE,TOH YI COURT,101 TOH YI DRIVE TOH YI COURT SINGAPORE 596559,596559,21171.3312140293,35414.9550996963,1.33655402427111,103.771959033121
SUNSHINE LOFT LORONG L TELOK KURAU,SUNSHINE LOFT,2,LORONG L TELOK KURAU,SUNSHINE LOFT,2 LORONG L TELOK KURAU SUNSHINE LOFT SINGAPORE 425600,425600,36316.5570045616,32589.1750644762,1.31099831906299,103.908046890845
THE GRANDIFLORA LORONG L TELOK KURAU,THE GRANDIFLORA,121,LORONG L TELOK KURAU,THE GRANDIFLORA,121 LORONG L TELOK KURAU THE GRANDIFLORA SINGAPORE 425554,425554,36955.1370622925,32779.0564779863,1.31271535895398,103.913784894594
